world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/poland/gniezno,Gniezno,Gniezno,6,42,do,The Long-Distance International Run of the United Europe,0.55,candidate,has description; high-value type,,,Archdiocesan Museum,europe/poland/gniezno/archdiocesan_museum,0.299,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Gniezno
europe/germany/rhinelandpalatinate/mosel/cochem,Cochem,Cochem,5,39,do,Mosel-Wein-Express,0.55,candidate,has description; high-value type,,,Mosel Boat Trips,europe/germany/rhinelandpalatinate/mosel/cochem/mosel_boat_trips,0.529,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Cochem
asia/thailand/kanchanaburi,Kanchanaburi,Kanchanaburi,7,41,see,Tourist Authority of Thailand,0.55,candidate,has description; high-value type,,,Wat Tham Khao Poon,asia/thailand/kanchanaburi/watthamkhaopoon,0.34,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kanchanaburi
europe/russia/vladimir,Vladimir,Vladimir,4,75,see,City Bank,0.55,candidate,has description; high-value type,,,Cathedral of Saint Demetrius,europe/russia/vladimir/cathedral_saint_demetrius,0.162,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Vladimir
europe/norway/hemsedal,Hemsedal,Hemsedal,5,13,see,Skogshorn,0.55,candidate,has description; high-value type,,,Hemsila River Fishing,europe/norway/hemsedal/hemsila_fishing,0.267,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Hemsedal
asia/cambodia/phnompenh,Phnom Penh,Phnom Penh,50,79,see,Sunny Internet,0.55,candidate,has description; high-value type,,,Bouchon Wine Bar,asia/cambodia/phnompenh/bouchon_wine_bar,0.467,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Phnom_Penh
northamerica/mexico/monterrey,Monterrey,Monterrey,13,31,see,Guatemala,0.55,candidate,has description; high-value type,,,Gran Plaza (Macroplaza),northamerica/mexico/monterrey/gran_plaza_macroplaza,0.421,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Monterrey
asia/cambodia/kratie,Kratie,Kratie,4,22,see,Ministry of Culture and Fine Arts,0.55,candidate,has description; high-value type,,,Kratie Riverside Market,asia/cambodia/kratie/riverside_market,0.357,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kratie
europe/greece/athens,Athens,Athens,48,150,see,Arch of Hadrian,0.55,candidate,has description; high-value type,,,Exarchia,europe/greece/athens/exarchia,0.522,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Athens
asia/turkmenistan/turkmenbashi,Turkmenbashi,Turkmenbashi,3,9,do,Awaza Resort,0.55,candidate,has description; high-value type,,,Türkmenbaşy International Seaport,asia/turkmenistan/turkmenbashi/turkmenbashi_seaport,0.311,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Turkmenbashi
asia/vietnam/dalat,Dalat,Da Lat,13,41,see,Valley of Love,0.55,candidate,has description; high-value type,,,Crazy House (Hang Nga Villa),asia/vietnam/dalat/crazy_house,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Da_Lat
africa/morocco/merzouga,Merzouga,Merzouga,6,10,do,Sunset on the dune,0.55,candidate,has description; high-value type,,,Rissani,africa/morocco/merzouga/rissani,0.286,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Merzouga
southamerica/brazil/mariana,Mariana,Mariana,3,33,see,Ateliê de Marionetes Catin Nardi,0.55,candidate,has description; high-value type,,,Praça Minas Gerais,southamerica/brazil/mariana/praca_minas_gerais,0.364,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Mariana
southamerica/brazil/blumenal,Blumenau,Blumenau,6,16,see,Blumenau Municipal City Hall,0.55,candidate,has description; high-value type,,,Vila Germânica,southamerica/brazil/blumenal/vila_germanica,0.381,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Blumenau
europe/belgium/bruges,Bruges,Bruges,16,55,do,Horse drawn carts,0.55,candidate,has description; high-value type,,,Halve Maan Brewery,europe/belgium/bruges/halve_maan_brewery,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Bruges
asia/cambodia/kratie,Kratie,Kratie,4,22,do,Basketball and Volleyball,0.55,candidate,has description; high-value type,,,Wat Roka Kandal,asia/cambodia/kratie/wat_roka_kandal,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kratie
europe/spain/andalucia/sanlcar,Sanlúcar de Barrameda,Sanlúcar de Barrameda,7,15,do,Carnival,0.55,candidate,has description; high-value type,,,Castillo de Santiago,europe/spain/andalucia/sanlcar/castillo_de_santiago,0.32,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Sanl%C3%BAcar_de_Barrameda
asia/india/uttaranchal/mussoorie,Mussoorie,Mussoorie,13,47,see,Vodafone,0.55,candidate,has description; high-value type,,,Savoy Hotel,asia/india/uttaranchal/mussoorie/savoy_hotel,0.421,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Mussoorie
europe/slovakia/b_a_n_s_k,Banská Stiavnica,Banská Štiavnica,6,35,do,St. Hubert´s Days,0.55,candidate,has description; high-value type,,,St. Catherine's Church,europe/slovakia/b_a_n_s_k/st_catherines_church,0.486,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Bansk%C3%A1_%C5%A0tiavnica
europe/italy/sicily/erice,Erice,Erice,6,102,see,Local police,0.55,candidate,has description; high-value type,,,Ancient Walls of Erice,europe/italy/sicily/erice/phoenician_walls,0.412,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Erice
asia/india/karnataka/mysore,Mysore,Mysore,14,82,see,Rabindranath Nath Tagore Layout,0.55,candidate,has description; high-value type,,,Devaraja Market,asia/india/karnataka/mysore/devaraja_market,0.348,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Mysore
asia/thailand/chiangmai,Chiang mai,Chiang Mai,37,236,do,Rock Climbing,0.55,candidate,has description; high-value type,,,The Old City,asia/thailand/chiangmai/old_city,0.381,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Chiang_Mai
northamerica/unitedstates/kentucky/louisville,Louisville,Louisville,12,140,see,Golden Statue of David,0.55,candidate,has description; high-value type,,,Cathedral of the Assumption,northamerica/unitedstates/kentucky/louisville/cathedral_of_the_assumption,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Louisville
northamerica/unitedstates/california/santa_barbara,Santa Barbara,Santa Barbara,17,107,do,Wine Tasting in the Santa Ynez Valley,0.55,candidate,has description; high-value type,,,Old Mission Santa Barbara,northamerica/unitedstates/california/santa_barbara/old_mission,0.414,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Santa_Barbara
asia/turkey/ephesus,Ephesus,Ephesus,11,15,see,Scholastikia Baths,0.55,candidate,has description; high-value type,,,Ephesus Archaeological Museum,asia/turkey/ephesus/ephesus_archaeological_museum,0.383,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ephesus
