world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/canada/alberta/medicinehat,Medicine Hat,Medicine Hat,8,27,do,Kin Coulee Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,50.022598,-110.69065,Echo Dale Regional Park,northamerica/canada/alberta/medicinehat/echo_dale_regional_park,0.526,8.383,2.419,has_external_url,https://www.medicinehat.ca/government/departments/parks-and-recreation/parks-trails-playgrounds/kin-coulee-park,https://en.wikivoyage.org/wiki/Medicine_Hat
europe/hungary/gyor,Győr,Győr,13,201,see,Abda,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.6972,17.5419,Győr Cathedral,europe/hungary/gyor/gyor_cathedral,0.333,6.743,7.082,has_external_url,http://www.abda.hu/,https://en.wikivoyage.org/wiki/Gy%C5%91r
europe/germany/saxony/dresden,Dresden,Dresden,31,149,do,Hechtfest,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.075037,13.746947,Theaterplatz,europe/germany/saxony/dresden/theaterplatz,0.476,2.459,2.924,has_external_url,https://hecht-viertel.de/hechtfest-2019/,https://en.wikivoyage.org/wiki/Dresden
europe/estonia/otep,Otepää,Otepää,5,21,do,Leigo Lake Music Festival,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,58.134985,26.553449,Otepää Castle,europe/estonia/otep/otepaa_castle,0.389,9.112,9.15,has_external_url,http://www.leigo.ee/en,https://en.wikivoyage.org/wiki/Otep%C3%A4%C3%A4
australiaandpacific/newzealand/north_island/eastland/gisborne,Gisborne,Gisborne,8,18,see,Cook Landing Site Historic Reserve,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-38.675561,178.025278,Tairāwhiti Museum,australiaandpacific/newzealand/north_island/eastland/gisborne/tairawhiti_museum,0.353,1.526,1.633,has_external_url,https://nzhistory.govt.nz/media/photo/cook-landing-site-national-historic-reserve,https://en.wikivoyage.org/wiki/Gisborne
asia/china/zhejiang/wenzhou,Wenzhou,Wenzhou,8,76,see,Wenzhou Revolutionary History Memorial Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,28.0297686575,120.6418242363,Wenzhou Museum,asia/china/zhejiang/wenzhou/wenzhou_museum,0.475,6.64,6.433,has_external_url,http://www.wenzhougeming.com/,https://en.wikivoyage.org/wiki/Wenzhou
europe/netherlands/haarlem,Haarlem,Haarlem,17,53,see,Rooms-Katholieke Kathedrale Basiliek Sint Bavo,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.376529,4.622133,Molen de Adriaan,europe/netherlands/haarlem/molen_de_adriaan,0.339,1.412,1.75,has_external_url,http://www.rkbavo.nl/,https://en.wikivoyage.org/wiki/Haarlem
asia/southkorea/dae_gu,Daegu,Daegu,7,73,see,Biseul Mountain Azalea Festival,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,35.691079,128.515933,Seomun Market,asia/southkorea/dae_gu/seomun_market,0.409,20.866,21.482,has_external_url,http://www.biseul.kr/,https://en.wikivoyage.org/wiki/Daegu
europe/hungary/zalakaros,Zalakaros,Zalakaros,2,56,do,Thermal Lake,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,46.5503,17.1273,Gránit Thermal and Adventure Bath,europe/hungary/zalakaros/granit_thermal_bath,0.444,0.679,1.231,has_external_url,http://termalto.zalakaros.hu/,https://en.wikivoyage.org/wiki/Zalakaros
europe/unitedkingdom/england/south_east/slough,Slough,Slough,4,11,do,Jump In Slough,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.527394,-0.630542,Slough Museum,europe/unitedkingdom/england/south_east/slough/slough_museum,0.444,3.826,3.107,has_external_url,http://www.gojumpin.com/locations/slough,https://en.wikivoyage.org/wiki/Slough
europe/netherlands/waddenislands/schiermonnikoog_is/schiermonnikoog,Schiermonnikoog,Schiermonnikoog,10,37,see,Schelpenmuseum Paal 14,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,53.47889,6.15222,Schiermonnikoog National Park,europe/netherlands/waddenislands/schiermonnikoog_is/schiermonnikoog_national_park,0.392,5.404,3.411,has_external_url,http://www.schelpenmuseum.nl,https://en.wikivoyage.org/wiki/Schiermonnikoog
europe/denmark/koge,Køge,Køge,9,39,see,Gammelkjøgegaard,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,55.4592,12.1656,Køge Bay Beach,europe/denmark/koge/koge-bay-beach,0.4,0.801,1.071,has_external_url,http://www.gammelkjoegegaard.dk/,https://en.wikivoyage.org/wiki/K%C3%B8ge
northamerica/unitedstates/kansas/wichita,Wichita,Wichita,5,41,do,All Star Adventures,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,37.6996,-97.2256,Kansas Aviation Museum,northamerica/unitedstates/kansas/wichita/kansas_aviation_museum,0.439,6.957,9.883,has_external_url,http://www.allstarwichita.com/adventures/,https://en.wikivoyage.org/wiki/Wichita
northamerica/unitedstates/montana/billings,Billings,Billings,14,43,do,Oasis Waterpark,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,45.807906,-108.492946,Pictograph Caves State Park,northamerica/unitedstates/montana/billings/pictograph_caves,0.476,11.077,2.801,has_external_url,https://billingsoasis.com/,https://en.wikivoyage.org/wiki/Billings
northamerica/belize/belizecity,Belize City,Belize City,9,31,do,Cave Tubing,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,17.210129,-88.6584446,House of Culture,northamerica/belize/belizecity/house_of_culture,0.296,11.943,12.402,has_external_url,https://jaguarpawbelize.com,https://en.wikivoyage.org/wiki/Belize_City
europe/unitedkingdom/england/leicester_nottingham_and_east_midlands/nottingham,Nottingham,Nottingham,16,76,see,Great Central Railway - Nottingham,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.8845928,-1.1463983,Nottingham Castle,europe/unitedkingdom/england/leicester_nottingham_and_east_midlands/nottingham/nottingham_castle,0.408,7.34,7.654,has_external_url,http://www.gcrn.co.uk,https://en.wikivoyage.org/wiki/Nottingham
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/sheffield,Sheffield,Sheffield,2,253,see,Catholic Cathedral,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,53.3813,-1.4682,Bishop's House,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/sheffield/bishopshouse,0.312,3.1,0.148,has_external_url,http://stmariecathedral.org/,https://en.wikivoyage.org/wiki/Sheffield
