world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/india/maharashtra/bhandardhara,Bhandardhara,Bhandardara,5,22,do,Trekking,0.47,candidate,high-value type,,,Kalsubai Peak Trek,asia/india/maharashtra/bhandardhara/kalsubai_peak,0.308,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Bhandardara
northamerica/mexico/chichenitza,Chichen Itza,Chichen Itza,0,27,see,The Red House,0.47,candidate,high-value type,,,,,0.0,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Chichen_Itza
europe/germany/saxony/chemnitz,Chemnitz,Chemnitz,15,31,do,CineStar,0.47,candidate,high-value type,,,Sternbar,europe/germany/saxony/chemnitz/sternbar,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Chemnitz
northamerica/unitedstates/illinois/chicago,Chicago,Chicago,152,132,see,Croatia,0.47,candidate,high-value type,,,Cloud Gate,northamerica/unitedstates/illinois/chicago/cloud_gate,0.471,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Chicago
asia/oman/musandampeninsula/khasab,Khasab,Khasab,4,38,see,Abdullah Masood Mohammed Al Shehi Trading Est,0.47,candidate,high-value type,,,Dhow Cruise Through the Khors,asia/oman/musandampeninsula/khasab/dhow_cruise,0.314,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Khasab
europe/spain/catalonia/roses,Roses,Roses,12,17,see,Casa Cremada menhir,0.47,candidate,high-value type,,,Cala Montjoi,europe/spain/catalonia/roses/cala_montjoi,0.452,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Roses
northamerica/unitedstates/massachusetts/boston,Boston,Boston,64,72,see,Monaco (Honorary),0.47,candidate,high-value type,,,Pomodoro,northamerica/unitedstates/massachusetts/boston/pomodoro,0.429,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Boston
asia/thailand/hatyai,Hat Yai,Hat Yai,9,109,see,"Thailand Post, Kho Hong",0.47,candidate,high-value type,,,Wat Hat Yai Nai,asia/thailand/hatyai/wat_hat_yai_nai,0.324,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Hat_Yai
europe/russia/ekaterinoburg,Yekaterinburg,Yekaterinburg,26,72,see,"Bulgaria, Greece, Malta, Netherlands, and Spain",0.47,candidate,high-value type,,,Ural Opera and Ballet Theatre,europe/russia/ekaterinoburg/opera_theatre,0.389,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Yekaterinburg
europe/ireland/dundalk,Dundalk,Dundalk,5,28,see,Gyles' Quay,0.47,candidate,high-value type,,,Proleek Dolmen,europe/ireland/dundalk/proleek_dolmen,0.25,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Dundalk
europe/netherlands/waddenislands/schiermonnikoog_is/schiermonnikoog,Schiermonnikoog,Schiermonnikoog,10,37,see,Kaap Kobbeduinen,0.47,candidate,high-value type,,,Wadlopen (Mudflat Walking),europe/netherlands/waddenislands/schiermonnikoog_is/wadlopen,0.333,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Schiermonnikoog
europe/italy/marche/urbino,Urbino,Urbino,14,50,see,Ex Convento di Sant'Agostino,0.47,candidate,high-value type,,,Oratorio di San Giuseppe,europe/italy/marche/urbino/oratorio_san_giuseppe,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Urbino
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,Thailand,0.47,candidate,high-value type,,,Royal Canadian Mint,northamerica/canada/ontario/ottawa/royal_canadian_mint,0.37,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ottawa
asia/vietnam/hochiminhcity,Ho Chi Minh City,Ho Chi Minh City,56,178,see,Malaysia,0.47,candidate,high-value type,,,Oceania,asia/vietnam/hochiminhcity/oceania,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ho_Chi_Minh_City
europe/italy/campania/naples,Naples,Naples,50,160,see,Niger,0.47,candidate,high-value type,,,Zi' Teresa,europe/italy/campania/naples/ziteresa,0.429,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Naples
asia/oman/salalah,Salalah,Salalah,9,48,see,Bin Qasim Transport,0.47,candidate,high-value type,,,Ain Razat Springs,asia/oman/salalah/ain_razat,0.444,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Salalah
africa/kenya/westernkenya/kisumu,Kisumu,Kisumu,7,28,see,Bhavniks Cyber,0.47,candidate,high-value type,,,Kisumu Central Market,africa/kenya/westernkenya/kisumu/kisumu_market,0.343,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kisumu
asia/indonesia/java/solo,Solo,Solo,20,80,see,Angkasa,0.47,candidate,high-value type,,,Pura Mangkunegaran,asia/indonesia/java/solo/pura_mangkunegaran,0.48,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Solo
europe/finland/helsinki,Helsinki,Helsinki,56,99,see,Portugal,0.47,candidate,high-value type,,,Jugendsali,europe/finland/helsinki/jugendsali,0.444,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Helsinki
asia/indonesia/sumbawa,Sumbawa,Sumbawa,4,8,see,Maluk,0.47,candidate,high-value type,,,Dalam Loka Palace,asia/indonesia/sumbawa/dalam_loka_palace,0.273,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Sumbawa
europe/greece/mykonos,Mykonos,Mykonos,36,80,see,Police,0.47,candidate,high-value type,,,Little Venice,europe/greece/mykonos/little_venice,0.421,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Mykonos
