world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/france/midi/cotedazur/marseille,Marseille,Marseille,51,104,see,Museum of Contemporary Art [MAC],0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,43.251005,5.390748,Musée de la Faïence,europe/france/midi/cotedazur/marseille/musedelafaence,0.617,0.383,5.299,has_external_url,https://musees.marseille.fr/musee-dart-contemporain-mac,https://en.wikivoyage.org/wiki/Marseille
northamerica/canada/ontario/cambridge,Cambridge,Cambridge (Ontario),8,20,do,Cambridge to Paris Rail-Trail,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,43.34476,-80.31513,Cambridge Farmers Market,northamerica/canada/ontario/cambridge/cambridge_farmers_market,0.604,1.424,1.721,has_external_url,https://www.grandriver.ca/en/outdoor-recreation/Cambridge-to-Paris-Rail-Trail.aspx#gsc.tab=0,https://en.wikivoyage.org/wiki/Cambridge_%28Ontario%29
northamerica/unitedstates/idaho/boise,Boise,Boise,14,73,see,Idaho Black History Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,43.609988,-116.2039,Big Idaho Potato Hotel,northamerica/unitedstates/idaho/boise/big_idaho_potato_hotel,0.57,0.43,0.774,has_external_url,http://www.ibhm.org/,https://en.wikivoyage.org/wiki/Boise
asia/india/gujarat/rajkot,Rajkot,Rajkot,5,34,see,Rotary Dolls Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,22.293654,70.790715,Watson Museum,asia/india/gujarat/rajkot/watson_museum,0.562,0.759,1.8,has_external_url,http://www.rotary3060dolls.org/,https://en.wikivoyage.org/wiki/Rajkot
europe/hungary/gyor,Győr,Győr,13,201,see,Baby Exhibition,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.6887,17.6374,Švejk Restaurant,europe/hungary/gyor/svejk_restaurant,0.65,0.35,0.623,has_external_url,"http://www.babakiallitas.hu/index.php?mn=hu,wiedraberzsenyimonikaallandobabakiallitasa",https://en.wikivoyage.org/wiki/Gy%C5%91r
asia/china/yunnanprovince/kunming,Kunming,Kunming,50,81,see,Zhenqing Temple,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,25.03698,102.724264,Kunming City Museum,asia/china/yunnanprovince/kunming/kunming_museum,0.675,0.325,0.811,has_external_url,http://www.zhenqingguan.com/,https://en.wikivoyage.org/wiki/Kunming
northamerica/unitedstates/indiana/indianapolis,Indianapolis,Indianapolis,42,225,see,Oldfields–Lilly House & Gardens,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,39.8283,-86.1854,Newfields and the Indianapolis Museum of Art,northamerica/unitedstates/indiana/indianapolis/newfields,0.666,0.334,7.059,has_external_url,https://discovernewfields.org/do-and-see/places-to-go/lilly-house,https://en.wikivoyage.org/wiki/Indianapolis
northamerica/unitedstates/texas/fort_worth,Fort Worth,Fort Worth,24,85,do,Fort Worth Nature Center & Refuge,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,32.84735,-97.47584,Fort Worth Water Gardens,northamerica/unitedstates/texas/fort_worth/fort_worth_water_gardens,0.61,17.735,16.988,has_external_url,https://www.fwnaturecenter.org/,https://en.wikivoyage.org/wiki/Fort_Worth
southamerica/brazil/florianopolis,Florianópolis,Florianopolis,7,57,see,Pântano do Sul,0.77,candidate,has coordinates; high-value type,-27.781631,-48.50929,Praia dos Ingleses,southamerica/brazil/florianopolis/praia_dos_ingleses,0.438,40.383,20.878,needs_external_source,,https://en.wikivoyage.org/wiki/Florianopolis
northamerica/thecaribbean/grenada/carriacou,Carriacou,Carriacou,3,12,see,Tibeau,0.77,candidate,has coordinates; high-value type,12.4976,-61.4239,View Over Petite Martinique,northamerica/thecaribbean/grenada/carriacou/windward/petite_martinique_view,0.303,2.218,3.787,needs_external_source,,https://en.wikivoyage.org/wiki/Carriacou
europe/italy/lombardia/varese,Varese,Varese,7,35,see,Villa e Parco Augusta,0.77,candidate,has coordinates; high-value type,45.81364,8.83645,Lake Monate,europe/italy/lombardia/varese/lake_monate,0.438,13.744,7.007,needs_external_source,,https://en.wikivoyage.org/wiki/Varese
europe/ireland/rossespoint,Rosses Point,Rosses Point,5,9,see,Inishmurray,0.77,candidate,has coordinates; high-value type,54.433,-8.667,Coney Island,europe/ireland/rossespoint/coney_island,0.348,16.049,15.767,needs_external_source,,https://en.wikivoyage.org/wiki/Rosses_Point
europe/ireland/dundalk,Dundalk,Dundalk,5,28,see,Louth village,0.77,candidate,has coordinates; high-value type,53.951,-6.541,County Museum Dundalk,europe/ireland/dundalk/county_museum,0.294,11.139,10.931,needs_external_source,,https://en.wikivoyage.org/wiki/Dundalk
europe/unitedkingdom/england/manchester_liverpool_and_north_west/rochdale,Rochdale,Rochdale,5,12,see,Hollingworth Lake,0.77,candidate,has coordinates; high-value type,53.630618,-2.096415,Rochdale Cenotaph,europe/unitedkingdom/england/manchester_liverpool_and_north_west/rochdale/rochdale_cenotaph,0.235,4.473,4.265,needs_external_source,,https://en.wikivoyage.org/wiki/Rochdale
europe/russia/ekaterinoburg,Yekaterinburg,Yekaterinburg,26,72,see,Lesotekhnicheskaya,0.77,candidate,has coordinates; high-value type,56.81694,60.66722,Ploshchad 1905 Goda,europe/russia/ekaterinoburg/ploshchad_1905,0.378,4.612,4.847,needs_external_source,,https://en.wikivoyage.org/wiki/Yekaterinburg
europe/isleofman/peel,Peel,Peel (Isle of Man),4,17,see,Niarbyl,0.77,candidate,has coordinates; high-value type,54.1638,-4.74,Moore's Traditional Curers,europe/isleofman/peel/moores_curers,0.121,6.823,7.184,needs_external_source,,https://en.wikivoyage.org/wiki/Peel_%28Isle_of_Man%29
europe/italy/lazio/gaeta__ulysses_ri,Gaeta,Gaeta,10,10,do,Ariana,0.77,candidate,has coordinates; high-value type,41.2134,13.5421,Cathedral of Sant'Erasmo,europe/italy/lazio/gaeta__ulysses_ri/cattedrale_di_sant_erasmo,0.333,2.326,2.453,needs_external_source,,https://en.wikivoyage.org/wiki/Gaeta
europe/spain/canaryislands/elhierro,El Hierro,El Hierro,5,67,see,Upper reservoir,0.77,candidate,has coordinates; high-value type,27.7946,-17.9224,El Sabinar,europe/spain/canaryislands/elhierro/el_sabinar,0.273,7.429,12.73,needs_external_source,,https://en.wikivoyage.org/wiki/El_Hierro
asia/india/uttarpradesh/gorakhpur,Gorakhpur,Gorakhpur,15,29,see,Chauri Chaura Shaheed Smarak,0.77,candidate,has coordinates; high-value type,26.6453,83.58855,Vir Bahadur Singh Planetarium,asia/india/uttarpradesh/gorakhpur/vir_bahadur_singh_planetarium,0.351,21.917,22.432,needs_external_source,,https://en.wikivoyage.org/wiki/Gorakhpur
europe/unitedkingdom/england/eastern_england/cambridge,Cambridge,Cambridge,54,165,see,Hindu community,0.77,candidate,has coordinates; high-value type,52.21844,0.1217,Jesus Green Lido,europe/unitedkingdom/england/eastern_england/cambridge/jesus_green_lido,0.452,0.548,1.45,needs_external_source,,https://en.wikivoyage.org/wiki/Cambridge
asia/indonesia/java/karimunjawa,Karimunjawa,Karimunjawa,12,26,do,Love Hill,0.77,candidate,has coordinates; high-value type,-5.862312,110.435438,Mangrove Walk,asia/indonesia/java/karimunjawa/mangrove_walk,0.455,3.12,1.943,needs_external_source,,https://en.wikivoyage.org/wiki/Karimunjawa
northamerica/mexico/sanblas,San Blas,San Blas (Mexico),9,11,do,Playa del Rey,0.77,candidate,has coordinates; high-value type,21.53368035670756,-105.29904252973935,El Camaronero,northamerica/mexico/sanblas/el_camaronero,0.421,2.625,11.922,needs_external_source,,https://en.wikivoyage.org/wiki/San_Blas_%28Mexico%29
asia/indonesia/java/purwokerto,Purwokerto,Purwokerto,10,65,see,Pemadam Kebakaran Banyumas,0.77,candidate,has coordinates; high-value type,-7.408264002181445,109.23655675050489,Mendoan Sawangan,asia/indonesia/java/purwokerto/mendoan_warung_pak_naryo,0.381,1.681,2.051,needs_external_source,,https://en.wikivoyage.org/wiki/Purwokerto
europe/unitedkingdom/england/newcastle_and_north_east/northumberland/berwickontweed,Berwick-upon-Tweed,Berwick-upon-Tweed,6,14,see,The Lighthouse,0.77,candidate,has coordinates; high-value type,55.7649,-1.9842,The Loovre,europe/unitedkingdom/england/newcastle_and_north_east/northumberland/berwickontweed/the_loovre,0.375,1.278,1.246,needs_external_source,,https://en.wikivoyage.org/wiki/Berwick-upon-Tweed
southamerica/brazil/santarem,Santarém,Santarém (Brazil),4,23,see,Theatro Victória,0.77,candidate,has coordinates; high-value type,-2.41908,-54.71758,Alter do Chão,southamerica/brazil/santarem/alter_do_chao,0.483,27.976,2.942,needs_external_source,,https://en.wikivoyage.org/wiki/Santar%C3%A9m_%28Brazil%29
europe/spain/canaryislands/elhierro,El Hierro,El Hierro,5,67,see,Lower reservoir,0.77,candidate,has coordinates; high-value type,27.7769,-17.9093,Gorona del Viento,europe/spain/canaryislands/elhierro/gorona_del_viento,0.286,10.35,13.214,needs_external_source,,https://en.wikivoyage.org/wiki/El_Hierro
southamerica/brazil/iguacufalls,Iguaçu Falls,Iguaçu Falls,1,14,see,Circuito Inferior,0.77,candidate,has coordinates; high-value type,-25.6831,-54.4455,Itaipu Dam,southamerica/brazil/iguacufalls/itaipu_dam,0.222,31.221,1.5,needs_external_source,,https://en.wikivoyage.org/wiki/Igua%C3%A7u_Falls
africa/cameroon/yaound,Yaoundé,Yaoundé,13,116,see,Republic of Congo,0.77,candidate,has coordinates; high-value type,3.8952,11.51997,Marché de Mokolo,africa/cameroon/yaound/mokolo_market,0.414,2.306,2.919,needs_external_source,,https://en.wikivoyage.org/wiki/Yaound%C3%A9
europe/unitedkingdom/scotland/pitlochry,Pitlochry,Pitlochry,7,14,see,Dunfallandy Stone,0.77,candidate,has coordinates; high-value type,56.6886,-3.722,Moulin Village and Pub,europe/unitedkingdom/scotland/pitlochry/moulin_village,0.41,2.693,1.578,needs_external_source,,https://en.wikivoyage.org/wiki/Pitlochry
europe/france/nord/calais,Calais,Calais,6,40,do,Skating rink,0.77,candidate,has coordinates; high-value type,50.95643,1.89668,Fort Risban,europe/france/nord/calais/fort_risban,0.435,3.538,3.254,needs_external_source,,https://en.wikivoyage.org/wiki/Calais
europe/spain/canaryislands/lanzarote/teguise,Teguise,Teguise,8,23,see,Inverse Pyramids,0.77,candidate,has coordinates; high-value type,29.0556,-13.4861,Convento de San Francisco (Museo de Arte Sacro),europe/spain/canaryislands/lanzarote/teguise/convento_san_francisco,0.421,7.105,7.214,needs_external_source,,https://en.wikivoyage.org/wiki/Teguise
europe/isleofman/douglas,Douglas,Douglas (Isle of Man),5,30,see,Groudle Glen Waterwheel,0.77,candidate,has coordinates; high-value type,54.1786,-4.4291,Douglas Horse Trams,europe/isleofman/douglas/horse_trams,0.333,4.125,4.513,needs_external_source,,https://en.wikivoyage.org/wiki/Douglas_%28Isle_of_Man%29
africa/cameroon/yaound,Yaoundé,Yaoundé,13,116,see,Niger (honorary),0.77,candidate,has coordinates; high-value type,3.8866,11.5066,Chutes de Nachtigal,africa/cameroon/yaound/chutes_de_nachtigal,0.286,53.581,2.551,needs_external_source,,https://en.wikivoyage.org/wiki/Yaound%C3%A9
europe/unitedkingdom/england/gloucestershire/tewkesbury,Tewkesbury,Tewkesbury,8,40,see,Deerhurst,0.77,candidate,has coordinates; high-value type,51.96,-2.19,Severn Ham,europe/unitedkingdom/england/gloucestershire/tewkesbury/severn_ham,0.421,3.929,4.458,needs_external_source,,https://en.wikivoyage.org/wiki/Tewkesbury
europe/spain/galicia/baiona,Baiona,Baiona,5,11,see,Ramalosa Marshes,0.77,candidate,has coordinates; high-value type,42.1162,-8.8185,Praia da Ribeira,europe/spain/galicia/baiona/praia_da_ribeira,0.438,2.538,2.638,needs_external_source,,https://en.wikivoyage.org/wiki/Baiona
asia/turkey/dalyan,Dalyan,Dalyan,12,10,see,Dalyan estuary,0.77,candidate,has coordinates; high-value type,36.815,28.625,Saki Restaurant,asia/turkey/dalyan/saki_restaurant,0.483,2.646,2.711,needs_external_source,,https://en.wikivoyage.org/wiki/Dalyan
asia/saudiarabia/jeddah,Jeddah,Jeddah,18,54,do,Grand Prix,0.77,candidate,has coordinates; high-value type,21.634,39.103,King Abdullah Park,asia/saudiarabia/jeddah/king_abdullah_park,0.357,12.722,11.856,needs_external_source,,https://en.wikivoyage.org/wiki/Jeddah
europe/ireland/sligo,Sligo,Sligo,17,38,see,Innisfree,0.77,candidate,has coordinates; high-value type,54.246,-8.358,Knocknarea,europe/ireland/sligo/knocknarea,0.421,13.775,8.142,needs_external_source,,https://en.wikivoyage.org/wiki/Sligo
australiaandpacific/australia/westernaustralia/broome,Broome,Broome,7,20,see,Kabbarli Lookout,0.77,candidate,has coordinates; high-value type,-18.0077,122.2091,Pearl Luggers Museum,australiaandpacific/australia/westernaustralia/broome/pearl_luggers,0.333,6.122,5.887,needs_external_source,,https://en.wikivoyage.org/wiki/Broome
europe/germany/brandenburg/spreewald,Spreewald,Spreewald,7,19,see,Stadtmuseum Schloss Lübben,0.77,candidate,has coordinates; high-value type,51.9399807,13.8993272,Lübben to Lübbenau Walk,europe/germany/brandenburg/spreewald/lubben_to_lubbenau_walk,0.522,0.478,9.971,needs_external_source,,https://en.wikivoyage.org/wiki/Spreewald
