world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/oman/muscat,Muscat,Muscat,24,152,see,Qatar Airways,0.51,candidate,high-value type; has external URL,,,Bait Al Zubair,asia/oman/muscat/bait_al_zubair,0.444,,,missing_coordinates; has_external_url,http://www.qatarairways.com/,https://en.wikivoyage.org/wiki/Muscat
northamerica/unitedstates/colorado/black_hawk,Black Hawk,Black Hawk,3,9,do,Sasquatch Casino,0.51,candidate,high-value type; has external URL,,,Clear Creek Canyon,northamerica/unitedstates/colorado/black_hawk/clear_creek_canyon,0.353,,,missing_coordinates; has_external_url,https://sasquatchcasino.com/,https://en.wikivoyage.org/wiki/Black_Hawk
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,Dominican Republic,0.51,candidate,high-value type; has external URL,,,Château Laurier,northamerica/canada/ontario/ottawa/chateau_laurier,0.364,,,missing_coordinates; has_external_url,https://dominicanembassycanada.gob.do/index.php/en/contact,https://en.wikivoyage.org/wiki/Ottawa
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,Argentina,0.51,candidate,high-value type; has external URL,,,Parliament Hill,northamerica/canada/ontario/ottawa/parliament_hill,0.5,,,missing_coordinates; has_external_url,https://ecana.cancilleria.gob.ar/en,https://en.wikivoyage.org/wiki/Ottawa
europe/hungary/gyor,Győr,Győr,13,201,do,Újvárosi Culture House,0.51,candidate,high-value type; has external URL,,,Győr Cathedral,europe/hungary/gyor/gyor_cathedral,0.4,,,missing_coordinates; has_external_url,http://www.ujvarosiportal.hu,https://en.wikivoyage.org/wiki/Gy%C5%91r
southamerica/brazil/saopaulo,São Paulo,São Paulo,31,48,see,New Zealand,0.51,candidate,high-value type; has external URL,,,Beco do Batman,southamerica/brazil/saopaulo/beco_do_batman,0.4,,,missing_coordinates; has_external_url,http://www.nzembassy.com,https://en.wikivoyage.org/wiki/S%C3%A3o_Paulo
southamerica/brazil/recife,Recife,Recife,34,154,see,Denmark,0.51,candidate,high-value type; has external URL,,,Marco Zero,southamerica/brazil/recife/marco_zero,0.353,,,missing_coordinates; has_external_url,http://brasilien.um.dk/en/about-us/contact-information,https://en.wikivoyage.org/wiki/Recife
northamerica/canada/saskatchewan/saskatoon,Saskatoon,Saskatoon,6,72,see,Uber,0.51,candidate,high-value type; has external URL,,,Delta Bessborough Hotel,northamerica/canada/saskatchewan/saskatoon/delta_bessborough,0.222,,,missing_coordinates; has_external_url,https://www.uber.com/global/en/cities/saskatoon/,https://en.wikivoyage.org/wiki/Saskatoon
europe/unitedkingdom/england/london,London,London,76,205,see,Ukraine,0.51,candidate,high-value type; has external URL,,,Brick Lane,europe/unitedkingdom/england/london/brick_lane,0.471,,,missing_coordinates; has_external_url,http://uk.mfa.gov.ua/en,https://en.wikivoyage.org/wiki/London
africa/southafrica/pretoria,Pretoria,Pretoria,12,120,see,New Zealand,0.51,candidate,high-value type; has external URL,,,Pretoria National Botanical Garden,africa/southafrica/pretoria/pretoria_botanical_garden,0.311,,,missing_coordinates; has_external_url,http://www.nzembassy.com/south-africa,https://en.wikivoyage.org/wiki/Pretoria
europe/russia/vladivostok,Vladivostok,Vladivostok,14,56,see,Zarya Center for Contemporary Art,0.51,candidate,high-value type; has external URL,,,Primorye State Art Gallery,europe/russia/vladivostok/primorye_art_gallery,0.339,,,missing_coordinates; has_external_url,http://zaryavladivostok.ru/en/page/about,https://en.wikivoyage.org/wiki/Vladivostok
southamerica/brazil/saopaulo,São Paulo,São Paulo,31,48,see,Alumni,0.51,candidate,high-value type; has external URL,,,Alameda Itu,southamerica/brazil/saopaulo/alamedaitu,0.471,,,missing_coordinates; has_external_url,http://www.alumni.com.br,https://en.wikivoyage.org/wiki/S%C3%A3o_Paulo
northamerica/unitedstates/california/oakland,Oakland,Oakland,16,181,do,Oakland Gay Men's Chorus,0.51,candidate,high-value type; has external URL,,,Oakland Zoo,northamerica/unitedstates/california/oakland/oaklandzoo,0.514,,,missing_coordinates; has_external_url,https://www.oaklandgmc.org,https://en.wikivoyage.org/wiki/Oakland
northamerica/unitedstates/colorado/breckenridge,Breckenridge,Breckenridge (Colorado),15,40,do,Avalanche Sports,0.51,candidate,high-value type; has external URL,,,Barney Ford Museum,northamerica/unitedstates/colorado/breckenridge/barney_ford_museum,0.412,,,missing_coordinates; has_external_url,http://www.av-sports.com,https://en.wikivoyage.org/wiki/Breckenridge_%28Colorado%29
africa/ghana/accra,Accra,Accra,35,73,see,Qatar,0.51,candidate,high-value type; has external URL,,,Achimota Forest,africa/ghana/accra/achimota_forest,0.4,,,missing_coordinates; has_external_url,https://accra.embassy.qa/en/the-embassy/contact,https://en.wikivoyage.org/wiki/Accra
northamerica/unitedstates/georgia/atlanta,Atlanta,Atlanta,42,53,see,"Republic of Korea, South",0.51,candidate,high-value type; has external URL,,,World of Coca-Cola,northamerica/unitedstates/georgia/atlanta/world_of_coca_cola,0.488,,,missing_coordinates; has_external_url,http://overseas.mofa.go.kr/us-atlanta-en/index.do,https://en.wikivoyage.org/wiki/Atlanta
europe/russia/khabarovsk,Khabarovsk,Khabarovsk,9,58,see,Megafon,0.51,candidate,high-value type; has external URL,,,Cathedral of the Assumption (Uspensky Sobor),europe/russia/khabarovsk/uspensky_cathedral,0.267,,,missing_coordinates; has_external_url,http://khb.megafon.ru/,https://en.wikivoyage.org/wiki/Khabarovsk
europe/latvia/riga,Riga,Riga,15,33,see,Norway,0.51,candidate,high-value type; has external URL,,,Museum of War,europe/latvia/riga/museumofwar,0.316,,,missing_coordinates; has_external_url,http://www.norvegija.lv/,https://en.wikivoyage.org/wiki/Riga
