world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
africa/mali/bamako,Bamako,Bamako,10,36,see,Mali National Park,0.59,candidate,has description; high-value type; strong travel term,,,National Museum,africa/mali/bamako/national_museum,0.545,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Bamako
asia/turkey/ephesus,Ephesus,Ephesus,11,15,see,House of Pleasure,0.59,candidate,has description; high-value type; strong travel term,,,House of the Virgin Mary,asia/turkey/ephesus/house_of_virgin_mary,0.541,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ephesus
northamerica/nicaragua/bluefields,Bluefields,Bluefields,3,7,see,Laguna de Perlas,0.59,candidate,has description; high-value type; strong travel term,,,Rama Cay,northamerica/nicaragua/bluefields/rama_cay,0.381,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Bluefields
europe/norway/molde,Molde,Molde,5,48,see,Varden - the Molde panorama,0.59,candidate,has description; high-value type; strong travel term,,,Varden Viewpoint,europe/norway/molde/varden_viewpoint,0.541,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Molde
asia/unitedarabemirates/fujairah,Fujairah,Fujairah,5,13,see,Sheikh Zayed Mosque,0.59,candidate,has description; high-value type; strong travel term,,,Al Bidya Mosque,asia/unitedarabemirates/fujairah/al_bidya_mosque,0.529,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Fujairah
asia/china/liaoning/fushun,Fushun,Fushun,6,29,see,Gao'er Mountain Park,0.59,candidate,has description; high-value type; strong travel term,,,Dahuofang Reservoir,asia/china/liaoning/fushun/dahuofang_reservoir,0.41,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Fushun
northamerica/unitedstates/utah/hurricane,Hurricane,Hurricane (Utah),6,8,see,Grafton ghost town,0.59,candidate,has description; high-value type; strong travel term,,,Sand Hollow State Park,northamerica/unitedstates/utah/hurricane/sand_hollow_state_park,0.35,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Hurricane_%28Utah%29
asia/thailand/kohphiphi,Koh Phi Phi,Ko Phi Phi,8,70,see,Ao Lo Mu Di,0.59,candidate,has description; high-value type; strong travel term,,,Bamboo Island (Ko Pai),asia/thailand/kohphiphi/bamboo_island,0.333,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ko_Phi_Phi
europe/armenia/tavush_marz/dilijan,Dilijan,Dilijan,8,42,see,Historic museum,0.59,candidate,has description; high-value type; strong travel term,,,Haghartsin Monastery,europe/armenia/tavush_marz/dilijan/haghartsin_monastery,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Dilijan
asia/china/liaoning/liaoyang,Liaoyang,Liaoyang,4,20,see,Longfeng Mountain Scenic Spot and Temple,0.59,candidate,has description; high-value type; strong travel term,,123.276342488742,Dongjing City Site,asia/china/liaoning/liaoyang/dongjing_city_site,0.414,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Liaoyang
europe/azerbaijan/saki,Sheki,Sheki,1,30,see,The Rashidbey Efendihad House Museum,0.59,candidate,has description; high-value type; strong travel term,,,Eating Out,europe/azerbaijan/saki/eating_out,0.238,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Sheki
europe/greece/xanthi,Xanthi,Xanthi,5,26,see,Nestos,0.59,candidate,has description; high-value type; strong travel term,,,Xanthi Old Town,europe/greece/xanthi/old_town,0.286,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Xanthi
europe/france/nord/arras,Arras,Arras,9,19,see,La Cathédrale,0.59,candidate,has description; high-value type; strong travel term,,,Grand'Place,europe/france/nord/arras/grand_place,0.381,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Arras
northamerica/unitedstates/hawaii/lanai,Lanai,Lanai,9,15,see,Kaiolohia (Shipwreck Beach),0.59,candidate,has description; high-value type; strong travel term,,,No Ka Oi Grille,northamerica/unitedstates/hawaii/lanai/no_ka_oi_grille,0.333,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Lanai
