world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/netherlands/delft,Delft,Delft,10,62,do,Windmill Windlust,0.59,candidate,has description; high-value type; has external URL,,,Royal Delft,europe/netherlands/delft/royal_delft,0.357,,,missing_coordinates; has_external_url,http://www.windlustnootdorp.nl,https://en.wikivoyage.org/wiki/Delft
northamerica/unitedstates/newyorkstate/albany,Albany,Albany (New York),6,88,do,The Linda - WAMC's Performing Arts Studio,0.59,candidate,has description; high-value type; has external URL,,,New York State Capitol,northamerica/unitedstates/newyorkstate/albany/new_york_state_capitol,0.316,,,missing_coordinates; has_external_url,http://thelinda.org,https://en.wikivoyage.org/wiki/Albany_%28New_York%29
northamerica/canada/britishcolumbia/vancouver,Vancouver,Vancouver,21,83,see,Greyhound Lines,0.59,candidate,has description; high-value type; has external URL,,,Grouse Mountain,northamerica/canada/britishcolumbia/vancouver/grouse_mountain,0.533,,,missing_coordinates; has_external_url,https://www.greyhound.com,https://en.wikivoyage.org/wiki/Vancouver
northamerica/unitedstates/florida/northeastflorida/jacksonville,Jacksonville,Jacksonville,47,108,see,Financial News & Daily Record,0.59,candidate,has description; high-value type; has external URL,,,Riverside and Avondale,northamerica/unitedstates/florida/northeastflorida/jacksonville/riverside_avondale,0.453,,,missing_coordinates; has_external_url,http://www.jaxdailyrecord.com,https://en.wikivoyage.org/wiki/Jacksonville
europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/bristol,Bristol,Bristol,31,168,do,The Old Duke,0.59,candidate,has description; high-value type; has external URL,,,Balti Desh,europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/bristol/baltidesh,0.444,,,missing_coordinates; has_external_url,http://www.theoldduke.com/listings.htm,https://en.wikivoyage.org/wiki/Bristol
europe/greece/larissa,Larissa,Larissa,11,21,do,Gyros tis Larisas,0.59,candidate,has description; high-value type; has external URL,,,Bedesten of Larissa,europe/greece/larissa/bedesten,0.5,,,missing_coordinates; has_external_url,http://dopael.gr/,https://en.wikivoyage.org/wiki/Larissa
europe/austria/bludenz,Bludenz,Bludenz,4,34,see,Alpinale Short Film Festival,0.59,candidate,has description; high-value type; has external URL,,,Convent of St. Peter,europe/austria/bludenz/convent_of_st_peter,0.298,,,missing_coordinates; has_external_url,https://alpinale.at/,https://en.wikivoyage.org/wiki/Bludenz
northamerica/canada/ontario/cobourg,Cobourg,Cobourg,6,21,see,FlixBus,0.59,candidate,has description; high-value type; has external URL,,,Cobourg Beach,northamerica/canada/ontario/cobourg/cobourg_beach,0.2,,,missing_coordinates; has_external_url,https://www.flixbus.ca,https://en.wikivoyage.org/wiki/Cobourg
europe/austria/vienna,Vienna,Vienna,67,134,see,"Tourbus, a.s.",0.59,candidate,has description; high-value type; has external URL,,,Mozarthaus,europe/austria/vienna/mozarthaus,0.421,,,missing_coordinates; has_external_url,http://www.tourbus.cz/,https://en.wikivoyage.org/wiki/Vienna
europe/switzerland/basel,Basel,Basel,16,80,see,Schule für Gestaltung Basel,0.59,candidate,has description; high-value type; has external URL,,,Skulpturhalle Basel,europe/switzerland/basel/skulpturhalle,0.478,,,missing_coordinates; has_external_url,http://www.sfgbasel.ch/,https://en.wikivoyage.org/wiki/Basel
