world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/finland/turku,Turku,Turku,5,262,do,Turun uimahalli,0.7,candidate,has coordinates; has description; high-value type,60.4543,22.2875,Turku Cathedral,europe/finland/turku/turku_cathedral,0.6,0.983,1.164,needs_external_source,,https://en.wikivoyage.org/wiki/Turku
asia/malaysia/johorbahru,Johor Bahru,Johor Bahru,8,205,see,Johor Bahru City Square,0.7,candidate,has coordinates; has description; high-value type,1.460053,103.741325,Johor Bahru Chinese Heritage Museum,asia/malaysia/johorbahru/jb_chinese_heritage_museum,0.586,2.471,2.629,needs_external_source,,https://en.wikivoyage.org/wiki/Johor_Bahru
asia/china/shandong_province/jinan,Jinan,Jinan,65,109,see,Four Gates Pagoda Scenic Area,0.7,candidate,has coordinates; has description; high-value type,36.4503,117.1258,Four Gate Pagoda (Simen Ta),asia/china/shandong_province/jinan/four_gate_pagoda,0.711,10.906,23.978,needs_external_source,,https://en.wikivoyage.org/wiki/Jinan
europe/ukraine/vinnista,Vinnytsia,Vinnytsia,7,92,see,House of Сount Heiden,0.7,candidate,has coordinates; has description; high-value type,49.23083,28.46093,Roshen Fountain,europe/ukraine/vinnista/roshen_fountain,0.629,0.585,0.585,needs_external_source,,https://en.wikivoyage.org/wiki/Vinnytsia
southamerica/brazil/manaus,Manaus,Manaus,48,62,see,Parque Ecologico Janauari,0.7,candidate,has coordinates; has description; high-value type,-3.228,-60.0034,Janauari Ecological Park,southamerica/brazil/manaus/janauari_ecological_park,0.571,7.671,10.964,needs_external_source,,https://en.wikivoyage.org/wiki/Manaus
southamerica/venezuela/barquisimeto,Barquisimeto,Barquisimeto,10,15,see,"Museo de Ciencias Naturales ""La Salle""",0.7,candidate,has coordinates; has description; high-value type,10.05988,-69.31891,Museo de Barquisimeto,southamerica/venezuela/barquisimeto/museo_de_barquisimeto,0.65,0.35,1.986,needs_external_source,,https://en.wikivoyage.org/wiki/Barquisimeto
northamerica/unitedstates/iowa/iowacity,Iowa City,Iowa City,16,48,see,The Black Angel,0.7,candidate,has coordinates; has description; high-value type,41.66993,-91.51856,Hickory Hill Park,northamerica/unitedstates/iowa/iowacity/hickory_hill_park,0.665,0.335,1.353,needs_external_source,,https://en.wikivoyage.org/wiki/Iowa_City
europe/italy/veneto/verona,Verona,Verona,22,46,see,Giardino Giusti,0.7,candidate,has coordinates; has description; high-value type,45.4430324,11.0063966,Castel San Pietro,europe/italy/veneto/verona/castel_san_pietro,0.688,0.312,1.26,needs_external_source,,https://en.wikivoyage.org/wiki/Verona
asia/china/jiangxi/jingdezhen,Jingdezhen,Jingdezhen,7,15,see,Taoxichuan Ceramic Art Avenue,0.7,candidate,has coordinates; has description; high-value type,29.2977,117.2301,Taoxichuan Creative District,asia/china/jiangxi/jingdezhen/taoxichuan,0.596,2.649,2.804,needs_external_source,,https://en.wikivoyage.org/wiki/Jingdezhen
asia/oman/sur,Sur,Sur,6,16,see,Al Ayjah Lighthouse,0.7,candidate,has coordinates; has description; high-value type,22.56902,59.539685,Al-Ayjah Fort,asia/oman/sur/al_ayjah_fort,0.625,1.065,1.026,needs_external_source,,https://en.wikivoyage.org/wiki/Sur
