world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/belgium/mechelen,Mechelen,Mechelen,19,22,see,Clocks and watches Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.02142,4.54243,Speelgoedmuseum (Toy Museum),europe/belgium/mechelen/speelgoedmuseum,0.4,4.881,4.406,has_external_url,http://www.horlogeriemuseum.be/,https://en.wikivoyage.org/wiki/Mechelen
europe/poland/sosnowiec,Sosnowiec,Sosnowiec,5,51,see,"Orthodox Church of Sts Vera, Nadia, Luba and their mother Zofia",0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,50.2806,19.1278,Sielecki Castle,europe/poland/sosnowiec/sielecki_castle,0.331,0.669,6.326,has_external_url,https://sosnowiec.cerkiew.pl/,https://en.wikivoyage.org/wiki/Sosnowiec
northamerica/unitedstates/texas/fort_worth,Fort Worth,Fort Worth,24,85,see,Oscar E. Monnig Meteorite Gallery,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,32.70807,-97.35913,Bass Performance Hall,northamerica/unitedstates/texas/fort_worth/bass_performance_hall,0.377,5.877,5.594,has_external_url,https://monnigmuseum.tcu.edu/,https://en.wikivoyage.org/wiki/Fort_Worth
asia/indonesia/java/ambarawa,Ambarawa,Ambarawa,7,18,do,Banaran Agrotourism Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-7.253937,110.441438,Bandungan Flower Market,asia/indonesia/java/ambarawa/bandungan_market,0.511,9.174,4.568,has_external_url,https://kampoengkopibanaran.id/,https://en.wikivoyage.org/wiki/Ambarawa
europe/hungary/satoraljaujhely,Sátoraljaújhely,Sátoraljaújhely,4,94,see,Heritage Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,48.54188,21.45563,Széphalom — Kazinczy Memorial House,europe/hungary/satoraljaujhely/szephalom,0.292,23.088,21.939,has_external_url,https://fuzervara.hu/tovabbi-latnivalok/tajhaz-portak/,https://en.wikivoyage.org/wiki/S%C3%A1toralja%C3%BAjhely
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/sheffield,Sheffield,Sheffield,2,253,do,Norfolk Heritage Trail,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,53.37363,-1.43586,Bishop's House,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/sheffield/bishopshouse,0.222,3.404,2.41,has_external_url,https://www.welcometosheffield.co.uk/content/articles/norfolk-heritage-trail/,https://en.wikivoyage.org/wiki/Sheffield
europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/devon/dartmouth,Dartmouth,Dartmouth (England),8,36,do,Woodlands Family Theme Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,50.3563,-3.67158,Coleton Fishacre,europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/devon/dartmouth/coleton_fishacre,0.419,9.798,6.643,has_external_url,http://www.woodlandspark.com,https://en.wikivoyage.org/wiki/Dartmouth_%28England%29
asia/japan/honshu/tsukuba,Tsukuba,Tsukuba,10,15,see,Science Square Tsukuba,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,36.060994,140.130493,"Summit Teahouse, Mount Tsukuba",asia/japan/honshu/tsukuba/mount_tsukuba_teahouse,0.549,18.396,5.364,has_external_url,http://www.aist.go.jp/sst/en/,https://en.wikivoyage.org/wiki/Tsukuba
europe/germany/saxony/dresden,Dresden,Dresden,31,149,see,Gohliser Windmühle,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.0898,13.6582,Albertinum,europe/germany/saxony/dresden/albertinum,0.429,7.392,7.173,has_external_url,http://www.gohliser-windmuehle.de/,https://en.wikivoyage.org/wiki/Dresden
asia/taiwan/kaohsiung,Kaohsiung,Kaohsiung,27,56,see,TianHou Temple,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,22.612886,120.268876,Sanfeng Temple Market,asia/taiwan/kaohsiung/wuf_temple_market,0.514,4.784,4.507,has_external_url,https://khh.travel/en/attractions/detail/411,https://en.wikivoyage.org/wiki/Kaohsiung
europe/finland/turku,Turku,Turku,5,262,do,JukuPark Waterpark,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,60.4782,22.2562,Turku Cathedral,europe/finland/turku/turku_cathedral,0.545,2.967,3.017,has_external_url,https://jukupark.fi/,https://en.wikivoyage.org/wiki/Turku
europe/unitedkingdom/england/south_east/reading,Reading,Reading (England),5,52,see,Beale Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.5,-1.108333,Reading Gaol,europe/unitedkingdom/england/south_east/reading/reading_gaol,0.364,10.682,10.182,has_external_url,https://bealepark.org.uk/,https://en.wikivoyage.org/wiki/Reading_%28England%29
asia/china/hubei/jingzhou,Jingzhou,Jingzhou,5,39,do,Jingzhou Fantawild Oriental Heritage,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,30.39144,112.242162,Jingzhou City Walls,asia/china/hubei/jingzhou/jingzhou_city_walls,0.436,6.436,6.132,has_external_url,https://jingzhou.fangte.com/oriental/HomePage,https://en.wikivoyage.org/wiki/Jingzhou
northamerica/unitedstates/louisiana/shreveport,Shreveport,Shreveport,21,43,do,Wonder Oasis Waterpark (formerly Splash Kingdom Family Waterpark),0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,32.4428,-93.9194,Ogilvie-Wiener Mansion,northamerica/unitedstates/louisiana/shreveport/ogilvie_wiener_mansion,0.364,17.598,17.917,has_external_url,https://wonderoasiswaterpark.com/,https://en.wikivoyage.org/wiki/Shreveport
northamerica/unitedstates/florida/keylargo,Key Largo,Key Largo,4,21,do,Island Ventures,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,25.08791,-80.44125,The African Queen,northamerica/unitedstates/florida/keylargo/african_queen_boat,0.429,0.905,0.67,has_external_url,https://www.islandventure.com/,https://en.wikivoyage.org/wiki/Key_Largo
europe/italy/veneto/vicenza,Vicenza,Vicenza,9,14,see,Il Santuario di Monte Berico,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,45.5346,11.5457,Antonio Pigafetta Birthplace,europe/italy/veneto/vicenza/antonio_pigafetta,0.429,1.385,15.552,has_external_url,http://www.monteberico.it,https://en.wikivoyage.org/wiki/Vicenza
