world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/jordan/deadsea,Dead Sea,Dead Sea (Israel and the West Bank),6,15,see,Ein Gedi,0.79,candidate,has coordinates; has description; high-value type; strong travel term,31.45,35.383333,Mount Nebo,asia/jordan/deadsea/mount_nebo,0.333,48.092,27.895,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Dead_Sea_%28Israel_and_the_West_Bank%29
asia/china/guizhou/libo,Libo County,Libo County,4,27,see,Three major waterfalls,0.79,candidate,has coordinates; has description; high-value type; strong travel term,25.249476,107.743245,Water Forest (Shuishang Sen Lin),asia/china/guizhou/libo/water_forest,0.412,24.794,27.255,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Libo_County
southamerica/bolivia/salar_of_uyuni,Salar de Uyuni,Salar de Uyuni,0,24,see,"Colchani, Bloques de Sal",0.79,candidate,has coordinates; has description; high-value type; strong travel term,-20.301,-66.938,,,0.0,,61.146,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Salar_de_Uyuni
southamerica/paraguay/concepcion,Concepción,Concepción (Paraguay),4,28,see,Statue of María Auxiliadora,0.79,candidate,has coordinates; has description; high-value type; strong travel term,-23.405704,-57.441292,Plaza Urundé and the Historic Centre,southamerica/paraguay/concepcion/plaza_urunde,0.286,37.782,37.76,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Concepci%C3%B3n_%28Paraguay%29
asia/thailand/kanchanaburi,Kanchanaburi,Kanchanaburi,7,41,see,Erawan National Park,0.79,candidate,has coordinates; has description; high-value type; strong travel term,14.3747,99.14489,Kanchanaburi War Cemetery,asia/thailand/kanchanaburi/kanchanaburiwarcemetery,0.356,59.479,58.813,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Kanchanaburi
northamerica/unitedstates/california/centralvalley/merced,Merced,Merced,4,16,do,Lake Yosemite County Park,0.79,candidate,has coordinates; has description; high-value type; strong travel term,37.37044,-120.4288,George Hicks Fancher Monument,northamerica/unitedstates/california/centralvalley/merced/george_hicks_fancher_monument,0.296,8.965,37.767,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Merced
asia/india/punjab/amritsar,Amritsar,Amritsar,10,63,see,Pul Kanjari village,0.79,candidate,has coordinates; has description; high-value type; strong travel term,31.647,74.569,Kulcha Land,asia/india/punjab/amritsar/kulcha_land,0.4,28.558,28.749,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Amritsar
asia/china/jiangxi/jingdezhen,Jingdezhen,Jingdezhen,7,15,see,Yori (town),0.79,candidate,has coordinates; has description; high-value type; strong travel term,29.54,117.6,Porcelain Markets,asia/china/jiangxi/jingdezhen/porcelain_market,0.286,47.536,47.482,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Jingdezhen
asia/indonesia/belitung,Belitung,Belitung,6,16,see,Gurok Beraye,0.79,candidate,has coordinates; has description; high-value type; strong travel term,-2.767,107.857,Tanjung Kelayang,asia/indonesia/belitung/tanjung_kelayang,0.357,32.166,25.17,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Belitung
northamerica/unitedstates/california/centralcoast/monterey/bigsur,Big Sur,Big Sur,3,22,see,Bixby Bridge,0.79,candidate,has coordinates; has description; high-value type; strong travel term,36.3714,-121.9019,Big Sur,northamerica/unitedstates/california/centralcoast/monterey/bigsur/big_sur,0.316,,39.443,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Big_Sur
europe/greece/epirus,Epirus,Epirus,5,13,see,Acropolis of Polyneri,0.79,candidate,has coordinates; has description; high-value type; strong travel term,39.40269,20.32462,Cave of Perama,europe/greece/epirus/cave_of_perama,0.457,53.549,39.917,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Epirus
northamerica/canada/newbrunswick/moncton,Moncton,Moncton,11,50,do,Parlee Beach,0.79,candidate,has coordinates; has description; high-value type; strong travel term,46.24149,-64.51284,Resurgo Place,northamerica/canada/newbrunswick/moncton/resurgo_place,0.4,25.992,27.254,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Moncton
europe/hungary/budapest,Budapest,Budapest,57,94,see,Apaj,0.79,candidate,has coordinates; has description; high-value type; strong travel term,47.11337,19.08772,Piaf,europe/hungary/budapest/piaf,0.5,43.569,42.908,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Budapest
asia/iraq/baghdad,Baghdad,Baghdad,7,78,see,Taq Kasra,0.79,candidate,has coordinates; has description; high-value type; strong travel term,33.0936,44.5814,Khan Murjan,asia/iraq/baghdad/khan_murjan,0.4,32.419,29.751,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Baghdad
northamerica/unitedstates/california/centralcoast/monterey/bigsur,Big Sur,Big Sur,3,22,do,Sand Dollar Beach,0.79,candidate,has coordinates; has description; high-value type; strong travel term,35.9241,-121.4743,Big Sur and the Oranges of Hieronymus Bosch,northamerica/unitedstates/california/centralcoast/monterey/bigsur/big_sur_and_the_oranges_of_hieronymus_bosch,0.393,,25.733,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Big_Sur
northamerica/unitedstates/virginia/lynchburg,Lynchburg,Lynchburg,6,54,do,Crabtree Falls,0.79,candidate,has coordinates; has description; high-value type; strong travel term,37.8508,-79.0783,James River Bluff Walk,northamerica/unitedstates/virginia/lynchburg/james_river_bluff_walk,0.333,48.277,48.923,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Lynchburg
asia/thailand/hatyai,Hat Yai,Hat Yai,9,109,see,Khu Khut Waterfowl Park,0.79,candidate,has coordinates; has description; high-value type; strong travel term,7.463191,100.412305,Khlong Hae Floating Market,asia/thailand/hatyai/khlong_hae_floating_market,0.449,46.767,51.059,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Hat_Yai
asia/indonesia/belitung,Belitung,Belitung,6,16,see,Penyabong Beach,0.79,candidate,has coordinates; has description; high-value type; strong travel term,-3.236,107.6365,Tanjung Tinggi Beach,asia/indonesia/belitung/tanjung_tinggi_beach,0.514,67.31,39.221,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Belitung
asia/china/heilongjiang/mohe,Mohe,Mohe,4,31,see,Santa Claus Village Scenic Area (圣诞村旅游景区),0.79,candidate,has coordinates; has description; high-value type; strong travel term,53.48,122.982,Beiji Village (Arctic Village),asia/china/heilongjiang/mohe/beiji_village,0.364,40.719,30.263,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Mohe
asia/china/hunan/zhangjiajie,Zhangjiajie,Zhangjiajie,8,49,see,Huanglong Cave,0.79,candidate,has coordinates; has description; high-value type; strong travel term,29.36296,110.614949,Puguang Temple,asia/china/hunan/zhangjiajie/puguang_temple,0.429,29.101,29.285,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Zhangjiajie
europe/greece/samos,Samos,Samos,17,56,do,Votsalakia,0.79,candidate,has coordinates; has description; high-value type; strong travel term,37.707309,26.665735,Tsamadou Beach,europe/greece/samos/tsamadou_beach,0.417,20.763,27.932,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Samos
europe/hungary/budapest,Budapest,Budapest,57,94,see,Ráckeve,0.79,candidate,has coordinates; has description; high-value type; strong travel term,47.161,18.943,New York Cafe,europe/hungary/budapest/new_york_cafe,0.4,38.754,38.171,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Budapest
asia/jordan/deadsea,Dead Sea,Dead Sea (Israel and the West Bank),6,15,see,Nahal Zohar and Metsad Zohar (fortress),0.79,candidate,has coordinates; has description; high-value type; strong travel term,31.149614,35.356697,Machaerus,asia/jordan/deadsea/machaerus,0.27,52.927,58.388,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Dead_Sea_%28Israel_and_the_West_Bank%29
asia/oman/muscat,Muscat,Muscat,24,152,do,Seeb Public Beach,0.79,candidate,has coordinates; has description; high-value type; strong travel term,23.648691,58.236097,Al Alam Palace,asia/oman/muscat/al_alam_palace,0.323,36.591,36.664,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Muscat
southamerica/paraguay/concepcion,Concepción,Concepción (Paraguay),4,28,see,Cathedral of Nuestra Señora de la Concepción,0.79,candidate,has coordinates; has description; high-value type; strong travel term,-23.409278,-57.448712,Río Paraguay Riverfront,southamerica/paraguay/concepcion/rio_paraguay_riverfront,0.328,38.589,38.589,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Concepci%C3%B3n_%28Paraguay%29
asia/china/shaanxi/baoji,Baoji,Baoji,7,8,see,Wuzhangyuan Zhuge Liang Temple,0.79,candidate,has coordinates; has description; high-value type; strong travel term,34.271365,107.625926,Famen Temple,asia/china/shaanxi/baoji/famen_temple,0.476,31.324,42.584,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Baoji
asia/china/yunnanprovince/ruili,Ruili,Ruili,5,20,do,Ruili Jewelry and Jade Museum,0.79,candidate,has coordinates; has description; high-value type; strong travel term,23.594,97.528,Jade Market,asia/china/yunnanprovince/ruili/jade_market,0.35,57.876,57.292,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Ruili
asia/china/shaanxi/xian,Xi'an,Xi'an,27,73,see,Lantian Man Site,0.79,candidate,has coordinates; has description; high-value type; strong travel term,34.18422291245521,109.4894908315774,Yangling Mausoleum,asia/china/shaanxi/xian/yangling_mausoleum,0.529,58.082,50.053,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Xi%27an
asia/china/henan_province/nanyang,Nanyang,Nanyang,4,8,see,Fusheng Temple Pagoda,0.79,candidate,has coordinates; has description; high-value type; strong travel term,32.681878,112.082309,Memorial Temple of the Medical Sage,asia/china/henan_province/nanyang/medical_sage_temple,0.423,55.421,54.628,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Nanyang
europe/ukraine/lviv,Lviv,Lviv,12,176,see,Drohobych,0.79,candidate,has coordinates; has description; high-value type; strong travel term,49.351,23.506,Dominican Church,europe/ukraine/lviv/dominican_church,0.32,66.627,66.451,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Lviv
