world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
australiaandpacific/australia/westernaustralia/broome,Broome,Broome,7,20,see,Coconut Well,0.77,candidate,has coordinates; high-value type,-17.8197,122.2114,Staircase to the Moon,australiaandpacific/australia/westernaustralia/broome/staircase_to_the_moon,0.276,16.036,15.291,needs_external_source,,https://en.wikivoyage.org/wiki/Broome
europe/spain/canaryislands/lapalma,La Palma,La Palma,6,14,see,Parque Arqueologico de Belmaco,0.77,candidate,has coordinates; high-value type,28.57806,-17.77651,Roque de los Muchachos Observatory,europe/spain/canaryislands/lapalma/roque_de_los_muchachos,0.333,22.442,11.643,needs_external_source,,https://en.wikivoyage.org/wiki/La_Palma
europe/unitedkingdom/england/south_east/brighton,Brighton,Brighton,15,141,see,Jack and Jill,0.77,candidate,has coordinates; high-value type,50.905,-0.148,Royal Pavilion,europe/unitedkingdom/england/south_east/brighton/royal_pavilion,0.37,9.271,9.306,needs_external_source,,https://en.wikivoyage.org/wiki/Brighton
europe/germany/lowersaxony/east_frisian_islands/langeoog,Langeoog,Langeoog,6,11,see,Pirolatal,0.77,candidate,has coordinates; high-value type,53.75419,7.50399,Seabird Colony,europe/germany/lowersaxony/east_frisian_islands/langeoog/bird_colony,0.348,2.893,1.899,needs_external_source,,https://en.wikivoyage.org/wiki/Langeoog
europe/unitedkingdom/scotland/falkirk,Falkirk,Falkirk,6,40,see,California,0.77,candidate,has coordinates; high-value type,55.96769,-3.75034,Rough Castle Fort,europe/unitedkingdom/scotland/falkirk/rough_castle_fort,0.444,7.338,4.299,needs_external_source,,https://en.wikivoyage.org/wiki/Falkirk
europe/sweden/uppsala,Uppsala,Uppsala,18,180,do,Fjällnorabadet,0.77,candidate,has coordinates; high-value type,59.83232,17.91142,Upplandsmuseet,europe/sweden/uppsala/upplandsmuseet,0.357,15.737,15.511,needs_external_source,,https://en.wikivoyage.org/wiki/Uppsala
europe/italy/abruzzo/aquila,L’Aquila,L'Aquila,7,11,see,San Silvestro,0.77,candidate,has coordinates; high-value type,42.35479,13.39693,Fontana delle 99 Cannelle,europe/italy/abruzzo/aquila/fontana_99_cannelle,0.422,0.578,0.658,needs_external_source,,https://en.wikivoyage.org/wiki/L%27Aquila
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/skipton,Skipton,Skipton,6,16,see,Gargrave,0.77,candidate,has coordinates; high-value type,53.984,-2.105,Skipton Market,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/skipton/skipton_market,0.273,6.281,6.278,needs_external_source,,https://en.wikivoyage.org/wiki/Skipton
southamerica/peru/cuzco,Cuzco,Cuzco,12,67,see,Amaru Markawasi/Templo de la Luna,0.77,candidate,has coordinates; high-value type,-13.505811,-71.964636,Museo de Arte Precolombino (MAP),southamerica/peru/cuzco/museo_arte_precolombino,0.28,1.726,2.01,needs_external_source,,https://en.wikivoyage.org/wiki/Cuzco
europe/ireland/dundalk,Dundalk,Dundalk,5,28,see,Blackrock,0.77,candidate,has coordinates; high-value type,53.964,-6.365,Proleek Dolmen,europe/ireland/dundalk/proleek_dolmen,0.261,8.212,5.088,needs_external_source,,https://en.wikivoyage.org/wiki/Dundalk
asia/pakistan/lahore,Lahore,Lahore,68,87,see,PIA Planetarium,0.77,candidate,has coordinates; high-value type,31.5580278,74.3058724,Chauburji,asia/pakistan/lahore/chauburji,0.541,0.459,1.159,needs_external_source,,https://en.wikivoyage.org/wiki/Lahore
europe/serbia/zlatibor,Zlatibor,Zlatibor,13,14,do,Ski lifts near Tornik,0.77,candidate,has coordinates; high-value type,43.6645,19.6435,Zlatibor Lake,europe/serbia/zlatibor/zlatibor_lake,0.353,8.305,2.721,needs_external_source,,https://en.wikivoyage.org/wiki/Zlatibor
europe/unitedkingdom/northernireland/ballymena,Ballymena,Ballymena,7,11,see,Harryville Motte and Bailey,0.77,candidate,has coordinates; high-value type,54.8589,-6.2689,River Room at Galgorm,europe/unitedkingdom/northernireland/ballymena/river_room_at_galgorm,0.417,,0.94,needs_external_source,,https://en.wikivoyage.org/wiki/Ballymena
europe/netherlands/heerlen,Heerlen,Heerlen,4,69,see,Kapel Palemig,0.77,candidate,has coordinates; high-value type,50.903316,5.993523,Glaspaleis (Glass Palace),europe/netherlands/heerlen/glaspaleis,0.522,1.983,2.989,needs_external_source,,https://en.wikivoyage.org/wiki/Heerlen
northamerica/unitedstates/california/santa_cruz,Santa Cruz,Santa Cruz (California),10,63,do,Mitchell's Cove,0.77,candidate,has coordinates; high-value type,36.95291,-122.04079,The Mystery Spot,northamerica/unitedstates/california/santa_cruz/the_mystery_spot,0.444,7.686,2.589,needs_external_source,,https://en.wikivoyage.org/wiki/Santa_Cruz_%28California%29
europe/channelislands/sark,Sark,Sark,7,15,see,L'Etac,0.77,candidate,has coordinates; high-value type,49.401,-2.368,La Coupée,europe/channelislands/sark/la_coupee,0.333,1.84,3.355,needs_external_source,,https://en.wikivoyage.org/wiki/Sark
