world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/russia/moscow,Moscow,Moscow,32,143,see,Hungary,0.51,candidate,high-value type; has external URL,,,Okhotny Ryad,europe/russia/moscow/ohotniy_riad,0.421,,,missing_coordinates; has_external_url,https://moszkva.mfa.gov.hu/,https://en.wikivoyage.org/wiki/Moscow
northamerica/unitedstates/florida/orlando,Orlando,Orlando,24,96,see,Hertz,0.51,candidate,high-value type; has external URL,,,Epcot,northamerica/unitedstates/florida/orlando/epcot,0.4,,,missing_coordinates; has_external_url,https://www.hertz.com/rentacar/location/unitedstates/florida/sanford/SFBT12,https://en.wikivoyage.org/wiki/Orlando
asia/china/beijing,Beijing,Beijing,50,94,see,Estonia,0.51,candidate,high-value type; has external URL,,,Hutong Cycling,asia/china/beijing/hutong_cycling,0.381,,,missing_coordinates; has_external_url,https://beijing.mfa.ee/,https://en.wikivoyage.org/wiki/Beijing
northamerica/canada/ontario/toronto,Toronto,Toronto,48,131,see,Mongolia,0.51,candidate,high-value type; has external URL,,,Toronto Islands,northamerica/canada/ontario/toronto/toronto_islands,0.435,,,missing_coordinates; has_external_url,https://cgmongolia.ca/,https://en.wikivoyage.org/wiki/Toronto
northamerica/unitedstates/florida/miami,Miami,Miami,57,70,see,Greater Miami and the Beaches Convention & Visitors Bureau,0.51,candidate,high-value type; has external URL,,,Miami Design District,northamerica/unitedstates/florida/miami/miami_design_distr,0.442,,,missing_coordinates; has_external_url,https://www.miamiandbeaches.com/,https://en.wikivoyage.org/wiki/Miami
europe/ukraine/ivanofrankivsk,Ivano-Frankivsk,Ivano-Frankivsk,9,103,see,Uklon,0.51,candidate,high-value type; has external URL,,,Town Hall (Ratusha),europe/ukraine/ivanofrankivsk/town_hall,0.286,,,missing_coordinates; has_external_url,https://uklon.com.ua/en/,https://en.wikivoyage.org/wiki/Ivano-Frankivsk
europe/spain/andalucia/estepona,Estepona,Estepona,5,6,see,Oficina de Turismo Centro,0.51,candidate,high-value type; has external URL,,,Orchidarium Estepona,europe/spain/andalucia/estepona/orchidarium,0.524,,,missing_coordinates; has_external_url,https://turismo.estepona.es/,https://en.wikivoyage.org/wiki/Estepona
europe/unitedkingdom/england/london,London,London,76,205,see,Luxembourg,0.51,candidate,high-value type; has external URL,,,Tate Modern,europe/unitedkingdom/england/london/tate_modern,0.381,,,missing_coordinates; has_external_url,http://londres.mae.lu/en,https://en.wikivoyage.org/wiki/London
asia/indonesia/java/jakarta,Jakarta,Jakarta,32,83,see,"""Enjoy Jakarta"" Tourism Information Service",0.51,candidate,high-value type; has external URL,,,Jakarta History Museum,asia/indonesia/java/jakarta/jakarta_history_museum,0.476,,,missing_coordinates; has_external_url,http://www.jakarta-tourism.go.id/,https://en.wikivoyage.org/wiki/Jakarta
southamerica/brazil/saopaulo,São Paulo,São Paulo,31,48,see,Czech Republic,0.51,candidate,high-value type; has external URL,,,Avenida Paulista,southamerica/brazil/saopaulo/avenidapaulista,0.4,,,missing_coordinates; has_external_url,http://www.mzv.cz/wwwo/default.asp?idj=1&amb=128,https://en.wikivoyage.org/wiki/S%C3%A3o_Paulo
asia/china/hongkong,Hong Kong,Hong Kong,64,81,see,Ireland,0.51,candidate,high-value type; has external URL,,,Lantau,asia/china/hongkong/lantau,0.462,,,missing_coordinates; has_external_url,http://www.consulateofireland.hk/,https://en.wikivoyage.org/wiki/Hong_Kong
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,Albania,0.51,candidate,high-value type; has external URL,,,Royal Canadian Mint,northamerica/canada/ontario/ottawa/royal_canadian_mint,0.462,,,missing_coordinates; has_external_url,http://www.ambasadat.gov.al/canada,https://en.wikivoyage.org/wiki/Ottawa
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Republic of Korea,0.51,candidate,high-value type; has external URL,,,Library of Congress,northamerica/unitedstates/washingtondc/library_of_congress,0.5,,,missing_coordinates; has_external_url,https://overseas.mofa.go.kr/us-en/index.do,https://en.wikivoyage.org/wiki/Washington%2C_D.C.
asia/india/maharashtra/mumbai,Mumbai,Mumbai,93,62,see,Israel,0.51,candidate,high-value type; has external URL,,,Lower Parel,asia/india/maharashtra/mumbai/lower_parel,0.471,,,missing_coordinates; has_external_url,http://embassies.gov.il/mumbai,https://en.wikivoyage.org/wiki/Mumbai
northamerica/canada/manitoba/winnipeg,Winnipeg,Winnipeg,22,164,see,Uber,0.51,candidate,high-value type; has external URL,,,Be One,northamerica/canada/manitoba/winnipeg/be_one,0.4,,,missing_coordinates; has_external_url,https://www.uber.com/global/en/cities/winnipeg/,https://en.wikivoyage.org/wiki/Winnipeg
northamerica/unitedstates/california/losangeles,Los Angeles,Los Angeles,71,77,see,South Africa,0.51,candidate,high-value type; has external URL,,,John Varvatos,northamerica/unitedstates/california/losangeles/john_varvatos,0.48,,,missing_coordinates; has_external_url,https://www.southafrica-usa.net/losangeles/,https://en.wikivoyage.org/wiki/Los_Angeles
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Mauritius,0.51,candidate,high-value type; has external URL,,,White House,northamerica/unitedstates/washingtondc/white_house,0.4,,,missing_coordinates; has_external_url,https://mauritius-washington.govmu.org/Pages/Contact%20Us/Contact-Us.aspx,https://en.wikivoyage.org/wiki/Washington%2C_D.C.
europe/ireland/dublin,Dublin,Dublin,132,173,see,Denmark,0.51,candidate,high-value type; has external URL,,,Phoenix Park,europe/ireland/dublin/phoenix_park,0.526,,,missing_coordinates; has_external_url,https://irland.um.dk,https://en.wikivoyage.org/wiki/Dublin
europe/bosniaandherzegovina/sarajevo,Sarajevo,Sarajevo,42,173,see,Slovakia,0.51,candidate,high-value type; has external URL,,,Yellow Bastion (Žuta Tabija),europe/bosniaandherzegovina/sarajevo/yellow_bastion,0.364,,,missing_coordinates; has_external_url,https://www.mzv.sk/web/sarajevo-en,https://en.wikivoyage.org/wiki/Sarajevo
europe/ukraine/ivanofrankivsk,Ivano-Frankivsk,Ivano-Frankivsk,9,103,see,Bolt,0.51,candidate,high-value type; has external URL,,,Potocki Palace,europe/ukraine/ivanofrankivsk/potocki_palace,0.222,,,missing_coordinates; has_external_url,https://bolt.eu,https://en.wikivoyage.org/wiki/Ivano-Frankivsk
europe/croatia/zagreb,Zagreb,Zagreb,42,133,do,CineStar Zagreb Zapad Z Centar,0.51,candidate,high-value type; has external URL,,,Zagreb Cathedral,europe/croatia/zagreb/zagreb_cathedral,0.435,,,missing_coordinates; has_external_url,http://zapad-zagreb.cinestarcinemas.hr/,https://en.wikivoyage.org/wiki/Zagreb
asia/turkey/ankara,Ankara,Ankara,13,116,see,South Africa,0.51,candidate,high-value type; has external URL,,,Roman Baths of Ankara,asia/turkey/ankara/roman_baths,0.364,,,missing_coordinates; has_external_url,http://www.southafrica.org.tr,https://en.wikivoyage.org/wiki/Ankara
africa/tanzania/daressalaam,Dar es Salaam,Dar es Salaam,38,48,see,Nigeria,0.51,candidate,high-value type; has external URL,,,Msasani Peninsula,africa/tanzania/daressalaam/msasani,0.417,,,missing_coordinates; has_external_url,https://daressalaam.foreignaffairs.gov.ng/,https://en.wikivoyage.org/wiki/Dar_es_Salaam
europe/bosniaandherzegovina/sarajevo,Sarajevo,Sarajevo,42,173,see,Russian Federation,0.51,candidate,high-value type; has external URL,,,Bosnian Coffee,europe/bosniaandherzegovina/sarajevo/bosnian_coffee_culture,0.5,,,missing_coordinates; has_external_url,http://www.sarajevo.mid.ru,https://en.wikivoyage.org/wiki/Sarajevo
europe/italy/lazio/rome,Rome,Rome,144,65,see,Singapore,0.51,candidate,high-value type; has external URL,,,Santopadre,europe/italy/lazio/rome/santopadre,0.526,,,missing_coordinates; has_external_url,https://www.mfa.gov.sg/content/mfa/overseasmission/rome.html,https://en.wikivoyage.org/wiki/Rome
asia/china/beijing,Beijing,Beijing,50,94,see,South Africa,0.51,candidate,high-value type; has external URL,,,Houhai Lake District (Shichahai),asia/china/beijing/houhai,0.438,,,missing_coordinates; has_external_url,https://dirco1.azurewebsites.net/beijing/,https://en.wikivoyage.org/wiki/Beijing
europe/ukraine/poltava,Poltava,Poltava,7,54,see,OnTaxi,0.51,candidate,high-value type; has external URL,,,Poltava Regional Museum,europe/ukraine/poltava/poltava_local_history_museum,0.276,,,missing_coordinates; has_external_url,https://ontaxi.com.ua/en,https://en.wikivoyage.org/wiki/Poltava
asia/israel/telaviv,Tel Aviv,Tel Aviv,57,55,see,Transit on weekends,0.51,candidate,high-value type; has external URL,,,Azrieli Towers,asia/israel/telaviv/azrieli_towers,0.424,,,missing_coordinates; has_external_url,https://busofash.co.il/,https://en.wikivoyage.org/wiki/Tel_Aviv
northamerica/unitedstates/florida/northeastflorida/jacksonville,Jacksonville,Jacksonville,47,108,see,Norway (Honorary),0.51,candidate,high-value type; has external URL,,,Underbelly,northamerica/unitedstates/florida/northeastflorida/jacksonville/underbelly,0.375,,,missing_coordinates; has_external_url,http://www.norway.org/Embassy/Honorary-Consulates-General/#.UoN6e_mbNN0,https://en.wikivoyage.org/wiki/Jacksonville
asia/indonesia/java/yogyakarta,Yogyakarta,Yogyakarta,16,99,do,"Badan Perpustakaan Dan Arsip Daerah, Unit malioboro",0.51,candidate,high-value type; has external URL,,,Kauman Great Mosque,asia/indonesia/java/yogyakarta/kauman_mosque,0.319,,,missing_coordinates; has_external_url,http://www.bpadjogja.info,https://en.wikivoyage.org/wiki/Yogyakarta
asia/malaysia/perhentianislands,Perhentian Islands,Perhentian Islands,9,35,do,Ombak Dive Resort,0.51,candidate,high-value type; has external URL,,,Tiga Ruang Dive Site,asia/malaysia/perhentianislands/tiga_ruang,0.486,,,missing_coordinates; has_external_url,http://www.ombak.my/,https://en.wikivoyage.org/wiki/Perhentian_Islands
northamerica/unitedstates/texas/mckinney,McKinney,McKinney,4,5,see,North Texas History Center,0.51,candidate,high-value type; has external URL,,,Heard-Craig House,northamerica/unitedstates/texas/mckinney/heard_craig_house,0.326,,,missing_coordinates; has_external_url,http://www.northtexashistorycenter.org,https://en.wikivoyage.org/wiki/McKinney
africa/southafrica/pretoria,Pretoria,Pretoria,12,120,see,Russia,0.51,candidate,high-value type; has external URL,,,Kruger House Museum,africa/southafrica/pretoria/kruger_house,0.32,,,missing_coordinates; has_external_url,http://www.russianembassy.org.za,https://en.wikivoyage.org/wiki/Pretoria
northamerica/unitedstates/california/sanfrancisco,San Francisco,San Francisco,93,62,see,Guatemala,0.51,candidate,high-value type; has external URL,,,Grace Cathedral,northamerica/unitedstates/california/sanfrancisco/grace_cathedral,0.5,,,missing_coordinates; has_external_url,http://www.minex.gob.gt/,https://en.wikivoyage.org/wiki/San_Francisco
africa/southafrica/pretoria,Pretoria,Pretoria,12,120,do,Skydive Pretoria,0.51,candidate,high-value type; has external URL,,,Loftus Versfeld Stadium,africa/southafrica/pretoria/loftus_versfeld,0.359,,,missing_coordinates; has_external_url,https://skydivepretoria.com/,https://en.wikivoyage.org/wiki/Pretoria
europe/norway/oslo,Oslo,Oslo,26,88,see,Guatemala,0.51,candidate,high-value type; has external URL,,,Future Library (Framtidsbiblioteket),europe/norway/oslo/future_library,0.435,,,missing_coordinates; has_external_url,https://www.embassypages.com/embajada2073/,https://en.wikivoyage.org/wiki/Oslo
asia/unitedarabemirates/abudhabi,Abu Dhabi,Abu Dhabi,53,106,see,New Zealand,0.51,candidate,high-value type; has external URL,,,Yas Island,asia/unitedarabemirates/abudhabi/yas_island,0.476,,,missing_coordinates; has_external_url,https://www.mfat.govt.nz/en/countries-and-regions/middle-east/dubai/new-zealand-embassy/,https://en.wikivoyage.org/wiki/Abu_Dhabi
northamerica/unitedstates/oklahoma/norman,Norman,Norman (Oklahoma),11,47,do,Thunderbird Wild Wild West Casino,0.51,candidate,high-value type; has external URL,,,Lake Thunderbird State Park,northamerica/unitedstates/oklahoma/norman/lake_thunderbird,0.5,,,missing_coordinates; has_external_url,https://www.playthunderbird.com/,https://en.wikivoyage.org/wiki/Norman_%28Oklahoma%29
europe/italy/emiliaromagna/modena,Modena,Modena,12,47,do,Teatro Storchi,0.51,candidate,high-value type; has external URL,,,Teatro Comunale Pavarotti-Freni,europe/italy/emiliaromagna/modena/teatro_pavarotti,0.4,,,missing_coordinates; has_external_url,http://www.emiliaromagnateatro.com,https://en.wikivoyage.org/wiki/Modena
africa/uganda/kampala,Kampala,Kampala,13,59,see,Sweden,0.51,candidate,high-value type; has external URL,,,Independence Monument,africa/uganda/kampala/independence_monument,0.296,,,missing_coordinates; has_external_url,http://www.swedenabroad.com/Start____29486.aspx,https://en.wikivoyage.org/wiki/Kampala
asia/pakistan/karachi,Karachi,Karachi,50,197,see,United Arab Emirates,0.51,candidate,high-value type; has external URL,,,Gurdwara Ratan Talao,asia/pakistan/karachi/gurdwara_ratan_talao,0.45,,,missing_coordinates; has_external_url,http://www.uae-embassy.ae/Embassies/pk/Content/3530,https://en.wikivoyage.org/wiki/Karachi
southamerica/suriname/paramaribo,Paramaribo,Paramaribo,34,54,see,Venezuela,0.51,candidate,high-value type; has external URL,,,Centrumkerk,southamerica/suriname/paramaribo/centrumkerk,0.4,,,missing_coordinates; has_external_url,http://suriname.embajada.gob.ve/,https://en.wikivoyage.org/wiki/Paramaribo
northamerica/canada/newbrunswick/moncton,Moncton,Moncton,11,50,see,Porter Airlines,0.51,candidate,high-value type; has external URL,,,Pump House Brewery,northamerica/canada/newbrunswick/moncton/pump_house_brewery,0.303,,,missing_coordinates; has_external_url,https://www.flyporter.com/,https://en.wikivoyage.org/wiki/Moncton
