world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/ohio/toledo,Toledo,Toledo (Ohio),13,91,do,Toledo Ballet,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,41.70177,-83.65686,Toledo Museum of Art,northamerica/unitedstates/ohio/toledo/toledo_museum_of_art,0.545,9.479,11.281,has_external_url,https://www.toledoballet.com/,https://en.wikivoyage.org/wiki/Toledo_%28Ohio%29
europe/ireland/kilkenny,Kilkenny,Kilkenny,13,39,see,National Reptile Zoo,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.6556,-7.2313,Tynan's Bridge House Bar,europe/ireland/kilkenny/tynans_bridge_hous,0.409,1.668,1.467,has_external_url,https://www.nrz.ie/,https://en.wikivoyage.org/wiki/Kilkenny
northamerica/canada/saskatchewan/saskatoon,Saskatoon,Saskatoon,6,72,see,"Western Development Museum, Saskatoon",0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.09515,-106.67337,Ukrainian Museum of Canada,northamerica/canada/saskatchewan/saskatoon/ukrainian_museum_of_canada,0.419,4.432,4.165,has_external_url,http://wdm.ca/stoon.html,https://en.wikivoyage.org/wiki/Saskatoon
asia/turkey/cappadocia/nevsehir,Nevşehir,Nevşehir,4,11,see,Kaymaklı,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,38.4657,34.7504,Damat İbrahim Paşa Külliyesi,asia/turkey/cappadocia/nevsehir/damat_ibrahim_pasha_kulliyesi,0.294,18.097,17.753,has_external_url,https://muze.gov.tr/muze-detay?DistId=KYY&SectionId=KYY01,https://en.wikivoyage.org/wiki/Nev%C5%9Fehir
europe/portugal/figueiradafoz,Figueira da Foz,Figueira da Foz,9,8,see,Palacio Sotto Mayor,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,40.159,-8.8633,Buarcos Surfing,europe/portugal/figueiradafoz/buarcos_surfing,0.353,1.196,1.328,has_external_url,http://www.palaciosottomaiormulticenter.com.pt/,https://en.wikivoyage.org/wiki/Figueira_da_Foz
asia/china/guangdong/zhongshan,Zhongshan,Zhongshan,13,37,see,Former Residence of Sun Yat-Sen & Sun Yat-Sen Memorial Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,22.4459,113.52262,Sun Yat-sen Memorial Hall,asia/china/guangdong/zhongshan/sun_yat_sen_memorial_hall,0.477,15.993,15.544,has_external_url,http://www.sunyat-sen.org/,https://en.wikivoyage.org/wiki/Zhongshan
australiaandpacific/newzealand/whangarei,Whangarei,Whangarei,11,21,see,"Kiwi North: Whangarei Museum, Kiwi House & Heritage Park",0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-35.7423,174.2691,Kiwi North,australiaandpacific/newzealand/whangarei/kiwi_north,0.418,0.582,4.83,has_external_url,http://kiwinorth.co.nz/,https://en.wikivoyage.org/wiki/Whangarei
europe/unitedkingdom/england/birmingham_and_west_midlands/coventry,Coventry,Coventry,16,65,see,Lunt Roman Fort,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.37272,-1.496571,Coventry Transport Museum,europe/unitedkingdom/england/birmingham_and_west_midlands/coventry/coventry_transport_museum,0.4,4.235,4.057,has_external_url,http://www.luntromanfort.org/,https://en.wikivoyage.org/wiki/Coventry
europe/unitedkingdom/england/birmingham_and_west_midlands/west_bromwich,West Bromwich,West Bromwich,6,22,see,Bishop Asbury Cottage,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.543101,-1.955008,Black Country Canal Network,europe/unitedkingdom/england/birmingham_and_west_midlands/west_bromwich/black_country_canals,0.375,5.051,3.705,has_external_url,https://www.sandwell.gov.uk/info/200265/museums_and_art_gallery/15/bishop_asbury_cottage,https://en.wikivoyage.org/wiki/West_Bromwich
northamerica/unitedstates/virginia/chantilly,Chantilly,Chantilly (Virginia),3,11,see,Ox Hill Battlefield Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,38.8645,-77.3695,Ellanor C. Lawrence Park,northamerica/unitedstates/virginia/chantilly/ellanor_c_lawrence_park,0.298,5.301,7.231,has_external_url,https://www.fairfaxcounty.gov/parks/ox-hill,https://en.wikivoyage.org/wiki/Chantilly_%28Virginia%29
northamerica/canada/newbrunswick/moncton,Moncton,Moncton,11,50,do,Irishtown Nature Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,46.14193,-64.77216,Victoria Park,northamerica/canada/newbrunswick/moncton/victoria_park,0.529,5.648,5.287,has_external_url,https://www.moncton.ca/irishtown-nature-park,https://en.wikivoyage.org/wiki/Moncton
northamerica/unitedstates/tennessee/clarksville,Clarksville,Clarksville (Tennessee),8,24,see,Don F. Pratt Memorial Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,36.6384,-87.4549,Downtown Historic District,northamerica/unitedstates/tennessee/clarksville/downtown_clarksville,0.377,14.991,14.991,has_external_url,http://www.fortcampbell.com/pratt.php,https://en.wikivoyage.org/wiki/Clarksville_%28Tennessee%29
europe/italy/lombardia/como,Como,Como,10,35,see,Museo Storico Giuseppe Garibaldi,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,45.8084106,9.0862191,Museo della Seta (Silk Museum),europe/italy/lombardia/como/silk_museum,0.417,12.362,12.408,has_external_url,http://www.visitcomo.eu/en/enjoy/culture_in_como/museo_storico_giuseppe_garibaldi/index.html,https://en.wikivoyage.org/wiki/Como
asia/syria/palmyra,Palmyra,Palmyra,6,13,do,Hike and trail run,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,34.555668,38.27433,Palmyra Museum,asia/syria/palmyra/palmyra_museum,0.312,1.415,1.415,has_external_url,http://www.gpsies.com/map.do?fileId=amgulutvahkfhilk,https://en.wikivoyage.org/wiki/Palmyra
australiaandpacific/australia/northernterritory/alicesprings,Alice Springs,Alice Springs,14,29,see,Old Ghan Heritage Railway and Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-23.777723,133.867965,Adelaide House Museum,australiaandpacific/australia/northernterritory/alicesprings/adelaide_house,0.421,8.818,8.959,has_external_url,http://northernterritory.com/alice-springs-and-surrounds/things-to-do/old-ghan-heritage-railway-and-museum,https://en.wikivoyage.org/wiki/Alice_Springs
europe/unitedkingdom/england/manchester_liverpool_and_north_west/chester,Chester,Chester,5,39,do,Grosvenor Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,53.1905,-2.88149,Chester City Walls,europe/unitedkingdom/england/manchester_liverpool_and_north_west/chester/city_walls,0.438,0.562,0.628,has_external_url,https://www.grosvenorparkchester.co.uk/,https://en.wikivoyage.org/wiki/Chester
northamerica/canada/britishcolumbia/kelowna,Kelowna,Kelowna,7,69,see,Mission Creek Regional Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,49.8777,-119.4298,Mission Hill Family Estate,northamerica/canada/britishcolumbia/kelowna/mission_hill_winery,0.453,12.281,4.87,has_external_url,https://www.kelowna.ca/parks-recreation/parks-beaches/parks-beaches-listing/mission-creek-regional-park,https://en.wikivoyage.org/wiki/Kelowna
