world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/serbia/nis,Niš,Niš,12,37,see,Tourist Organization of Nis,0.51,candidate,high-value type; has external URL,,,Crveni Krst Concentration Camp,europe/serbia/nis/crveni_krst_concentration_camp,0.456,,,missing_coordinates; has_external_url,http://www.visitnis.com/index.php?language=en,https://en.wikivoyage.org/wiki/Ni%C5%A1
europe/spain/basque_country_euskadi/bilbao,Bilbao,Bilbao,10,75,see,Romania,0.51,candidate,high-value type; has external URL,,,Gran Vía,europe/spain/basque_country_euskadi/bilbao/gran_via,0.462,,,missing_coordinates; has_external_url,http://bilbao.mae.ro/,https://en.wikivoyage.org/wiki/Bilbao
northamerica/unitedstates/florida/miami,Miami,Miami,57,70,see,Guatemala,0.51,candidate,high-value type; has external URL,,,Aventura Mall,northamerica/unitedstates/florida/miami/aventura_mall,0.455,,,missing_coordinates; has_external_url,https://www.minex.gob.gt/,https://en.wikivoyage.org/wiki/Miami
northamerica/mexico/mexicocity,Mexico City,Mexico City,52,141,see,Uruguay,0.51,candidate,high-value type; has external URL,,,Museo Soumaya,northamerica/mexico/mexicocity/soumaya_museum,0.4,,,missing_coordinates; has_external_url,http://uruguaymex.com.mx/,https://en.wikivoyage.org/wiki/Mexico_City
europe/norway/oslo,Oslo,Oslo,26,88,see,Pakistan,0.51,candidate,high-value type; has external URL,,,Basarhallene,europe/norway/oslo/basarhallene,0.4,,,missing_coordinates; has_external_url,http://www.philembassy.no,https://en.wikivoyage.org/wiki/Oslo
europe/spain/madrid,Madrid,Madrid,116,94,see,Morocco (Marruecos),0.51,candidate,high-value type; has external URL,,,Museo del Romanticismo,europe/spain/madrid/malasana_museo_romanticismo,0.48,,,missing_coordinates; has_external_url,http://www.embajada-marruecos.es/,https://en.wikivoyage.org/wiki/Madrid
northamerica/unitedstates/colorado/coloradosprings,Colorado Springs,Colorado Springs,4,54,see,Visitor Information Center,0.51,candidate,high-value type; has external URL,,,US Air Force Academy,northamerica/unitedstates/colorado/coloradosprings/air_force_academy,0.435,,,missing_coordinates; has_external_url,http://www.visitcos.com/,https://en.wikivoyage.org/wiki/Colorado_Springs
africa/uganda/kampala,Kampala,Kampala,13,59,see,United States of America,0.51,candidate,high-value type; has external URL,,,Bahá'í House of Worship,africa/uganda/kampala/bahai_temple,0.364,,,missing_coordinates; has_external_url,https://ug.usembassy.gov/,https://en.wikivoyage.org/wiki/Kampala
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,United Arab Emirates,0.51,candidate,high-value type; has external URL,,,Vietnam Veterans Memorial,northamerica/unitedstates/washingtondc/vietnam_veterans_memorial,0.444,,,missing_coordinates; has_external_url,https://www.uae-embassy.org/,https://en.wikivoyage.org/wiki/Washington%2C_D.C.
northamerica/canada/britishcolumbia/kamploops,Kamloops,Kamloops,13,31,see,Kabu,0.51,candidate,high-value type; has external URL,,,Terra,northamerica/canada/britishcolumbia/kamploops/terra,0.222,,,missing_coordinates; has_external_url,https://www.kabu.ca/,https://en.wikivoyage.org/wiki/Kamloops
