world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/france/centre/auvergne/vichy,Vichy,Vichy,14,77,see,Municipal museum,0.51,candidate,high-value type; strong travel term,,,Musée Municipal de Vichy,europe/france/centre/auvergne/vichy/musee_de_vichy,0.541,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Vichy
southamerica/brazil/ribeiraopreto,Ribeirão Preto,Ribeirão Preto,4,18,see,History Museum,0.51,candidate,high-value type; strong travel term,,,Catedral de São Sebastião,southamerica/brazil/ribeiraopreto/catedral_de_sao_sebastiao,0.278,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ribeir%C3%A3o_Preto
asia/china/zhejiang/zhoushan,Zhoushan,Zhoushan,4,13,see,Tower Bay Golden Sands Beach,0.51,candidate,high-value type; strong travel term,,,Shengsi Islands,asia/china/zhejiang/zhoushan/shengsi_islands,0.326,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Zhoushan
southamerica/brazil/ribeiraopreto,Ribeirão Preto,Ribeirão Preto,4,18,see,Curupira Park,0.51,candidate,high-value type; strong travel term,,,Museu do Café de Ribeirão Preto,southamerica/brazil/ribeiraopreto/museu_do_cafe,0.35,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ribeir%C3%A3o_Preto
europe/france/centre/limousin/limoges,Limoges,Limoges,5,11,see,Museum of Resistance in Limoges,0.51,candidate,high-value type; strong travel term,,,Église Saint-Michel-des-Lions,europe/france/centre/limousin/limoges/eglise_saint_michel,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Limoges
europe/russia/novgorod,Novgorod,Novgorod,11,58,see,Monument to St. Peter and Fevronia,0.51,candidate,high-value type; strong travel term,,,"Museum of History, Architecture and Art",europe/russia/novgorod/museum_of_history,0.507,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Novgorod
asia/india/dadraandnagarhaveli/silvassa,Silvassa,Silvassa,3,12,see,Nakshatra Garden,0.51,candidate,high-value type; strong travel term,,,Van Ganga Lake and Island Garden,asia/india/dadraandnagarhaveli/silvassa/van_ganga_lake,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Silvassa
northamerica/unitedstates/colorado/breckenridge,Breckenridge,Breckenridge (Colorado),15,40,see,Historic Main Street,0.51,candidate,high-value type; strong travel term,,,Main Street Historic District,northamerica/unitedstates/colorado/breckenridge/main_street_historic_district,0.449,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Breckenridge_%28Colorado%29
europe/spain/catalonia/girona,Girona,Girona,7,51,see,Palau-Sacosta Castle,0.51,candidate,high-value type; strong travel term,,,Girona Cathedral,europe/spain/catalonia/girona/girona_cathedral,0.389,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Girona
northamerica/mexico/cuernavaca,Cuernavaca,Cuernavaca,11,35,see,Papolote Children's Museum,0.51,candidate,high-value type; strong travel term,,,Palacio de Cortés,northamerica/mexico/cuernavaca/palacio_de_cortes,0.45,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Cuernavaca
