world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/portugal/silves,Silves,Silves,0,9,see,Museu Municipal de Arqueologia,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,37.189,-8.439,,,0.0,,0.052,has_external_url,https://www.cm-silves.pt/pt/menu/547/museu-municipal-de-arqueologia-de-silves.aspx,https://en.wikivoyage.org/wiki/Silves
southamerica/venezuela/altos_mirandinos/los_teques,Los Teques,Los Teques,2,7,see,St. Philip Neri Cathedral,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,10.34934,-67.04244,Museo de los Niños de Los Teques,southamerica/venezuela/altos_mirandinos/los_teques/museo_de_los_ninos,0.333,0.716,0.698,has_external_url,https://kiosco-san-felipe.negocio.site/,https://en.wikivoyage.org/wiki/Los_Teques
northamerica/mexico/villahermosa,Villahermosa,Villahermosa,6,17,see,La Venta Museum-Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,18.00151,-92.93401,Parque-Museo La Venta,northamerica/mexico/villahermosa/parque_museo_la_venta,0.457,1.355,1.477,has_external_url,https://tabasco.gob.mx/parque-museo-venta,https://en.wikivoyage.org/wiki/Villahermosa
europe/belgium/ghent,Ghent,Ghent,18,77,see,The Museum Dr. Guislain – a museum on the history of mental health,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.066455,3.704299,Design Museum Gent,europe/belgium/ghent/design_museum,0.423,1.62,2.017,has_external_url,https://www.museumdrguislain.be/en/home,https://en.wikivoyage.org/wiki/Ghent
europe/finland/turku,Turku,Turku,5,262,do,Linnateatteri,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,60.4467,22.2586,Aura River,europe/finland/turku/aura_river,0.508,0.492,0.713,has_external_url,http://linnateatteri.fi,https://en.wikivoyage.org/wiki/Turku
europe/unitedkingdom/scotland/skye/dunvegan,Dunvegan,Dunvegan,7,9,see,Giant MacAskill Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,57.4354,-6.5793,Dunvegan Castle,europe/unitedkingdom/scotland/skye/dunvegan/dunvegan_castle,0.486,1.54,0.193,has_external_url,http://www.dunveganmuseums.co.uk/GiantMacAskill.html,https://en.wikivoyage.org/wiki/Dunvegan
asia/china/shandong_province/weihai,Weihai,Weihai,4,37,see,Museum of the First Sino-Japanese War,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,37.5,122.18,Korean District,asia/china/shandong_province/weihai/korean_district,0.25,5.495,5.813,has_external_url,http://www.jiawuzhanzheng.org/,https://en.wikivoyage.org/wiki/Weihai
asia/turkey/demre,Demre (Myra),Demre,2,9,see,Andriake,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,36.2262,29.9569,Myra Rock Tombs and Theatre,asia/turkey/demre/myra_tombs,0.229,4.852,3.22,has_external_url,https://www.antalyagezirehberi.net/andriake-antik-kenti.html,https://en.wikivoyage.org/wiki/Demre
europe/hungary/gyor,Győr,Győr,13,201,see,Former Frederick barracks,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.68145,17.6383,Korhely,europe/hungary/gyor/korhely,0.517,0.483,0.376,has_external_url,http://www.muemlekem.hu/muemlek?id=4193,https://en.wikivoyage.org/wiki/Gy%C5%91r
northamerica/unitedstates/florida/panama_city_beach,Panama City Beach,Panama City Beach,11,30,see,Frank Brown Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,30.2309,-85.8773,St. Andrews State Park,northamerica/unitedstates/florida/panama_city_beach/st_andrews_state_park,0.486,18.397,9.178,has_external_url,https://www.pcbfl.gov/departments/parks-recreation-department/parks-facilities/frank-brown-park,https://en.wikivoyage.org/wiki/Panama_City_Beach
europe/finland/mikkeli,Mikkeli,Mikkeli,5,34,see,Kenkävero,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,61.6802,27.2834,Mikkeli Cathedral,europe/finland/mikkeli/mikkeli_cathedral,0.385,1.338,1.0,has_external_url,http://www.kenkavero.fi/,https://en.wikivoyage.org/wiki/Mikkeli
