world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/dominicanrepublic/punta_cana,Punta Cana,Punta Cana,10,17,see,Farmacia el Manglar,0.85,candidate,has coordinates; has description; high-value type,18.69149,-68.4378,Macao Beach,northamerica/dominicanrepublic/punta_cana/macao_beach,0.444,5.153,12.641,needs_external_source,,https://en.wikivoyage.org/wiki/Punta_Cana
asia/japan/shikoku/matsuyama,Matsuyama,Matsuyama,12,59,see,Jōdoji,0.85,candidate,has coordinates; has description; high-value type,33.816708,132.808396,Taiho-ji,asia/japan/shikoku/matsuyama/taiho_ji,0.429,6.716,4.711,needs_external_source,,https://en.wikivoyage.org/wiki/Matsuyama
asia/china/yunnanprovince/yuxi,Yuxi,Yuxi,4,10,see,Yuxi Kiln Site,0.85,candidate,has coordinates; has description; high-value type,24.337821,102.554883,Fuxian Lake,asia/china/yunnanprovince/yuxi/fuxian_lake,0.48,38.362,2.347,needs_external_source,,https://en.wikivoyage.org/wiki/Yuxi
asia/nepal/birgunj_birganj,Birgunj,Birgunj,0,5,see,Maisthan Mandir,0.85,candidate,has coordinates; has description; high-value type,27.01226,84.8783,,,0.0,,4.003,needs_external_source,,https://en.wikivoyage.org/wiki/Birgunj
australiaandpacific/newzealand/south_island/otago/milford_sound,Milford Sound,Milford Sound,0,8,see,Mitre Peak,0.85,candidate,has coordinates; has description; high-value type,-44.633333,167.85,,,0.0,,2.177,needs_external_source,,https://en.wikivoyage.org/wiki/Milford_Sound
asia/thailand/nongkhai,Nong Khai,Nong Khai,6,42,see,Phra Taat Klangnam,0.85,candidate,has coordinates; has description; high-value type,17.8998,102.7668,Tha Sadet Market,asia/thailand/nongkhai/tha_sadet_market,0.412,2.605,3.322,needs_external_source,,https://en.wikivoyage.org/wiki/Nong_Khai
southamerica/uruguay/salto,Salto,Salto,6,17,see,Muelle Negro,0.85,candidate,has coordinates; has description; high-value type,-31.383926,-57.976098,Museo del Hombre y la Tecnología,southamerica/uruguay/salto/museo_hombre_tecnologia,0.4,0.676,1.545,needs_external_source,,https://en.wikivoyage.org/wiki/Salto
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/sheffield,Sheffield,Sheffield,2,253,see,The Steelworker,0.85,candidate,has coordinates; has description; high-value type,53.384338,-1.465463,Bishop's House,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/sheffield/bishopshouse,0.24,3.463,0.512,needs_external_source,,https://en.wikivoyage.org/wiki/Sheffield
northamerica/canada/alberta/banff,Banff,Banff,45,93,do,Marsh Loop,0.85,candidate,has coordinates; has description; high-value type,51.1709,-115.5881,Cave and Basin National Historic Site,northamerica/canada/alberta/banff/cave_and_basin,0.476,0.524,1.21,needs_external_source,,https://en.wikivoyage.org/wiki/Banff
europe/ukraine/kharkiv,Kharkiv,Kharkiv,13,157,see,Pitre Villa,0.85,candidate,has coordinates; has description; high-value type,50.0063,36.242,Freedom Square (Maidan Svobody),europe/ukraine/kharkiv/freedom_square,0.32,1.652,1.742,needs_external_source,,https://en.wikivoyage.org/wiki/Kharkiv
asia/china/guangdong/chaozhou,Chaozhou,Chaozhou,10,16,see,The old site of Song Kiln,0.85,candidate,has coordinates; has description; high-value type,23.6607368008,116.6560472866,The Xu Imperial Son-in-Law Mansion,asia/china/guangdong/chaozhou/xu_mansion,0.392,1.965,2.846,needs_external_source,,https://en.wikivoyage.org/wiki/Chaozhou
europe/belgium/arlon,Arlon,Arlon,0,21,see,Jupiter Column,0.85,candidate,has coordinates; has description; high-value type,49.683145,5.814616,,,0.0,,0.159,needs_external_source,,https://en.wikivoyage.org/wiki/Arlon
northamerica/honduras/comayagua,Comayagua,Comayagua,8,16,see,El Cristo De Cane,0.85,candidate,has coordinates; has description; high-value type,14.27473,-87.65717,San Francisco Church,northamerica/honduras/comayagua/san_francisco_church,0.387,19.766,19.726,needs_external_source,,https://en.wikivoyage.org/wiki/Comayagua
northamerica/canada/britishcolumbia/lillooet,Lillooet,Lillooet,5,25,see,Marble Canyon and Pavilion Lake,0.85,candidate,has coordinates; has description; high-value type,50.8656,-121.7393,Lillooet Museum and Visitor Centre,northamerica/canada/britishcolumbia/lillooet/lillooet_museum,0.4,23.855,23.477,needs_external_source,,https://en.wikivoyage.org/wiki/Lillooet
