world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/jordan/petra,Petra,Petra,21,23,do,Mountain of Aaron,0.89,candidate,has coordinates; has description; high-value type; strong travel term,30.317092,35.406678,Petra Pool and Garden Complex,asia/jordan/petra/petra_garden_pool,0.391,3.68,6.588,needs_external_source,,https://en.wikivoyage.org/wiki/Petra
asia/bangladesh/chittagong,Chittagong,Chittagong,15,149,do,Karnaphuli Shishu Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,22.324145,91.8064785,Firingi Bazar,asia/bangladesh/chittagong/firingi_bazar,0.343,2.936,3.069,needs_external_source,,https://en.wikivoyage.org/wiki/Chittagong
asia/china/henan_province/yuzhou,Yuzhou,Yuzhou,4,48,do,Yuzhou Wetland Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,34.16,113.45,Yuwang Temple,asia/china/henan_province/yuzhou/yuwang_temple,0.438,2.361,2.361,needs_external_source,,https://en.wikivoyage.org/wiki/Yuzhou
northamerica/unitedstates/virginia/lynchburg,Lynchburg,Lynchburg,6,54,see,Daura Gallery,0.89,candidate,has coordinates; has description; high-value type; strong travel term,37.39759166666666,-79.182275,Monument Terrace,northamerica/unitedstates/virginia/lynchburg/monument_terrace,0.276,3.766,3.966,needs_external_source,,https://en.wikivoyage.org/wiki/Lynchburg
europe/finland/rauma,Rauma,Rauma,5,63,do,Otanlahti Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,61.136394,21.472787,Old Rauma,europe/finland/rauma/old_rauma,0.333,2.24,1.867,needs_external_source,,https://en.wikivoyage.org/wiki/Rauma
asia/malaysia/johorbahru,Johor Bahru,Johor Bahru,8,205,see,Tanjung Kupang Memorial Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,1.496272,103.760993,Sultan Abu Bakar Royal Museum,asia/malaysia/johorbahru/sultan_abu_bakar_museum,0.351,4.618,4.256,needs_external_source,,https://en.wikivoyage.org/wiki/Johor_Bahru
northamerica/unitedstates/mississippi/biloxi,Biloxi,Biloxi,8,27,do,Ship Island Cruise,0.89,candidate,has coordinates; has description; high-value type; strong travel term,30.219923,-88.918641,Maritime and Seafood Industry Museum,northamerica/unitedstates/mississippi/biloxi/maritime_seafood_museum,0.296,20.507,20.304,needs_external_source,,https://en.wikivoyage.org/wiki/Biloxi
asia/tajikistan/khojend,Khujand,Khujand,6,27,see,Arbob Palace,0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.26934,69.69198,Panjshanbe Bazaar,asia/tajikistan/khojend/panjshanbe_bazaar,0.276,6.509,6.195,needs_external_source,,https://en.wikivoyage.org/wiki/Khujand
europe/romania/bucharest,Bucharest,Bucharest,11,139,see,D. Minovici Western European Arts Museum,0.89,candidate,has coordinates; has description; high-value type; strong travel term,44.484256,26.074651,Village Museum,europe/romania/bucharest/village_museum,0.377,1.217,5.799,needs_external_source,,https://en.wikivoyage.org/wiki/Bucharest
asia/china/guangxi/chongzuo,Chongzuo,Chongzuo,4,22,see,Stone Forest,0.89,candidate,has coordinates; has description; high-value type; strong travel term,22.3756,107.3577,Sanyuesan Festival,asia/china/guangxi/chongzuo/sanyuesan_festival,0.533,5.096,5.096,needs_external_source,,https://en.wikivoyage.org/wiki/Chongzuo
