world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/texas/dallas,Dallas,Dallas,4,20,see,Mexico,0.51,candidate,high-value type; has external URL,,,Freeman's Clothing,northamerica/unitedstates/texas/dallas/freemans_clothing,0.25,,,missing_coordinates; has_external_url,https://consulmex.sre.gob.mx/dallas/,https://en.wikivoyage.org/wiki/Dallas
africa/benin/cotonou,Cotonou,Cotonou,8,44,see,French Institute's Cultural Centre,0.51,candidate,high-value type; has external URL,,,Cotonou Cathedral,africa/benin/cotonou/cotonou_cathedral,0.353,,,missing_coordinates; has_external_url,https://if-benin.com/,https://en.wikivoyage.org/wiki/Cotonou
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Malta,0.51,candidate,high-value type; has external URL,,,Dumbarton Oaks,northamerica/unitedstates/washingtondc/dumbarton_oaks,0.421,,,missing_coordinates; has_external_url,https://missions.foreign.gov.mt/embassies/united-states-of-america/,https://en.wikivoyage.org/wiki/Washington%2C_D.C.
europe/france/east/champagne/reims,Reims,Reims,15,32,do,Ruinart,0.51,candidate,high-value type; has external URL,,,Museum of Fine Arts,europe/france/east/champagne/reims/museum_of_fine_arts,0.462,,,missing_coordinates; has_external_url,http://www.ruinart.com/,https://en.wikivoyage.org/wiki/Reims
europe/ukraine/kyiv,Kyiv,Kyiv,52,205,see,OnTaxi,0.51,candidate,high-value type; has external URL,,,Spotykach,europe/ukraine/kyiv/spotykach,0.4,,,missing_coordinates; has_external_url,https://ontaxi.com.ua/en,https://en.wikivoyage.org/wiki/Kyiv
asia/unitedarabemirates/abudhabi,Abu Dhabi,Abu Dhabi,53,106,see,Singapore,0.51,candidate,high-value type; has external URL,,,India Palace,asia/unitedarabemirates/abudhabi/india_palace,0.476,,,missing_coordinates; has_external_url,https://www.mfa.gov.sg/abu-dhabi,https://en.wikivoyage.org/wiki/Abu_Dhabi
asia/kuwait/kuwaitcity,Kuwait City,Kuwait City,11,21,see,Serbia,0.51,candidate,high-value type; has external URL,,,Liberation Tower,asia/kuwait/kuwaitcity/liberation_tower,0.273,,,missing_coordinates; has_external_url,http://serbianembassykw.org/,https://en.wikivoyage.org/wiki/Kuwait_City
asia/turkey/istanbul,Istanbul,Istanbul,55,47,see,Denmark,0.51,candidate,high-value type; has external URL,,,Golden Horn (Haliç),asia/turkey/istanbul/halic_golden_horn,0.444,,,missing_coordinates; has_external_url,http://tyrkiet.um.dk/en.aspx,https://en.wikivoyage.org/wiki/Istanbul
northamerica/unitedstates/washington/olympia,Olympia,Olympia (Washington),12,29,see,Amtrak,0.51,candidate,high-value type; has external URL,,,Sylvester Park,northamerica/unitedstates/washington/olympia/sylvester_park,0.4,,,missing_coordinates; has_external_url,https://www.amtrak.com/,https://en.wikivoyage.org/wiki/Olympia_%28Washington%29
northamerica/canada/britishcolumbia/vancouver,Vancouver,Vancouver,21,83,see,Cycle BC,0.51,candidate,high-value type; has external URL,,,Coquitlam Centre,northamerica/canada/britishcolumbia/vancouver/coquitlam/coquitlam_centre,0.333,,,missing_coordinates; has_external_url,https://vancouver.cyclebc.ca/,https://en.wikivoyage.org/wiki/Vancouver
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Yemen,0.51,candidate,high-value type; has external URL,,,Georgetown,northamerica/unitedstates/washingtondc/georgetown,0.4,,,missing_coordinates; has_external_url,https://www.yemenembassy.org/,https://en.wikivoyage.org/wiki/Washington%2C_D.C.
asia/qatar/doha,Doha,Doha,50,160,see,Russian Federation,0.51,candidate,high-value type; has external URL,,,Education City,asia/qatar/doha/education_city,0.438,,,missing_coordinates; has_external_url,http://www.qatar.mid.ru/,https://en.wikivoyage.org/wiki/Doha
asia/china/hongkong,Hong Kong,Hong Kong,64,81,see,Vietnam,0.51,candidate,high-value type; has external URL,,,Central,asia/china/hongkong/central,0.429,,,missing_coordinates; has_external_url,https://vnconsulate-hongkong.mofa.gov.vn/en-us/Pages/default.aspx,https://en.wikivoyage.org/wiki/Hong_Kong
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Belize,0.51,candidate,high-value type; has external URL,,,Vegas Lounge,northamerica/unitedstates/washingtondc/vegaslounge,0.333,,,missing_coordinates; has_external_url,https://www.belizeembassyusa.mfa.gov.bz/,https://en.wikivoyage.org/wiki/Washington%2C_D.C.
europe/netherlands/thehague,The Hague,The Hague,16,165,see,Luxembourg,0.51,candidate,high-value type; has external URL,,,Le Bon Mangeur,europe/netherlands/thehague/le_bon_mangeur,0.381,,,missing_coordinates; has_external_url,http://lahaye.mae.lu/en,https://en.wikivoyage.org/wiki/The_Hague
europe/ukraine/nikolaev,Mykolaiv,Mykolaiv,7,6,see,Uklon,0.51,candidate,high-value type; has external URL,,,Puzata Khata,europe/ukraine/nikolaev/puzata_khata,0.235,,,missing_coordinates; has_external_url,https://uklon.com.ua/en/,https://en.wikivoyage.org/wiki/Mykolaiv
europe/ukraine/kherson,Kherson,Kherson,5,9,see,Shark,0.51,candidate,high-value type; has external URL,,,St. Catherine's Cathedral,europe/ukraine/kherson/st_catherines_cathedral,0.207,,,missing_coordinates; has_external_url,https://shark-taxi.ua/en,https://en.wikivoyage.org/wiki/Kherson
northamerica/unitedstates/texas/sanantonio,San Antonio,San Antonio,26,86,see,zTrip,0.51,candidate,high-value type; has external URL,,,Aztec Theatre,northamerica/unitedstates/texas/sanantonio/aztec_theatre,0.333,,,missing_coordinates; has_external_url,https://www.ztrip.com/san-antonio/,https://en.wikivoyage.org/wiki/San_Antonio
africa/southafrica/capetown,Cape Town,Cape Town,95,187,see,Namibia,0.51,candidate,high-value type; has external URL,,,Camps Bay,africa/southafrica/capetown/camps_bay,0.5,,,missing_coordinates; has_external_url,http://namibiaconsulate.co.za/,https://en.wikivoyage.org/wiki/Cape_Town
asia/qatar/doha,Doha,Doha,50,160,see,Bangladesh,0.51,candidate,high-value type; has external URL,,,Al Wakra Old Souq,asia/qatar/doha/al_wakra_souq,0.37,,,missing_coordinates; has_external_url,http://www.bdembassydoha.org/,https://en.wikivoyage.org/wiki/Doha
northamerica/unitedstates/arizona/tucson,Tucson,Tucson,66,113,see,Guatemala,0.51,candidate,high-value type; has external URL,,,Saguaro National Park,northamerica/unitedstates/arizona/tucson/saguaro_national_park,0.467,,,missing_coordinates; has_external_url,https://www.facebook.com/ConsuladoGuatemalaTucson/,https://en.wikivoyage.org/wiki/Tucson
asia/malaysia/kualalumpur,Kuala Lumpur,Kuala Lumpur,102,107,see,Thailand,0.51,candidate,high-value type; has external URL,,,Jalan Alor,asia/malaysia/kualalumpur/jalanalor,0.444,,,missing_coordinates; has_external_url,http://www.thaiembassy.org/kualalumpur,https://en.wikivoyage.org/wiki/Kuala_Lumpur
africa/tanzania/daressalaam,Dar es Salaam,Dar es Salaam,38,48,see,United Kingdom of Great Britain and Northern Ireland,0.51,candidate,high-value type; has external URL,,,National Museum of Tanzania,africa/tanzania/daressalaam/national_museum,0.405,,,missing_coordinates; has_external_url,http://ukintanzania.fco.gov.uk/en/,https://en.wikivoyage.org/wiki/Dar_es_Salaam
africa/southafrica/pretoria,Pretoria,Pretoria,12,120,see,Seychelles,0.51,candidate,high-value type; has external URL,,,Loftus Versfeld Stadium,africa/southafrica/pretoria/loftus_versfeld,0.303,,,missing_coordinates; has_external_url,http://www.mfa.gov.sc/static.php?filter=8&content_id=24,https://en.wikivoyage.org/wiki/Pretoria
northamerica/unitedstates/florida/miami,Miami,Miami,57,70,see,St. Lucia,0.51,candidate,high-value type; has external URL,,,Joe's Stone Crab,northamerica/unitedstates/florida/miami/joes_stone_crab,0.417,,,missing_coordinates; has_external_url,https://www.facebook.com/p/Consulate-General-of-Saint-Lucia-in-Miami-100067235713090/,https://en.wikivoyage.org/wiki/Miami
northamerica/unitedstates/washington/seattle,Seattle,Seattle,19,70,see,South Korea,0.51,candidate,high-value type; has external URL,,,Storyville Coffee,northamerica/unitedstates/washington/seattle/storyville_coffee,0.357,,,missing_coordinates; has_external_url,https://overseas.mofa.go.kr/us-seattle-ko/index.do,https://en.wikivoyage.org/wiki/Seattle
