world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
southamerica/brazil/vilavelha,Vila Velha,Vila Velha (Espírito Santo),10,14,see,Lighthouse Santa Luzia,0.85,candidate,has coordinates; has description; high-value type,-20.32454,-40.26754,Convento da Penha,southamerica/brazil/vilavelha/convento_da_penha,0.359,2.107,2.614,needs_external_source,,https://en.wikivoyage.org/wiki/Vila_Velha_%28Esp%C3%ADrito_Santo%29
asia/china/shandong_province/zaozhuang,Zaozhuang,Zaozhuang,2,29,do,Zaozhuang Guanshi Liuyuan Scenic Area,0.85,candidate,has coordinates; has description; high-value type,34.765466,117.574772,Weishan Lake,asia/china/shandong_province/zaozhuang/weishan_lake,0.286,48.312,23.16,needs_external_source,,https://en.wikivoyage.org/wiki/Zaozhuang
europe/italy/lombardia/lagodigarda/peschiera,Peschiera del Garda,Peschiera del Garda,10,10,do,Mincio Cycleway,0.85,candidate,has coordinates; has description; high-value type,45.431783,10.700083,Porto Canale,europe/italy/lombardia/lagodigarda/peschiera/porto_canale,0.37,1.216,1.226,needs_external_source,,https://en.wikivoyage.org/wiki/Peschiera_del_Garda
asia/srilanka/trincomalee,Trincomalee,Trincomalee,8,26,do,Kanniya Hot Wells,0.85,candidate,has coordinates; has description; high-value type,8.60445,81.17128,Gokanna Vihara,asia/srilanka/trincomalee/gokanna_vihara,0.452,8.322,7.617,needs_external_source,,https://en.wikivoyage.org/wiki/Trincomalee
europe/switzerland/neuchatel,Neuchatel,Neuchatel,8,33,see,Le Funiculaire panoramique,0.85,candidate,has coordinates; has description; high-value type,47.0087,6.9609,Place des Halles,europe/switzerland/neuchatel/place_des_halles,0.343,3.226,3.202,needs_external_source,,https://en.wikivoyage.org/wiki/Neuchatel
europe/netherlands/waddenislands/schiermonnikoog_is/schiermonnikoog,Schiermonnikoog,Schiermonnikoog,10,37,see,Wassermann-bunker,0.85,candidate,has coordinates; has description; high-value type,53.48701,6.18184,Schiermonnikoog Beach,europe/netherlands/waddenislands/schiermonnikoog_is/schiermonnikoog_beach,0.474,1.184,1.715,needs_external_source,,https://en.wikivoyage.org/wiki/Schiermonnikoog
asia/saudiarabia/medina,Medina,Medina,6,12,see,Masjid al-Qiblatayn,0.85,candidate,has coordinates; has description; high-value type,24.4841,39.5789,Al-Masjid an-Nabawi,asia/saudiarabia/medina/prophets_mosque,0.457,3.675,3.565,needs_external_source,,https://en.wikivoyage.org/wiki/Medina
europe/greece/thassos_island,Thassos,Thasos,14,112,see,Scala Sotiros,0.85,candidate,has coordinates; has description; high-value type,40.7285,24.5483,Kastro,europe/greece/thassos_island/kastro_village,0.526,11.142,9.962,needs_external_source,,https://en.wikivoyage.org/wiki/Thasos
asia/nepal/birgunj_birganj,Birgunj,Birgunj,0,5,see,Birgunj Clocktower,0.85,candidate,has coordinates; has description; high-value type,27.01486,84.87876,,,0.0,,3.786,needs_external_source,,https://en.wikivoyage.org/wiki/Birgunj
europe/germany/schleswigholstein/sylt,Sylt,Sylt,16,29,see,Wandering Dunes of List,0.85,candidate,has coordinates; has description; high-value type,55.020874,8.393651,Wadden Sea National Park,europe/germany/schleswigholstein/sylt/wadden_sea,0.383,15.67,13.737,needs_external_source,,https://en.wikivoyage.org/wiki/Sylt
africa/morocco/merzouga,Merzouga,Merzouga,6,10,do,Grand Dune,0.85,candidate,has coordinates; has description; high-value type,31.077663,-3.9902908,Quad Biking and 4WD,africa/morocco/merzouga/quad_and_4wd,0.414,3.145,3.355,needs_external_source,,https://en.wikivoyage.org/wiki/Merzouga
asia/philippines/lipa,Lipa,Lipa,4,34,see,Marian Orchard,0.85,candidate,has coordinates; has description; high-value type,14.01743,121.11822,Lipa Cathedral (San Sebastian Cathedral),asia/philippines/lipa/lipa_cathedral,0.429,9.794,9.804,needs_external_source,,https://en.wikivoyage.org/wiki/Lipa
northamerica/guatemala/antiguaguatemala,Antigua Guatemala,Antigua Guatemala,16,66,see,El Hato,0.85,candidate,has coordinates; has description; high-value type,14.582703,-90.7124,Acatenango,northamerica/guatemala/antiguaguatemala/acatenango,0.429,19.656,3.593,needs_external_source,,https://en.wikivoyage.org/wiki/Antigua_Guatemala
asia/vietnam/vungtau,Vung Tau,Vung Tau,11,45,do,Long Sơn,0.85,candidate,has coordinates; has description; high-value type,10.454456,107.09623,Linh Sơn Pagoda,asia/vietnam/vungtau/linh_son_pagoda,0.522,12.922,12.084,needs_external_source,,https://en.wikivoyage.org/wiki/Vung_Tau
asia/china/fujianprovince/zhangzhou,Zhangzhou,Zhangzhou,4,13,see,Site of the Provisional Provincial Committee of the Communist Party of China,0.85,candidate,has coordinates; has description; high-value type,24.51,117.65,Lor Mee (Braised Noodles),asia/china/fujianprovince/zhangzhou/lor_mee,0.408,0.592,0.745,needs_external_source,,https://en.wikivoyage.org/wiki/Zhangzhou
europe/finland/rauma,Rauma,Rauma,5,63,do,Skiing,0.85,candidate,has coordinates; has description; high-value type,61.10936,21.52125,Sammallahdenmäki,europe/finland/rauma/sammallahdenmaki,0.273,13.551,2.364,needs_external_source,,https://en.wikivoyage.org/wiki/Rauma
asia/nepal/patan,Patan,Patan,9,48,see,Bagmati Bridge,0.85,candidate,has coordinates; has description; high-value type,27.68921,85.31674,Mangal Bazaar,asia/nepal/patan/mangal_bazaar,0.37,1.876,1.402,needs_external_source,,https://en.wikivoyage.org/wiki/Patan
europe/albania/gjirokaster,Gjirokaster,Gjirokastër,9,28,see,Sofratike,0.85,candidate,has coordinates; has description; high-value type,39.993183,20.21523,Café Views of the Castle,europe/albania/gjirokaster/cafe_with_castle_views,0.429,,11.349,needs_external_source,,https://en.wikivoyage.org/wiki/Gjirokast%C3%ABr
northamerica/thecaribbean/saintmartin,Saint-Martin,Saint Martin,12,9,see,Simpson Bay Lagoon,0.85,candidate,has coordinates; has description; high-value type,18.052,-63.109,Orient Bay,northamerica/thecaribbean/saintmartin/orient_bay,0.429,10.938,3.679,needs_external_source,,https://en.wikivoyage.org/wiki/Saint_Martin
australiaandpacific/newzealand/nelson,Nelson,Nelson (New Zealand),18,40,do,Seals,0.85,candidate,has coordinates; has description; high-value type,-41.2651,173.25711,Suter Art Gallery,australiaandpacific/newzealand/nelson/suter_art_gallery,0.364,2.648,2.318,needs_external_source,,https://en.wikivoyage.org/wiki/Nelson_%28New_Zealand%29
asia/india/gujarat/morbi,Morbi,Morbi,4,15,see,Pada Pul,0.85,candidate,has coordinates; has description; high-value type,22.823122,70.838846,New Palace,asia/india/gujarat/morbi/new_palace,0.333,1.602,5.475,needs_external_source,,https://en.wikivoyage.org/wiki/Morbi
europe/spain/andalucia/tarifa,Tarifa,Tarifa,9,21,see,Torre del Rayo,0.85,candidate,has coordinates; has description; high-value type,36.121147,-5.64705,El Estrecho Natural Park,europe/spain/andalucia/tarifa/el_estrecho_park,0.387,10.029,12.615,needs_external_source,,https://en.wikivoyage.org/wiki/Tarifa
europe/italy/campania/herculaneum,Herculaneum,Herculaneum,5,12,see,Villa Campolieto,0.85,candidate,has coordinates; has description; high-value type,40.801387,14.353116,Boat Sheds and Marina,europe/italy/campania/herculaneum/boat_sheds,0.393,0.607,0.672,needs_external_source,,https://en.wikivoyage.org/wiki/Herculaneum
northamerica/canada/ontario/kenora,Kenora,Kenora,11,16,see,Tourism Information Centre,0.85,candidate,has coordinates; has description; high-value type,49.76042,-94.53019,Norman Park Beach,northamerica/canada/ontario/kenora/norman_park_beach,0.419,2.557,3.44,needs_external_source,,https://en.wikivoyage.org/wiki/Kenora
