world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/spain/aragon/teruel,Teruel,Teruel,8,13,see,Viaducto de Fernando Hué,0.75,candidate,has coordinates; has description; high-value type,40.33886,-1.10675,El Salvador Tower,europe/spain/aragon/teruel/torre_el_salvador,0.412,33.006,32.989,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Teruel
asia/indonesia/wakatobi,Wakatobi,Wakatobi,0,26,do,Coral stretch just east of Pantai Hongaha,0.75,candidate,has coordinates; has description; high-value type,-5.755344192214548,123.99370096105977,,,0.0,,66.602,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Wakatobi
europe/ukraine/ivanofrankivsk,Ivano-Frankivsk,Ivano-Frankivsk,9,103,see,Kolomyia,0.75,candidate,has coordinates; has description; high-value type,48.530556,25.040278,Potocki Palace,europe/ukraine/ivanofrankivsk/potocki_palace,0.364,49.927,49.871,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Ivano-Frankivsk
northamerica/mexico/oaxaca,Oaxaca,Oaxaca (city),13,93,do,Santiago Matatlán,0.75,candidate,has coordinates; has description; high-value type,16.8634208,-96.3818721,Templo de Santo Domingo,northamerica/mexico/oaxaca/santo_domingo,0.432,42.853,43.455,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Oaxaca_%28city%29
asia/indonesia/irianjaya/baliemvalley,Baliem Valley,Baliem Valley,8,10,see,Lake Habema,0.75,candidate,has coordinates; has description; high-value type,-4.137562,138.669062,Iluwe Salt Wells,asia/indonesia/irianjaya/baliemvalley/iluwe_salt_wells,0.37,41.257,28.5,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Baliem_Valley
europe/macedonia/kicevo,Kičevo,Kičevo,4,32,see,Brajčino,0.75,candidate,has coordinates; has description; high-value type,40.9,21.166667,Bistra Mountain,europe/macedonia/kicevo/bistra_mountain,0.522,84.176,69.91,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Ki%C4%8Devo
europe/greece/epirus,Epirus,Epirus,5,13,see,St. Minas,0.75,candidate,has coordinates; has description; high-value type,39.6681,20.4091,Ioannina,europe/greece/epirus/ioannina,0.375,37.903,31.907,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Epirus
asia/iraq/annajaf,An najaf,Najaf,10,6,see,Al-Qadisiyyah,0.75,candidate,has coordinates; has description; high-value type,31.690278,44.469167,Al-Hannanah Mosque,asia/iraq/annajaf/al_hannanah_mosque,0.387,37.239,36.97,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Najaf
asia/china/henan_province/sanmenxia,Sanmenxia,Sanmenxia,4,20,do,Lingbao Fudi Mountain,0.75,candidate,has coordinates; has description; high-value type,34.557,110.855,Yangshao Village Site,asia/china/henan_province/sanmenxia/yangshao_village,0.381,30.868,39.332,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Sanmenxia
asia/india/orissa/chilika,Chilika Lake,Chilika Lake,2,10,see,Mangalajodi,0.75,candidate,has coordinates; has description; high-value type,19.91935,85.42595,Nalabana Island,asia/india/orissa/chilika/nalabana_island,0.385,25.266,25.266,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Chilika_Lake
europe/hungary/budapest,Budapest,Budapest,57,94,see,Pusztavacs,0.75,candidate,has coordinates; has description; high-value type,47.17128,19.50108,Fausto's,europe/hungary/budapest/faustos,0.444,48.985,50.252,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Budapest
europe/ukraine/poltava,Poltava,Poltava,7,54,see,Dykan'ka,0.75,candidate,has coordinates; has description; high-value type,49.82126,34.534,Spaska Church,europe/ukraine/poltava/spaska_church,0.286,25.135,56.401,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Poltava
asia/china/jilin/yanji,Yanji,Yanji,5,8,do,Head Mountain,0.75,candidate,has coordinates; has description; high-value type,42.84900217937821,129.47232725248762,Yanbian Museum,asia/china/jilin/yanji/yanbian_museum,0.296,31.284,31.284,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Yanji
