world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/unitedkingdom/england/london,London,London,76,205,see,Jordan,0.51,candidate,high-value type; has external URL,,,Oxford,europe/unitedkingdom/england/london/oxford,0.5,,,missing_coordinates; has_external_url,http://jordanembassy.org.uk/,https://en.wikivoyage.org/wiki/London
europe/denmark/copenhagen,Copenhagen,Copenhagen,101,98,see,Movia,0.51,candidate,high-value type; has external URL,,,Nemoland,europe/denmark/copenhagen/nemoland,0.462,,,missing_coordinates; has_external_url,http://moviatrafik.dk/Service/Tourist/touristguideUK,https://en.wikivoyage.org/wiki/Copenhagen
asia/china/hongkong,Hong Kong,Hong Kong,64,81,see,Colombia,0.51,candidate,high-value type; has external URL,,,Volar,asia/china/hongkong/volar,0.462,,,missing_coordinates; has_external_url,http://hongkong.consulado.gov.co,https://en.wikivoyage.org/wiki/Hong_Kong
europe/norway/oslo,Oslo,Oslo,26,88,see,Latvia,0.51,candidate,high-value type; has external URL,,,Maaemo,europe/norway/oslo/maaemo,0.333,,,missing_coordinates; has_external_url,http://www.am.gov.lv/norway/,https://en.wikivoyage.org/wiki/Oslo
northamerica/unitedstates/florida/miami,Miami,Miami,57,70,see,Suriname,0.51,candidate,high-value type; has external URL,,,Casa Casuarina,northamerica/unitedstates/florida/miami/casa_casuarina,0.545,,,missing_coordinates; has_external_url,http://scgmia.com/,https://en.wikivoyage.org/wiki/Miami
northamerica/canada/britishcolumbia/victoria,Victoria,Victoria (British Columbia),12,87,see,BC Transit (Victoria Regional Transit System),0.51,candidate,high-value type; has external URL,,,Butchart Gardens,northamerica/canada/britishcolumbia/victoria/butchart_gardens,0.385,,,missing_coordinates; has_external_url,https://www.bctransit.com/victoria/home,https://en.wikivoyage.org/wiki/Victoria_%28British_Columbia%29
europe/sweden/stockholm,Stockholm,Stockholm,56,118,see,Taiwan (Taipei Mission in Sweden),0.51,candidate,high-value type; has external URL,,,Fotografiska,europe/sweden/stockholm/fotografiska,0.444,,,missing_coordinates; has_external_url,http://www.taiwanembassy.org/se/,https://en.wikivoyage.org/wiki/Stockholm
northamerica/unitedstates/california/losangeles,Los Angeles,Los Angeles,71,77,see,Sweden,0.51,candidate,high-value type; has external URL,,,Crustacean,northamerica/unitedstates/california/losangeles/crustacean,0.375,,,missing_coordinates; has_external_url,https://www.swedenabroad.se/en/embassies/usa-washington/,https://en.wikivoyage.org/wiki/Los_Angeles
europe/unitedkingdom/england/eastern_england/huntingdon,Huntingdon,Huntingdon,4,22,see,A Star Cars,0.51,candidate,high-value type; has external URL,,,Cromwell Museum,europe/unitedkingdom/england/eastern_england/huntingdon/cromwell_museum,0.25,,,missing_coordinates; has_external_url,http://www.astarcars.co.uk/,https://en.wikivoyage.org/wiki/Huntingdon
asia/malaysia/perhentianislands,Perhentian Islands,Perhentian Islands,9,35,do,Seahorse Diver,0.51,candidate,high-value type; has external URL,,,Scuba Diving,asia/malaysia/perhentianislands/scuba_diving,0.462,,,missing_coordinates; has_external_url,http://www.seahorsediver.com/,https://en.wikivoyage.org/wiki/Perhentian_Islands
southamerica/brazil/recife,Recife,Recife,34,154,do,Panorama flight,0.51,candidate,high-value type; has external URL,,,Parraxaxá,southamerica/brazil/recife/parraxaxa,0.435,,,missing_coordinates; has_external_url,http://www.nvo.com.br,https://en.wikivoyage.org/wiki/Recife
northamerica/unitedstates/california/losangeles,Los Angeles,Los Angeles,71,77,see,Monaco (Honorary),0.51,candidate,high-value type; has external URL,,,Mr. Chow,northamerica/unitedstates/california/losangeles/mr_chow,0.462,,,missing_coordinates; has_external_url,https://www.embassypages.com/monaco-consulate-losangeles-unitedstates,https://en.wikivoyage.org/wiki/Los_Angeles
northamerica/canada/quebec/hull,Gatineau (Hull),Gatineau,4,33,see,Uber,0.51,candidate,high-value type; has external URL,,,Gatineau Park,northamerica/canada/quebec/hull/gatineau_park,0.235,,,missing_coordinates; has_external_url,https://www.uber.com/global/en/cities/gatineau/,https://en.wikivoyage.org/wiki/Gatineau
asia/jordan/amman,Amman,Amman,45,74,see,Russia,0.51,candidate,high-value type; has external URL,,,The Duke's Diwan,asia/jordan/amman/dukes_diwan,0.444,,,missing_coordinates; has_external_url,http://www.jordan.mid.ru/,https://en.wikivoyage.org/wiki/Amman
northamerica/unitedstates/florida/orlando,Orlando,Orlando,24,96,see,Haiti,0.51,candidate,high-value type; has external URL,,,Ethos Vegan Kitchen,northamerica/unitedstates/florida/orlando/ethos_vegan_kitchen,0.333,,,missing_coordinates; has_external_url,https://www.facebook.com/consulathaitiorlando/,https://en.wikivoyage.org/wiki/Orlando
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Cote D'Ivoire (Ivory Coast),0.51,candidate,high-value type; has external URL,,,White House,northamerica/unitedstates/washingtondc/white_house,0.417,,,missing_coordinates; has_external_url,https://ambaciusa.org/,https://en.wikivoyage.org/wiki/Washington%2C_D.C.
europe/norway/oslo,Oslo,Oslo,26,88,see,Macedonia,0.51,candidate,high-value type; has external URL,,,Maaemo,europe/norway/oslo/maaemo,0.4,,,missing_coordinates; has_external_url,http://www.mfa.gov.mk/index.php?option=com_content&view=article&id=300&Itemid=645&lang=en,https://en.wikivoyage.org/wiki/Oslo
europe/ukraine/lviv,Lviv,Lviv,12,176,see,E-wings,0.51,candidate,high-value type; has external URL,,,High Castle Hill,europe/ukraine/lviv/high_castle,0.261,,,missing_coordinates; has_external_url,https://e-wings.com.ua,https://en.wikivoyage.org/wiki/Lviv
northamerica/unitedstates/arkansas/littlerock,Little Rock,Little Rock,14,93,see,Mexico,0.51,candidate,high-value type; has external URL,,,The Little Rock,northamerica/unitedstates/arkansas/littlerock/the_little_rock,0.235,,,missing_coordinates; has_external_url,https://consulmex.sre.gob.mx/littlerock/,https://en.wikivoyage.org/wiki/Little_Rock
northamerica/unitedstates/newyorkstate/niagara_frontier/niagarafalls,Niagara Falls,Niagara Falls (New York),8,44,see,Lyft,0.51,candidate,high-value type; has external URL,,,Maid of the Mist,northamerica/unitedstates/newyorkstate/niagara_frontier/niagarafalls/maid_of_the_mist,0.25,,,missing_coordinates; has_external_url,https://www.lyft.com/rider/cities/buffalo-ny,https://en.wikivoyage.org/wiki/Niagara_Falls_%28New_York%29
northamerica/unitedstates/california/longbeach,Long Beach,Long Beach,10,97,do,Sidwalk Chalk Art and Poetry Contest,0.51,candidate,high-value type; has external URL,,,Astronaut Islands,northamerica/unitedstates/california/longbeach/astronaut_islands,0.302,,,missing_coordinates; has_external_url,http://www.justinrudd.com/chalk.html,https://en.wikivoyage.org/wiki/Long_Beach
northamerica/canada/britishcolumbia/vancouver,Vancouver,Vancouver,21,83,see,Lyft,0.51,candidate,high-value type; has external URL,,,Lafarge Lake,northamerica/canada/britishcolumbia/vancouver/coquitlam/lafarge_lake,0.25,,,missing_coordinates; has_external_url,https://www.lyft.com/rider/cities/vancouver-bc,https://en.wikivoyage.org/wiki/Vancouver
asia/thailand/bangkok,Bangkok,Bangkok,108,116,see,Malaysia,0.51,candidate,high-value type; has external URL,,,Siam,asia/thailand/bangkok/siam_square,0.5,,,missing_coordinates; has_external_url,http://www.kln.gov.my/web/tha_bangkok/home,https://en.wikivoyage.org/wiki/Bangkok
asia/thailand/pattaya,Pattaya,Pattaya,9,124,see,Denmark,0.51,candidate,high-value type; has external URL,,,Thepprasit Night Market,asia/thailand/pattaya/thepprasit_market,0.4,,,missing_coordinates; has_external_url,http://www.consulatepattaya.dk/,https://en.wikivoyage.org/wiki/Pattaya
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,Syria,0.51,candidate,high-value type; has external URL,,,Cyrano's,northamerica/canada/ontario/ottawa/cyranos,0.462,,,missing_coordinates; has_external_url,http://www.syrianembassy.ca/,https://en.wikivoyage.org/wiki/Ottawa
australiaandpacific/newzealand/canterbury/christchurch,Christchurch,Christchurch,13,85,see,Metro Info,0.51,candidate,high-value type; has external URL,,,Punting on the Avon,australiaandpacific/newzealand/canterbury/christchurch/punting_on_the_avon,0.32,,,missing_coordinates; has_external_url,http://www.metroinfo.co.nz,https://en.wikivoyage.org/wiki/Christchurch
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Liechtenstein,0.51,candidate,high-value type; has external URL,,,The Phillips Collection,northamerica/unitedstates/washingtondc/phillips_collection,0.438,,,missing_coordinates; has_external_url,https://www.liechtensteinusa.org/,https://en.wikivoyage.org/wiki/Washington%2C_D.C.
asia/india/kerala/thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram,9,139,see,Alliance Francaise,0.51,candidate,high-value type; has external URL,,,Palayam Juma Mosque,asia/india/kerala/thiruvananthapuram/palayam_juma_mosque,0.378,,,missing_coordinates; has_external_url,https://Thiruvananthapuram.afindia.org/,https://en.wikivoyage.org/wiki/Thiruvananthapuram
northamerica/unitedstates/georgia/atlanta,Atlanta,Atlanta,42,53,see,Honduras,0.51,candidate,high-value type; has external URL,,,Old Fourth Ward,northamerica/unitedstates/georgia/atlanta/old_fourth_ward,0.435,,,missing_coordinates; has_external_url,http://www.consuladohnatl.com/,https://en.wikivoyage.org/wiki/Atlanta
europe/finland/helsinki,Helsinki,Helsinki,56,99,see,Venezuela,0.51,candidate,high-value type; has external URL,,,Ateneum,europe/finland/helsinki/ateneum,0.5,,,missing_coordinates; has_external_url,http://www.embavene.fi,https://en.wikivoyage.org/wiki/Helsinki
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,Trinidad and Tobago,0.51,candidate,high-value type; has external URL,,,Rideau Canal,northamerica/canada/ontario/ottawa/rideau_canal,0.516,,,missing_coordinates; has_external_url,https://foreign.gov.tt/missions-consuls/tt-missions-abroad/diplomatic-missions/high-commission-ottawa-canada/,https://en.wikivoyage.org/wiki/Ottawa
northamerica/unitedstates/wisconsin/eau_claire,Eau Claire,Eau Claire (Wisconsin),5,87,do,Coalition Blues Festival,0.51,candidate,high-value type; has external URL,,,Carson Park,northamerica/unitedstates/wisconsin/eau_claire/carson_park,0.343,,,missing_coordinates; has_external_url,http://www.cvblues.com/,https://en.wikivoyage.org/wiki/Eau_Claire_%28Wisconsin%29
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Ghana,0.51,candidate,high-value type; has external URL,,,Adams Morgan,northamerica/unitedstates/washingtondc/adams_morgan,0.353,,,missing_coordinates; has_external_url,https://ghanaembassydc.org/,https://en.wikivoyage.org/wiki/Washington%2C_D.C.
asia/china/jiangsu_province/xuzhou,Xuzhou,Xuzhou,6,12,do,Xuzhou Concert Hall,0.51,candidate,high-value type; has external URL,,,Xuzhou Museum,asia/china/jiangsu_province/xuzhou/xuzhou_museum,0.5,,,missing_coordinates; has_external_url,http://www.xzyyt.com/,https://en.wikivoyage.org/wiki/Xuzhou
asia/indonesia/java/karimunjawa,Karimunjawa,Karimunjawa,12,26,do,DeepSky villa astro night,0.51,candidate,high-value type; has external URL,,,Karimunjawa Village,asia/indonesia/java/karimunjawa/karimunjawa_village,0.364,,,missing_coordinates; has_external_url,http://www.deepsky-villa.com,https://en.wikivoyage.org/wiki/Karimunjawa
northamerica/unitedstates/illinois/chicago,Chicago,Chicago,152,132,see,New Zealand (Honorary),0.51,candidate,high-value type; has external URL,,,North Halsted and Clark (Old Town South),northamerica/unitedstates/illinois/chicago/old_town_orchard_street,0.412,,,missing_coordinates; has_external_url,http://nzembassy.com/united-states-of-america/about-the-embassy/contact-us/nz-honorary-consuls,https://en.wikivoyage.org/wiki/Chicago
northamerica/unitedstates/massachusetts/yarmouth,Yarmouth,Yarmouth (Massachusetts),6,24,do,Cape Symphony Orchestra,0.51,candidate,high-value type; has external URL,,,Taylor-Bray Farm,northamerica/unitedstates/massachusetts/yarmouth/taylor_bray_farm,0.308,,,missing_coordinates; has_external_url,http://www.capesymphony.org/,https://en.wikivoyage.org/wiki/Yarmouth_%28Massachusetts%29
