world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/mexico/monterrey,Monterrey,Monterrey,13,31,do,El Potrero Chico,0.67,candidate,has coordinates; high-value type,25.9512862,-100.4766742,El Rey del Cabrito,northamerica/mexico/monterrey/el_rey_del_cabrito,0.5,35.384,34.199,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Monterrey
asia/china/shaanxi/hanzhong,Hanzhong,Hanzhong,4,9,see,Liuba Zibaishan (Mount Zibai) 紫柏山,0.67,candidate,has coordinates; high-value type,33.5113,106.6139,Zhang Qian Memorial Hall,asia/china/shaanxi/hanzhong/zhang_qian_memorial,0.205,74.65,61.428,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Hanzhong
europe/ukraine/poltava,Poltava,Poltava,7,54,see,Trofymenko Mansion,0.67,candidate,has coordinates; high-value type,49.5871,34.5635,Shevchenko Park,europe/ukraine/poltava/shevchenko_park,0.364,2.213,65.93,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Poltava
northamerica/mexico/merida,Mérida,Mérida (Mexico),23,119,do,Uxmal,0.67,candidate,has coordinates; high-value type,20.3606227,-89.7705752,La Chaya Maya,northamerica/mexico/merida/la_chaya_maya,0.267,69.255,69.186,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/M%C3%A9rida_%28Mexico%29
northamerica/mexico/playadelcarmen,Playa del Carmen,Playa del Carmen,9,56,do,Coba,0.67,candidate,has coordinates; high-value type,20.4912827,-87.725294,Cozumel Island,northamerica/mexico/playadelcarmen/cozumel,0.333,84.002,69.289,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Playa_del_Carmen
asia/iran/kashan,Kashan,Kashan,7,30,see,Abyaneh,0.67,candidate,has coordinates; high-value type,33.587,51.5898,Tabatabaei House,asia/iran/kashan/tabatabaei_house,0.435,45.757,46.578,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Kashan
asia/china/hubei/huanggang,Huanggang,Huanggang,4,29,do,Taohuachong Scenic Area,0.67,candidate,has coordinates; has description; high-value type; strong travel term,30.988478,116.022304,Huangzhou Ancient City,asia/china/hubei/huanggang/huangzhou_ancient_city,0.356,125.489,124.952,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Huanggang
europe/spain/centralspain/zamora,Zamora,Zamora (Spain),5,28,see,Lagunas de Villafáfila,0.67,candidate,has coordinates; high-value type,41.8551,-5.5944,Semana Santa Museum,europe/spain/centralspain/zamora/semana_santa_museum,0.316,34.402,34.453,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Zamora_%28Spain%29
asia/china/shaanxi/yulin,Yulin,Yulin (Shaanxi),4,36,do,Encounter the ancient village,0.67,candidate,has coordinates; high-value type,37.95871,109.29315,Zhenbei Platform (Zhenbeitai),asia/china/shaanxi/yulin/zhenbei_platform,0.341,52.262,51.806,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Yulin_%28Shaanxi%29
australiaandpacific/australia/westernaustralia/kalbarri,Kalbarri,Kalbarri,5,13,see,Ross Graham lookout,0.67,candidate,has coordinates; high-value type,-27.811,114.473,The Loop,australiaandpacific/australia/westernaustralia/kalbarri/the_loop,0.261,23.68,32.391,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Kalbarri
