world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/iran/kashan,Kashan,Kashan,7,30,see,Qamsar,0.67,candidate,has coordinates; high-value type,33.753,51.448,Bazaar of Kashan,asia/iran/kashan/bazaar_of_kashan,0.273,25.797,26.102,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Kashan
asia/iran/tabriz,Tabriz,Tabriz,25,46,see,Babak Castle,0.67,candidate,has coordinates; has description; high-value type; strong travel term,38.836159,46.9804,Tarbiat Street,asia/iran/tabriz/tarbiat_street,0.538,103.524,103.518,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Tabriz
northamerica/unitedstates/newmexico/farmington,Farmington,Farmington (New Mexico),7,16,see,Cox Canyon Arch,0.67,candidate,has coordinates; high-value type,36.9963,-107.9104,Angel Peak Scenic Area,northamerica/unitedstates/newmexico/farmington/angel_peak_scenic_area,0.324,46.753,40.518,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Farmington_%28New_Mexico%29
europe/iceland/hofn,Höfn,Höfn,9,19,see,Jökulsárlón,0.67,candidate,has coordinates; high-value type,64.072,-16.219,Humarhöfnin,europe/iceland/hofn/hafnarbio_restaurant,0.364,52.809,52.975,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/H%C3%B6fn
europe/spain/centralspain/zamora,Zamora,Zamora (Spain),5,28,see,Valorio Forest,0.67,candidate,has coordinates; high-value type,41.504,-5.757,Zamora Cathedral,europe/spain/centralspain/zamora/zamora_cathedral,0.333,26.184,25.416,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Zamora_%28Spain%29
asia/china/guangxi/guilin,Guilin,Guilin,9,57,see,Fengyu Cave,0.67,candidate,has coordinates; has description; high-value type; strong travel term,24.395714,110.343497,Reed Flute Cave,asia/china/guangxi/guilin/reed_flute_cave,0.538,102.167,98.247,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Guilin
asia/taiwan/tainan,Tainan,Tainan,18,56,see,Jingzaijiao Tile-paved Salt Fields,0.67,candidate,has coordinates; high-value type,23.258828,120.107261,Coffin Bread Stalls,asia/taiwan/tainan/coffin_bread_stalls,0.453,31.408,30.798,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Tainan
southamerica/chile/sanpedrodeatacama,San Pedro de Atacama,San Pedro de Atacama,5,29,do,Volcán Licancabur,0.67,candidate,has coordinates; high-value type,-22.8337,-67.8834,Museo Gustavo Le Paige,southamerica/chile/sanpedrodeatacama/museo_le_paige,0.222,33.506,33.709,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/San_Pedro_de_Atacama
europe/spain/palencia,Palencia,Palencia,6,13,see,Salón de Isabel II,0.67,candidate,has coordinates; high-value type,42.0061,-4.5289,Iglesia de San Pablo,europe/spain/palencia/san_pablo_church,0.438,0.722,45.442,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Palencia
africa/southafrica/krugernationalpark,Kruger National Park,Kruger National Park,7,74,see,Gardenia Hide,0.67,candidate,has coordinates; has description; high-value type; strong travel term,-25.3736,31.6076,Pafuri Region,africa/southafrica/krugernationalpark/pafuri_region,0.385,326.324,154.12,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Kruger_National_Park
asia/thailand/surat_thani,Surat Thani,Surat Thani,3,147,see,Rock Fish Museum,0.67,candidate,has coordinates; has description; high-value type; strong travel term,9.318623,99.692294,Chaiya and the Srivijaya Temples,asia/thailand/surat_thani/chaiya_srivijaya_temples,0.273,,96.03,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Surat_Thani
europe/sweden/uppsala,Uppsala,Uppsala,18,180,do,Testenbadet,0.67,candidate,has coordinates; high-value type,59.939774929489,18.071906202484,Stadsträdgården,europe/sweden/uppsala/stadstradgarden,0.385,25.933,25.79,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Uppsala
asia/vietnam/haiphong,Haiphong,Haiphong,15,19,see,Hoa Yen Pagoda relic cluster,0.67,candidate,has coordinates; high-value type,21.153117,106.715469,Du Hang Pagoda,asia/vietnam/haiphong/du_hang_pagoda,0.513,34.227,32.544,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Haiphong
asia/china/zhejiang/ningbo,Ningbo,Ningbo,50,112,do,Hua'ao Stone Forest,0.67,candidate,has coordinates; has description; high-value type; strong travel term,29.0623,121.8248,Gulou Antique Market,asia/china/zhejiang/ningbo/antique_market,0.462,94.447,93.318,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Ningbo
southamerica/bolivia/salar_of_uyuni,Salar de Uyuni,Salar de Uyuni,0,24,see,Uyuni Plaza Arce,0.67,candidate,has coordinates; high-value type,-20.463,-66.823,,,0.0,,77.675,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Salar_de_Uyuni
europe/ireland/westport,Westport,Westport (Ireland),5,18,see,Inishturk,0.67,candidate,has coordinates; high-value type,53.704,-10.114,Westport House,europe/ireland/westport/westport_house,0.261,39.473,40.475,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Westport_%28Ireland%29
europe/ireland/kenmare,Kenmare,Kenmare,16,14,see,Caherdaniel,0.67,candidate,has coordinates; high-value type,51.77,-10.1,Sheen Falls,europe/ireland/kenmare/sheen_falls,0.364,38.966,37.48,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Kenmare
southamerica/chile/sanpedrodeatacama,San Pedro de Atacama,San Pedro de Atacama,5,29,do,Sairecabur (5971 m),0.67,candidate,has coordinates; high-value type,-22.719,-67.8903,El Tatio Geysers,southamerica/chile/sanpedrodeatacama/el_tatio_geysers,0.348,44.968,38.405,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/San_Pedro_de_Atacama
europe/serbia/belgrade,Belgrade,Belgrade,16,93,see,Obedska bara,0.67,candidate,has coordinates; high-value type,44.725,20.017,Skadarlija,europe/serbia/belgrade/skadarlija,0.545,36.793,35.3,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Belgrade
asia/china/hebei/tangshan,Tangshan,Tangshan,3,37,see,Xifengkou,0.67,candidate,has coordinates; has description; high-value type; strong travel term,40.415898,118.348882,Tangshan Earthquake Memorial Museum,asia/china/hebei/tangshan/earthquake_memorial,0.136,92.296,92.041,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Tangshan
asia/iran/tabriz,Tabriz,Tabriz,25,46,see,Saint Stepanos Monastery,0.67,candidate,has coordinates; has description; high-value type; strong travel term,38.979375,45.473253,Sa'at Tower,asia/iran/tabriz/saat_tower,0.457,123.533,123.625,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Tabriz
europe/unitedkingdom/northernireland/newry,Newry,Newry,10,32,see,Kilkeel,0.67,candidate,has coordinates; high-value type,54.059,-5.992,Slieve Gullion,europe/unitedkingdom/northernireland/newry/slieve_gullion,0.381,29.548,26.091,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Newry
southamerica/chile/sanpedrodeatacama,San Pedro de Atacama,San Pedro de Atacama,5,29,do,Cerro Toco (5604 m),0.67,candidate,has coordinates; high-value type,-22.9463,-67.7753,Church of San Pedro de Atacama,southamerica/chile/sanpedrodeatacama/church_san_pedro,0.378,43.617,43.808,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/San_Pedro_de_Atacama
northamerica/mexico/monterrey,Monterrey,Monterrey,13,31,do,Cascada Cola de Caballo,0.67,candidate,has coordinates; high-value type,25.3653986,-100.1629429,Gran Plaza (Macroplaza),northamerica/mexico/monterrey/gran_plaza_macroplaza,0.333,37.076,38.197,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Monterrey
europe/sweden/uppsala,Uppsala,Uppsala,18,180,do,Måviksbadet,0.67,candidate,has coordinates; high-value type,60.016717881674,18.334581245913,Katalin,europe/sweden/uppsala/katalin,0.333,42.17,42.563,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Uppsala
northamerica/mexico/merida,Mérida,Mérida (Mexico),23,119,do,Cuzamá,0.67,candidate,has coordinates; high-value type,20.7231566,-89.3196543,La Chaya Maya,northamerica/mexico/merida/la_chaya_maya,0.4,41.714,41.64,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/M%C3%A9rida_%28Mexico%29
europe/ireland/kenmare,Kenmare,Kenmare,16,14,see,Ardgroom,0.67,candidate,has coordinates; high-value type,51.74,-9.894,Reenagross Park,europe/ireland/kenmare/reenagross_park,0.348,26.03,26.333,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Kenmare
europe/iceland/hofn,Höfn,Höfn,9,19,see,Öræfajökull,0.67,candidate,has coordinates; high-value type,63.999,-16.65,Glacier Hikes on Vatnajökull,europe/iceland/hofn/vatnajokull_glacier_hikes,0.474,69.43,75.464,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/H%C3%B6fn
asia/china/shandong_province/jining,Jining,Jining (Shandong),10,13,see,The Bian Guo Museum of Surabaya County,0.67,candidate,has coordinates; has description; high-value type; strong travel term,35.62,117.51,Jining Museum,asia/china/shandong_province/jining/jining_museum,0.426,86.181,87.66,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Jining_%28Shandong%29
southamerica/bolivia/salar_of_uyuni,Salar de Uyuni,Salar de Uyuni,0,24,see,San Cristobal,0.67,candidate,has coordinates; has description; high-value type; strong travel term,-21.15475,-67.16657,,,0.0,,111.728,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Salar_de_Uyuni
europe/sweden/uppsala,Uppsala,Uppsala,18,180,do,Skyttorpsbadet,0.67,candidate,has coordinates; high-value type,60.077752074419,17.752529284583,Upplandsmuseet,europe/sweden/uppsala/upplandsmuseet,0.357,25.203,25.179,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Uppsala
northamerica/mexico/sanluispotosi,San Luis Potosí,San Luis Potosi,15,51,do,La Joya Honda Crater,0.67,candidate,has coordinates; high-value type,22.4143137,-100.7914569,Museo Nacional de la Máscara,northamerica/mexico/sanluispotosi/museo_nacional_de_la_mascara,0.462,35.242,34.935,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/San_Luis_Potosi
europe/germany/schleswigholstein/north_frisian_islands,North Frisian Islands,North Frisian Islands,6,5,see,Nordstrandischmoor,0.67,candidate,has coordinates; high-value type,54.549722,8.812222,Amrum,europe/germany/schleswigholstein/north_frisian_islands/amrum,0.261,30.205,27.611,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/North_Frisian_Islands
europe/iceland/hofn,Höfn,Höfn,9,19,see,Þórbergssetur,0.67,candidate,has coordinates; high-value type,64.12965,-16.01737,Ice Cave Tours,europe/iceland/hofn/ice_cave_tours,0.4,41.315,41.521,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/H%C3%B6fn
europe/france/normandybrittany/alenon,Alençon,Alençon,4,26,do,Patinoire d'Alençon,0.66,candidate,has coordinates; high-value type; has external URL,48.42974,0.06788,Basilica of Notre-Dame d'Alençon,europe/france/normandybrittany/alenon/basilica_notre_dame,0.627,1.529,1.724,has_external_url,http://www.patinoire-alencon.fr,https://en.wikivoyage.org/wiki/Alen%C3%A7on
asia/indonesia/java/jakarta,Jakarta,Jakarta,32,83,see,Sweden,0.66,candidate,has coordinates; high-value type; has external URL,-6.22715,106.82641,Cazbar,asia/indonesia/java/jakarta/cazbar,0.594,0.406,5.755,has_external_url,https://www.swedenabroad.se/sv/utlandsmyndigheter/indonesien-jakarta/,https://en.wikivoyage.org/wiki/Jakarta
europe/unitedkingdom/england/south_east/oxford,Oxford,Oxford,21,127,do,Salter's,0.66,candidate,has coordinates; high-value type; has external URL,51.746084,-1.256175,Christ Church,europe/unitedkingdom/england/south_east/oxford/christ_church,0.598,0.402,0.669,has_external_url,http://www.salterssteamers.co.uk/punting-boat-hire-oxford.php,https://en.wikivoyage.org/wiki/Oxford
southamerica/brazil/belohorizonte,Belo Horizonte,Belo Horizonte,55,50,see,Dra. Danielly Solar Andrade Oliveira,0.66,candidate,has coordinates; high-value type; has external URL,-19.933876,-43.92566,Glouton,southamerica/brazil/belohorizonte/glouton,0.647,0.353,2.382,has_external_url,https://www.dradaniellyandrade.com/,https://en.wikivoyage.org/wiki/Belo_Horizonte
europe/germany/lowersaxony/east_frisian_islands/spiekeroog,Spiekeroog,Spiekeroog,3,14,see,Museums Pferdebahn,0.66,candidate,has coordinates; high-value type; has external URL,53.76942,7.68905,Alte Inselkirche,europe/germany/lowersaxony/east_frisian_islands/spiekeroog/alte_inselkirche,0.611,0.389,0.411,has_external_url,http://inselmuseum-spiekeroog.de,https://en.wikivoyage.org/wiki/Spiekeroog
europe/unitedkingdom/england/south_east/oxford,Oxford,Oxford,21,127,do,Curzon,0.66,candidate,has coordinates; high-value type; has external URL,51.749119,-1.261636,Oxford Castle and Prison,europe/unitedkingdom/england/south_east/oxford/oxford_castle,0.699,0.301,0.414,has_external_url,https://westgateoxford.co.uk/shops/curzon,https://en.wikivoyage.org/wiki/Oxford
