world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/california/orangecounty/san_juan_capistrano,San Juan Capistrano,San Juan Capistrano,3,18,see,Caspers Wilderness Park,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,33.574352,-117.553888,El Adobe de Capistrano,northamerica/unitedstates/california/orangecounty/san_juan_capistrano/el_adobe_de_capistrano,0.308,13.062,12.949,has_external_url,http://ocparks.com/parks/ronald/,https://en.wikivoyage.org/wiki/San_Juan_Capistrano
northamerica/unitedstates/massachusetts/cambridge,Cambridge,Cambridge (Massachusetts),13,112,see,Reservoir Church,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,42.39281,-71.13134,Harvard Square,northamerica/unitedstates/massachusetts/cambridge/harvard_square,0.4,2.408,3.768,has_external_url,http://www.reservoirchurch.org/,https://en.wikivoyage.org/wiki/Cambridge_%28Massachusetts%29
europe/finland/turku,Turku,Turku,5,262,do,Jäkäläpuisto dog haven,0.85,candidate,has coordinates; has description; high-value type,60.4308,22.2698,Turku Castle,europe/finland/turku/turku_castle,0.235,2.284,2.317,needs_external_source,,https://en.wikivoyage.org/wiki/Turku
northamerica/canada/quebec/longueuil,Longueuil,Longueuil,3,38,do,Aréna Jacques-Cartier,0.85,candidate,has coordinates; has description; high-value type,45.51837,-73.50082,Parc Michel-Chartrand,northamerica/canada/quebec/longueuil/parc_michel_chartrand,0.476,4.035,2.86,needs_external_source,,https://en.wikivoyage.org/wiki/Longueuil
asia/taiwan/tainan,Tainan,Tainan,18,56,do,Uni-President Lions Baseball,0.85,candidate,has coordinates; has description; high-value type,22.9804,120.2061,Anping Tree House,asia/taiwan/tainan/anping_treehouse,0.4,5.259,2.475,needs_external_source,,https://en.wikivoyage.org/wiki/Tainan
europe/greece/thassos_island,Thassos,Thasos,14,112,see,Mikros Prinos,0.85,candidate,has coordinates; has description; high-value type,40.7205,24.6171,Simi Taverna,europe/greece/thassos_island/simi_taverna,0.4,7.749,4.933,needs_external_source,,https://en.wikivoyage.org/wiki/Thasos
europe/belgium/leuven,Leuven,Leuven,18,53,see,British Military Cemetery De Jacht,0.85,candidate,has coordinates; has description; high-value type,50.848459,4.70638,University Library,europe/belgium/leuven/library,0.367,3.301,3.438,needs_external_source,,https://en.wikivoyage.org/wiki/Leuven
asia/india/assam/guwahati,Guwahati,Guwahati,24,59,see,Deepor Beel,0.85,candidate,has coordinates; has description; high-value type,26.119167,91.653333,Sukreswar Temple,asia/india/assam/guwahati/sukreswar_temple,0.37,11.472,12.145,needs_external_source,,https://en.wikivoyage.org/wiki/Guwahati
africa/cameroon/yaound,Yaoundé,Yaoundé,13,116,see,Mont Eloumdem,0.85,candidate,has coordinates; has description; high-value type,3.8283,11.4384,Cameroon Art Museum,africa/cameroon/yaound/cameroon_art_museum,0.5,8.146,10.253,needs_external_source,,https://en.wikivoyage.org/wiki/Yaound%C3%A9
europe/belgium/nieuwpoort,Nieuwpoort,Nieuwpoort,6,27,see,Marina,0.85,candidate,has coordinates; has description; high-value type,51.14219,2.74852,Nieuwpoort Marina,europe/belgium/nieuwpoort/nieuwpoort_marina,0.522,1.756,1.436,needs_external_source,,https://en.wikivoyage.org/wiki/Nieuwpoort
asia/china/yunnanprovince/ruili,Ruili,Ruili,5,20,see,Rui Li Daying River,0.85,candidate,has coordinates; has description; high-value type,24.0195,97.8462,Burmese Tea Shops,asia/china/yunnanprovince/ruili/burmese_tea_shops,0.349,0.651,0.496,needs_external_source,,https://en.wikivoyage.org/wiki/Ruili
europe/poland/lodz,Łódź,Łódź,7,114,see,Łagiewnicki Forest,0.85,candidate,has coordinates; has description; high-value type,51.8333,19.4833,Izrael Poznański Palace,europe/poland/lodz/izreal_poznaski_palace,0.35,6.447,7.242,needs_external_source,,https://en.wikivoyage.org/wiki/%C5%81%C3%B3d%C5%BA
asia/indonesia/kalimantan/balikpapan,Balikpapan,Balikpapan,4,33,see,Teritip Crocodile Farm,0.85,candidate,has coordinates; has description; high-value type,-1.170438,117.005063,Wain River Protected Forest,asia/indonesia/kalimantan/balikpapan/wain_river_forest,0.367,13.068,17.951,needs_external_source,,https://en.wikivoyage.org/wiki/Balikpapan
northamerica/unitedstates/connecticut/new_london,New London,New London (Connecticut),6,18,see,Monte Cristo Cottage,0.85,candidate,has coordinates; has description; high-value type,41.331944,-72.09625,New London Customs House,northamerica/unitedstates/connecticut/new_london/new_london_customhouse,0.455,2.255,2.649,needs_external_source,,https://en.wikivoyage.org/wiki/New_London_%28Connecticut%29
africa/mali/bamako,Bamako,Bamako,10,36,see,Tower Of Africa,0.85,candidate,has coordinates; has description; high-value type,12.5846,-7.943277,Grand Mosque of Bamako,africa/mali/bamako/grand_mosque,0.378,8.787,9.493,needs_external_source,,https://en.wikivoyage.org/wiki/Bamako
asia/iraq/baghdad,Baghdad,Baghdad,7,78,see,Firdos Square,0.85,candidate,has coordinates; has description; high-value type,33.314633,44.420675,Tigris Riverfront,asia/iraq/baghdad/tigris_riverfront,0.4,3.177,3.248,needs_external_source,,https://en.wikivoyage.org/wiki/Baghdad
europe/greece/kavala,Kavala,Kavala,14,95,see,Sfagio,0.85,candidate,has coordinates; has description; high-value type,40.9422,24.4259,Tavernas in Panagia,europe/greece/kavala/taverna_panagia,0.32,1.048,1.285,needs_external_source,,https://en.wikivoyage.org/wiki/Kavala
southamerica/colombia/armenia,Armenia,Armenia (Colombia),14,5,see,Cocora Valley,0.85,candidate,has coordinates; has description; high-value type,4.637916,-75.486837,Valle de Cocora,southamerica/colombia/armenia/valle_de_cocora,0.48,0.646,24.442,needs_external_source,,https://en.wikivoyage.org/wiki/Armenia_%28Colombia%29
asia/india/kerala/thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram,9,139,see,Neyyar Dam,0.85,candidate,has coordinates; has description; high-value type,8.534722,77.145833,Niyamasabha Mandiram,asia/india/kerala/thiruvananthapuram/niyamasabha_mandiram,0.467,21.741,21.712,needs_external_source,,https://en.wikivoyage.org/wiki/Thiruvananthapuram
asia/palestinianauthority/bethlehem,Bethlehem,Bethlehem,8,48,see,Banksy: Man throwing Flowers,0.85,candidate,has coordinates; has description; high-value type,31.704434,35.227236,Manger Square,asia/palestinianauthority/bethlehem/manger_square,0.35,2.01,2.352,needs_external_source,,https://en.wikivoyage.org/wiki/Bethlehem
asia/nepal/kathmandu,Kathmandu,Kathmandu,48,43,see,Shova Bhagawati Bridge,0.85,candidate,has coordinates; has description; high-value type,27.71497,85.30178,Shiva-Parvati Temple,asia/nepal/kathmandu/shiva_parvati_temple,0.524,1.261,1.993,needs_external_source,,https://en.wikivoyage.org/wiki/Kathmandu
asia/china/innermongolia/manzhouli,Manzhouli,Manzhouli,4,41,do,Explore the China–Russia Border Area,0.85,candidate,has coordinates; has description; high-value type,49.6247,117.4656,Sino-Russia Pedestrian Street,asia/china/innermongolia/manzhouli/sino_russia_pedestrian_street,0.525,3.569,3.952,needs_external_source,,https://en.wikivoyage.org/wiki/Manzhouli
europe/andorra/andorralavella,Andorra la Vella,Andorra la Vella,4,44,see,Caldes Project,0.85,candidate,has coordinates; has description; high-value type,42.5092781,1.54402,Cal Lulu,europe/andorra/food/cal_lulu,0.364,,1.851,needs_external_source,,https://en.wikivoyage.org/wiki/Andorra_la_Vella
europe/poland/zabrze,Zabrze,Zabrze,3,19,see,Jewish Cemetery,0.85,candidate,has coordinates; has description; high-value type,50.308,18.7955,St Joseph's Church,europe/poland/zabrze/st_joseph_church,0.303,2.231,0.652,needs_external_source,,https://en.wikivoyage.org/wiki/Zabrze
asia/uzbekistan/samarkand,Samarkand,Samarkand,19,61,see,Abu Mansoor Al Matrudi Mausoleum,0.85,candidate,has coordinates; has description; high-value type,39.6545,66.9862,Ishratkhana Mausoleum,asia/uzbekistan/samarkand/ishratkhana_mausoleum,0.528,1.333,2.269,needs_external_source,,https://en.wikivoyage.org/wiki/Samarkand
