world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/netherlands/dezaanseschans,De Zaanse Schans,Zaanse Schans,0,20,see,Zaans Museum and Verkade Paviljoen,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,52.47362,4.82234,,,0.0,,0.392,has_external_url,http://www.zaansmuseum.nl/,https://en.wikivoyage.org/wiki/Zaanse_Schans
europe/finland/kuopio,Kuopio,Kuopio,6,104,see,Riistavesi Church,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,62.917786,28.133664,Lake Kallavesi,europe/finland/kuopio/lake_kallavesi,0.323,22.605,23.23,has_external_url,https://www.kuopionseurakunnat.fi/kirkot-ja-tilat/kirkot/riistaveden-kirkko,https://en.wikivoyage.org/wiki/Kuopio
europe/finland/kuopio,Kuopio,Kuopio,6,104,do,Honkalahti Beach,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,62.90063,27.726459,Lake Kallavesi,europe/finland/kuopio/lake_kallavesi,0.333,3.66,2.6,has_external_url,https://www.outdooractive.com/fi/poi/jaervi-suomi/honkalahden-uimaranta-itkonniemellae/38920299/,https://en.wikivoyage.org/wiki/Kuopio
asia/philippines/subic,Subic,Subic,11,39,see,Magellan's Landing Museum,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,14.807304,120.296401,Former Naval Base Heritage Trail,asia/philippines/subic/naval_base_history_trail,0.489,0.511,10.257,has_external_url,http://www.vascosresort-museum.com/facilities.php,https://en.wikivoyage.org/wiki/Subic
europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/bournemouth,Bournemouth,Bournemouth,12,49,see,The Atrium Gallery,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,50.743252,-1.896528,Russell-Cotes Art Gallery and Museum,europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/bournemouth/russell_cotes_museum,0.4,3.382,2.822,has_external_url,https://www1.bournemouth.ac.uk/students/things-do/art-bu,https://en.wikivoyage.org/wiki/Bournemouth
europe/hungary/satoraljaujhely,Sátoraljaújhely,Sátoraljaújhely,4,94,see,Heritage House,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,48.4233,21.542,Széphalom — Kazinczy Memorial House,europe/hungary/satoraljaujhely/szephalom,0.468,9.288,8.952,has_external_url,http://www.vagashuta.hu/index.php/tajhaz,https://en.wikivoyage.org/wiki/S%C3%A1toralja%C3%BAjhely
asia/israel/eliat,Eilat,Eilat,1,35,see,Eilat City Museum,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,29.55173,34.95302,The Red Sea Star,asia/israel/eliat/the_red_sea_star,0.526,0.474,0.848,has_external_url,https://eilat.city/en/city-museum,https://en.wikivoyage.org/wiki/Eilat
europe/italy/puglia/gravina_in_puglia,Gravina in Puglia,Gravina di Puglia,7,71,see,St. Felix Church,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,40.823356,16.421515,Gravina Cathedral,europe/italy/puglia/gravina_in_puglia/gravina_cathedral,0.312,0.945,0.418,has_external_url,https://www.suoregesucrocifisso.it/,https://en.wikivoyage.org/wiki/Gravina_di_Puglia
europe/italy/trentinoaltoadige/trento,Trento,Trento,13,24,see,Aeronautical Museum,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,46.0209,11.1269,Galleria Civica,europe/italy/trentinoaltoadige/trento/galleria_civica,0.412,5.205,5.063,has_external_url,http://www.museocaproni.it/index.php/en/,https://en.wikivoyage.org/wiki/Trento
northamerica/unitedstates/mississippi/tupelo,Tupelo,Tupelo,0,14,see,Tupelo Buffalo Park and Zoo,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,34.2869,-88.7687,,,0.0,,6.829,has_external_url,http://www.tupelobuffalopark.com,https://en.wikivoyage.org/wiki/Tupelo
australiaandpacific/newzealand/timaru,Timaru,Timaru,7,31,do,Centennial Park,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,-44.3953,171.2109,Botanical Gardens (Queen's Park),australiaandpacific/newzealand/timaru/botanical_gardens,0.5,2.749,3.194,has_external_url,https://www.timaru.govt.nz/community/recreation/parks-and-sports-facilities/popular-parks/centennial-park,https://en.wikivoyage.org/wiki/Timaru
northamerica/unitedstates/ohio/marion,Marion,Marion (Ohio),6,24,do,Marion County Fairgrounds & Veterans Memorial Coliseum,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,40.6044,-83.1244,Marion County Courthouse,northamerica/unitedstates/ohio/marion/marion_county_courthouse,0.45,1.755,1.899,has_external_url,http://veteransmemorialcoliseum.org/,https://en.wikivoyage.org/wiki/Marion_%28Ohio%29
northamerica/unitedstates/texas/amarillo,Amarillo,Amarillo,8,26,do,Wonderland Amusement Park,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,35.2408,-101.832,Golden Light Café & Cantina,northamerica/unitedstates/texas/amarillo/golden_light_cafe,0.453,5.171,3.726,has_external_url,https://www.wonderlandpark.com/,https://en.wikivoyage.org/wiki/Amarillo
europe/italy/liguria/genoa,Genoa,Genoa,52,61,see,Ligurian Archeological Museum,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,44.42946,8.81728,Ligurian Mountain Trails,europe/italy/liguria/genoa/trekking,0.453,10.592,9.582,has_external_url,https://museu.ms/museum/details/16194/museum-of-ligurian-archaeology,https://en.wikivoyage.org/wiki/Genoa
northamerica/canada/ontario/thunder_bay,Thunder Bay,Thunder Bay,18,39,see,Founders' Museum & Pioneer Village,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,48.30814,-89.4138,Caribou Restaurant and Wine Bar,northamerica/canada/ontario/thunder_bay/caribou_restaurant,0.455,16.197,14.616,has_external_url,http://www.oliverpaipoonge.ca/living/museums/founders-museum-pioneer-village,https://en.wikivoyage.org/wiki/Thunder_Bay
europe/unitedkingdom/england/lakedistrict/windermere,Windermere,Windermere,14,14,see,Stott Park Bobbin Mill,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,54.2855,-2.9659,The Hole in t' Wall (New Hall Inn),europe/unitedkingdom/england/lakedistrict/windermere/hole_in_t_wall_pub,0.389,9.299,11.144,has_external_url,https://www.english-heritage.org.uk/visit/places/stott-park-bobbin-mill/,https://en.wikivoyage.org/wiki/Windermere
northamerica/unitedstates/ohio/zanesville,Zanesville,Zanesville,5,22,see,Roseville Historical Society Museum,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,39.8011178,-82.0728717,Zanesville Museum of Art,northamerica/unitedstates/ohio/zanesville/zanesville_museum_of_art,0.441,16.777,16.508,has_external_url,https://rosevilleohiohistory.org/,https://en.wikivoyage.org/wiki/Zanesville
northamerica/canada/britishcolumbia/kamploops,Kamloops,Kamloops,13,31,see,Western Canada Theatre,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,50.6749,-120.31462,St. Paul's Cathedral,northamerica/canada/britishcolumbia/kamploops/st_pauls_cathedral,0.439,1.288,0.931,has_external_url,https://www.wctlive.ca/,https://en.wikivoyage.org/wiki/Kamloops
europe/france/east/alsace/strasbourg,Strasbourg,Strasbourg,15,55,see,Museum Tomi Ungerer,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,48.585694,7.755139,Place Kléber,europe/france/east/alsace/strasbourg/place_kleber,0.523,0.477,1.385,has_external_url,https://en.musees.strasbourg.eu/museum-tomi-ungerer,https://en.wikivoyage.org/wiki/Strasbourg
northamerica/unitedstates/missouri/springfield,Springfield,Springfield (Missouri),8,48,do,Brightspeed Ice Park,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,37.2107,-93.2846,Fantastic Caverns,northamerica/unitedstates/missouri/springfield/fantastic_caverns,0.378,,1.308,has_external_url,https://www.parkboard.org/302/Brightspeed-Ice-Park,https://en.wikivoyage.org/wiki/Springfield_%28Missouri%29
northamerica/canada/britishcolumbia/courtenay,Courtenay,Courtenay,5,30,do,Seal Bay Nature Park,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,49.7565,-124.9766,Filberg Heritage Lodge and Park,northamerica/canada/britishcolumbia/courtenay/filberg_park,0.314,9.58,7.583,has_external_url,https://www.comoxvalleyrd.ca/parks-recreation/comox-valley-parks-trails/seal-bay-nature-park,https://en.wikivoyage.org/wiki/Courtenay
europe/unitedkingdom/england/south_east/guildford,Guildford,Guildford,17,84,see,Clandon Park,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,51.253399,-0.50805,Guildford Spike,europe/unitedkingdom/england/south_east/guildford/guildford_spike,0.37,5.526,4.948,has_external_url,https://www.nationaltrust.org.uk/clandon-park/,https://en.wikivoyage.org/wiki/Guildford
northamerica/unitedstates/westvirginia/wheeling,Wheeling,Wheeling,6,34,see,Toy and Plastic Brick Museum,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,40.028333,-80.740833,Oglebay Park,northamerica/unitedstates/westvirginia/wheeling/oglebay_park,0.35,9.679,4.314,has_external_url,http://www.brickmuseum.net/,https://en.wikivoyage.org/wiki/Wheeling
northamerica/unitedstates/minnesota/duluth,Duluth,Duluth,8,55,see,Jay Cooke State Park,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,46.6497,-92.3307,St. Louis County Heritage and Arts Center (Duluth Depot),northamerica/unitedstates/minnesota/duluth/duluth_depot,0.333,22.659,22.751,has_external_url,https://www.dnr.state.mn.us/state_parks/park.html?id=spk00187,https://en.wikivoyage.org/wiki/Duluth
europe/netherlands/heerlen,Heerlen,Heerlen,4,69,see,Holy Heart of Jesus Church,0.85,candidate,has coordinates; high-value type; has external URL; strong travel term,50.897138,5.98077,Thermenmuseum,europe/netherlands/heerlen/thermenmuseum,0.359,1.039,2.182,has_external_url,http://parochieschandelen.nl,https://en.wikivoyage.org/wiki/Heerlen
