world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/china/shandong_province/weifang,Weifang,Weifang,5,29,see,Weifang Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,36.711788,119.153436,Weifang World Kite Museum,asia/china/shandong_province/weifang/world_kite_museum,0.718,3.54,4.794,has_external_url,http://www.wfsbwg.com/English/,https://en.wikivoyage.org/wiki/Weifang
europe/ukraine/crimea/sevastopol,Sevastopol,Sevastopol,5,20,see,The Sevastopol Art Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,44.6137184,33.5223809,Panorama of the Siege of Sevastopol,europe/ukraine/crimea/sevastopol/panorama_of_sevastopol_siege,0.633,0.367,0.925,has_external_url,http://www.sevartmuseum.info/,https://en.wikivoyage.org/wiki/Sevastopol
europe/germany/badenwrttemberg/ludwigsburg,Ludwigsburg,Ludwigsburg,12,11,see,Strafvollzugsmuseum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,48.89595,9.19964,Schlosstheater,europe/germany/badenwrttemberg/ludwigsburg/schlosstheater,0.669,0.331,0.743,has_external_url,http://www.ludwigsburg.strafvollzugsmuseum.de/main.html,https://en.wikivoyage.org/wiki/Ludwigsburg
europe/lithuania/kaunas,Kaunas,Kaunas,16,90,see,Kaunas Mosque,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,54.8944,23.9284,Kaunas Castle,europe/lithuania/kaunas/kaunas_castle,0.692,2.721,1.65,has_external_url,https://kaunomecete.lt/,https://en.wikivoyage.org/wiki/Kaunas
australiaandpacific/australia/victoria/warrnambool,Warrnambool,Warrnambool,9,15,do,Tower Hill Wildlife Reserve,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-38.31872,142.36232,Tower Hill State Game Reserve,australiaandpacific/australia/victoria/warrnambool/tower_hill,0.714,0.367,12.581,has_external_url,https://towerhill.org.au/,https://en.wikivoyage.org/wiki/Warrnambool
northamerica/unitedstates/connecticut/hartford,Hartford,Hartford,11,75,do,Hartford Stage,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,41.7689079,-72.6743875,Old State House,northamerica/unitedstates/connecticut/hartford/old_state_house,0.658,0.342,1.443,has_external_url,http://www.hartfordstage.org/,https://en.wikivoyage.org/wiki/Hartford
europe/romania/bucharest,Bucharest,Bucharest,11,139,see,Cotroceni Palace Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,44.434108,26.061669,Village Museum,europe/romania/bucharest/village_museum,0.595,4.527,3.265,has_external_url,http://www.muzeulcotroceni.ro/,https://en.wikivoyage.org/wiki/Bucharest
europe/finland/oulu,Oulu,Oulu,19,84,do,Ruskotunturi,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,65.0644,25.5377,Rotuaari,europe/finland/oulu/rotuaari,0.6,6.651,6.652,has_external_url,http://ruskotunturi.fi/en,https://en.wikivoyage.org/wiki/Oulu
europe/hungary/sopron,Sopron,Sopron,9,234,see,"The College, former Courthouse Building",0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.68776,16.5879,Corvinus Restaurant,europe/hungary/sopron/corvinus_restaurant,0.625,0.375,1.14,has_external_url,http://www.muemlekem.hu/muemlek?id=-13944,https://en.wikivoyage.org/wiki/Sopron
northamerica/unitedstates/ohio/toledo,Toledo,Toledo (Ohio),13,91,do,Ohio Theater,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,41.6792,-83.5403,Valentine Theatre,northamerica/unitedstates/ohio/toledo/valentine_theatre,0.552,2.979,2.93,has_external_url,https://historicohiotheatre.org/,https://en.wikivoyage.org/wiki/Toledo_%28Ohio%29
europe/unitedkingdom/england/manchester_liverpool_and_north_west/rochdale,Rochdale,Rochdale,5,12,see,Fireground,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,53.611318104,-2.1541233,St Chad's Church,europe/unitedkingdom/england/manchester_liverpool_and_north_west/rochdale/st_chads_church,0.571,0.429,0.463,has_external_url,https://www.fireground.org.uk/,https://en.wikivoyage.org/wiki/Rochdale
northamerica/unitedstates/newmexico/lascruces,Las Cruces,Las Cruces,13,25,see,Las Cruces Railroad Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,32.30863,-106.78692,Space Murals Museum,northamerica/unitedstates/newmexico/lascruces/space_murals_museum,0.634,4.867,0.897,has_external_url,https://nm-lascruces.civicplus.com/1624/Railroad-Museum,https://en.wikivoyage.org/wiki/Las_Cruces
europe/finland/tampere,Tampere,Tampere,61,207,see,Sara Hildén Art Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,61.50516,23.74073,Tampere Art Museum,europe/finland/tampere/tampere_art_museum,0.67,0.33,1.379,has_external_url,http://www.tampere.fi/english/sarahilden/index.html,https://en.wikivoyage.org/wiki/Tampere
northamerica/jamaica/kingston,Kingston,Kingston (Jamaica),50,50,see,Currency Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,17.9645,-76.7908,Bob Marley Museum,northamerica/jamaica/kingston/bob_marley_museum,0.625,4.821,3.626,has_external_url,http://boj.org.jm/currency/currency_museum.php,https://en.wikivoyage.org/wiki/Kingston_%28Jamaica%29
europe/switzerland/lucerne,Lucerne,Lucerne,13,66,see,Lucerne Culture and Congress Centre,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.0506,8.312122,Kapellbrücke,europe/switzerland/lucerne/kapellbrucke,0.622,0.378,0.3,has_external_url,http://www.kkl-luzern.ch,https://en.wikivoyage.org/wiki/Lucerne
europe/unitedkingdom/england/eastern_england/colchester,Colchester,Colchester,11,38,see,Colchester Zoo,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.8625,0.832778,Colchester Castle,europe/unitedkingdom/england/eastern_england/colchester/colchester_castle,0.71,5.563,5.486,has_external_url,http://www.colchester-zoo.com,https://en.wikivoyage.org/wiki/Colchester
northamerica/unitedstates/idaho/kellogg,Kellogg,Kellogg (Idaho),4,5,see,Mining and Smelting Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.53806,-116.13349,Bunker Hill Mine and Smelting Complex,northamerica/unitedstates/idaho/kellogg/bunker_hill_mine,0.603,1.145,0.671,has_external_url,https://miningandsmeltingmuseum.org/,https://en.wikivoyage.org/wiki/Kellogg_%28Idaho%29
