world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/philippines/negrosisland/bacolod,Bacolod,Bacolod,27,97,see,Locomotive (Bacolod Murcia Milling Co.),0.77,candidate,has coordinates; high-value type,10.6626,122.9661,Carmelite Monastery,asia/philippines/negrosisland/bacolod/carmelite_monaster,0.345,1.889,2.214,needs_external_source,,https://en.wikivoyage.org/wiki/Bacolod
africa/tunisia/hammamet,Hammamet,Hammamet,5,8,see,Centre culturel international,0.77,candidate,has coordinates; high-value type,36.405171,10.588744,Hammamet Medina,africa/tunisia/hammamet/hammamet_medina,0.318,2.585,2.849,needs_external_source,,https://en.wikivoyage.org/wiki/Hammamet
asia/china/shanxiprovince/linfen,Linfen,Linfen,6,36,see,Xiandonggou Scenic Area,0.77,candidate,has coordinates; high-value type,36.146788,111.354235,Feihong Pagoda,asia/china/shanxiprovince/linfen/feihong_pagoda,0.378,37.596,16.179,needs_external_source,,https://en.wikivoyage.org/wiki/Linfen
northamerica/unitedstates/california/centralcoast/monterey,Monterey,Monterey (California),13,57,do,Laguna Seca Golf Ranch,0.77,candidate,has coordinates; high-value type,36.57457,-121.78854,The Sea-Wolf,northamerica/unitedstates/california/centralcoast/monterey/bigsur/the_sea_wolf,0.467,,9.898,needs_external_source,,https://en.wikivoyage.org/wiki/Monterey_%28California%29
europe/italy/lombardia/mantua,Mantua,Mantua,10,44,see,Pradella Parking,0.77,candidate,has coordinates; high-value type,45.156274,10.78142,Torre della Gabbia,europe/italy/lombardia/mantua/torre_della_gabbia,0.471,1.307,8.79,needs_external_source,,https://en.wikivoyage.org/wiki/Mantua
europe/ireland/aranislands/inismor,Inis Mór,Inis Mór,10,17,see,Puffing Holes,0.77,candidate,has coordinates; high-value type,53.09,-9.64,Cycling the Island,europe/ireland/aranislands/inismor/cycling,0.37,4.347,5.532,needs_external_source,,https://en.wikivoyage.org/wiki/Inis_M%C3%B3r
europe/spain/spanishcostas/denia,Dénia,Dénia,3,33,do,Platja de la Escollera Norte,0.77,candidate,has coordinates; high-value type,38.8479,0.1116,Dénia Castle,europe/spain/spanishcostas/denia/denia_castle,0.372,0.628,0.918,needs_external_source,,https://en.wikivoyage.org/wiki/D%C3%A9nia
europe/russia/voronezh,Voronezh,Voronezh,6,6,see,Akatov women’s monastery,0.77,candidate,has coordinates; high-value type,51.674722,39.223889,Annunciation Cathedral,europe/russia/voronezh/annunciation_cathedral,0.391,1.997,2.831,needs_external_source,,https://en.wikivoyage.org/wiki/Voronezh
northamerica/thecaribbean/grenada/carriacou,Carriacou,Carriacou,3,12,see,Dumfries,0.77,candidate,has coordinates; high-value type,12.4636,-61.4578,Carriacou Regatta,northamerica/thecaribbean/grenada/carriacou/windward/regatta,0.24,3.209,1.524,needs_external_source,,https://en.wikivoyage.org/wiki/Carriacou
europe/ireland/dundalk,Dundalk,Dundalk,5,28,do,Slieve Foy,0.77,candidate,has coordinates; high-value type,54.044,-6.218,The Cooley Peninsula,europe/ireland/dundalk/cooley_peninsula,0.154,7.557,12.724,needs_external_source,,https://en.wikivoyage.org/wiki/Dundalk
