world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/japan/kyushu/fukuoka_city,Fukuoka,Fukuoka,10,85,do,Noh theatre,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,33.5896,130.3742,Ohori Park,asia/japan/kyushu/fukuoka_city/ohori_park,0.528,0.472,3.005,has_external_url,http://www.ohori-nougaku.jp/,https://en.wikivoyage.org/wiki/Fukuoka
europe/hungary/kecskemet,Kecskemét,Kecskemét,12,106,see,Wine Growing and Viniculture Research Institute,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,46.8141,19.7726,Kodály Institute,europe/hungary/kecskemet/kodaly_institute,0.444,12.221,12.053,has_external_url,http://www.uni-corvinus.hu/index.php?id=35058,https://en.wikivoyage.org/wiki/Kecskem%C3%A9t
northamerica/canada/ontario/kingston,Kingston,Kingston (Ontario),8,106,see,CFB Kingston,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,44.242,-76.439,Kingston City Hall,northamerica/canada/ontario/kingston/city_hall,0.533,3.632,3.932,has_external_url,https://army.gc.ca/en/4-canadian-division/canadian-forces-base-kingston/index.page,https://en.wikivoyage.org/wiki/Kingston_%28Ontario%29
europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/bristol,Bristol,Bristol,31,168,see,Clifton and Durdham Downs,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.469,-2.621,Clifton Observatory and Camera Obscura,europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/bristol/clifton_observatory,0.54,1.439,2.356,has_external_url,https://www.bristol.gov.uk/museums-parks-sports-culture/the-downs,https://en.wikivoyage.org/wiki/Bristol
australiaandpacific/newzealand/greymouth,Greymouth,Greymouth,6,51,do,Point Elizabeth Trail,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-42.3969,171.2157,TranzAlpine Railway,australiaandpacific/newzealand/greymouth/tranzalpine_railway,0.45,5.716,5.943,has_external_url,https://www.doc.govt.nz/parks-and-recreation/places-to-go/west-coast/places/greymouth-area/things-to-do/tracks/point-elizabeth-walkway/,https://en.wikivoyage.org/wiki/Greymouth
asia/china/sichuanprovince/chengdu,Chengdu,Chengdu,44,95,do,Happy Valley,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,30.725,104.032,Zhaojue Temple,asia/china/sichuanprovince/chengdu/zhaojue_temple,0.385,7.037,17.248,has_external_url,http://cd.happyvalley.cn/,https://en.wikivoyage.org/wiki/Chengdu
northamerica/canada/manitoba/winnipeg,Winnipeg,Winnipeg,22,164,do,Rainbow Stage,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,49.9421,-97.10063,Osborne Village,northamerica/canada/manitoba/winnipeg/osbornevillage,0.429,7.755,5.843,has_external_url,http://www.rainbowstage.ca,https://en.wikivoyage.org/wiki/Winnipeg
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/doncaster,Doncaster,Doncaster,5,48,see,Cusworth Hall,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,53.529,-1.1771,Mansion House,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/doncaster/mansion_house,0.308,2.917,2.963,has_external_url,http://www.doncaster.gov.uk/services/culture-leisure-tourism/cusworth-hall-museum-and-park,https://en.wikivoyage.org/wiki/Doncaster
northamerica/unitedstates/california/santa_rosa,Santa Rosa,Santa Rosa (California),12,37,do,Annadel State Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,38.4292,-122.625,Railroad Square,northamerica/unitedstates/california/santa_rosa/railroad_square,0.424,8.486,7.862,has_external_url,http://www.parks.ca.gov/?page_id=480,https://en.wikivoyage.org/wiki/Santa_Rosa_%28California%29
europe/france/alpes/lyon,Lyon,Lyon,21,156,see,Jardin des Curiosités,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,45.755129,4.822083,Maison des Canuts,europe/france/alpes/lyon/maison_des_canuts,0.533,1.825,0.826,has_external_url,https://en.lyon-france.com/Discover-Lyon/activities-and-relaxation/Parks-gardens-and-places-to-go-for-a-stroll/garden-of-montreal-belvedere-curiosities,https://en.wikivoyage.org/wiki/Lyon
