world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/russia/moscow,Moscow,Moscow,32,143,see,Tajikistan,0.55,candidate,has description; high-value type,,,Tsar Cannon,europe/russia/moscow/tsarcannon,0.381,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Moscow
africa/rwanda/kigali,Kigali,Kigali,17,54,do,Gisozi circuit,0.55,candidate,has description; high-value type,,,Gisimba Memorial Centre,africa/rwanda/kigali/gisimba_memorial,0.378,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kigali
northamerica/unitedstates/pennsylvania/johnstown,Johnstown,Johnstown,11,23,see,Conemaugh Gap,0.55,candidate,has description; high-value type,,,Stone Bridge,northamerica/unitedstates/pennsylvania/johnstown/stone_bridge,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Johnstown
africa/southafrica/capetown,Cape Town,Cape Town,95,187,see,ATMs,0.55,candidate,has description; high-value type,,,Camps Bay,africa/southafrica/capetown/camps_bay,0.462,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Cape_Town
northamerica/unitedstates/rhodeisland/narragansett,Narragansett,Narragansett,12,86,see,Snug Harbor Marina,0.55,candidate,has description; high-value type,,,Scarborough State Beach,northamerica/unitedstates/rhodeisland/narragansett/scarborough_state_beach,0.439,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Narragansett
asia/china/innermongolia/hohhot,Hohhot,Hohhot,49,25,do,Go Dojo,0.55,candidate,has description; high-value type,,,Hohhot Metro (Trilingual Signage),asia/china/innermongolia/hohhot/hohhot_metro,0.316,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Hohhot
europe/romania/piatraneamt,Piatra Neamț,Piatra Neamț,6,38,see,Biserica Constantin si Elena,0.55,candidate,has description; high-value type,,,Neamț Monastery,europe/romania/piatraneamt/neamt_monastery,0.381,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Piatra_Neam%C8%9B
asia/india/kerala/kollam,Kollam,Kollam,7,40,see,Sakthikulangara,0.55,candidate,has description; high-value type,,,Thangassery Lighthouse and Fort,asia/india/kerala/kollam/thangassery,0.348,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kollam
europe/belarus/minsk,Minsk,Minsk,27,78,see,Former Residence of Lee Harvey Oswald,0.55,candidate,has description; high-value type,,,Lee Harvey Oswald's Apartment,europe/belarus/minsk/oswald_apartment,0.515,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Minsk
asia/india/tamilnadu/salem,Salem,Salem (India),8,40,see,Poolampatty,0.55,candidate,has description; high-value type,,,Mookaneri Lake,asia/india/tamilnadu/salem/mookaneri_lake,0.32,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Salem_%28India%29
