world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/california/highsierra/laketahoe,Lake Tahoe,Lake Tahoe,6,21,do,Olympic Valley,0.59,candidate,has description; high-value type; has external URL,,,Emerald Bay,northamerica/unitedstates/california/highsierra/laketahoe/emerald_bay,0.32,,,missing_coordinates; has_external_url,https://www.palisadestahoe.com/,https://en.wikivoyage.org/wiki/Lake_Tahoe
australiaandpacific/australia/queensland/brisbane,Brisbane,Brisbane,21,164,do,St Patrick's Day,0.59,candidate,has description; high-value type; has external URL,,,Roma Street Parkland,australiaandpacific/australia/queensland/brisbane/roma_park,0.444,,,missing_coordinates; has_external_url,http://www.brisbaneirishfestival.com/,https://en.wikivoyage.org/wiki/Brisbane
australiaandpacific/newzealand/south_island/otago/queenstown,Queenstown,Queenstown (New Zealand),53,57,do,Glacier Southern Lakes Helicopters,0.59,candidate,has description; high-value type; has external URL,,,Gibbston Valley,australiaandpacific/newzealand/south_island/otago/queenstown/gibbston_valley,0.367,,,missing_coordinates; has_external_url,http://www.glaciersouthernlakes.co.nz,https://en.wikivoyage.org/wiki/Queenstown_%28New_Zealand%29
northamerica/canada/britishcolumbia/whistler,Whistler,Whistler,12,43,see,Epic Rides,0.59,candidate,has description; high-value type; has external URL,,,Bearfoot Bistro,northamerica/canada/britishcolumbia/whistler/restaurants/bearfootbistro,0.32,,,missing_coordinates; has_external_url,https://epicrides.ca/,https://en.wikivoyage.org/wiki/Whistler
northamerica/unitedstates/texas/houston,Houston,Houston,7,75,see,Autobus Los Chavez,0.59,candidate,has description; high-value type; has external URL,,,Montrose,northamerica/unitedstates/texas/houston/montrose,0.273,,,missing_coordinates; has_external_url,http://autobusesloschavez.com,https://en.wikivoyage.org/wiki/Houston
australiaandpacific/australia/newsouthwales/wollongong,Wollongong,Wollongong,8,68,see,Premier Illawarra,0.59,candidate,has description; high-value type; has external URL,,,Illawarra Escarpment,australiaandpacific/australia/newsouthwales/wollongong/illawarra_escarpment,0.486,,,missing_coordinates; has_external_url,http://www.premierillawarra.com.au/,https://en.wikivoyage.org/wiki/Wollongong
australiaandpacific/australia/queensland/cairns,Cairns,Cairns,10,45,see,Airnorth,0.59,candidate,has description; high-value type; has external URL,,,Cairns Art Gallery,australiaandpacific/australia/queensland/cairns/cairns_art_gallery,0.462,,,missing_coordinates; has_external_url,https://www.airnorth.com.au/,https://en.wikivoyage.org/wiki/Cairns
northamerica/unitedstates/tennessee/knoxville,Knoxville,Knoxville,23,55,do,Rugby,0.59,candidate,has description; high-value type; has external URL,,,Tupelo Honey,northamerica/unitedstates/tennessee/knoxville/tupelo_honey,0.235,,,missing_coordinates; has_external_url,http://www.knoxvillerugby.com/,https://en.wikivoyage.org/wiki/Knoxville
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Saint Lucia,0.59,candidate,has description; high-value type; has external URL,,,Dupont Circle,northamerica/unitedstates/washingtondc/dupont_circle,0.417,,,missing_coordinates; has_external_url,https://www.embassyofstlucia.org/,https://en.wikivoyage.org/wiki/Washington%2C_D.C.
northamerica/canada/alberta/reddeer,Red Deer,Red Deer,7,46,see,Rider Express,0.59,candidate,has description; high-value type; has external URL,,,Westerner Park,northamerica/canada/alberta/reddeer/westerner_park,0.444,,,missing_coordinates; has_external_url,https://riderexpress.ca/schedules/,https://en.wikivoyage.org/wiki/Red_Deer
