world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/washington/mtrainiernp,Mt. Rainier National Park,Mount Rainier National Park,0,61,do,Bench Lake Trail,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,,,0.0,,,missing_coordinates; has_external_url,https://www.nps.gov/mora/planyourvisit/bench-snow-lake-trail.htm,https://en.wikivoyage.org/wiki/Mount_Rainier_National_Park
europe/france/normandybrittany/bayeux,Bayeux,Bayeux,4,10,see,World War II Normandy American Cemetery and Memorial,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Bayeux War Cemetery,europe/france/normandybrittany/bayeux/bayeux_war_cemetery,0.366,,,missing_coordinates; has_external_url,https://www.abmc.gov/cemeteries-memorials/europe/normandy-american-cemetery#.V1t1fKKBFng,https://en.wikivoyage.org/wiki/Bayeux
europe/italy/trentinoaltoadige/bolzano,Bolzano,Bolzano,10,55,do,Carambolage,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Bolzano Cathedral (Duomo),europe/italy/trentinoaltoadige/bolzano/duomo,0.357,,,missing_coordinates; has_external_url,http://www.carambolage.org/,https://en.wikivoyage.org/wiki/Bolzano
europe/italy/abruzzo/chieti,Chieti,Chieti,7,22,see,Palazzo De Mayo,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Corso Marrucino,europe/italy/abruzzo/chieti/corso_marrucino,0.37,,,missing_coordinates; has_external_url,http://www.fondazionecarichieti.it/it/palazzo-de-mayo/museo-palazzo-de-mayo,https://en.wikivoyage.org/wiki/Chieti
northamerica/unitedstates/texas/sanantonio,San Antonio,San Antonio,26,86,see,Hopscotch Art Gallery,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,McNay Art Museum,northamerica/unitedstates/texas/sanantonio/mcnay_art_museum,0.378,,,missing_coordinates; has_external_url,https://letshopscotch.com/,https://en.wikivoyage.org/wiki/San_Antonio
northamerica/canada/manitoba/churchill,Churchill,Churchill,8,32,do,Wapusk Adventures,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Miss Piggy Plane Wreck,northamerica/canada/manitoba/churchill/miss_piggy_wreck,0.308,,,missing_coordinates; has_external_url,https://www.wapuskadventures.com/,https://en.wikivoyage.org/wiki/Churchill
europe/greece/thassos_island,Thassos,Thasos,14,112,do,Parachute – Parapende,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Paradise Beach,europe/greece/thassos_island/paradise_beach,0.424,,,missing_coordinates; has_external_url,https://m.facebook.com/thassosislandadventure/,https://en.wikivoyage.org/wiki/Thasos
northamerica/unitedstates/florida/ormond_beach,Ormond Beach,Ormond Beach,5,44,do,We Are Yoga Ormond Beach,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Ormond Beach Oceanfront,northamerica/unitedstates/florida/ormond_beach/ormond_beach_strand,0.511,,,missing_coordinates; has_external_url,https://www.weareyogaormond.com/,https://en.wikivoyage.org/wiki/Ormond_Beach
europe/france/centre/auxerre,Auxerre,Auxerre,3,7,see,Guédelon Castle,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Tour de l'Horloge,europe/france/centre/auxerre/tour_horloge,0.345,,,missing_coordinates; has_external_url,https://www.guedelon.fr/,https://en.wikivoyage.org/wiki/Auxerre
northamerica/unitedstates/minnesota/grand_marais,Grand Marais,Grand Marais,8,21,do,Superior Hiking Trail,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Pincushion Mountain,northamerica/unitedstates/minnesota/grand_marais/pincushion_mountain,0.35,,,missing_coordinates; has_external_url,http://www.shta.org/,https://en.wikivoyage.org/wiki/Grand_Marais
southamerica/brazil/brasilia,Brasilia,Brasilia,41,78,see,Espaço Cultural Contemporâneo (ECCO),0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Praça do Cruzeiro,southamerica/brazil/brasilia/praca_do_cruzeiro,0.455,,,missing_coordinates; has_external_url,https://www.facebook.com/eccobrasilia/,https://en.wikivoyage.org/wiki/Brasilia
northamerica/unitedstates/rhodeisland/newport,Newport,Newport (Rhode Island),10,111,do,12 Meter Charters,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,The Breakers,northamerica/unitedstates/rhodeisland/newport/the_breakers,0.4,,,missing_coordinates; has_external_url,http://www.12metercharters.com,https://en.wikivoyage.org/wiki/Newport_%28Rhode_Island%29
europe/slovakia/b_a_n_s_k,Banská Stiavnica,Banská Štiavnica,6,35,do,Animatus Lusus,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Slovak Mining Museum,europe/slovakia/b_a_n_s_k/mining_museum,0.412,,,missing_coordinates; has_external_url,https://columbinepolska.wordpress.com/eric-dylan/basement-tapes/comment-page-1/#comment-14096,https://en.wikivoyage.org/wiki/Bansk%C3%A1_%C5%A0tiavnica
northamerica/unitedstates/alabama/florence,Florence,Florence (Alabama),11,25,see,Trail of Tears Commemorative Motorcycle Ride,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Downtown Florence Historic District,northamerica/unitedstates/alabama/florence/downtown_historic_district,0.354,,,missing_coordinates; has_external_url,http://www.al-tn-trailoftears.net/,https://en.wikivoyage.org/wiki/Florence_%28Alabama%29
australiaandpacific/newzealand/nelson,Nelson,Nelson (New Zealand),18,40,do,Skydive Abel Tasman,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Abel Tasman National Park,australiaandpacific/newzealand/nelson/abel_tasman_national_park,0.5,,,missing_coordinates; has_external_url,http://www.skydive.co.nz/,https://en.wikivoyage.org/wiki/Nelson_%28New_Zealand%29
northamerica/canada/ontario/niagara_on_the_lake,Niagara-on-the-Lake,Niagara-on-the-Lake,6,58,do,Great Lakes Pyrate Lore & Harbour Walks,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Reif Estate Winery,northamerica/canada/ontario/niagara_on_the_lake/reif_estate_winery,0.339,,,missing_coordinates; has_external_url,http://pyratesimage.com,https://en.wikivoyage.org/wiki/Niagara-on-the-Lake
northamerica/unitedstates/arizona/grandcanyon,Grand Canyon,Grand Canyon,6,52,do,Colorado River & Trail Expeditions,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Bright Angel Trail,northamerica/unitedstates/arizona/grandcanyon/bright_angel_trail,0.407,,,missing_coordinates; has_external_url,http://www.crateinc.com,https://en.wikivoyage.org/wiki/Grand_Canyon
