world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/finland/punkaharju,Punkaharju,Punkaharju,4,12,do,Harjun Portti,0.74,candidate,has coordinates; has description; high-value type; has external URL,61.802961,29.293219,Punkaharju Ridge,europe/finland/punkaharju/punkaharju_ridge,0.552,4.249,7.255,has_external_url,http://www.harjunportti.fi/en,https://en.wikivoyage.org/wiki/Punkaharju
europe/netherlands/eindhoven,Eindhoven,Eindhoven,15,91,see,Ton Smits House,0.74,candidate,has coordinates; has description; high-value type; has external URL,51.42246,5.48191,Prehistoric Village (PreHistorisch Dorp),europe/netherlands/eindhoven/prehistoric_village,0.555,0.445,2.29,has_external_url,http://www.tonsmitshuis.nl/,https://en.wikivoyage.org/wiki/Eindhoven
europe/hungary/veszprem,Veszprém,Veszprém,11,105,see,Archives of Veszprém County,0.74,candidate,has coordinates; has description; high-value type; has external URL,47.113,17.9153,Veszprém County Hall,europe/hungary/veszprem/veszprem_county_hall,0.638,2.429,2.248,has_external_url,http://www.veml.hu/leveltar/,https://en.wikivoyage.org/wiki/Veszpr%C3%A9m
europe/ukraine/donetsk,Donetsk,Donetsk,12,124,see,Roial Voiazh (Royal Voyage) Travel agency,0.74,candidate,has coordinates; has description; high-value type; has external URL,48.0157,37.80553,Donbass Palace Restaurant,europe/ukraine/donetsk/donbass_palace_restaurant,0.59,0.41,0.197,has_external_url,http://www.royal-voyage.com,https://en.wikivoyage.org/wiki/Donetsk
southamerica/brazil/santarem,Santarém,Santarém (Brazil),4,23,see,Museu Centro Cultural João Fona,0.74,candidate,has coordinates; has description; high-value type; has external URL,-2.4185,-54.7084,Museu João Fona,southamerica/brazil/santarem/museu_joao_fona,0.652,2.214,2.429,has_external_url,http://santarem.pa.gov.br,https://en.wikivoyage.org/wiki/Santar%C3%A9m_%28Brazil%29
northamerica/unitedstates/idaho/rexburg,Rexburg,Rexburg,5,8,do,Rexburg Rapids,0.74,candidate,has coordinates; has description; high-value type; has external URL,43.832039780245445,-111.7853356430191,Rexburg Idaho Temple,northamerica/unitedstates/idaho/rexburg/rexburg_idaho_temple,0.588,2.424,0.675,has_external_url,http://rexburgrapids.com/,https://en.wikivoyage.org/wiki/Rexburg
europe/netherlands/delft,Delft,Delft,10,62,see,Universiteitsbibliotheek,0.74,candidate,has coordinates; has description; high-value type; has external URL,52.002638,4.37552,Reactor Institute Delft,europe/netherlands/delft/reactor_institute_delft,0.621,0.379,1.607,has_external_url,http://library.tudelft.nl/,https://en.wikivoyage.org/wiki/Delft
asia/japan/honshu/kobe,Kobe,Kobe,22,53,see,Weathercock House,0.74,candidate,has coordinates; has description; high-value type; has external URL,34.70138,135.1895,Kitano-chō,asia/japan/honshu/kobe/kitano_cho,0.65,0.35,1.009,has_external_url,http://kobe-kazamidori.com,https://en.wikivoyage.org/wiki/Kobe
northamerica/canada/ontario/oakville,Oakville,Oakville (Ontario),19,24,see,Lyon cabin,0.74,candidate,has coordinates; has description; high-value type; has external URL,43.4421,-79.6709,Oakville Harbour,northamerica/canada/ontario/oakville/oakville_harbour,0.684,0.316,0.685,has_external_url,https://oakvillenews.org/oakville-community-news/oakville-history-lyon-cabin-finds-a-new-home-by-oakville-harbour/,https://en.wikivoyage.org/wiki/Oakville_%28Ontario%29
europe/spain/spanishcostas/alicante,Alicante,Alicante,8,74,do,Kinépolis,0.74,candidate,has coordinates; has description; high-value type; has external URL,38.35449,-0.47186,MARQ – Archaeological Museum of Alicante,europe/spain/spanishcostas/alicante/marq,0.597,0.403,1.865,has_external_url,https://kinepolis.es/cines/kinepolis-alicante-plaza-mar-2,https://en.wikivoyage.org/wiki/Alicante
