world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/macedonia/strumica,Strumica,Strumica,6,34,see,Intercity Bus Station,0.85,candidate,has coordinates; has description; high-value type,41.4427,22.6482,Monastery of the Holy Fifteen Martyrs of Tiberiopolis,europe/macedonia/strumica/holy_fifteen_martyrs_monastery,0.314,1.158,0.99,needs_external_source,,https://en.wikivoyage.org/wiki/Strumica
northamerica/unitedstates/westvirginia/parkersburg,Parkersburg,Parkersburg,9,28,see,Henry Cooper House,0.85,candidate,has coordinates; has description; high-value type,39.27187,-81.52953,Blennerhassett Hotel,northamerica/unitedstates/westvirginia/parkersburg/blennerhassett_hotel,0.421,2.857,2.862,needs_external_source,,https://en.wikivoyage.org/wiki/Parkersburg
northamerica/costarica/liberia,Liberia,Liberia (Costa Rica),2,27,do,Estadio Edgardo Baltodano Briceño,0.85,candidate,has coordinates; has description; high-value type,10.635833,-85.433333,Hacienda Guachipelín,northamerica/costarica/liberia/hacienda_guachipel,0.34,13.658,0.839,needs_external_source,,https://en.wikivoyage.org/wiki/Liberia_%28Costa_Rica%29
asia/kazakhstan/shimkent,Shymkent,Shymkent,12,32,see,Soviet mosaic with fairy tale motif,0.85,candidate,has coordinates; has description; high-value type,42.321006,69.6056,Zhumat Shanin Kazakh Drama Theatre,asia/kazakhstan/shimkent/drama_theatre,0.377,1.18,1.586,needs_external_source,,https://en.wikivoyage.org/wiki/Shymkent
southamerica/uruguay/montevideo,Montevideo,Montevideo,26,137,see,Castillo Soneira,0.85,candidate,has coordinates; has description; high-value type,-34.85797,-56.19701,Artigas Mausoleum,southamerica/uruguay/montevideo/artigas_mausoleum,0.424,5.425,5.354,needs_external_source,,https://en.wikivoyage.org/wiki/Montevideo
europe/russia/ekaterinoburg,Yekaterinburg,Yekaterinburg,26,72,see,Chkalovskaya,0.85,candidate,has coordinates; has description; high-value type,56.80818,60.60983,Vovremya,europe/russia/ekaterinoburg/vovremya,0.4,3.493,3.401,needs_external_source,,https://en.wikivoyage.org/wiki/Yekaterinburg
northamerica/mexico/mexicali,Mexicali,Mexicali,10,68,see,Centro Estatal de las Artes,0.85,candidate,has coordinates; has description; high-value type,32.65141,-115.486,Teatro del Estado,northamerica/mexico/mexicali/teatro_estado,0.545,2.086,4.326,needs_external_source,,https://en.wikivoyage.org/wiki/Mexicali
asia/china/jiangsu_province/suzhou,Suzhou,Suzhou,17,93,see,Suzhou North Station,0.85,candidate,has coordinates; has description; high-value type,31.423646,120.639045,Songhelou Restaurant,asia/china/jiangsu_province/suzhou/songhelou_restaurant,0.5,12.186,12.645,needs_external_source,,https://en.wikivoyage.org/wiki/Suzhou
europe/finland/alandislands/mariehamn,Mariehamn,Mariehamn,10,42,see,Tullarns äng,0.85,candidate,has coordinates; has description; high-value type,60.094,19.9483,Åland Museum and Art Museum,europe/finland/alandislands/mariehamn/aland_museum,0.54,0.46,1.015,needs_external_source,,https://en.wikivoyage.org/wiki/Mariehamn
europe/germany/northrhinewestphalia/wuppertal,Wuppertal,Wuppertal,5,15,see,Ronsdorfer Talsperre,0.85,candidate,has coordinates; has description; high-value type,51.2207,7.1907,Botanischer Garten Wuppertal,europe/germany/northrhinewestphalia/wuppertal/botanischer_garten,0.417,4.876,4.897,needs_external_source,,https://en.wikivoyage.org/wiki/Wuppertal
asia/thailand/huahin,Hua Hin,Hua Hin,41,98,do,Thai Massage for Health by the Blind,0.85,candidate,has coordinates; has description; high-value type,12.58559,99.951853,Klai Kangwon Palace,asia/thailand/huahin/klai_kangwon_palace,0.545,0.455,1.84,needs_external_source,,https://en.wikivoyage.org/wiki/Hua_Hin
asia/indonesia/wakatobi,Wakatobi,Wakatobi,0,26,do,In front of Waha Town,0.85,candidate,has coordinates; has description; high-value type,-5.252221318766598,123.52612071833323,,,0.0,,9.609,needs_external_source,,https://en.wikivoyage.org/wiki/Wakatobi
europe/netherlands/groningen,Groningen,Groningen,27,133,see,Reitdiep colourful houses,0.85,candidate,has coordinates; has description; high-value type,53.2367,6.524,De Drie Gezusters,europe/netherlands/groningen/de_drie_gezusters,0.41,3.551,3.525,needs_external_source,,https://en.wikivoyage.org/wiki/Groningen
africa/benin/cotonou,Cotonou,Cotonou,8,44,see,Place de la Bulgarie,0.85,candidate,has coordinates; has description; high-value type,6.3622,2.414,Fondation Zinsou,africa/benin/cotonou/fondation_zinsou,0.388,0.612,1.39,needs_external_source,,https://en.wikivoyage.org/wiki/Cotonou
australiaandpacific/palau/rockislands,Rock Islands,Rock Islands,0,5,see,Jellyfish Lake,0.85,candidate,has coordinates; has description; high-value type,7.161111,134.376111,,,0.0,,22.569,needs_external_source,,https://en.wikivoyage.org/wiki/Rock_Islands
europe/italy/campania/naples,Naples,Naples,50,160,see,Porta Capuana,0.85,candidate,has coordinates; has description; high-value type,40.85433,14.26544,Spaccanapoli,europe/italy/campania/naples/spaccanapoli,0.48,1.011,2.485,needs_external_source,,https://en.wikivoyage.org/wiki/Naples
