world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
africa/egypt/alexandria,Alexandria,Alexandria,42,87,see,Taposiris Magna,0.79,candidate,has coordinates; has description; high-value type; strong travel term,30.946167,29.518694,Trianon Café,africa/egypt/alexandria/trianon_cafe,0.462,45.771,45.576,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Alexandria
europe/russia/yakutsk,Yakutsk,Yakutsk,13,53,do,The Orto-Doidu Zoo,0.79,candidate,has coordinates; has description; high-value type; strong travel term,61.6784,129.3545,National Art Museum of Sakha,europe/russia/yakutsk/national_art_museum,0.333,43.987,43.567,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Yakutsk
australiaandpacific/australia/queensland/sunshinecoast,Sunshine Coast,Sunshine Coast,7,112,see,Maleny Light Horse Museum,0.79,candidate,has coordinates; has description; high-value type; strong travel term,-26.759189,152.853561,Glass House Mountains,australiaandpacific/australia/queensland/sunshinecoast/glass_house_mountains,0.435,16.864,26.516,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Sunshine_Coast
europe/ukraine/poltava,Poltava,Poltava,7,54,see,Khrestovozdvyzhenskyi (Holy Cross) monastery,0.79,candidate,has coordinates; has description; high-value type; strong travel term,49.5979,34.5761,Shevchenko Park,europe/ukraine/poltava/shevchenko_park,0.391,3.332,66.19,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Poltava
europe/ukraine/lviv,Lviv,Lviv,12,176,see,Olesko,0.79,candidate,has coordinates; has description; high-value type; strong travel term,49.963,24.893,Lonsky Prison Museum,europe/ukraine/lviv/lonsky_prison_museum,0.308,62.647,63.143,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Lviv
asia/china/zhejiang/ningbo,Ningbo,Ningbo,50,112,do,Songlan Mountain Beach,0.79,candidate,has coordinates; has description; high-value type; strong travel term,29.4343,121.9618,Taibai Mountain Forest Park,asia/china/zhejiang/ningbo/taibai_mountain,0.531,52.977,62.413,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Ningbo
asia/china/xinjiangprovince/yining,Yining,Yining,8,12,see,Liuxing Street Scenic Area,0.79,candidate,has coordinates; has description; high-value type; strong travel term,43.5551,81.1817,Yili Normal University Area,asia/china/xinjiangprovince/yining/yili_normal_university,0.453,43.258,42.069,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Yining
europe/hungary/budapest,Budapest,Budapest,57,94,see,Vác,0.79,candidate,has coordinates; has description; high-value type; strong travel term,47.779,19.129,Visegrád,europe/hungary/budapest/visegradvisegrd,0.364,11.806,31.957,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Budapest
asia/southkorea/gyeongju,Gyeongju,Gyeongju,18,80,see,King Munmu's Underwater Tomb,0.79,candidate,has coordinates; has description; high-value type; strong travel term,35.748341,129.476234,Daereungwon Tomb Complex,asia/southkorea/gyeongju/daereungwon,0.346,25.834,25.66,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Gyeongju
asia/china/fujianprovince/zhangzhou,Zhangzhou,Zhangzhou,4,13,see,Taicheng Hall of Zhangpu Munmyo Temple,0.79,candidate,has coordinates; has description; high-value type; strong travel term,24.12,117.62,Nanshan Temple,asia/china/fujianprovince/zhangzhou/nanshan_temple,0.462,42.311,44.216,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Zhangzhou
europe/ukraine/poltava,Poltava,Poltava,7,54,see,Synagogue,0.79,candidate,has coordinates; has description; high-value type; strong travel term,49.5877,34.5592,Spaska Church,europe/ukraine/poltava/spaska_church,0.273,1.401,65.624,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Poltava
asia/china/shandong_province/zaozhuang,Zaozhuang,Zaozhuang,2,29,do,Xiantan Mountain Tourist Area,0.79,candidate,has coordinates; has description; high-value type; strong travel term,34.777321,117.612975,Lu Ban Memorial Hall,asia/china/shandong_province/zaozhuang/luban_memorial,0.367,26.27,26.27,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Zaozhuang
northamerica/unitedstates/montana/glaciernp,Glacier National Park,Glacier National Park (Montana),0,22,see,Camas Road,0.79,candidate,has coordinates; has description; high-value type; strong travel term,48.553,-114.007,,,0.0,,28.087,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Glacier_National_Park_%28Montana%29
europe/greece/drama,Drama,Drama,6,25,see,Castle ruin Kalyvas,0.79,candidate,has coordinates; has description; high-value type; strong travel term,41.2633,24.6245,Agia Varvara Springs,europe/greece/drama/agia_varvara_springs,0.308,42.025,41.901,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Drama
asia/thailand/surat_thani,Surat Thani,Surat Thani,3,147,see,Hin Pat,0.79,candidate,has coordinates; has description; high-value type; strong travel term,9.0783,98.84407,Tapee River Waterfront,asia/thailand/surat_thani/tapee_river_waterfront,0.207,,43.301,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Surat_Thani
europe/ukraine/ivanofrankivsk,Ivano-Frankivsk,Ivano-Frankivsk,9,103,see,"Yaremche village and Waterfall ""Probiy""",0.79,candidate,has coordinates; has description; high-value type; strong travel term,48.460278,24.558611,Cathedral of Pokrova (former Armenian Church),europe/ukraine/ivanofrankivsk/armenian_church,0.386,52.616,52.626,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Ivano-Frankivsk
northamerica/unitedstates/montana/deer_lodge_1,Deer Lodge,Deer Lodge,2,17,see,Milwaukee Road Exhibits,0.79,candidate,has coordinates; has description; high-value type; strong travel term,46.391001,-112.736369,Clark Fork River Fishing,northamerica/unitedstates/montana/deer_lodge_1/clark_fork_river,0.34,44.367,44.367,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Deer_Lodge
asia/china/jiangsu_province/suqian,Suqian,Suqian,5,23,see,Sihong Ancient Xucheng Scenic Area,0.79,candidate,has coordinates; has description; high-value type; strong travel term,33.440227,118.208313,Xiang Yu's Ancestral Home,asia/china/jiangsu_province/suqian/xiang_yu_hometown,0.373,57.186,58.466,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Suqian
asia/china/shanxiprovince/datong,Datong,Datong,5,31,see,Yīngxiàn Wooden Pagoda,0.79,candidate,has coordinates; has description; high-value type; strong travel term,39.565278,113.181944,Nine Dragon Screen,asia/china/shanxiprovince/datong/nine_dragon_screen,0.4,59.336,59.398,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Datong
asia/china/gansu/zhangye,Zhangye,Zhangye,3,22,see,Nanhu Park,0.79,candidate,has coordinates; has description; high-value type; strong travel term,38.773942,101.089997,Dafo Temple,asia/china/gansu/zhangye/dafo_temple,0.286,57.727,57.818,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Zhangye
asia/china/shandong_province/zaozhuang,Zaozhuang,Zaozhuang,2,29,do,Taierzhuang Ancient City Scenic Area,0.79,candidate,has coordinates; has description; high-value type; strong travel term,34.559963,117.739861,Weishan Lake,asia/china/shandong_province/zaozhuang/weishan_lake,0.292,72.375,47.332,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Zaozhuang
asia/china/hebei/cangzhou,Cangzhou,Cangzhou,3,63,see,Hebei Sea Salt Museum,0.79,candidate,has coordinates; has description; high-value type; strong travel term,38.38056,117.42299,Grand Canal Heritage Corridor,asia/china/hebei/cangzhou/grand_canal_heritage_corridor,0.24,50.552,48.69,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Cangzhou
