world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/macedonia/tetovo,Tetovo,Tetovo,4,37,see,Želino Bridge,0.85,candidate,has coordinates; has description; high-value type,41.9871,21.059808,Old Bazaar,europe/macedonia/tetovo/old_bazaar,0.364,7.729,7.513,needs_external_source,,https://en.wikivoyage.org/wiki/Tetovo
asia/indonesia/kalimantan/balikpapan,Balikpapan,Balikpapan,4,33,do,Balikpapan Super Bowling,0.85,candidate,has coordinates; has description; high-value type,-1.275187,116.856687,Battle of Balikpapan Memorial,asia/indonesia/kalimantan/balikpapan/battle_of_balikpapan_memorial,0.528,5.059,3.934,needs_external_source,,https://en.wikivoyage.org/wiki/Balikpapan
europe/estonia/rakvere,Rakvere,Rakvere,7,41,do,Fishing,0.85,candidate,has coordinates; has description; high-value type,59.453836,26.240247,Katariina Kelder,europe/estonia/rakvere/katariina_kelder,0.261,13.225,13.61,needs_external_source,,https://en.wikivoyage.org/wiki/Rakvere
asia/southkorea/ulsan,Ulsan,Ulsan,29,31,see,Sunrise at Ganjeolgot,0.85,candidate,has coordinates; has description; high-value type,35.3597,129.36161,Red Mango,asia/southkorea/ulsan/red_mango,0.467,20.693,20.384,needs_external_source,,https://en.wikivoyage.org/wiki/Ulsan
asia/india/rajasthan/dungarpur,Dungarpur,Dungarpur,8,15,see,Fatehgadi,0.85,candidate,has coordinates; has description; high-value type,23.840144,73.714138,Gaib Sagar Lake,asia/india/rajasthan/dungarpur/gaib_sagar_lake,0.489,0.511,1.627,needs_external_source,,https://en.wikivoyage.org/wiki/Dungarpur
northamerica/mexico/chichenitza,Chichen Itza,Chichen Itza,0,27,see,The Caves of Balankanche,0.85,candidate,has coordinates; has description; high-value type,20.65861111,-88.535,,,0.0,,4.424,needs_external_source,,https://en.wikivoyage.org/wiki/Chichen_Itza
europe/germany/northrhinewestphalia/bonn,Bonn,Bonn,19,96,see,Jewish Cemetery,0.85,candidate,has coordinates; has description; high-value type,50.75721,7.1057,Bonn Minster,europe/germany/northrhinewestphalia/bonn/bonn_minster,0.37,2.692,2.265,needs_external_source,,https://en.wikivoyage.org/wiki/Bonn
europe/russia/ural/ekaterinburg,Ekaterinburg,Yekaterinburg,11,72,do,Circus,0.85,candidate,has coordinates; has description; high-value type,56.8256,60.6051,Weiner Street (Pedestrian Promenade),europe/russia/ural/ekaterinburg/weiner_street,0.316,1.047,1.426,needs_external_source,,https://en.wikivoyage.org/wiki/Yekaterinburg
africa/tunisia/monastir,Monastir,Monastir,5,28,see,The Old Port el Kahlia,0.85,candidate,has coordinates; has description; high-value type,35.77063,10.84164,Ribat of Monastir,africa/tunisia/monastir/ribat,0.312,0.996,1.226,needs_external_source,,https://en.wikivoyage.org/wiki/Monastir
europe/serbia/kosovoprovince/prizren,Prizren,Prizren,7,50,see,"Brezovica, the ski resort",0.85,candidate,has coordinates; has description; high-value type,42.221944,21.004722,Arasta Mosque Minaret,europe/serbia/kosovoprovince/prizren/arasta_mosque_minaret,0.39,21.736,21.87,needs_external_source,,https://en.wikivoyage.org/wiki/Prizren
europe/poland/katowice,Katowice,Katowice,12,77,see,Jewish cemetery,0.85,candidate,has coordinates; has description; high-value type,50.2559,19.0078,Katowice Market Square,europe/poland/katowice/katowice_rynek,0.432,1.172,1.515,needs_external_source,,https://en.wikivoyage.org/wiki/Katowice
northamerica/mexico/sanluispotosi,San Luis Potosí,San Luis Potosi,15,51,see,Calz de Guadalupe,0.85,candidate,has coordinates; has description; high-value type,22.14373,-100.97371,Mercado Hidalgo,northamerica/mexico/sanluispotosi/mercado_hidalgo,0.414,0.632,1.868,needs_external_source,,https://en.wikivoyage.org/wiki/San_Luis_Potosi
asia/pakistan/taxila,Taxila,Taxila,10,22,see,Buddhist remains around Bhallar stupa,0.85,candidate,has coordinates; has description; high-value type,33.813514,72.825376,Kunala Stupa,asia/pakistan/taxila/kunala_stupa,0.449,7.034,7.601,needs_external_source,,https://en.wikivoyage.org/wiki/Taxila
asia/china/zhejiang/hangzhou,Hangzhou,Hangzhou,21,79,see,Dancing fountains,0.85,candidate,has coordinates; has description; high-value type,30.25615,120.15618,Lingyin Si (Temple of Inspired Seclusion),asia/china/zhejiang/hangzhou/lingyin_temple,0.444,5.888,4.779,needs_external_source,,https://en.wikivoyage.org/wiki/Hangzhou
northamerica/canada/quebec/longueuil,Longueuil,Longueuil,3,38,do,Colisée Jean-Béliveau,0.85,candidate,has coordinates; has description; high-value type,45.54428,-73.45701,Parc Michel-Chartrand,northamerica/canada/quebec/longueuil/parc_michel_chartrand,0.286,0.981,2.555,needs_external_source,,https://en.wikivoyage.org/wiki/Longueuil
europe/germany/saxony/dresden,Dresden,Dresden,31,149,see,Blaues Wunder,0.85,candidate,has coordinates; has description; high-value type,51.053611,13.810833,Yenidze,europe/germany/saxony/dresden/yenidze,0.4,6.301,5.103,needs_external_source,,https://en.wikivoyage.org/wiki/Dresden
europe/poland/szczecin,Szczecin,Szczecin,9,62,do,Świdwie,0.85,candidate,has coordinates; has description; high-value type,53.559167,14.373611,Old Town,europe/poland/szczecin/old_town,0.286,18.611,18.529,needs_external_source,,https://en.wikivoyage.org/wiki/Szczecin
europe/italy/liguria/genoa,Genoa,Genoa,52,61,see,Boccadasse,0.85,candidate,has coordinates; has description; high-value type,44.38972,8.97453,Palazzo Rosso,europe/italy/liguria/genoa/palazzo_rosso,0.348,4.1,3.774,needs_external_source,,https://en.wikivoyage.org/wiki/Genoa
asia/indonesia/java/surabaya,Surabaya,Surabaya,12,138,see,RS Darmo,0.85,candidate,has coordinates; has description; high-value type,-7.28747,112.73893,Kalimas Harbour,asia/indonesia/java/surabaya/kalimas_harbour,0.435,7.699,4.58,needs_external_source,,https://en.wikivoyage.org/wiki/Surabaya
asia/india/gujarat/gandhinagar,Gandhinagar,Gandhinagar,6,8,see,Sarita Udyan,0.85,candidate,has coordinates; has description; high-value type,23.202876,72.660188,Punit Van,asia/india/gujarat/gandhinagar/punit_van,0.476,1.738,2.519,needs_external_source,,https://en.wikivoyage.org/wiki/Gandhinagar
asia/indonesia/java/semarang,Semarang,Semarang,8,164,do,Taman Puri Maerokoco,0.85,candidate,has coordinates; has description; high-value type,-6.9612,110.3879,Tawang Railway Station,asia/indonesia/java/semarang/semarang_tawang_station,0.381,4.418,5.046,needs_external_source,,https://en.wikivoyage.org/wiki/Semarang
australiaandpacific/newzealand/north_island/bay_of_plenty/rotorua,Rotorua,Rotorua,10,32,see,aMaze Me,0.85,candidate,has coordinates; has description; high-value type,-38.0882,176.1946,Wai-O-Tapu Thermal Wonderland,australiaandpacific/newzealand/north_island/bay_of_plenty/rotorua/wai_o_tapu,0.27,33.102,7.351,needs_external_source,,https://en.wikivoyage.org/wiki/Rotorua
asia/thailand/pai,Pai,Pai,11,33,see,Mae Yen,0.85,candidate,has coordinates; has description; high-value type,19.3671,98.5065,Wat Phra That Mae Yen,asia/thailand/pai/wat_phra_that_mae_yen,0.5,6.096,7.107,needs_external_source,,https://en.wikivoyage.org/wiki/Pai
northamerica/canada/ontario/muskoka/huntsville,Huntsville,Huntsville (Ontario),6,19,see,Lions Lookout,0.85,candidate,has coordinates; has description; high-value type,45.3269,-79.20669,Muskoka Heritage Place,northamerica/canada/ontario/muskoka/huntsville/muskoka_heritage_place,0.287,0.713,0.92,needs_external_source,,https://en.wikivoyage.org/wiki/Huntsville_%28Ontario%29
northamerica/mexico/tulum,Tulum,Tulum,27,59,see,Laguna Kaan Luum,0.85,candidate,has coordinates; has description; high-value type,20.1676778,-87.5545,Playa Las Palmas,northamerica/mexico/tulum/playa_las_palmas,0.5,10.088,10.493,needs_external_source,,https://en.wikivoyage.org/wiki/Tulum
asia/china/shaanxi/yulin,Yulin,Yulin (Shaanxi),4,36,see,Yulin Drum Tower,0.85,candidate,has coordinates; has description; high-value type,38.29536202469535,109.74695681690885,Shimao Ruins,asia/china/shaanxi/yulin/shimao_ruins,0.286,51.619,3.396,needs_external_source,,https://en.wikivoyage.org/wiki/Yulin_%28Shaanxi%29
asia/turkmenistan/ashgabat,Ashgabat,Ashgabat,7,59,do,Alem Center,0.85,candidate,has coordinates; has description; high-value type,37.8987,58.2993,Grand Turkmen Hotel Bar,asia/turkmenistan/ashgabat/state_hotel_bar,0.412,,7.058,needs_external_source,,https://en.wikivoyage.org/wiki/Ashgabat
asia/indonesia/java/surabaya,Surabaya,Surabaya,12,138,see,Grahadi,0.85,candidate,has coordinates; has description; high-value type,-7.262946,112.74326,Surabaya Submarine Monument (KRI Pasopati),asia/indonesia/java/surabaya/surabaya_submarine,0.542,0.458,1.946,needs_external_source,,https://en.wikivoyage.org/wiki/Surabaya
europe/belgium/nieuwpoort,Nieuwpoort,Nieuwpoort,6,27,see,Central Square,0.85,candidate,has coordinates; has description; high-value type,51.12948,2.75172,Ganzepoot Locks,europe/belgium/nieuwpoort/ganzepoot_locks,0.333,0.667,0.007,needs_external_source,,https://en.wikivoyage.org/wiki/Nieuwpoort
southamerica/argentina/corrientes,Corrientes,Corrientes (city),8,6,see,Plaza 25 de Mayo,0.85,candidate,has coordinates; has description; high-value type,-27.4632,-58.8395,Capybara and Caiman,southamerica/argentina/corrientes/iberawetlands/capybara_caiman,0.375,199.45,0.68,needs_external_source,,https://en.wikivoyage.org/wiki/Corrientes_%28city%29
northamerica/unitedstates/california/goldcountry/angels_camp,Angels Camp,Angels Camp,5,17,see,Mark Twain's Cabin,0.85,candidate,has coordinates; has description; high-value type,37.9993,-120.477,Moaning Cavern,northamerica/unitedstates/california/goldcountry/angels_camp/moaning_cavern,0.5,9.483,9.591,needs_external_source,,https://en.wikivoyage.org/wiki/Angels_Camp
asia/myanmar/yangon,Yangon,Yangon,21,140,see,Bayint Naung Bridge,0.85,candidate,has coordinates; has description; high-value type,16.85638,96.09808,Botahtaung Pagoda,asia/myanmar/yangon/botahtaung_pagoda,0.444,12.383,9.426,needs_external_source,,https://en.wikivoyage.org/wiki/Yangon
europe/netherlands/enkhuizen,Enkhuizen,Enkhuizen,2,13,see,Koepoort,0.85,candidate,has coordinates; has description; high-value type,52.701514,5.276935,Zuiderzee Museum,europe/netherlands/enkhuizen/zuiderzee_museum,0.167,1.578,6.91,needs_external_source,,https://en.wikivoyage.org/wiki/Enkhuizen
northamerica/mexico/len,León,León (Mexico),5,35,see,Triumphal Arch,0.85,candidate,has coordinates; has description; high-value type,21.11886,-101.67192,Feria de León,northamerica/mexico/len/feria_de_leon,0.381,1.683,1.198,needs_external_source,,https://en.wikivoyage.org/wiki/Le%C3%B3n_%28Mexico%29
asia/philippines/subic,Subic,Subic,11,39,see,SFEX Twin Tunnels,0.85,candidate,has coordinates; has description; high-value type,14.82588,120.32291,Neptune's Bar,asia/philippines/subic/neptunes_bar,0.4,5.819,11.103,needs_external_source,,https://en.wikivoyage.org/wiki/Subic
europe/unitedkingdom/england/eastern_england/southendonsea,Southend-on-Sea,Southend-on-Sea,10,58,see,Westcliff Gardens,0.85,candidate,has coordinates; has description; high-value type,51.53444,0.70134,Sea Life Adventure,europe/unitedkingdom/england/eastern_england/southendonsea/sea_life_adventure,0.514,0.93,0.931,needs_external_source,,https://en.wikivoyage.org/wiki/Southend-on-Sea
asia/china/shandong_province/rizhao,Rizhao,Rizhao,6,52,do,Qinyuanchun Ski Resort,0.85,candidate,has coordinates; has description; high-value type,35.51038,119.48584,Sailing and Water Sports,asia/china/shandong_province/rizhao/water_sports,0.391,14.593,11.161,needs_external_source,,https://en.wikivoyage.org/wiki/Rizhao
