world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/france/around_paris/fontainebleau,Fontainebleau,Fontainebleau,11,10,see,Musée d'art figuratif contemporain,0.77,candidate,has coordinates; high-value type,48.404798647077776,2.687632884027811,Chinese Museum at Fontainebleau,europe/france/around_paris/fontainebleau/chinese_museum,0.462,1.122,1.03,needs_external_source,,https://en.wikivoyage.org/wiki/Fontainebleau
asia/india/westbengal/nabadwip,Nabadwip,Nabadwip,11,34,see,Birthplace of Mahaprabhu,0.77,candidate,has coordinates; high-value type,23.426424,88.370685,Dhameshwar Mahaprabhu Mandir,asia/india/westbengal/nabadwip/dhameshwar_mandir,0.538,2.045,2.036,needs_external_source,,https://en.wikivoyage.org/wiki/Nabadwip
europe/unitedkingdom/northernireland/cookstown,Cookstown,Cookstown,12,26,see,Creggandevesky Court Tomb,0.77,candidate,has coordinates; high-value type,54.619,-7.0,Courtyard Coffee,europe/unitedkingdom/northernireland/cookstown/courtyard_coffee,0.341,16.904,16.856,needs_external_source,,https://en.wikivoyage.org/wiki/Cookstown
southamerica/colombia/palmira,Palmira,Palmira,3,5,see,Municipal Forest,0.77,candidate,has coordinates; high-value type,3.5266,-76.2872,Jardín Botánico de Cali,southamerica/colombia/palmira/botanical_garden,0.278,2.394,1.371,needs_external_source,,https://en.wikivoyage.org/wiki/Palmira
europe/spain/catalonia/sant_feliu_de_guixols,Sant Feliu de Guíxols,Sant Feliu de Guíxols,10,40,see,Mirador de les Mestresses,0.77,candidate,has coordinates; high-value type,41.7827198,3.0465547,Maritime Rescue Museum,europe/spain/catalonia/sant_feliu_de_guixols/maritime_rescue_museum,0.5,0.973,1.518,needs_external_source,,https://en.wikivoyage.org/wiki/Sant_Feliu_de_Gu%C3%ADxols
africa/ethiopia/addisababa,Addis Ababa,Addis Ababa,29,99,see,Somaliland,0.77,candidate,has coordinates; high-value type,9.001,38.8088,Bole Road,africa/ethiopia/addisababa/bole_road,0.421,3.317,7.303,needs_external_source,,https://en.wikivoyage.org/wiki/Addis_Ababa
europe/serbia/kosovoprovince/pristina,Pristina,Pristina,20,107,see,Hungary,0.77,candidate,has coordinates; high-value type,42.6648,21.1522,Zanzibar,europe/serbia/kosovoprovince/pristina/zanzibar_bar,0.4,0.833,1.108,needs_external_source,,https://en.wikivoyage.org/wiki/Pristina
asia/china/fujianprovince/taining,Taining,Taining,4,5,see,Taining National Scenic Area,0.77,candidate,has coordinates; high-value type,26.897581,117.085231,Ganlu Cliff Temple,asia/china/fujianprovince/taining/ganlu_cliff_temple,0.391,7.46,8.837,needs_external_source,,https://en.wikivoyage.org/wiki/Taining
europe/finland/turku,Turku,Turku,5,262,do,Turku Fair and Congress Center,0.77,candidate,has coordinates; high-value type,60.454,22.1845,Turku Castle,europe/finland/turku/turku_castle,0.476,3.253,4.532,needs_external_source,,https://en.wikivoyage.org/wiki/Turku
europe/bosniaandherzegovina/sarajevo,Sarajevo,Sarajevo,42,173,see,top of the hill,0.77,candidate,has coordinates; high-value type,43.85409,18.44804,Bosnian Coffee,europe/bosniaandherzegovina/sarajevo/bosnian_coffee_culture,0.32,1.444,2.812,needs_external_source,,https://en.wikivoyage.org/wiki/Sarajevo
asia/thailand/bangkok,Bangkok,Bangkok,108,116,see,North Korea,0.77,candidate,has coordinates; high-value type,13.733304,100.617897,Nonthaburi,asia/thailand/bangkok/nonthaburi,0.476,18.059,12.798,needs_external_source,,https://en.wikivoyage.org/wiki/Bangkok
