world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
africa/tanzania/mafiaisland,Mafia Island,Mafia Island,3,14,see,The Lighthouse at Ras Mkumbi,0.59,candidate,has description; high-value type; strong travel term,,,Mafia Island Marine Park Diving,africa/tanzania/mafiaisland/mafia_marine_park_diving,0.218,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Mafia_Island
europe/unitedkingdom/scotland/lochgilphead,Lochgilphead,Lochgilphead,3,10,see,Kilmartin Parish Church,0.59,candidate,has description; high-value type; strong travel term,,,Kilmartin Glen,europe/unitedkingdom/scotland/lochgilphead/kilmartin_glen,0.541,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Lochgilphead
asia/china/guangxi/xingping,Xingping,Xingping,4,11,see,Lotus Cave,0.59,candidate,has description; high-value type; strong travel term,,,Xingping Ancient Town,asia/china/guangxi/xingping/xingping_old_town,0.194,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Xingping
northamerica/unitedstates/rhodeisland/narragansett,Narragansett,Narragansett,12,86,do,Bluff Hill Cove Marsh,0.59,candidate,has description; high-value type; strong travel term,,,South County Museum,northamerica/unitedstates/rhodeisland/narragansett/south_county_museum,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Narragansett
europe/italy/abruzzo/sulmona,Sulmona,Sulmona,10,14,do,"Cafe's, restaurants, bars",0.59,candidate,has description; high-value type; strong travel term,,,Shrine of Hercules Curinus,europe/italy/abruzzo/sulmona/shrine_hercules_curinus,0.408,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Sulmona
europe/unitedkingdom/wales/swansea,Swansea,Swansea,33,323,do,The Clyne Valley Trail,0.59,candidate,has description; high-value type; strong travel term,,,Clyne Gardens,europe/unitedkingdom/wales/swansea/clynegardens,0.516,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Swansea
europe/ukraine/dnepropetrovsk,Dnipro,Dnipro,8,48,see,St. Nicholas Church,0.59,candidate,has description; high-value type; strong travel term,,,Menorah Center,europe/ukraine/dnepropetrovsk/menorah_center,0.375,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Dnipro
asia/china/hubei/yichang,Yichang,Yichang,3,40,do,Bungie Jump,0.59,candidate,has description; high-value type; strong travel term,,,Yangtze River Cruise,asia/china/hubei/yichang/yangtze_river_cruise,0.323,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Yichang
europe/greece/epirus,Epirus,Epirus,5,13,see,Chrysospiliotissa,0.59,candidate,has description; high-value type; strong travel term,,,Voidomatis River Rafting,europe/greece/epirus/voidomatis_rafting,0.341,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Epirus
europe/denmark/hillerod,Hillerød,Hillerød,11,22,see,The Baroque Garden,0.59,candidate,has description; high-value type; strong travel term,,,Castle Lake and Gardens,europe/denmark/hillerod/castle_lake,0.486,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Hiller%C3%B8d
australiaandpacific/guam/dededo,Dededo,Dededo,3,11,see,South Finegayan Latte Stone Park,0.59,candidate,has description; high-value type; strong travel term,,,Tarza Water Park,australiaandpacific/guam/dededo/tarza_water_park,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Dededo
europe/portugal/vilanovadegaia,Vila Nova de Gaia,Vila Nova de Gaia,8,12,do,Bike (or walk) to the Atlantic coast,0.59,candidate,has description; high-value type; strong travel term,,,Convento de Corpus Christi,europe/portugal/vilanovadegaia/convento_corpus_christi,0.356,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Vila_Nova_de_Gaia
asia/srilanka/galle,Galle,Galle,21,42,see,Private A/C minibus,0.59,candidate,has description; high-value type; strong travel term,,,Historical Mansion Museum,asia/srilanka/galle/historical_mansion_museum,0.429,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Galle
asia/india/rajasthan/ajmer,Ajmer,Ajmer,10,13,see,Brahma Temple,0.59,candidate,has description; high-value type; strong travel term,,,Badshahi Haveli,asia/india/rajasthan/ajmer/badshahi_haveli,0.429,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ajmer
europe/germany/northrhinewestphalia/siegen,Siegen,Siegen,7,8,see,Beatles-Museum,0.59,candidate,has description; high-value type; strong travel term,,,Oberes Schloss (Upper Castle) and Siegerlandmuseum,europe/germany/northrhinewestphalia/siegen/oberes_schloss,0.449,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Siegen
asia/china/heilongjiang/jiamusi,Jiamusi,Jiamusi,2,21,see,Jiamusi Zoo,0.59,candidate,has description; high-value type; strong travel term,,,Sanjiangkou Wetland Park,asia/china/heilongjiang/jiamusi/sanjiangkou_wetland_park,0.229,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Jiamusi
asia/bhutan/thimphu,Thimphu,Thimphu,52,69,see,Changyul Park,0.59,candidate,has description; high-value type; strong travel term,,,Dochu La Pass,asia/bhutan/thimphu/dochu_la,0.522,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Thimphu
europe/italy/sicily/caltabellotta,Caltabellotta,Caltabellotta,2,20,see,Church of the Carmine,0.59,candidate,has description; high-value type; strong travel term,,,Peace of Caltabellotta (1302),europe/italy/sicily/caltabellotta/peace_of_caltabellotta,0.41,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Caltabellotta
europe/italy/puglia/tremitiislands,Tremiti Islands,Tremiti Islands,4,14,see,Pianosa,0.59,candidate,has description; high-value type; strong travel term,,,Abbey of Santa Maria a Mare,europe/italy/puglia/tremitiislands/abbey_santa_maria,0.25,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Tremiti_Islands
asia/china/guangdong/shenzhen,Shenzhen,Shenzhen,19,31,see,Nantou Catholic Church Nantou,0.59,candidate,has description; high-value type; strong travel term,,,OCT-LOFT Creative Culture Park,asia/china/guangdong/shenzhen/oct_loft,0.407,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Shenzhen
europe/russia/kaliningrad,Kaliningrad,Kaliningrad,9,42,see,The old fortifications,0.59,candidate,has description; high-value type; strong travel term,,,Museum of the World Ocean,europe/russia/kaliningrad/museum_world_ocean,0.41,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kaliningrad
asia/china/xinjiangprovince/cherchen,Cherchen,Cherchen,3,11,do,Uyghur Neighborhood,0.59,candidate,has description; high-value type; strong travel term,,,Zaghunluq Cemetery,asia/china/xinjiangprovince/cherchen/zaghunluq_cemetery,0.324,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Cherchen
europe/greece/thessaloniki,Thessaloniki,Thessaloniki,37,92,see,Latomou Monastery,0.59,candidate,has description; high-value type; strong travel term,,,Monastir Synagogue,europe/greece/thessaloniki/monastir_synagogue,0.457,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Thessaloniki
europe/france/east/burgundy/dijon,Dijon,Dijon,21,29,see,La Chouette,0.59,candidate,has description; high-value type; strong travel term,,,Musée Archéologique,europe/france/east/burgundy/dijon/musee_archeologique,0.37,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Dijon
northamerica/unitedstates/newyorkstate/albany,Albany,Albany (New York),6,88,do,Public concerts,0.59,candidate,has description; high-value type; strong travel term,,,Albany Rural Cemetery,northamerica/unitedstates/newyorkstate/albany/albany_rural_cemetery,0.278,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Albany_%28New_York%29
northamerica/unitedstates/california/centralvalley/manteca,Manteca,Manteca,8,28,see,Local Motion,0.59,candidate,has description; high-value type; strong travel term,,,Kelley Brothers Brewing Co.,northamerica/unitedstates/california/centralvalley/manteca/kelley_brothers_brewing,0.368,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Manteca
europe/france/nord/arras,Arras,Arras,9,19,see,Notre-Dame-des-Ardents,0.59,candidate,has description; high-value type; strong travel term,,,Place des Héros,europe/france/nord/arras/place_des_heros,0.345,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Arras
asia/thailand/chumphon,Chumphon,Chumphon,0,24,see,Prince of Chumphon Shrine,0.59,candidate,has description; high-value type; strong travel term,,,,,0.0,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Chumphon
asia/china/zhejiang/hangzhou,Hangzhou,Hangzhou,21,79,see,Guo's Villa,0.59,candidate,has description; high-value type; strong travel term,,,Longjing Village (Dragon Well Tea),asia/china/zhejiang/hangzhou/longjing_tea,0.519,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Hangzhou
europe/switzerland/lucerne,Lucerne,Lucerne,13,66,see,Piuskirche Meggen,0.59,candidate,has description; high-value type; strong travel term,,,Spreuer Bridge,europe/switzerland/lucerne/spreuer_bridge,0.387,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Lucerne
asia/india/karnataka/konkan_coast/mangalore,Mangalore,Mangalore,9,47,see,Kalangan Konkani Heritage Centre,0.59,candidate,has description; high-value type; strong travel term,,,Kalikamba Temple,asia/india/karnataka/konkan_coast/mangalore/kalikamba_temple,0.375,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Mangalore
asia/india/punjab/amritsar,Amritsar,Amritsar,10,63,see,Central Sikh Museum,0.59,candidate,has description; high-value type; strong travel term,,,Partition Museum,asia/india/punjab/amritsar/partition_museum,0.514,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Amritsar
northamerica/unitedstates/alaska/homer,Homer,Homer,11,35,see,Skyline Drive,0.59,candidate,has description; high-value type; strong travel term,,,Sea Kayaking on Kachemak Bay,northamerica/unitedstates/alaska/homer/sea_kayaking,0.341,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Homer
asia/thailand/lampang,Lampang,Lampang,0,26,see,Dhanabadee Ceramic Museum,0.59,candidate,has description; high-value type; strong travel term,,,,,0.0,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Lampang
asia/china/henan_province/xinxiang,Xinxiang,Xinxiang,4,36,do,Xinxiang Flower Market,0.59,candidate,has description; high-value type; strong travel term,,,Wanxianshan Scenic Area,asia/china/henan_province/xinxiang/wanxianshan_scenic_area,0.489,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Xinxiang
europe/azerbaijan/saki,Sheki,Sheki,1,30,see,Shaki Government Painting Gallery,0.59,candidate,has description; high-value type; strong travel term,,,Eating Out,europe/azerbaijan/saki/eating_out,0.326,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Sheki
