world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/unitedkingdom/england/newcastle_and_north_east/durham,Durham,Durham (England),7,40,see,Kingsgate Bridge,0.47,candidate,high-value type,,,Crook Hall and Gardens,europe/unitedkingdom/england/newcastle_and_north_east/durham/crook_hall,0.368,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Durham_%28England%29
europe/germany/berlin,Berlin,Berlin,161,123,see,Dominican Republic,0.47,candidate,high-value type,,,Eisenwein Rieslinghaus,europe/germany/berlin/eisenwein_riesling,0.45,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Berlin
northamerica/unitedstates/ohio/oxford,Oxford,Oxford (Ohio),6,70,do,Green Beer Day,0.47,candidate,high-value type,,,Western College — Freedom Summer Memorial,northamerica/unitedstates/ohio/oxford/western_college_freedom_summer,0.34,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Oxford_%28Ohio%29
europe/romania/sibiu,Sibiu,Sibiu,11,16,see,St Ursuline’s,0.47,candidate,high-value type,,,Stairs Passage (Pasajul Scarilor),europe/romania/sibiu/stairs_passage,0.444,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Sibiu
europe/slovenia/ptuj,Ptuj,Ptuj,7,12,see,Dvorec Dornava,0.47,candidate,high-value type,,,Orpheus Monument,europe/slovenia/ptuj/orpheus_monument,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ptuj
northamerica/unitedstates/illinois/chicago,Chicago,Chicago,152,132,see,Serbia,0.47,candidate,high-value type,,,Superdawg,northamerica/unitedstates/illinois/chicago/superdawg,0.533,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Chicago
europe/russia/moscow,Moscow,Moscow,32,143,see,Guinea,0.47,candidate,high-value type,,,GUM,europe/russia/moscow/gum,0.444,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Moscow
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,United Arab Emirates,0.47,candidate,high-value type,,,Canadian War Museum,northamerica/canada/ontario/ottawa/canadian_war_museum,0.41,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ottawa
europe/germany/hessen/fulda,Fulda,Fulda,4,12,see,Schlossgarten,0.47,candidate,high-value type,,,Prince-Abbots' Palace and Gardens,europe/germany/hessen/fulda/palace_and_gardens,0.356,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Fulda
europe/georgia/tbilisi,Tbilisi,Tbilisi,60,147,see,House of Writers,0.47,candidate,high-value type,,,Art Museum of Georgia,europe/georgia/tbilisi/art_museum_of_georgia,0.486,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Tbilisi
southamerica/brazil/olinda,“Olinda”,Olinda,12,21,see,Igreja Nossa Senhora da Conceicao,0.47,candidate,high-value type,,,Restaurante Maurício,southamerica/brazil/olinda/restaurante_mauricio,0.453,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Olinda
europe/netherlands/groningen,Groningen,Groningen,27,133,see,Norway,0.47,candidate,high-value type,,,News Cafe,europe/netherlands/groningen/news_cafe,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Groningen
