world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/norway/bergen,Bergen,Bergen,26,125,see,Nordnes park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,60.4003,5.3015,Nordnes — The Peninsular Neighbourhood,europe/norway/bergen/holmen,0.5,0.547,1.498,needs_external_source,,https://en.wikivoyage.org/wiki/Bergen
northamerica/unitedstates/california/santa_barbara,Santa Barbara,Santa Barbara,17,107,do,Shoreline Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,34.3967,-119.7071,Cold Spring Tavern,northamerica/unitedstates/california/santa_barbara/cold_spring_tavern,0.438,17.629,2.853,needs_external_source,,https://en.wikivoyage.org/wiki/Santa_Barbara
northamerica/elsalvador/sansalvador,San Salvador,San Salvador,8,55,see,Railway Museum and Theme Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,13.70067,-89.17749,MUNA - National Museum of Anthropology,northamerica/elsalvador/sansalvador/muna,0.462,5.573,4.482,needs_external_source,,https://en.wikivoyage.org/wiki/San_Salvador
asia/indonesia/bali/nusapenida,Nusa Penida,Nusa Penida,5,31,see,Atuh Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-8.7734,115.6218,Broken Beach,asia/indonesia/bali/nusapenida/broken_beach,0.545,21.369,13.312,needs_external_source,,https://en.wikivoyage.org/wiki/Nusa_Penida
europe/ukraine/chernihiv,Chernihiv,Chernihiv,6,39,see,Military & historical museum,0.89,candidate,has coordinates; has description; high-value type; strong travel term,51.49769,31.31993,Boris and Gleb Cathedral,europe/ukraine/chernihiv/boris_and_gleb_cathedral,0.333,1.298,1.814,needs_external_source,,https://en.wikivoyage.org/wiki/Chernihiv
asia/iraq/baghdad,Baghdad,Baghdad,7,78,see,Bab al-Wastani,0.89,candidate,has coordinates; has description; high-value type; strong travel term,33.3518,44.4041,Al-Mutanabbi Street,asia/iraq/baghdad/al_mutanabbi_street,0.424,1.871,5.311,needs_external_source,,https://en.wikivoyage.org/wiki/Baghdad
northamerica/unitedstates/illinois/carbondale,Carbondale,Carbondale (Illinois),6,25,do,Evergreen Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,37.69915,-89.23162,Shawnee National Forest,northamerica/unitedstates/illinois/carbondale/shawnee_national_forest,0.27,35.128,3.415,needs_external_source,,https://en.wikivoyage.org/wiki/Carbondale_%28Illinois%29
asia/india/maharashtra/lonavala,Lonavala,Lonavla,9,17,see,Rajmachi Point,0.89,candidate,has coordinates; has description; high-value type; strong travel term,18.77021,73.36709,Chai Stalls,asia/india/maharashtra/lonavala/chai_stalls,0.4,4.76,4.741,needs_external_source,,https://en.wikivoyage.org/wiki/Lonavla
africa/cameroon/yaound,Yaoundé,Yaoundé,13,116,see,Statue of Charles Atangana,0.89,candidate,has coordinates; has description; high-value type; strong travel term,3.8588,11.52019,Notre-Dame des Victoires Cathedral,africa/cameroon/yaound/notre_dame_des_victoires,0.535,0.465,1.14,needs_external_source,,https://en.wikivoyage.org/wiki/Yaound%C3%A9
northamerica/unitedstates/massachusetts/provincetown,Provincetown,Provincetown,1,89,do,Race Point Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,42.081111,-70.216111,Lobster Pot,northamerica/unitedstates/massachusetts/provincetown/lobster_pot,0.37,4.122,4.204,needs_external_source,,https://en.wikivoyage.org/wiki/Provincetown
