world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/turkey/ankara,Ankara,Ankara,13,116,see,Hittite Sun Disc Statue,0.77,candidate,has coordinates; high-value type,39.9267,32.8552,Trilye Restaurant,asia/turkey/ankara/trilye_restaurant,0.4,2.773,0.666,needs_external_source,,https://en.wikivoyage.org/wiki/Ankara
europe/germany/saxony/hoyerswerda,Hoyerswerda,Hoyerswerda,3,17,do,Knappensee,0.77,candidate,has coordinates; high-value type,51.381111,14.306944,Lausitzer Seenland,europe/germany/saxony/hoyerswerda/lausitzer_seenland,0.357,11.007,7.017,needs_external_source,,https://en.wikivoyage.org/wiki/Hoyerswerda
europe/romania/pitesti,Pitești,Pitești,8,36,see,Budeasa Dam,0.77,candidate,has coordinates; high-value type,44.913206,24.828858,Trivale Monastery,europe/romania/pitesti/trivale_monastery,0.214,6.871,7.091,needs_external_source,,https://en.wikivoyage.org/wiki/Pite%C8%99ti
europe/russia/ekaterinoburg,Yekaterinburg,Yekaterinburg,26,72,see,Pervomayskaya,0.77,candidate,has coordinates; high-value type,56.8425,60.6325,Vovremya,europe/russia/ekaterinoburg/vovremya,0.476,1.676,2.188,needs_external_source,,https://en.wikivoyage.org/wiki/Yekaterinburg
africa/botswana/gaborone,Gaborone,Gaborone,6,46,see,New Ministry Building,0.77,candidate,has coordinates; high-value type,-24.656,25.9082,Three Dikgosi Monument,africa/botswana/gaborone/three_dikgosi_monument,0.279,1.227,0.244,needs_external_source,,https://en.wikivoyage.org/wiki/Gaborone
europe/ireland/dundalk,Dundalk,Dundalk,5,28,see,Hill of Faughart,0.77,candidate,has coordinates; high-value type,54.052,-6.385,Dún Dealgan Motte,europe/ireland/dundalk/dun_dealgan_motte,0.364,5.167,5.372,needs_external_source,,https://en.wikivoyage.org/wiki/Dundalk
europe/unitedkingdom/manisleof/laxey,Laxey,Laxey,4,11,see,Snaefell,0.77,candidate,has coordinates; high-value type,54.2633,-4.4625,Snaefell Mountain Railway,europe/unitedkingdom/manisleof/laxey/snaefell_mountain_railway,0.485,5.076,5.929,needs_external_source,,https://en.wikivoyage.org/wiki/Laxey
europe/france/corsica/corte,Corte,Corte,7,8,do,Zoicu,0.77,candidate,has coordinates; high-value type,42.2009,8.9259,Restonica Gorge,europe/france/corsica/corte/restonica_gorge,0.3,21.944,21.876,needs_external_source,,https://en.wikivoyage.org/wiki/Corte
europe/greece/athens,Athens,Athens,48,150,see,Cultural Centre Hellenic Cosmos,0.77,candidate,has coordinates; high-value type,37.9626148,23.6887172,Panathenaic Stadium,europe/greece/athens/panathenaic_stadium,0.44,4.635,4.291,needs_external_source,,https://en.wikivoyage.org/wiki/Athens
europe/unitedkingdom/england/manchester_liverpool_and_north_west/preston,Preston,Preston,19,19,see,Garstang,0.77,candidate,has coordinates; high-value type,53.903,-2.767,"The Harris (Museum, Art Gallery and Library)",europe/unitedkingdom/england/manchester_liverpool_and_north_west/preston/harris_museum,0.429,16.624,16.581,needs_external_source,,https://en.wikivoyage.org/wiki/Preston
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/bradford,Bradford,Bradford,18,30,do,Odsal,0.77,candidate,has coordinates; high-value type,53.7649,-1.7572,Bolling Hall,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/bradford/bolling_hall,0.353,1.603,3.301,needs_external_source,,https://en.wikivoyage.org/wiki/Bradford
europe/ireland/bray,Bray,Bray (Ireland),5,15,see,Fassaroe Cross,0.77,candidate,has coordinates; high-value type,53.196,-6.141,Ardmore Studios,europe/ireland/bray/ardmore_studios,0.483,1.068,2.12,needs_external_source,,https://en.wikivoyage.org/wiki/Bray_%28Ireland%29
asia/turkey/dalyan,Dalyan,Dalyan,12,10,see,Tombs of the Kings,0.77,candidate,has coordinates; high-value type,36.8343,28.6325,Caunos Acropolis,asia/turkey/dalyan/caunos_acropolis,0.4,1.345,0.884,needs_external_source,,https://en.wikivoyage.org/wiki/Dalyan
europe/unitedkingdom/scotland/falkirk,Falkirk,Falkirk,6,40,do,Stenhousemuir FC,0.77,candidate,has coordinates; high-value type,56.0282,-3.8147,Callendar House,europe/unitedkingdom/scotland/falkirk/callendar_house,0.452,4.772,3.531,needs_external_source,,https://en.wikivoyage.org/wiki/Falkirk
europe/ireland/dun_laoghaire,Dun Laoghaire,Dún Laoghaire,8,18,see,Ballybrack Dolmen,0.77,candidate,has coordinates; high-value type,53.2451,-6.1223,DLR LexIcon,europe/ireland/dun_laoghaire/dlr_lexicon,0.286,5.366,5.393,needs_external_source,,https://en.wikivoyage.org/wiki/D%C3%BAn_Laoghaire
