world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/ireland/killarney,Killarney,Killarney,11,45,do,Muckross Horse Riding,0.62,candidate,has coordinates; high-value type,52.02272,-9.49174,Muckross House and Gardens,europe/ireland/killarney/muckross_house,0.681,0.459,4.202,needs_external_source,,https://en.wikivoyage.org/wiki/Killarney
asia/srilanka/polannaruwa,Polonnaruwa,Polonnaruwa,15,21,see,Lotus Pound,0.62,candidate,has coordinates; high-value type,7.974817,81.003924,Tivanka Image House,asia/srilanka/polannaruwa/tivanka_image_house,0.581,0.419,4.173,needs_external_source,,https://en.wikivoyage.org/wiki/Polonnaruwa
europe/spain/balearicislands/formentera,Formentera,Formentera,11,19,do,Platja Es Arenals,0.62,candidate,has coordinates; high-value type,38.66603,1.51012,Platja de Ses Illetes,europe/spain/balearicislands/formentera/platja_ses_illetes,0.686,12.08,8.018,needs_external_source,,https://en.wikivoyage.org/wiki/Formentera
europe/ireland/dingle,Dingle,Dingle,15,34,see,St Manchan Oratory,0.62,candidate,has coordinates; high-value type,52.1545,-10.331,Gallarus Oratory,europe/ireland/dingle/gallarus_oratory,0.588,2.362,4.516,needs_external_source,,https://en.wikivoyage.org/wiki/Dingle
europe/croatia/dalmatia/makarska,Makarska,Makarska,14,16,see,Kotišina,0.62,candidate,has coordinates; high-value type,43.29,17.046,Stari Mlin,europe/croatia/dalmatia/makarska/stari_mlin,0.556,2.164,2.131,needs_external_source,,https://en.wikivoyage.org/wiki/Makarska
europe/unitedkingdom/scotland/glencoe,Glencoe,Glencoe,3,10,do,Hidden Valley,0.62,candidate,has coordinates; high-value type,56.6551,-4.9935,Lost Valley (Coire Gabhail),europe/unitedkingdom/scotland/glencoe/lost_valley,0.583,4.847,7.278,needs_external_source,,https://en.wikivoyage.org/wiki/Glencoe
europe/belgium/kortrijk,Kortrijk,Kortrijk,9,32,see,Sint-Jan-de-Doperkerk,0.62,candidate,has coordinates; high-value type,50.829107,3.280875,Groeninge Monument,europe/belgium/kortrijk/groeninge_monument,0.641,0.359,1.058,needs_external_source,,https://en.wikivoyage.org/wiki/Kortrijk
europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/devon/exeter,Exeter,Exeter,6,59,see,St Olave's,0.62,candidate,has coordinates; high-value type,50.7217,-3.5339,Exeter Cathedral,europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/devon/exeter/exeter_cathedral,0.632,0.368,0.656,needs_external_source,,https://en.wikivoyage.org/wiki/Exeter
europe/unitedkingdom/scotland/falkirk,Falkirk,Falkirk,6,40,do,Falkirk GC,0.62,candidate,has coordinates; high-value type,56.0077,-3.8179,Falkirk Wheel,europe/unitedkingdom/scotland/falkirk/falkirk_wheel,0.696,1.691,2.195,needs_external_source,,https://en.wikivoyage.org/wiki/Falkirk
europe/spain/canaryislands/lanzarote/arrecife,Arrecife,Arrecife,12,35,see,Faro Punta de la Lagarta,0.62,candidate,has coordinates; high-value type,28.9524,-13.5502,Naranja Amarga,europe/spain/canaryislands/lanzarote/arrecife/naranja_amarga,0.562,1.08,1.29,needs_external_source,,https://en.wikivoyage.org/wiki/Arrecife
