world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/malaysia/perhentianislands,Perhentian Islands,Perhentian Islands,9,35,do,Monkey Dives,0.51,candidate,high-value type; has external URL,,,Tiga Ruang Dive Site,asia/malaysia/perhentianislands/tiga_ruang,0.438,,,missing_coordinates; has_external_url,http://www.monkeydives.com/,https://en.wikivoyage.org/wiki/Perhentian_Islands
asia/turkey/ankara,Ankara,Ankara,13,116,see,Cuba,0.51,candidate,high-value type; has external URL,,,Hacı Bayram Mosque,asia/turkey/ankara/haci_bayram_mosque,0.286,,,missing_coordinates; has_external_url,https://www.kubakonsoloslugu.com/kuba-ankara-buyukelciligi/,https://en.wikivoyage.org/wiki/Ankara
europe/unitedkingdom/england/london,London,London,76,205,see,San Marino,0.51,candidate,high-value type; has external URL,,,Camden Market,europe/unitedkingdom/england/london/camden_market,0.522,,,missing_coordinates; has_external_url,http://www.esteri.sm/on-line/en/home/diplomatic-and-consular-corps/consular-representations-of-san-marino/scheda1000142.html,https://en.wikivoyage.org/wiki/London
northamerica/unitedstates/newyorkstate/lakeplacid,Lake Placid,Lake Placid,9,36,do,Cascade Cross Country Ski,0.51,candidate,high-value type; has external URL,,,Whiteface Mountain,northamerica/unitedstates/newyorkstate/lakeplacid/whiteface_mountain,0.419,,,missing_coordinates; has_external_url,https://adk.org/cascade-welcome-center/,https://en.wikivoyage.org/wiki/Lake_Placid
northamerica/unitedstates/florida/winterhaven,Winter Haven,Winter Haven,10,45,see,Urgent Care—Cypress Gardens,0.51,candidate,high-value type; has external URL,,,Bok Tower Gardens,northamerica/unitedstates/florida/winterhaven/bok_tower_gardens,0.5,,,missing_coordinates; has_external_url,http://www.cypresswalkin.com,https://en.wikivoyage.org/wiki/Winter_Haven
southamerica/peru/trujillo_1,Trujillo,Trujillo (Peru),5,8,do,AMA Disco Lounge,0.51,candidate,high-value type; has external URL,,,Museo del Juguete,southamerica/peru/trujillo_1/museo_del_juguete,0.483,,,missing_coordinates; has_external_url,https://www.facebook.com/AmaDisco/?rf=118317018272435,https://en.wikivoyage.org/wiki/Trujillo_%28Peru%29
africa/mali/bamako,Bamako,Bamako,10,36,see,Nigeria,0.51,candidate,high-value type; has external URL,,,La Cigalle,africa/mali/bamako/la_cigalle,0.429,,,missing_coordinates; has_external_url,https://bamako.foreignaffairs.gov.ng/,https://en.wikivoyage.org/wiki/Bamako
asia/china/beijing,Beijing,Beijing,50,94,see,Uzbekistan,0.51,candidate,high-value type; has external URL,,,Beijing Zoo,asia/china/beijing/beijing_zoo,0.381,,,missing_coordinates; has_external_url,https://china.mfa.uz/,https://en.wikivoyage.org/wiki/Beijing
europe/spain/madrid,Madrid,Madrid,116,94,see,Denmark (Dinamarca),0.51,candidate,high-value type; has external URL,,,Las Ventas,europe/spain/madrid/lasventas,0.462,,,missing_coordinates; has_external_url,http://spanien.um.dk,https://en.wikivoyage.org/wiki/Madrid
northamerica/unitedstates/california/northcoast/fortuna,Fortuna,Fortuna (California),7,5,do,Redwood AutoXpo,0.51,candidate,high-value type; has external URL,,,Downtown Fortuna,northamerica/unitedstates/california/northcoast/fortuna/downtown_fortuna,0.323,,,missing_coordinates; has_external_url,http://redwoodautoxpo.com/,https://en.wikivoyage.org/wiki/Fortuna_%28California%29
northamerica/guatemala/quetzaltenango,Quetzaltenango,Quetzaltenango,2,13,do,Asociación de Mujeres del Altiplano,0.51,candidate,high-value type; has external URL,,,Eating Out,northamerica/guatemala/quetzaltenango/eating_out,0.316,,,missing_coordinates; has_external_url,https://amaguate.org,https://en.wikivoyage.org/wiki/Quetzaltenango
europe/malta/valletta,Valletta,Valletta,43,63,do,Floriana F.C.,0.51,candidate,high-value type; has external URL,,,Fort St Elmo,europe/malta/valletta/fort_st_elmo,0.417,,,missing_coordinates; has_external_url,http://www.florianafc.com/,https://en.wikivoyage.org/wiki/Valletta
europe/unitedkingdom/england/london,London,London,76,205,see,Georgia,0.51,candidate,high-value type; has external URL,,,Gordon's Wine Bar,europe/unitedkingdom/england/london/gordon_wine_bar,0.417,,,missing_coordinates; has_external_url,http://uk.mfa.gov.ge/default.aspx?sec_id=2117&lang=2,https://en.wikivoyage.org/wiki/London
europe/bosniaandherzegovina/sarajevo,Sarajevo,Sarajevo,42,173,see,BIHAMK,0.51,candidate,high-value type; has external URL,,,Inat Kuća (House of Spite),europe/bosniaandherzegovina/sarajevo/inat_kuca,0.462,,,missing_coordinates; has_external_url,http://www.bihamk.ba/,https://en.wikivoyage.org/wiki/Sarajevo
africa/southafrica/pretoria,Pretoria,Pretoria,12,120,see,Israel,0.51,candidate,high-value type; has external URL,,,Church Square,africa/southafrica/pretoria/church_square,0.316,,,missing_coordinates; has_external_url,http://embassies.gov.il/pretoria/Pages/default.aspx,https://en.wikivoyage.org/wiki/Pretoria
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,Mexico,0.51,candidate,high-value type; has external URL,,,Wellington West,northamerica/canada/ontario/ottawa/wellington_west,0.286,,,missing_coordinates; has_external_url,https://embamex.sre.gob.mx/canada/index.php/en,https://en.wikivoyage.org/wiki/Ottawa
southamerica/guyana/georgetown,Georgetown,Georgetown (Guyana),49,57,see,Roraima Airways,0.51,candidate,high-value type; has external URL,,,Promenade Gardens,southamerica/guyana/georgetown/promenade_gardens,0.5,,,missing_coordinates; has_external_url,https://roraimaairways.com,https://en.wikivoyage.org/wiki/Georgetown_%28Guyana%29
northamerica/unitedstates/florida/miami,Miami,Miami,57,70,see,Portugal (Honorary),0.51,candidate,high-value type; has external URL,,,Coral Gables,northamerica/unitedstates/florida/miami/coral_gables,0.4,,,missing_coordinates; has_external_url,https://washingtondc.embaixadaportugal.mne.gov.pt/en/consular-services/consular-network,https://en.wikivoyage.org/wiki/Miami
