world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/washington/friday_harbor,Friday Harbor,Friday Harbor,4,19,see,San Juan Transit,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Whale Watching,northamerica/unitedstates/washington/friday_harbor/whale_watching,0.333,,,missing_coordinates; has_external_url,https://www.sanjuantransit.com/,https://en.wikivoyage.org/wiki/Friday_Harbor
europe/germany/lowersaxony/goslar,Goslar,Goslar,13,36,do,Harz National Park,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Oberharz Water Management System,europe/germany/lowersaxony/goslar/oberharz_water_system,0.4,,,missing_coordinates; has_external_url,http://www.nationalpark-hochharz.de/,https://en.wikivoyage.org/wiki/Goslar
northamerica/unitedstates/northcarolina/asheville,Asheville,Asheville,20,153,see,Kress Emporium,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Thomas Wolfe Memorial,northamerica/unitedstates/northcarolina/asheville/thomas_wolfe_memorial,0.4,,,missing_coordinates; has_external_url,http://www.thekressemporium.com,https://en.wikivoyage.org/wiki/Asheville
northamerica/unitedstates/texas/big_bend_national_park,Big Bend National Park,Big Bend National Park,0,15,do,Desert Sports,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,,,0.0,,,missing_coordinates; has_external_url,http://www.desertsportstx.com/,https://en.wikivoyage.org/wiki/Big_Bend_National_Park
europe/lithuania/kaunas,Kaunas,Kaunas,16,90,see,Mykolas Žilinskas Picture Gallery,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Kaunas Castle,europe/lithuania/kaunas/kaunas_castle,0.4,,,missing_coordinates; has_external_url,https://ciurlionis.lt/activities/branches/m-zilinskas-art-gallery-closed-for-reconstruction/,https://en.wikivoyage.org/wiki/Kaunas
asia/turkey/antalya,Antalya,Antalya,50,44,see,Saint Paul Union Church,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Antalya Museum,asia/turkey/antalya/antalya_museum,0.432,,,missing_coordinates; has_external_url,https://www.spccturkey.com/,https://en.wikivoyage.org/wiki/Antalya
asia/malaysia/kuantan,Kuantan,Kuantan,7,12,do,Learn to Kitesurf at Balok Beach,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Teluk Cempedak Beach,asia/malaysia/kuantan/teluk_cempedak,0.385,,,missing_coordinates; has_external_url,http://www.kiteboardingmalaysia.com,https://en.wikivoyage.org/wiki/Kuantan
northamerica/unitedstates/rhodeisland/newport,Newport,Newport (Rhode Island),10,111,do,Newport Sport Fishing Charters,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Newport Tower,northamerica/unitedstates/rhodeisland/newport/newport_tower,0.512,,,missing_coordinates; has_external_url,http://www.nsfcharters.com,https://en.wikivoyage.org/wiki/Newport_%28Rhode_Island%29
northamerica/honduras/bayislands/roatan,Roatán,Roatán,20,40,do,Shirkie's Barrio Dorcas Ranch,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,West Bay Beach,northamerica/honduras/bayislands/roatan/west_bay,0.419,,,missing_coordinates; has_external_url,http://www.barriodorcasranch.com,https://en.wikivoyage.org/wiki/Roat%C3%A1n
europe/ireland/waterford,Waterford,Waterford,6,48,do,Theatre Royal,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Waterford Medieval Museum,europe/ireland/waterford/medieval_museum,0.368,,,missing_coordinates; has_external_url,https://theatreroyal.ie/,https://en.wikivoyage.org/wiki/Waterford
