world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/greece/xanthi,Xanthi,Xanthi,5,26,see,Folk Art Museum,0.74,candidate,has coordinates; has description; high-value type; strong travel term,41.143552,24.887616,Xanthi Old Town,europe/greece/xanthi/old_town,0.688,0.312,0.615,needs_external_source,,https://en.wikivoyage.org/wiki/Xanthi
asia/pakistan/karachi,Karachi,Karachi,50,197,see,Holy Trinity Cathedral,0.74,candidate,has coordinates; has description; high-value type; strong travel term,24.852,67.03,Sindh Governor's House,asia/pakistan/karachi/governors_house,0.575,0.425,0.984,needs_external_source,,https://en.wikivoyage.org/wiki/Karachi
europe/italy/tuscany/cortona,Cortona,Cortona,18,30,see,Santa Maria Nuova,0.74,candidate,has coordinates; has description; high-value type; strong travel term,43.279233,11.989369,Basilica di Santa Margherita,europe/italy/tuscany/cortona/basilica_santa_margherita,0.609,0.391,0.559,needs_external_source,,https://en.wikivoyage.org/wiki/Cortona
northamerica/unitedstates/california/carmel,Carmel,Carmel (California),7,32,do,Monastery Beach,0.74,candidate,has coordinates; has description; high-value type; strong travel term,36.52357,-121.92718,Carmel Beach,northamerica/unitedstates/california/carmel/carmel_beach,0.593,2.799,3.534,needs_external_source,,https://en.wikivoyage.org/wiki/Carmel_%28California%29
northamerica/canada/alberta/banff,Banff,Banff,45,93,do,Tunnel Mountain Trail,0.74,candidate,has coordinates; has description; high-value type; strong travel term,51.1754,-115.5618,Banff Centre,northamerica/canada/alberta/banff/banffcentre,0.644,0.356,0.717,needs_external_source,,https://en.wikivoyage.org/wiki/Banff
asia/qatar/doha,Doha,Doha,50,160,do,Aspire Park,0.74,candidate,has coordinates; has description; high-value type; strong travel term,25.261,51.436,Aspire Tower,asia/qatar/doha/aspire_tower,0.696,0.873,9.134,needs_external_source,,https://en.wikivoyage.org/wiki/Doha
europe/poland/lodz,Łódź,Łódź,7,114,see,Old City Park,0.74,candidate,has coordinates; has description; high-value type; strong travel term,51.780069,19.4561,Izrael Poznański Palace,europe/poland/lodz/izreal_poznaski_palace,0.641,0.359,1.1,needs_external_source,,https://en.wikivoyage.org/wiki/%C5%81%C3%B3d%C5%BA
europe/italy/emiliaromagna/parma,Parma,Parma,15,41,see,Chiesa di Santa Croce,0.74,candidate,has coordinates; has description; high-value type; strong travel term,44.80398,10.314998,Camera di San Paolo,europe/italy/emiliaromagna/parma/camera_di_san_paolo,0.6,1.105,1.055,needs_external_source,,https://en.wikivoyage.org/wiki/Parma
asia/india/orissa/bhubaneswar,Bhubaneswar,Bhubaneswar,4,59,see,Kapileswar Temple,0.74,candidate,has coordinates; has description; high-value type; strong travel term,20.22909,85.827438,"Kichakeswari Temple, Khiching",asia/india/orissa/bhubaneswar/karanjia__similip/khiching_temple,0.622,154.349,7.457,needs_external_source,,https://en.wikivoyage.org/wiki/Bhubaneswar
northamerica/guatemala/antiguaguatemala,Antigua Guatemala,Antigua Guatemala,16,66,see,Volcán de Fuego,0.74,candidate,has coordinates; has description; high-value type; strong travel term,14.474722,-90.880833,Volcán de Agua,northamerica/guatemala/antiguaguatemala/volcan_de_agua,0.696,14.999,18.356,needs_external_source,,https://en.wikivoyage.org/wiki/Antigua_Guatemala
europe/lithuania/vilnius,Vilnius,Vilnius,53,134,see,Bernadine Cemetery,0.74,candidate,has coordinates; has description; high-value type; strong travel term,54.68,25.307,Bernardine Church,europe/lithuania/vilnius/bernardine_church,0.686,0.922,1.929,needs_external_source,,https://en.wikivoyage.org/wiki/Vilnius
asia/laos/vientiane,Vientiane,Vientiane,28,135,see,Chinese Temple,0.74,candidate,has coordinates; has description; high-value type; strong travel term,17.9628,102.6052,Wat Ong Teu Mahawihan,asia/laos/vientiane/wat_ong_teu,0.655,0.345,0.876,needs_external_source,,https://en.wikivoyage.org/wiki/Vientiane
asia/india/rajasthan/bikaner,Bikaner,Bikaner,9,12,see,Shivbari Temple,0.74,candidate,has coordinates; has description; high-value type; strong travel term,28.00064,73.35411,Karni Mata Temple (Deshnoke),asia/india/rajasthan/bikaner/karni_mata_temple,0.625,22.493,4.015,needs_external_source,,https://en.wikivoyage.org/wiki/Bikaner
asia/kazakhstan/shimkent,Shymkent,Shymkent,12,32,see,Abay Park,0.74,candidate,has coordinates; has description; high-value type; strong travel term,42.32544,69.585736,Ordabasy Square,asia/kazakhstan/shimkent/ordabasy_square,0.583,1.209,1.213,needs_external_source,,https://en.wikivoyage.org/wiki/Shymkent
africa/capeverde/saotiago/praia,Praia,Praia,9,65,see,Cruz do Papa,0.74,candidate,has coordinates; has description; high-value type; strong travel term,14.90282,-23.51341,Prainha Beach,africa/capeverde/saotiago/praia/prainha_beach,0.667,0.333,1.554,needs_external_source,,https://en.wikivoyage.org/wiki/Praia
asia/israel/haifa,Haifa,Haifa,31,47,do,The (student's) beach,0.74,candidate,has coordinates; has description; high-value type; strong travel term,32.78882,34.95536,Dado Beach,asia/israel/haifa/dado_beach,0.667,2.24,5.246,needs_external_source,,https://en.wikivoyage.org/wiki/Haifa
europe/armenia/aragatsotn_marz/ashtarak,Ashtarak,Ashtarak,8,17,see,Surb Sarkis Church,0.74,candidate,has coordinates; has description; high-value type; strong travel term,40.2981,44.3692,Tsiranavor and Spitakavor Churches,europe/armenia/aragatsotn_marz/ashtarak/tsiranavor_and_spitakavor,0.637,0.363,1.242,needs_external_source,,https://en.wikivoyage.org/wiki/Ashtarak
asia/china/liaoning/liaoyang,Liaoyang,Liaoyang,4,20,see,Guangyou Temple Scenic Area,0.74,candidate,has coordinates; has description; high-value type; strong travel term,41.27852111652999,123.17666028641854,Guangyou Temple,asia/china/liaoning/liaoyang/guangyou_temple,0.714,0.56,1.427,needs_external_source,,https://en.wikivoyage.org/wiki/Liaoyang
africa/nigeria/portharcourt,Port Harcourt,Port Harcourt,23,55,see,Borokiri Market,0.74,candidate,has coordinates; has description; high-value type; strong travel term,4.75792,7.02381,Oil Mill Market,africa/nigeria/portharcourt/oil_mill_market,0.667,12.067,1.214,needs_external_source,,https://en.wikivoyage.org/wiki/Port_Harcourt
europe/spain/melilla,Melilla,Melilla,5,121,see,Plaza de San Lorenzo,0.74,candidate,has coordinates; has description; high-value type; strong travel term,35.287864,-2.939639,Parque Hernández,europe/spain/melilla/parque_hernandez,0.648,0.352,0.46,needs_external_source,,https://en.wikivoyage.org/wiki/Melilla
northamerica/unitedstates/northdakota/williston,Williston,Williston (North Dakota),8,27,do,Williston Skate Park,0.74,candidate,has coordinates; has description; high-value type; strong travel term,48.1546018,-103.6266601,Williston Brewing Company,northamerica/unitedstates/northdakota/williston/the_williston_brewing_company,0.622,,0.965,needs_external_source,,https://en.wikivoyage.org/wiki/Williston_%28North_Dakota%29
northamerica/mexico/sanblas,San Blas,San Blas (Mexico),9,11,see,Muelle de San Blas,0.74,candidate,has coordinates; has description; high-value type; strong travel term,21.541509164034025,-105.29150955304736,Fort Basilio (La Contaduría),northamerica/mexico/sanblas/fort_basilio,0.589,0.411,11.139,needs_external_source,,https://en.wikivoyage.org/wiki/San_Blas_%28Mexico%29
northamerica/unitedstates/northcarolina/greensboro,Greensboro,Greensboro,15,40,see,Fisher Park,0.74,candidate,has coordinates; has description; high-value type; strong travel term,36.083017,-79.789455,LeBauer Park,northamerica/unitedstates/northcarolina/greensboro/lebauer_park,0.609,0.933,1.176,needs_external_source,,https://en.wikivoyage.org/wiki/Greensboro
asia/china/henan_province/yuzhou,Yuzhou,Yuzhou,4,48,see,Por Ling Weng Temple,0.74,candidate,has coordinates; has description; high-value type; strong travel term,34.1356,113.2605,Yuwang Temple,asia/china/henan_province/yuzhou/yuwang_temple,0.606,19.659,19.659,needs_external_source,,https://en.wikivoyage.org/wiki/Yuzhou
europe/macedonia/bitola,Bitola,Bitola,6,65,see,Bitola Zoo,0.74,candidate,has coordinates; has description; high-value type; strong travel term,41.014575,21.342029,Heraclea Lyncestis,europe/macedonia/bitola/heraclea_lyncestis,0.578,0.422,2.136,needs_external_source,,https://en.wikivoyage.org/wiki/Bitola
asia/india/madhyapradesh/bhopal,Bhopal,Bhopal,7,24,see,MP Tribal Museum,0.74,candidate,has coordinates; has description; high-value type; strong travel term,23.23228,77.37761,Bhopal Gas Tragedy Memorial Museum,asia/india/madhyapradesh/bhopal/bhopal_gas_tragedy_memorial,0.56,6.239,3.833,needs_external_source,,https://en.wikivoyage.org/wiki/Bhopal
asia/india/maharashtra/mahabaleshwar,Mahabaleshwar,Mahabaleshwar,7,30,see,Lodwick Point,0.74,candidate,has coordinates; has description; high-value type; strong travel term,17.939817,73.634559,Wilson Point (Sunrise Point),asia/india/maharashtra/mahabaleshwar/wilson_point,0.64,2.711,2.991,needs_external_source,,https://en.wikivoyage.org/wiki/Mahabaleshwar
asia/syria/homs,Homs,Homs,10,6,see,Citadel of Homs,0.74,candidate,has coordinates; has description; high-value type; strong travel term,34.723689,36.714482,The Citadel,asia/syria/homs/the_citadel,0.636,0.824,0.457,needs_external_source,,https://en.wikivoyage.org/wiki/Homs
europe/georgia/mtskheta,Mtskheta,Mtskheta,5,12,see,Shio Mgvime Monastery,0.74,candidate,has coordinates; has description; high-value type; strong travel term,41.862361,44.64025,Jvari Monastery,europe/georgia/mtskheta/jvari_monastery,0.667,8.17,6.81,needs_external_source,,https://en.wikivoyage.org/wiki/Mtskheta
asia/china/hebei/cangzhou,Cangzhou,Cangzhou,3,63,do,Cangzhou Art Museum,0.74,candidate,has coordinates; has description; high-value type; strong travel term,38.28157,116.8135,Cangzhou Martial Arts Culture,asia/china/hebei/cangzhou/cangzhou_martial_arts,0.625,6.524,6.524,needs_external_source,,https://en.wikivoyage.org/wiki/Cangzhou
asia/india/assam/guwahati,Guwahati,Guwahati,24,59,see,Basistha Temple,0.74,candidate,has coordinates; has description; high-value type; strong travel term,26.095,91.784444,Kamakhya Temple,asia/india/assam/guwahati/kamakhya_temple,0.667,11.187,9.993,needs_external_source,,https://en.wikivoyage.org/wiki/Guwahati
