world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/unitedkingdom/england/birmingham_and_west_midlands/worcester,Worcester,Worcester (England),11,49,see,Infirmary Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.19566,-2.22649,The Postal Order,europe/unitedkingdom/england/birmingham_and_west_midlands/worcester/the_postal_order,0.577,0.423,0.637,has_external_url,https://medicalmuseum.org.uk/the-infirmary,https://en.wikivoyage.org/wiki/Worcester_%28England%29
europe/norway/bergen,Bergen,Bergen,26,125,see,Siljustøl Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,60.293982,5.308097,Leprosy Museum (St George's Hospital),europe/norway/bergen/leprosy_museum,0.6,10.875,11.199,has_external_url,http://www.siljustolmuseum.no/,https://en.wikivoyage.org/wiki/Bergen
australiaandpacific/australia/queensland/sunshinecoast,Sunshine Coast,Sunshine Coast,7,112,see,Caloundra Regional Gallery,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-26.8039,153.1308,Caloundra,australiaandpacific/australia/queensland/sunshinecoast/caloundra,0.689,0.311,17.031,has_external_url,https://gallery.sunshinecoast.qld.gov.au/,https://en.wikivoyage.org/wiki/Sunshine_Coast
asia/china/shaanxi/baoji,Baoji,Baoji,7,8,see,Baoji Folk Customs Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,34.354956247449735,107.14363553291376,Baoji Bronzeware Museum,asia/china/shaanxi/baoji/bronzeware_museum,0.583,5.213,2.963,has_external_url,http://www.bjmsbwg.cn/,https://en.wikivoyage.org/wiki/Baoji
asia/china/liaoning/dandong,Dandong,Dandong,5,13,see,Yalu River Art Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,40.094099,124.363192,Yalu River Promenade,asia/china/liaoning/dandong/yalu_river_promenade,0.683,2.973,3.04,has_external_url,http://www.wluyan.com/portal.php?mod=list&catid=20,https://en.wikivoyage.org/wiki/Dandong
asia/southkorea/dae_gu,Daegu,Daegu,7,73,see,Dalseong Park,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,35.874034,128.577749,Suseong Lake,asia/southkorea/dae_gu/suseong_lake,0.64,5.59,2.151,has_external_url,https://korean.visitkorea.or.kr/detail/content_view.do?cid=126130,https://en.wikivoyage.org/wiki/Daegu
europe/georgia/tbilisi,Tbilisi,Tbilisi,60,147,see,Open Air Museum of Ethnography,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,41.702,44.743,Art Museum of Georgia,europe/georgia/tbilisi/art_museum_of_georgia,0.627,4.823,4.945,has_external_url,http://museum.ge/index.php?lang_id=ENG&sec_id=46,https://en.wikivoyage.org/wiki/Tbilisi
southamerica/ecuador/quito,Quito,Quito,25,61,see,Museo Etnohistorico de Artesanias del Ecuador Mindalae,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-0.19897,-78.48766,Zazu Restaurant,southamerica/ecuador/quito/zazu_restaurant,0.646,0.354,3.616,has_external_url,http://www.mindalae.com.ec/,https://en.wikivoyage.org/wiki/Quito
australiaandpacific/australia/tasmania/hobart,Hobart,Hobart,57,83,see,Kangaroo Bluff Historic Site,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-42.881287,147.367183,Penitentiary Chapel Historic Site,australiaandpacific/australia/tasmania/hobart/penitentiary_chapel,0.623,3.303,3.259,has_external_url,https://parks.tas.gov.au/explore-our-parks/kangaroo-bluff-historic-site,https://en.wikivoyage.org/wiki/Hobart
northamerica/unitedstates/ohio/dayton,Dayton,Dayton,13,51,see,Carillon Park,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,39.730833,-84.1975,Day Air Ballpark,northamerica/unitedstates/ohio/dayton/day_air_ballpark,0.552,3.858,3.167,has_external_url,https://www.daytonhistory.org/,https://en.wikivoyage.org/wiki/Dayton
