world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/thailand/kosamet,Ko Samet,Ko Samet,5,26,see,Luk Yon Bay,0.77,candidate,has coordinates; high-value type,12.57354,101.46527,Na Dan Village,asia/thailand/kosamet/na_dan_pier,0.32,1.673,2.995,needs_external_source,,https://en.wikivoyage.org/wiki/Ko_Samet
asia/iran/tehran,Tehran,Tehran,44,119,do,gondola lifts' 1st station,0.77,candidate,has coordinates; high-value type,35.8202,51.4063,Oudlajan,asia/iran/tehran/oudlajan,0.364,15.638,14.639,needs_external_source,,https://en.wikivoyage.org/wiki/Tehran
australiaandpacific/australia/westernaustralia/kalbarri,Kalbarri,Kalbarri,5,13,see,Shell House,0.77,candidate,has coordinates; high-value type,-27.803,114.118,The Loop,australiaandpacific/australia/westernaustralia/kalbarri/the_loop,0.267,37.895,11.179,needs_external_source,,https://en.wikivoyage.org/wiki/Kalbarri
europe/spain/galicia/pontevedra,Pontevedra,Pontevedra,17,12,see,Marismas do Alba,0.77,candidate,has coordinates; high-value type,42.4473,-8.6465,Taberna do Bispo,europe/spain/galicia/pontevedra/taberna_do_bispo,0.5,1.685,1.736,needs_external_source,,https://en.wikivoyage.org/wiki/Pontevedra
europe/unitedkingdom/scotland/perth,Perth,Perth (Scotland),7,41,do,Kinnoull Hill,0.77,candidate,has coordinates; high-value type,56.3903,-3.3993,North Inch,europe/unitedkingdom/scotland/perth/north_inch,0.348,2.509,2.007,needs_external_source,,https://en.wikivoyage.org/wiki/Perth_%28Scotland%29
europe/spain/spanishcostas/altea,Altea,Altea,8,28,do,Platja de l'Olla,0.77,candidate,has coordinates; high-value type,38.6179,-0.0292,Plaza de la Iglesia Terraces,europe/spain/spanishcostas/altea/plaza_iglesia_terraces,0.4,2.742,2.685,needs_external_source,,https://en.wikivoyage.org/wiki/Altea
asia/indonesia/sleman,Sleman,Sleman,7,32,do,Hyatt Regency Golf,0.77,candidate,has coordinates; high-value type,-7.740352,110.374168,Yogya Kembali Monument,asia/indonesia/sleman/yogya_kembali_monument,0.3,1.145,5.718,needs_external_source,,https://en.wikivoyage.org/wiki/Sleman
asia/oman/musandampeninsula/khasab,Khasab,Khasab,4,38,see,Al Darah border post,0.77,candidate,has coordinates; high-value type,26.05064,56.08778,Telegraph Island,asia/oman/musandampeninsula/khasab/telegraph_island,0.333,26.926,21.748,needs_external_source,,https://en.wikivoyage.org/wiki/Khasab
europe/ireland/aranislands/inismor,Inis Mór,Inis Mór,10,17,see,St Enda's Monastery,0.77,candidate,has coordinates; high-value type,53.1012,-9.6527,Arkin's Castle,europe/ireland/aranislands/inismor/arkins_castle,0.485,0.796,4.126,needs_external_source,,https://en.wikivoyage.org/wiki/Inis_M%C3%B3r
europe/spain/canaryislands/lanzarote/playa_blanca,Playa Blanca,Playa Blanca,6,21,see,Los Charcones,0.77,candidate,has coordinates; high-value type,28.9149,-13.8473,El Anzuelo,europe/spain/canaryislands/lanzarote/playa_blanca/el_anzuelo,0.375,5.951,5.993,needs_external_source,,https://en.wikivoyage.org/wiki/Playa_Blanca
europe/unitedkingdom/scotland/northberwick,North Berwick,North Berwick,15,21,see,Isle of May,0.77,candidate,has coordinates; high-value type,56.186,-2.555,Steampunk Coffee Roasters,europe/unitedkingdom/scotland/northberwick/steampunk_coffee,0.389,17.4,17.55,needs_external_source,,https://en.wikivoyage.org/wiki/North_Berwick
europe/slovakia/b_a_n_s_k,Banská Stiavnica,Banská Štiavnica,6,35,do,Veľká Vindšachtská,0.77,candidate,has coordinates; high-value type,48.43424,18.85655,Slovak Mining Museum,europe/slovakia/b_a_n_s_k/mining_museum,0.389,3.856,4.095,needs_external_source,,https://en.wikivoyage.org/wiki/Bansk%C3%A1_%C5%A0tiavnica
europe/ireland/dingle,Dingle,Dingle,15,34,see,Ballyferriter,0.77,candidate,has coordinates; high-value type,52.175,-10.414,Gallarus Oratory,europe/ireland/dingle/gallarus_oratory,0.483,4.414,10.616,needs_external_source,,https://en.wikivoyage.org/wiki/Dingle
europe/italy/tuscany/livorno,Livorno,Livorno,7,23,see,Torre del Marzocco,0.77,candidate,has coordinates; high-value type,43.566343,10.303978,Monument of the Four Moors,europe/italy/tuscany/livorno/monument_four_moors,0.333,1.874,1.853,needs_external_source,,https://en.wikivoyage.org/wiki/Livorno
europe/unitedkingdom/england/newcastle_and_north_east/consett,Consett,Consett,2,7,see,Ebchester,0.77,candidate,has coordinates; high-value type,54.893,-1.842,Blackhill and Consett Park,europe/unitedkingdom/england/newcastle_and_north_east/consett/blackhill_park,0.343,3.952,4.606,needs_external_source,,https://en.wikivoyage.org/wiki/Consett
asia/mongolia/ulaanbaatar,Ulaanbaatar,Ulaanbaatar,8,112,see,Korea-Mongolia Friendship Forest,0.77,candidate,has coordinates; high-value type,47.984333,106.949694,National Museum of Mongolia,asia/mongolia/ulaanbaatar/national_museum,0.339,7.512,7.709,needs_external_source,,https://en.wikivoyage.org/wiki/Ulaanbaatar
asia/thailand/kanchanaburi,Kanchanaburi,Kanchanaburi,7,41,see,Wat Ban Tham,0.77,candidate,has coordinates; high-value type,13.9694,99.5774,Wat Tham Khao Poon,asia/thailand/kanchanaburi/watthamkhaopoon,0.533,6.446,6.096,needs_external_source,,https://en.wikivoyage.org/wiki/Kanchanaburi
europe/france/aquitaine/bordeaux,Bordeaux,Bordeaux,50,52,see,Villenave d'Ornon,0.77,candidate,has coordinates; high-value type,44.783,-0.572,Halle des Chartrons,europe/france/aquitaine/bordeaux/halle_des_chartrons,0.438,7.417,6.12,needs_external_source,,https://en.wikivoyage.org/wiki/Bordeaux
europe/ireland/galway,Galway,Galway,11,67,see,Barna Woods,0.77,candidate,has coordinates; high-value type,53.2583,-9.132,Aran Islands Day Trip,europe/ireland/galway/aran_islands,0.375,44.927,5.8,needs_external_source,,https://en.wikivoyage.org/wiki/Galway
europe/unitedkingdom/scotland/shetland/yell,Yell,Yell,4,11,see,Fetlar,0.77,candidate,has coordinates; high-value type,60.6,-0.86,Ern Stack,europe/unitedkingdom/scotland/shetland/yell/ern_stack,0.267,17.866,16.492,needs_external_source,,https://en.wikivoyage.org/wiki/Yell
asia/srilanka/dambulla,Dambulla,Dambulla,3,6,see,Dambulla Main Bus Station,0.77,candidate,has coordinates; high-value type,7.8695612,80.6519616,Dambulla Cave Temple,asia/srilanka/dambulla/dambulla_cave_temple,0.533,1.462,0.525,needs_external_source,,https://en.wikivoyage.org/wiki/Dambulla
europe/ireland/malahide,Malahide,Malahide,5,10,do,Low Rock,0.77,candidate,has coordinates; high-value type,53.444,-6.127,Broadmeadow Estuary,europe/ireland/malahide/broadmeadow_estuary,0.296,2.446,1.923,needs_external_source,,https://en.wikivoyage.org/wiki/Malahide
northamerica/canada/britishcolumbia/nelson,Nelson,Nelson (British Columbia),13,43,do,Hall Siding,0.77,candidate,has coordinates; high-value type,49.3649,-117.2471,Lakeside Park,northamerica/canada/britishcolumbia/nelson/lakeside_park,0.333,14.43,14.785,needs_external_source,,https://en.wikivoyage.org/wiki/Nelson_%28British_Columbia%29
europe/france/aquitaine/saintes,Saintes,Saintes,6,93,see,La Poste Saintes-Bellevue,0.77,candidate,has coordinates; high-value type,45.7319,-0.6431,Basilique Saint-Eutrope,europe/france/aquitaine/saintes/basilique_saint_eutrope,0.533,1.059,1.784,needs_external_source,,https://en.wikivoyage.org/wiki/Saintes
europe/unitedkingdom/scotland/glasgow,Glasgow,Glasgow,32,184,see,Clyde Arc,0.77,candidate,has coordinates; high-value type,55.8571,-4.2828,Gallery of Modern Art (GoMA),europe/unitedkingdom/scotland/glasgow/goma,0.467,2.012,2.086,needs_external_source,,https://en.wikivoyage.org/wiki/Glasgow
europe/russia/ural/ekaterinburg,Ekaterinburg,Yekaterinburg,11,72,see,Pervomayskaya,0.77,candidate,has coordinates; high-value type,56.8425,60.6325,Rastorguev-Kharitonov Palace,europe/russia/ural/ekaterinburg/kharitonov_palace,0.293,1.338,1.987,needs_external_source,,https://en.wikivoyage.org/wiki/Yekaterinburg
northamerica/unitedstates/california/longbeach,Long Beach,Long Beach,10,97,see,West Station,0.77,candidate,has coordinates; high-value type,33.79129,-118.21601,Belmont Shore,northamerica/unitedstates/california/longbeach/belmont_shore,0.4,8.42,3.352,needs_external_source,,https://en.wikivoyage.org/wiki/Long_Beach
northamerica/unitedstates/california/centralcoast/santacruz,Santa Cruz,Santa Cruz (California),16,63,do,Mitchell's Cove,0.77,candidate,has coordinates; high-value type,36.95291,-122.04079,Mystery Spot,northamerica/unitedstates/california/centralcoast/santacruz/mystery_spot,0.444,7.896,2.589,needs_external_source,,https://en.wikivoyage.org/wiki/Santa_Cruz_%28California%29
asia/china/jiangxi/shangrao,Shangrao,Shangrao,6,11,see,Shangrao Tianmu Hot Spring Resort,0.77,candidate,has coordinates; high-value type,28.4979,117.9998,Shangrao Museum,asia/china/jiangxi/shangrao/shangrao_museum,0.542,5.714,5.714,needs_external_source,,https://en.wikivoyage.org/wiki/Shangrao
europe/unitedkingdom/scotland/jedburgh,Jedburgh,Jedburgh,7,20,see,Timpendean Tower,0.77,candidate,has coordinates; high-value type,55.4963,-2.5784,Jed Water Walk,europe/unitedkingdom/scotland/jedburgh/jed_water_walk,0.4,,2.531,needs_external_source,,https://en.wikivoyage.org/wiki/Jedburgh
europe/greece/prefecture_of_serres/serres,Serres,Serres,8,8,see,Lailias Ski Center,0.77,candidate,has coordinates; high-value type,41.264936,23.604513,Plateia Eleftherias,europe/greece/prefecture_of_serres/serres/plateia_eleftherias,0.378,19.969,19.865,needs_external_source,,https://en.wikivoyage.org/wiki/Serres
asia/indonesia/java/yogyakarta,Yogyakarta,Yogyakarta,16,99,do,Perpustakaan Iboekoe,0.77,candidate,has coordinates; high-value type,-7.8125611377520086,110.36236524581909,Taman Sari,asia/indonesia/java/yogyakarta/taman_sari,0.541,0.459,1.943,needs_external_source,,https://en.wikivoyage.org/wiki/Yogyakarta
europe/norway/stavanger,Stavanger,Stavanger,17,57,see,Three Swords,0.77,candidate,has coordinates; high-value type,58.9413,5.672,Sverd i fjell (Swords in Rock),europe/norway/stavanger/sverd_i_fjell,0.53,0.47,4.682,needs_external_source,,https://en.wikivoyage.org/wiki/Stavanger
europe/spain/canaryislands/fuerteventura,Fuerteventura,Fuerteventura,6,6,see,Lighthouse Faro de La Entallada,0.77,candidate,has coordinates; high-value type,28.2304,-13.9486,Parque Natural de Corralejo,europe/spain/canaryislands/fuerteventura/parque_natural_corralejo,0.327,53.365,19.69,needs_external_source,,https://en.wikivoyage.org/wiki/Fuerteventura
europe/ireland/dundalk,Dundalk,Dundalk,5,28,see,Clochafarmore,0.77,candidate,has coordinates; high-value type,53.9745,-6.4659,Dún Dealgan Motte,europe/ireland/dundalk/dun_dealgan_motte,0.333,4.961,5.41,needs_external_source,,https://en.wikivoyage.org/wiki/Dundalk
asia/turkey/ankara,Ankara,Ankara,13,116,do,Dikmen Valley,0.77,candidate,has coordinates; high-value type,39.888658495950814,32.84334558931444,Kızılay,asia/turkey/ankara/kizilay,0.4,3.169,3.686,needs_external_source,,https://en.wikivoyage.org/wiki/Ankara
europe/unitedkingdom/scotland/peterhead,Peterhead,Peterhead,1,30,see,Keith Inch,0.77,candidate,has coordinates; high-value type,57.5032,-1.7714,Things to do in Peterhead,europe/unitedkingdom/scotland/peterhead/things_to_do,0.343,,0.733,needs_external_source,,https://en.wikivoyage.org/wiki/Peterhead
