world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/china/fujianprovince/fuzhou,Fuzhou,Fuzhou,9,76,see,Yantai Mountain,0.85,candidate,has coordinates; has description; high-value type,26.0506,119.3083,Fujian Museum,asia/china/fujianprovince/fuzhou/fujian_museum,0.357,5.795,3.414,needs_external_source,,https://en.wikivoyage.org/wiki/Fuzhou
asia/india/uttaranchal/mussoorie,Mussoorie,Mussoorie,13,47,do,Cambridge Book Depot,0.85,candidate,has coordinates; has description; high-value type,30.4561,78.0778,Camel's Back Road,asia/india/uttaranchal/mussoorie/camels_back_road,0.486,1.477,0.101,needs_external_source,,https://en.wikivoyage.org/wiki/Mussoorie
asia/china/hubei/enshi,Enshi,Enshi,4,42,see,Daughter Town,0.85,candidate,has coordinates; has description; high-value type,30.297604,109.510292,Sidu River Bridge,asia/china/hubei/enshi/sidu_river_bridge,0.333,50.97,3.527,needs_external_source,,https://en.wikivoyage.org/wiki/Enshi
asia/pakistan/azad_kashmir/muzaffar_abad,Muzaffarabad,Muzaffarabad,4,11,see,Makra Choti,0.85,candidate,has coordinates; has description; high-value type,34.5729,73.4958,Red Fort,asia/pakistan/azad_kashmir/muzaffar_abad/red_fort,0.421,21.372,22.602,needs_external_source,,https://en.wikivoyage.org/wiki/Muzaffarabad
europe/germany/saxony/leipzig,Leipzig,Leipzig,16,133,do,Aussichtsturm Rosentalhügel,0.85,candidate,has coordinates; has description; high-value type,51.357,12.347,Auerbachs Keller,europe/germany/saxony/leipzig/auerbachs_keller,0.372,2.774,2.65,needs_external_source,,https://en.wikivoyage.org/wiki/Leipzig
europe/italy/calabria/reggiocalabria,Reggio di Calabria,Reggio Calabria,5,20,see,Santuario di Sant'Antonio,0.85,candidate,has coordinates; has description; high-value type,38.110713,15.656751,Castello Aragonese,europe/italy/calabria/reggiocalabria/castello_aragonese,0.372,1.204,0.88,needs_external_source,,https://en.wikivoyage.org/wiki/Reggio_Calabria
asia/philippines/baguio,Baguio,Baguio,14,55,see,Valley of Colors,0.85,candidate,has coordinates; has description; high-value type,16.43491,120.59611,Laperal White House,asia/philippines/baguio/laperal_white_house,0.343,2.802,3.626,needs_external_source,,https://en.wikivoyage.org/wiki/Baguio
australiaandpacific/newzealand/chathamislands,Chatham Islands,Chatham Islands,6,37,see,Tommy Solomon Statue,0.85,candidate,has coordinates; has description; high-value type,-44.03327,-176.33631,Ohira Bay Basalt Columns,australiaandpacific/newzealand/chathamislands/ohira_bay,0.318,13.602,17.539,needs_external_source,,https://en.wikivoyage.org/wiki/Chatham_Islands
asia/china/zhejiang/ningbo,Ningbo,Ningbo,50,112,do,Zhaobaoshan,0.85,candidate,has coordinates; has description; high-value type,29.9601,121.7186,Laojie (Old Commercial Street) Area,asia/china/zhejiang/ningbo/xihu_old_street,0.364,18.971,19.285,needs_external_source,,https://en.wikivoyage.org/wiki/Ningbo
europe/slovakia/bojnice,Bojnice,Bojnice,3,9,see,Sports center for handicapped Ramata,0.85,candidate,has coordinates; has description; high-value type,48.753056,18.801944,Bojnice Thermal Baths,europe/slovakia/bojnice/thermal_baths,0.351,16.384,16.381,needs_external_source,,https://en.wikivoyage.org/wiki/Bojnice
europe/greece/kavala,Kavala,Kavala,14,95,see,Piges,0.85,candidate,has coordinates; has description; high-value type,41.0729,24.2648,Imaret,europe/greece/kavala/imaret,0.364,19.995,19.542,needs_external_source,,https://en.wikivoyage.org/wiki/Kavala
asia/india/maharashtra/nashik,Nashik,Nashik,5,73,see,Tapovan,0.85,candidate,has coordinates; has description; high-value type,20.000747,73.812131,Trimbakeshwar,asia/india/maharashtra/nashik/trimbakeshwar_tri,0.3,30.381,2.568,needs_external_source,,https://en.wikivoyage.org/wiki/Nashik
asia/china/hainanisland/haikou,Haikou,Haikou,11,64,do,Splash City,0.85,candidate,has coordinates; has description; high-value type,19.91962483538646,110.3230453562249,Baishamen Park,asia/china/hainanisland/haikou/baishamen_park,0.32,17.187,19.376,needs_external_source,,https://en.wikivoyage.org/wiki/Haikou
europe/russia/murmansk,Murmansk,Murmansk,13,21,see,Arctic Research Institute Exposition,0.85,candidate,has coordinates; has description; high-value type,68.9607492,33.0673727,Marine Station,europe/russia/murmansk/marine_station,0.44,0.918,1.148,needs_external_source,,https://en.wikivoyage.org/wiki/Murmansk
europe/slovakia/kosice,Košice,Košice,7,153,see,Customer service and sales point,0.85,candidate,has coordinates; has description; high-value type,48.70383,21.23664,Executioner's Bastion,europe/slovakia/kosice/executioners_bastion,0.453,2.759,2.433,needs_external_source,,https://en.wikivoyage.org/wiki/Ko%C5%A1ice
