world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/finland/pirkkala,Pirkkala,Pirkkala,2,13,do,Golf Pirkkala,0.81,candidate,has coordinates; high-value type; has external URL,61.43924,23.656813,Tampere-Pirkkala Airport,europe/finland/pirkkala/tampere_pirkkala_airport,0.486,3.948,3.044,has_external_url,https://golfpirkkala.fi/,https://en.wikivoyage.org/wiki/Pirkkala
europe/germany/berlin,Berlin,Berlin,161,123,see,Luxembourg,0.81,candidate,has coordinates; high-value type; has external URL,52.507,13.3511,Luxus Bar,europe/germany/berlin/luxusbar,0.526,5.374,3.196,has_external_url,http://berlin.mae.lu/ge,https://en.wikivoyage.org/wiki/Berlin
northamerica/unitedstates/florida/lake_wales,Lake Wales,Lake Wales,4,40,see,Lake Wales Chamber of Commerce,0.81,candidate,has coordinates; high-value type; has external URL,27.900402,-81.597629,Dixie Walesbilt Hotel,northamerica/unitedstates/florida/lake_wales/dixie_walesbilt_hotel,0.431,0.768,1.157,has_external_url,https://www.lakewaleschamber.com/,https://en.wikivoyage.org/wiki/Lake_Wales
europe/denmark/copenhagen,Copenhagen,Copenhagen,101,98,see,Lithuania,0.81,candidate,has coordinates; high-value type; has external URL,55.7527,12.55844,Amaliehaven,europe/denmark/copenhagen/amaliehaven,0.5,7.9,8.54,has_external_url,http://dk.mfa.lt,https://en.wikivoyage.org/wiki/Copenhagen
asia/jordan/amman,Amman,Amman,45,74,see,Delegation of the European Union to Jordan,0.81,candidate,has coordinates; high-value type; has external URL,31.957179,35.88125,Abdoun & West Amman,asia/jordan/amman/abdoun,0.457,0.543,4.078,has_external_url,https://eeas.europa.eu/delegations/jordan_en,https://en.wikivoyage.org/wiki/Amman
asia/thailand/bangkok,Bangkok,Bangkok,108,116,see,Bhutan,0.81,candidate,has coordinates; high-value type; has external URL,13.7778,100.587,Le Banyan,asia/thailand/bangkok/le_banyan,0.5,5.568,9.507,has_external_url,https://www.mfa.gov.bt/rbebangkok/,https://en.wikivoyage.org/wiki/Bangkok
northamerica/unitedstates/ohio/newark,Newark,Newark (Ohio),4,11,see,"The Works: Ohio Center for History, Art & Technology",0.81,candidate,has coordinates; high-value type; has external URL,40.057022,-82.398751,Longaberger Basket Building,northamerica/unitedstates/ohio/newark/longaberger_basket_building,0.267,4.606,0.248,has_external_url,https://www.attheworks.org/,https://en.wikivoyage.org/wiki/Newark_%28Ohio%29
europe/netherlands/waddenislands/schiermonnikoog_is,Schiermonnikoog,Schiermonnikoog,10,37,see,PostNL Postkantoor,0.81,candidate,has coordinates; high-value type; has external URL,53.47995,6.16242,Train to Leeuwarden,europe/netherlands/waddenislands/schiermonnikoog_is/getting_there/train_transfer_fro,0.324,39.973,2.741,has_external_url,http://ds1.nl/c/?wi=61465&si=870&li=52429,https://en.wikivoyage.org/wiki/Schiermonnikoog
europe/finland/kuopio,Kuopio,Kuopio,6,104,see,Vehmasmäki Chapel,0.81,candidate,has coordinates; high-value type; has external URL,62.749831,27.566186,Kuopio Cathedral,europe/finland/kuopio/kuopio_cathedral,0.424,16.808,16.852,has_external_url,https://www.kuopionseurakunnat.fi/kirkot-ja-tilat/siunauskappelit/vehmasmaen-kappeli,https://en.wikivoyage.org/wiki/Kuopio
asia/china/liaoning/shenyang,Shenyang,Shenyang,6,59,see,Liaoning Science and Technology Hall,0.81,candidate,has coordinates; high-value type; has external URL,41.6735,123.4542,Zhang Xueliang Mansion,asia/china/liaoning/shenyang/zhang_xueliang_mansion,0.345,15.228,14.52,has_external_url,https://www.lnkjg.cn/,https://en.wikivoyage.org/wiki/Shenyang
europe/france/normandybrittany/alenon,Alençon,Alençon,4,26,do,Golf d’Alençon en Arçonnay,0.81,candidate,has coordinates; high-value type; has external URL,48.3903,0.0812,Basilica of Notre-Dame d'Alençon,europe/france/normandybrittany/alenon/basilica_notre_dame,0.414,4.415,4.607,has_external_url,https://www.facebook.com/Golf-dAlencon-en-Arconnay-1994830450797052/,https://en.wikivoyage.org/wiki/Alen%C3%A7on
