world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/mexico/ensenada,Ensenada,Ensenada,8,39,do,Whale Pursuing,0.55,candidate,has description; high-value type,,,Valle de Guadalupe,northamerica/mexico/ensenada/valle_de_guadalupe,0.345,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ensenada
northamerica/unitedstates/colorado/boulder,Boulder,Boulder,5,46,do,NCAR Trails,0.55,candidate,has description; high-value type,,,Pearl Street Mall,northamerica/unitedstates/colorado/boulder/pearl_street_mall,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Boulder
asia/china/anhui/huainan,Huainan,Huainan,3,17,see,Xiaosungang Site,0.55,candidate,has description; high-value type,,,Liu An Tofu Origin Site,asia/china/anhui/huainan/liu_an_tofu_origin,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Huainan
asia/india/kerala/kollam,Kollam,Kollam,7,40,see,Mannadi,0.55,candidate,has description; high-value type,,,Munroe Island,asia/india/kerala/kollam/munroe_island,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kollam
asia/cambodia/phnompenh,Phnom Penh,Phnom Penh,50,79,see,Galaxy Web,0.55,candidate,has description; high-value type,,,Bassac Lane,asia/cambodia/phnompenh/bassac_lane,0.381,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Phnom_Penh
asia/lebanon/sidon,Sidon,Sidon,14,16,see,Djebel,0.55,candidate,has description; high-value type,,,Debbane Palace,asia/lebanon/sidon/debbane_palace,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Sidon
africa/capeverde/saotiago/praia,Praia,Praia,9,65,see,Cybercafé Sofia,0.55,candidate,has description; high-value type,,,Ilheu de Santa Maria,africa/capeverde/saotiago/praia/ilheu_de_santa_maria,0.323,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Praia
asia/india/kerala/kottayam,Kottayam,Kottayam,4,23,see,Public Water Transport Kottayam to Alappuzha,0.55,candidate,has description; high-value type,,,Kottayam Valiapalli (St. Mary's Orthodox Syrian Church),asia/india/kerala/kottayam/kottayam_valiapalli,0.444,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kottayam
europe/norway/oslo,Oslo,Oslo,26,88,see,Police,0.55,candidate,has description; high-value type,,,Royal Palace,europe/norway/oslo/royalpalace,0.444,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Oslo
asia/cambodia/kratie,Kratie,Kratie,4,22,see,Basket weaver villages,0.55,candidate,has description; high-value type,,,Koh Trong Island,asia/cambodia/kratie/koh_trong,0.368,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kratie
europe/italy/emiliaromagna/bologna,Bologna,Bologna,61,123,do,Livello 57,0.55,candidate,has description; high-value type,,,Via del Pratello,europe/italy/emiliaromagna/bologna/via_del_pratello,0.455,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Bologna
