world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/finland/kuopio,Kuopio,Kuopio,6,104,see,Rauhalahti Farm,0.89,candidate,has coordinates; has description; high-value type; has external URL,62.864034,27.639202,Puijo Tower,europe/finland/kuopio/puijo_tower,0.308,5.11,3.733,has_external_url,https://www.kuopionelainpuisto.com/rauhalahti/,https://en.wikivoyage.org/wiki/Kuopio
northamerica/unitedstates/ohio/youngstown,Youngstown,Youngstown (Ohio),5,30,do,Mahoning Valley Scrappers,0.89,candidate,has coordinates; has description; high-value type; has external URL,41.2185,-80.7552,Mill Creek MetroParks,northamerica/unitedstates/ohio/youngstown/mill_creek_metroparks,0.435,17.677,15.423,has_external_url,http://www.mvscrappers.com/,https://en.wikivoyage.org/wiki/Youngstown_%28Ohio%29
southamerica/brazil/florianopolis,Florianópolis,Florianopolis,7,57,see,Teatro Álvaro de Carvalho,0.89,candidate,has coordinates; has description; high-value type; has external URL,-27.595681,-48.548334,Santo António de Lisboa,southamerica/brazil/florianopolis/santo_antonio_de_lisboa,0.341,10.763,0.22,has_external_url,http://www.tac.sc.gov.br/,https://en.wikivoyage.org/wiki/Florianopolis
asia/israel/telaviv,Tel Aviv,Tel Aviv,57,55,see,Tel Aviv-Jaffa Academic College,0.89,candidate,has coordinates; has description; high-value type; has external URL,32.04783,34.76072,Tel Aviv Beach,asia/israel/telaviv/beach,0.489,4.208,4.616,has_external_url,https://www.mta.ac.il/en-us,https://en.wikivoyage.org/wiki/Tel_Aviv
europe/unitedkingdom/england/norfolk/the_norfolk_broads,The Norfolk Broads,Norfolk Broads,0,34,do,Wroxham Boat Hire,0.89,candidate,has coordinates; has description; high-value type; has external URL,52.7106,1.4089,,,0.0,,13.017,has_external_url,http://www.wroxhamboathire.co.uk,https://en.wikivoyage.org/wiki/Norfolk_Broads
asia/china/sichuanprovince/chengdu,Chengdu,Chengdu,44,95,see,Jinsha Archaeological Site,0.89,candidate,has coordinates; has description; high-value type; has external URL,30.68362,104.01106,Jinsha Site Museum,asia/china/sichuanprovince/chengdu/jinsha_site_museum,0.5,1.117,13.427,has_external_url,http://www.jinshasitemuseum.com/en/enindex.html,https://en.wikivoyage.org/wiki/Chengdu
europe/denmark/aarhus,Aarhus,Aarhus,12,232,do,Jysk Væddeløbsbane,0.89,candidate,has coordinates; has description; high-value type; has external URL,56.1288,10.1975,Den Permanente,europe/denmark/aarhus/den_permanente,0.375,1.636,2.514,has_external_url,http://www.jvb-aarhus.dk,https://en.wikivoyage.org/wiki/Aarhus
northamerica/unitedstates/california/sanjose,San Jose,San Jose (California),6,114,see,Winchester Mystery House,0.89,candidate,has coordinates; has description; high-value type; has external URL,37.319444,-121.950833,Super Taqueria,northamerica/unitedstates/california/sanjose/super_taqueria,0.368,12.288,5.642,has_external_url,http://www.winchestermysteryhouse.com,https://en.wikivoyage.org/wiki/San_Jose_%28California%29
asia/india/kolkata,Kolkata,Kolkata,2,57,see,"Manipal Hospitals, Mukundapur",0.89,candidate,has coordinates; has description; high-value type; has external URL,22.49381,88.4021,Shopping,asia/india/kolkata/shopping,0.278,,9.599,has_external_url,https://www.manipalhospitals.com/mukundapur,https://en.wikivoyage.org/wiki/Kolkata
northamerica/unitedstates/massachusetts/pittsfield,Pittsfield,Pittsfield,11,32,do,Bousquet Ski Area/Play Bousquet,0.89,candidate,has coordinates; has description; high-value type; has external URL,42.411948,-73.268656,Berkshire Museum,northamerica/unitedstates/massachusetts/pittsfield/berkshire_museum,0.426,4.11,4.5,has_external_url,http://www.bousquets.com,https://en.wikivoyage.org/wiki/Pittsfield
europe/spain/canaryislands/lanzarote/puertodelcarmen,Puerto del Carmen,Puerto del Carmen,9,33,do,Lanzarote Golf,0.89,candidate,has coordinates; has description; high-value type; has external URL,28.93725,-13.65242,Playa de los Pocillos,europe/spain/canaryislands/lanzarote/puertodelcarmen/playa_de_los_pocillos,0.429,2.001,1.881,has_external_url,https://lanzarotegolf.com/,https://en.wikivoyage.org/wiki/Puerto_del_Carmen
europe/hungary/sopron,Sopron,Sopron,9,234,see,St. John of Nepomuk Chapel,0.89,candidate,has coordinates; has description; high-value type; has external URL,47.67027,16.58241,Taródi Castle,europe/hungary/sopron/tarodi_castle,0.316,1.984,1.634,has_external_url,http://www.muemlekem.hu/muemlek?id=5085,https://en.wikivoyage.org/wiki/Sopron
northamerica/unitedstates/pennsylvania/gettysburg,Gettysburg,Gettysburg,17,30,do,Gateway Theater 8,0.89,candidate,has coordinates; has description; high-value type; has external URL,39.843915,-77.190632,Soldiers' National Cemetery,northamerica/unitedstates/pennsylvania/gettysburg/national_cemetery,0.372,4.381,3.739,has_external_url,https://www.rctheatres.com/theatredetails/x07pq-rc-gateway-theater-8/,https://en.wikivoyage.org/wiki/Gettysburg
northamerica/unitedstates/newyorkstate/troy,Troy,Troy (New York),7,34,do,Troy Bike Rescue,0.89,candidate,has coordinates; has description; high-value type; has external URL,42.751597,-73.680992,Central Troy Historic District,northamerica/unitedstates/newyorkstate/troy/central_troy_historic_district,0.348,2.797,2.726,has_external_url,https://troybikerescue.info/,https://en.wikivoyage.org/wiki/Troy_%28New_York%29
europe/germany/schleswigholstein/kiel,Kiel,Kiel,8,68,see,Type VII-C U-boat U-995,0.89,candidate,has coordinates; has description; high-value type; has external URL,54.41242,10.228886,Laboe Naval Memorial and U-995,europe/germany/schleswigholstein/kiel/laboe_naval_memorial,0.34,0.82,11.667,has_external_url,http://www.deutscher-marinebund.de/u995_geschichte_english.htm,https://en.wikivoyage.org/wiki/Kiel
europe/netherlands/waddenislands/schiermonnikoog_is/schiermonnikoog,Schiermonnikoog,Schiermonnikoog,10,37,see,Bunkermuseum Schlei,0.89,candidate,has coordinates; has description; high-value type; has external URL,53.496844,6.185894,Ferry to Schiermonnikoog,europe/netherlands/waddenislands/schiermonnikoog_is/getting_there/ferry,0.326,9.383,2.33,has_external_url,https://bunkermuseum.wordpress.com/,https://en.wikivoyage.org/wiki/Schiermonnikoog
europe/france/alpes/grenoble,Grenoble,Grenoble,23,35,see,European Synchrotron Radiation Facility,0.89,candidate,has coordinates; has description; high-value type; has external URL,45.2062129,5.6928471,Vaucanson's Digesting Duck,europe/france/alpes/grenoble/vaucanson_duck,0.431,3.163,3.167,has_external_url,https://www.esrf.fr/,https://en.wikivoyage.org/wiki/Grenoble
europe/france/normandybrittany/alenon,Alençon,Alençon,4,26,do,Ouest Karting,0.89,candidate,has coordinates; has description; high-value type; has external URL,48.55319122,0.27412176,Forest of Écouves,europe/france/normandybrittany/alenon/foret_ecouves,0.345,15.079,19.126,has_external_url,http://www.ouest-karting.fr,https://en.wikivoyage.org/wiki/Alen%C3%A7on
europe/sweden/linkping,Linköping,Linköping,5,45,do,Kinda canal,0.89,candidate,has coordinates; has description; high-value type; has external URL,58.413484,15.630965,Linköping Cathedral,europe/sweden/linkping/cathedral,0.467,0.844,0.554,has_external_url,http://www.kindakanal.se,https://en.wikivoyage.org/wiki/Link%C3%B6ping
europe/unitedkingdom/england/south_east/oxford,Oxford,Oxford,21,127,see,The Shark House,0.89,candidate,has coordinates; has description; high-value type; has external URL,51.758889,-1.213333,Ashmolean Museum,europe/unitedkingdom/england/south_east/oxford/ashmolean_museum,0.444,3.242,3.158,has_external_url,https://www.headingtonshark.com/,https://en.wikivoyage.org/wiki/Oxford
