world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/mexico/sanluispotosi,San Luis Potosí,San Luis Potosi,15,51,do,Mexquitic de Carmona,0.77,candidate,has coordinates; high-value type,22.2661438,-101.1107243,Templo del Carmen,northamerica/mexico/sanluispotosi/templo_del_carmen,0.467,19.014,17.743,needs_external_source,,https://en.wikivoyage.org/wiki/San_Luis_Potosi
asia/india/punjab/patiala,Patiala,Patiala,4,38,do,Dhillon's Fun-World,0.77,candidate,has coordinates; high-value type,30.302043,76.424569,Qila Mubarak,asia/india/punjab/patiala/qila_mubarak,0.323,3.366,13.146,needs_external_source,,https://en.wikivoyage.org/wiki/Patiala
australiaandpacific/australia/queensland/magnetic_island,Magnetic Island,Magnetic Island,6,32,see,Arthur Bay,0.77,candidate,has coordinates; high-value type,-19.12885,146.87606,Horseshoe Bay,australiaandpacific/australia/queensland/magnetic_island/horseshoe_bay,0.522,2.782,4.707,needs_external_source,,https://en.wikivoyage.org/wiki/Magnetic_Island
europe/russia/ural/ekaterinburg,Ekaterinburg,Yekaterinburg,11,72,see,Botanicheskaya,0.77,candidate,has coordinates; high-value type,56.7925,60.64028,Keyboard Monument,europe/russia/ural/ekaterinburg/keyboard_monument,0.323,4.852,5.622,needs_external_source,,https://en.wikivoyage.org/wiki/Yekaterinburg
asia/china/shandong_province/rizhao,Rizhao,Rizhao,6,52,see,Rizhao Public Security Bureau,0.77,candidate,has coordinates; high-value type,35.43107,119.52455,Rizhao Museum,asia/china/shandong_province/rizhao/rizhao_museum,0.524,1.714,1.714,needs_external_source,,https://en.wikivoyage.org/wiki/Rizhao
europe/unitedkingdom/scotland/crieff,Crieff,Crieff,7,9,see,Millhills Stone Circle,0.77,candidate,has coordinates; high-value type,56.356,-3.8,Drummond Castle Gardens,europe/unitedkingdom/scotland/crieff/drummond_castle_gardens,0.311,,3.074,needs_external_source,,https://en.wikivoyage.org/wiki/Crieff
asia/iran/persepolis,Persepolis,Persepolis,0,17,see,The Great Staircase,0.77,candidate,has coordinates; high-value type,29.93606,52.88867,,,0.0,,0.192,needs_external_source,,https://en.wikivoyage.org/wiki/Persepolis
europe/hungary/debrecen,Debrecen,Debrecen,17,130,see,Roman Catholic Chapel in the Cemetery,0.77,candidate,has coordinates; high-value type,47.55469,21.64787,Grand Hotel Aranybika,europe/hungary/debrecen/grand_hotel_aranybika,0.407,3.232,3.066,needs_external_source,,https://en.wikivoyage.org/wiki/Debrecen
europe/germany/saxony/hoyerswerda,Hoyerswerda,Hoyerswerda,3,17,see,Altes Rathaus,0.77,candidate,has coordinates; high-value type,51.4392,14.2433,Lausitzer Seenland,europe/germany/saxony/hoyerswerda/lausitzer_seenland,0.258,6.001,0.806,needs_external_source,,https://en.wikivoyage.org/wiki/Hoyerswerda
europe/ireland/sligo,Sligo,Sligo,17,38,see,Abbeyquarter Passage Tomb,0.77,candidate,has coordinates; high-value type,54.2697,-8.4608,The Model,europe/ireland/sligo/the_model,0.537,0.463,0.967,needs_external_source,,https://en.wikivoyage.org/wiki/Sligo
europe/unitedkingdom/england/newcastle_and_north_east/northumberland/berwickontweed,Berwick-upon-Tweed,Berwick-upon-Tweed,6,14,see,The Border,0.77,candidate,has coordinates; high-value type,55.8066,-2.0435,The Loovre,europe/unitedkingdom/england/newcastle_and_north_east/northumberland/berwickontweed/the_loovre,0.5,4.85,4.882,needs_external_source,,https://en.wikivoyage.org/wiki/Berwick-upon-Tweed
europe/france/corsica/corte,Corte,Corte,7,8,do,Richiusa,0.77,candidate,has coordinates; high-value type,42.1005,9.0643,The Citadel,europe/france/corsica/corte/citadel,0.4,23.993,23.87,needs_external_source,,https://en.wikivoyage.org/wiki/Corte
southamerica/chile/easterisland,Easter Island,Easter Island,20,55,do,Cueva de las vírgenes (Ana O Keke),0.77,candidate,has coordinates; high-value type,-27.09212,-109.24229,Pu o Hiro,southamerica/chile/easterisland/pu_o_hiro,0.348,3.925,10.875,needs_external_source,,https://en.wikivoyage.org/wiki/Easter_Island
europe/isleofman/douglas,Douglas,Douglas (Isle of Man),5,30,see,Camera Obscura,0.77,candidate,has coordinates; high-value type,54.1433,-4.4673,Tower of Refuge,europe/isleofman/douglas/tower_of_refuge,0.345,0.795,0.997,needs_external_source,,https://en.wikivoyage.org/wiki/Douglas_%28Isle_of_Man%29
europe/romania/turda,Turda,Turda,4,9,see,Mănăstirea Sfântul Ioan Botezătorul,0.77,candidate,has coordinates; high-value type,46.4831162,23.5810956,Salina Turda,europe/romania/turda/salina_turda,0.298,19.603,18.287,needs_external_source,,https://en.wikivoyage.org/wiki/Turda
europe/channelislands/sark,Sark,Sark,7,15,see,The Avenue,0.77,candidate,has coordinates; high-value type,49.4317,-2.3535,Dark Sky Island Stargazing,europe/channelislands/sark/dark_sky_island,0.367,0.633,0.691,needs_external_source,,https://en.wikivoyage.org/wiki/Sark
europe/spain/canaryislands/elhierro,El Hierro,El Hierro,5,67,do,Playa de Arenas Blancas,0.77,candidate,has coordinates; high-value type,27.76712,-18.12215,Pico de Malpaso,europe/spain/canaryislands/elhierro/pico_de_malpaso,0.312,9.055,8.67,needs_external_source,,https://en.wikivoyage.org/wiki/El_Hierro
europe/germany/lowersaxony/salzgitter,Salzgitter,Salzgitter,4,14,see,Marienkirche,0.77,candidate,has coordinates; high-value type,52.08827,10.37205,Salzgittersee,europe/germany/lowersaxony/salzgitter/salzgittersee,0.4,8.903,6.96,needs_external_source,,https://en.wikivoyage.org/wiki/Salzgitter
southamerica/paraguay/filadelfia,Filadelfia,Filadelfia,4,30,do,Parque de la Memoria,0.77,candidate,has coordinates; high-value type,-22.3575,-60.0484,Chaco Wildlife Excursions,southamerica/paraguay/filadelfia/chaco_wildlife,0.308,1.467,1.468,needs_external_source,,https://en.wikivoyage.org/wiki/Filadelfia
africa/capeverde/boavista,Boa Vista,Boa Vista (Cape Verde),8,7,see,Ilheu de Sal Rei,0.77,candidate,has coordinates; high-value type,16.17,-22.928,Sal Rei Waterfront,africa/capeverde/boavista/sal_rei_waterfront,0.452,1.3,15.673,needs_external_source,,https://en.wikivoyage.org/wiki/Boa_Vista_%28Cape_Verde%29
northamerica/mexico/playadelcarmen,Playa del Carmen,Playa del Carmen,9,56,see,Parque La Ceiba,0.77,candidate,has coordinates; high-value type,20.627881,-87.087231,Playa del Carmen Beach,northamerica/mexico/playadelcarmen/playa_del_carmen_beach,0.333,0.908,2.14,needs_external_source,,https://en.wikivoyage.org/wiki/Playa_del_Carmen
europe/slovakia/ruomberok,Ružomberok,Ruzomberok,7,29,do,Malinô Brdo,0.77,candidate,has coordinates; high-value type,49.053,19.265,Malinô Brdo Ski and Hiking Resort,europe/slovakia/ruomberok/malino_brdo,0.476,2.024,4.236,needs_external_source,,https://en.wikivoyage.org/wiki/Ruzomberok
europe/netherlands/dezaanseschans,De Zaanse Schans,Zaanse Schans,0,20,see,Oil Mill De Zoeker,0.77,candidate,has coordinates; high-value type,52.47602,4.81755,,,0.0,,0.322,needs_external_source,,https://en.wikivoyage.org/wiki/Zaanse_Schans
southamerica/chile/easterisland,Easter Island,Easter Island,20,55,see,Motu Kau Kau,0.77,candidate,has coordinates; high-value type,-27.1957,-109.4499,Te Ra'ai,southamerica/chile/easterisland/te_ra_ai,0.5,5.505,13.545,needs_external_source,,https://en.wikivoyage.org/wiki/Easter_Island
europe/spain/palencia,Palencia,Palencia,6,13,see,La Olmeda Roman Villa,0.77,candidate,has coordinates; high-value type,42.4817,-4.7366,Iglesia de San Pablo,europe/spain/palencia/san_pablo_church,0.457,54.859,12.727,needs_external_source,,https://en.wikivoyage.org/wiki/Palencia
europe/spain/spanishcostas/losgigantes,Los Gigantes,Los Gigantes,5,22,do,El Bujero,0.77,candidate,has coordinates; high-value type,28.2672152,-16.8356306,Playa de Los Guíos,europe/spain/spanishcostas/losgigantes/playa_de_los_guios,0.235,2.239,2.633,needs_external_source,,https://en.wikivoyage.org/wiki/Los_Gigantes
europe/unitedkingdom/england/eastern_england/greatyarmouth,Great Yarmouth,Great Yarmouth,10,40,see,Berney Marshes,0.77,candidate,has coordinates; high-value type,52.585,1.637,Time and Tide Museum,europe/unitedkingdom/england/eastern_england/greatyarmouth/time_and_tide_museum,0.412,6.661,6.842,needs_external_source,,https://en.wikivoyage.org/wiki/Great_Yarmouth
asia/philippines/mangatarem,Mangatarem,Mangatarem,2,12,see,Daang Kalikasan,0.77,candidate,has coordinates; high-value type,15.764962,120.227666,Manleluag Hot Spring National Park,asia/philippines/mangatarem/manleluag_hot_spring,0.327,9.042,7.553,needs_external_source,,https://en.wikivoyage.org/wiki/Mangatarem
europe/unitedkingdom/northernireland/armagh,Armagh,Armagh,6,12,see,Franciscan Friary,0.77,candidate,has coordinates; high-value type,54.344,-6.6535,St Patrick's Cathedral (Church of Ireland),europe/unitedkingdom/northernireland/armagh/st_patricks_cathedral_coi,0.543,0.457,0.702,needs_external_source,,https://en.wikivoyage.org/wiki/Armagh
europe/lithuania/trakai,Trakai,Trakai,8,12,see,Varnikai Mound,0.77,candidate,has coordinates; high-value type,54.6497,24.9469,Trakai Kenesa,europe/lithuania/trakai/trakai_kenesa,0.444,0.931,0.875,needs_external_source,,https://en.wikivoyage.org/wiki/Trakai
northamerica/unitedstates/northcarolina/wilmington,Wilmington,Wilmington (North Carolina),9,43,see,Military Cutoff,0.77,candidate,has coordinates; high-value type,34.2236,-77.8311,Thalian Hall,northamerica/unitedstates/northcarolina/wilmington/thalian_hall,0.296,10.735,10.448,needs_external_source,,https://en.wikivoyage.org/wiki/Wilmington_%28North_Carolina%29
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/scarborough,Scarborough,Scarborough,7,25,see,Scalby Beck,0.77,candidate,has coordinates; high-value type,54.299,-0.443,Scarborough Castle,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/scarborough/scarborough_castle,0.414,3.888,3.307,needs_external_source,,https://en.wikivoyage.org/wiki/Scarborough
