world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/greece/athens,Athens,Athens,48,150,see,Museum of Ancient Greek Technology Kotsanas,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Museum of Cycladic Art,europe/greece/athens/cycladic_art_museum,0.431,,,missing_coordinates; has_external_url,https://kotsanas.com/en/home-en/,https://en.wikivoyage.org/wiki/Athens
northamerica/unitedstates/california/centralcoast/oxnard,Oxnard,Oxnard,8,20,do,Heritage Square Summer Concerts,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Channel Islands Harbor,northamerica/unitedstates/california/centralcoast/oxnard/channel_islands_harbor,0.34,,,missing_coordinates; has_external_url,http://www.heritagesquareoxnard.com/concerts.html,https://en.wikivoyage.org/wiki/Oxnard
asia/turkey/antalya,Antalya,Antalya,50,44,see,Ethnographic Museum,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Antalya Museum,asia/turkey/antalya/antalya_museum,0.485,,,missing_coordinates; has_external_url,https://www.kulturportali.gov.tr/turkiye/antalya/gezilecekyer/etnografya-muzesi-1,https://en.wikivoyage.org/wiki/Antalya
europe/france/alpes/lyon,Lyon,Lyon,21,156,do,Théâtre le Guignol de Lyon,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Ancient Roman Theatres of Lyon,europe/france/alpes/lyon/roman_theatres,0.49,,,missing_coordinates; has_external_url,http://www.guignol-lyon.com,https://en.wikivoyage.org/wiki/Lyon
northamerica/canada/ontario/niagara_on_the_lake,Niagara-on-the-Lake,Niagara-on-the-Lake,6,58,see,Music Niagara,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Niagara Apothecary,northamerica/canada/ontario/niagara_on_the_lake/niagara_apothecary,0.452,,,missing_coordinates; has_external_url,http://www.musicniagara.org,https://en.wikivoyage.org/wiki/Niagara-on-the-Lake
northamerica/unitedstates/florida/delray_beach,Delray Beach,Delray Beach,17,40,do,Lake Ida Dog Park,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,The Blue Anchor,northamerica/unitedstates/florida/delray_beach/blue_anchor,0.429,,,missing_coordinates; has_external_url,http://www.mydelraybeach.com/Delray/Departments/Parks+and+Recreation/Facilities/Dog+Park/Lake+Ida+Dog+Park.htm,https://en.wikivoyage.org/wiki/Delray_Beach
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/sheffield,Sheffield,Sheffield,2,253,do,Last Laugh Comedy Festival,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Kelham Island,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/sheffield/kelham_island,0.154,,,missing_coordinates; has_external_url,https://www.lastlaughcomedy.co.uk/,https://en.wikivoyage.org/wiki/Sheffield
asia/turkey/van,Van,Van,12,21,see,Saint Bartholomew Monastery,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Van Cat House,asia/turkey/van/van_cat,0.4,,,missing_coordinates; has_external_url,https://van.ktb.gov.tr/TR-76407/bartholomeus-kilisesi.html,https://en.wikivoyage.org/wiki/Van
northamerica/unitedstates/washington/olympicnationalpark,Olympic National Park,Olympic National Park,10,49,do,Boulder Creek Trail,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Lake Crescent,northamerica/unitedstates/washington/olympicnationalpark/lake_crescent,0.5,,,missing_coordinates; has_external_url,https://www.nps.gov/olym/planyourvisit/boulder-creek-trail.htm,https://en.wikivoyage.org/wiki/Olympic_National_Park
northamerica/unitedstates/ohio/portsmouth,Portsmouth,Portsmouth (Ohio),6,25,see,First Presbyterian Church,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Southern Ohio Museum,northamerica/unitedstates/ohio/portsmouth/southern_ohio_museum,0.356,,,missing_coordinates; has_external_url,https://www.firstpresportsmouthoh.com,https://en.wikivoyage.org/wiki/Portsmouth_%28Ohio%29
