world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,Nigeria,0.51,candidate,high-value type; has external URL,,,National War Memorial,northamerica/canada/ontario/ottawa/national_war_memorial,0.429,,,missing_coordinates; has_external_url,https://nigeriahcottawa.ca/,https://en.wikivoyage.org/wiki/Ottawa
europe/croatia/zagreb,Zagreb,Zagreb,42,133,do,CineStar Zagreb,0.51,candidate,high-value type; has external URL,,,Cat Caffe,europe/croatia/zagreb/cat_caffe,0.417,,,missing_coordinates; has_external_url,http://zagreb.cinestarcinemas.hr/,https://en.wikivoyage.org/wiki/Zagreb
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,New Zealand,0.51,candidate,high-value type; has external URL,,,Château Laurier,northamerica/canada/ontario/ottawa/chateau_laurier,0.385,,,missing_coordinates; has_external_url,https://www.mfat.govt.nz/en/countries-and-regions/americas/canada/new-zealand-high-commission/,https://en.wikivoyage.org/wiki/Ottawa
europe/portugal/lisbon,Lisbon,Lisbon,55,57,see,Morocco,0.51,candidate,high-value type; has external URL,,,Praça do Comércio,europe/portugal/lisbon/praca_do_comercio,0.364,,,missing_coordinates; has_external_url,https://www.consulat.ma/en/find-consulat,https://en.wikivoyage.org/wiki/Lisbon
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Amtrak,0.51,candidate,high-value type; has external URL,,,Eastern Market,northamerica/unitedstates/washingtondc/eastern_market,0.5,,,missing_coordinates; has_external_url,https://www.amtrak.com/,https://en.wikivoyage.org/wiki/Washington%2C_D.C.
africa/ghana/accra,Accra,Accra,35,73,see,United States of America,0.51,candidate,high-value type; has external URL,,,National Museum of Ghana,africa/ghana/accra/national_museum,0.417,,,missing_coordinates; has_external_url,http://gh.usembassy.gov/,https://en.wikivoyage.org/wiki/Accra
northamerica/unitedstates/texas/dallas,Dallas,Dallas,4,20,see,El Salvador,0.51,candidate,high-value type; has external URL,,,Dallas Museum of Art,northamerica/unitedstates/texas/dallas/dallas_museum_of_art,0.357,,,missing_coordinates; has_external_url,https://portalcitas.rree.gob.sv/#/sessions/signin,https://en.wikivoyage.org/wiki/Dallas
europe/norway/kristiansand,Kristiansand,Kristiansand,20,80,see,Vitusapotek Elefanten,0.51,candidate,high-value type; has external URL,,,Posebyen,europe/norway/kristiansand/posebyen,0.345,,,missing_coordinates; has_external_url,https://www.vitusapotek.no/vitusapotek/1151,https://en.wikivoyage.org/wiki/Kristiansand
asia/pakistan/karachi,Karachi,Karachi,50,197,see,Singapore,0.51,candidate,high-value type; has external URL,,,Zainab Market,asia/pakistan/karachi/zainab_market,0.455,,,missing_coordinates; has_external_url,http://www.mfa.gov.sg/content/mfa/overseasmission/karachi.html,https://en.wikivoyage.org/wiki/Karachi
asia/pakistan/islamabad,Islamabad,Islamabad,51,67,see,Iran,0.51,candidate,high-value type; has external URL,,,Pir Sohawa,asia/pakistan/islamabad/pir_sohawa,0.429,,,missing_coordinates; has_external_url,https://islamabad.mfa.ir,https://en.wikivoyage.org/wiki/Islamabad
