world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/greece/kavala,Kavala,Kavala,14,95,do,Perigiali (Kara Orman),0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.946,24.4369,Tavernas in Panagia,europe/greece/kavala/taverna_panagia,0.429,2.017,2.301,needs_external_source,,https://en.wikivoyage.org/wiki/Kavala
europe/belarus/minsk,Minsk,Minsk,27,78,see,Saint Mary Magdalene Church,0.89,candidate,has coordinates; has description; high-value type; strong travel term,53.916225,27.553625,Minsk State Circus,europe/belarus/minsk/minsk_circus,0.4,1.857,1.621,needs_external_source,,https://en.wikivoyage.org/wiki/Minsk
europe/italy/sicily/pelagianislands/lampedusa,Lampedusa,Lampedusa,5,17,do,Capo Ponente,0.89,candidate,has coordinates; has description; high-value type; strong travel term,35.52072,12.51815,Cala Guitgia,europe/italy/sicily/pelagianislands/lampedusa/cala_guitgia,0.333,7.525,7.154,needs_external_source,,https://en.wikivoyage.org/wiki/Lampedusa
northamerica/unitedstates/california/coronado,Coronado,Coronado (California),7,23,do,Spreckels Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,32.69086,-117.17691,Peohe's,northamerica/unitedstates/california/coronado/peohe,0.381,0.774,0.076,needs_external_source,,https://en.wikivoyage.org/wiki/Coronado_%28California%29
asia/china/innermongolia/manzhouli,Manzhouli,Manzhouli,4,41,do,Mammoth Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,49.6409,117.4906,Matryoshka Square,asia/china/innermongolia/manzhouli/matryoshka_square,0.483,7.195,6.357,needs_external_source,,https://en.wikivoyage.org/wiki/Manzhouli
asia/india/maharashtra/ratnagiri,Ratnagiri,Ratnagiri,5,9,see,Ganapatipule,0.89,candidate,has coordinates; has description; high-value type; strong travel term,17.14649,73.26711,Thiba Palace,asia/india/maharashtra/ratnagiri/thiba_palace,0.417,17.372,18.022,needs_external_source,,https://en.wikivoyage.org/wiki/Ratnagiri
northamerica/honduras/tegucigalpa,Tegucigalpa,Tegucigalpa,6,30,see,Iglesia de Los Dolores,0.89,candidate,has coordinates; has description; high-value type; strong travel term,14.1080765,-87.2087448,Parque Central,northamerica/honduras/tegucigalpa/parque_central,0.46,0.54,2.929,needs_external_source,,https://en.wikivoyage.org/wiki/Tegucigalpa
asia/southkorea/suwon,Suwon,Suwon,6,131,do,Traditional Korean Archery,0.89,candidate,has coordinates; has description; high-value type; strong travel term,37.287,127.0235,Hwaseong Fortress,asia/southkorea/suwon/hwaseong_fortress_1,0.372,2.672,1.068,needs_external_source,,https://en.wikivoyage.org/wiki/Suwon
asia/china/hainanisland/haikou,Haikou,Haikou,11,64,see,Hongcheng Lake Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,20.008105446686756,110.34466463924011,Binhai Park,asia/china/hainanisland/haikou/binhai_park,0.533,4.176,16.135,needs_external_source,,https://en.wikivoyage.org/wiki/Haikou
asia/india/westbengal/digha,Digha,Digha,4,20,see,Chandaneswar Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,21.628333,87.457778,"Jagannath Temple, Digha",asia/india/westbengal/digha/jagannath_temple,0.537,3.628,5.25,needs_external_source,,https://en.wikivoyage.org/wiki/Digha
northamerica/mexico/juarez,Juarez,Juarez,4,23,do,Parque Central Hermanos Escobar,0.89,candidate,has coordinates; has description; high-value type; strong travel term,31.6873,-106.42602,Catedral de Ciudad Juárez,northamerica/mexico/juarez/catedral,0.34,8.112,0.395,needs_external_source,,https://en.wikivoyage.org/wiki/Juarez
europe/italy/friuliveneziagiulia/trieste,Trieste,Trieste,15,49,see,Il Faro della Vittoria,0.89,candidate,has coordinates; has description; high-value type; strong travel term,45.675566,13.757047,Carso Plateau,europe/italy/friuliveneziagiulia/trieste/carso_plateau,0.457,5.032,3.283,needs_external_source,,https://en.wikivoyage.org/wiki/Trieste
northamerica/nicaragua/jinotega,Jinotega,Jinotega,5,18,see,Museo General Augusto Nicolas Calderón Sandino,0.89,candidate,has coordinates; has description; high-value type; strong travel term,13.21364,-86.11095,Mercado Municipal,northamerica/nicaragua/jinotega/mercado_municipal,0.349,18.342,18.342,needs_external_source,,https://en.wikivoyage.org/wiki/Jinotega
northamerica/unitedstates/rhodeisland/newport,Newport,Newport (Rhode Island),10,111,do,King Park Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,41.475833,-71.316667,Marble House,northamerica/unitedstates/rhodeisland/newport/marble_house,0.37,1.78,0.962,needs_external_source,,https://en.wikivoyage.org/wiki/Newport_%28Rhode_Island%29
europe/hungary/zalakaros,Zalakaros,Zalakaros,2,56,see,Galambok Heritage House,0.89,candidate,has coordinates; has description; high-value type; strong travel term,46.51925,17.12315,Gránit Thermal and Adventure Bath,europe/hungary/zalakaros/granit_thermal_bath,0.321,4.009,4.621,needs_external_source,,https://en.wikivoyage.org/wiki/Zalakaros
asia/india/andhrapradesh/visakhapatnam,Visakhapatnam,Visakhapatnam,11,44,see,Thotlakonda,0.89,candidate,has coordinates; has description; high-value type; strong travel term,17.8264,83.4094,Thotlakonda Buddhist Monastery,asia/india/andhrapradesh/visakhapatnam/thotlakonda,0.537,1.467,19.298,needs_external_source,,https://en.wikivoyage.org/wiki/Visakhapatnam
southamerica/uruguay/montevideo,Montevideo,Montevideo,26,137,see,Holocaust memorial,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-34.9251,-56.1702,Café Brasilero,southamerica/uruguay/montevideo/cafe_brasilero,0.387,3.71,2.875,needs_external_source,,https://en.wikivoyage.org/wiki/Montevideo
asia/iran/kerman,Kerman,Kerman,13,15,see,Sanati Museum,0.89,candidate,has coordinates; has description; high-value type; strong travel term,30.29026,57.06645,Ganjali Khan Teahouse (Vakil),asia/iran/kerman/ganjali_khan_teahouse,0.471,1.374,1.775,needs_external_source,,https://en.wikivoyage.org/wiki/Kerman
europe/greece/thassos_island,Thassos,Thasos,14,112,do,Scala Prinos,0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.7597,24.5714,Local Honey and Wine,europe/greece/thassos_island/thassos_honey_wine,0.375,13.441,10.735,needs_external_source,,https://en.wikivoyage.org/wiki/Thasos
europe/georgia/mtskheta,Mtskheta,Mtskheta,5,12,see,Armaztsikhe-Bagineti Archaeological Site,0.89,candidate,has coordinates; has description; high-value type; strong travel term,41.8369,44.7221,Zedazeni Monastery,europe/georgia/mtskheta/zedazeni_monastery,0.379,5.239,1.066,needs_external_source,,https://en.wikivoyage.org/wiki/Mtskheta
europe/albania/gjirokaster,Gjirokaster,Gjirokastër,9,28,see,The Illyrian city of Antigone,0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.087,20.222,Café Views of the Castle,europe/albania/gjirokaster/cafe_with_castle_views,0.409,,7.119,needs_external_source,,https://en.wikivoyage.org/wiki/Gjirokast%C3%ABr
asia/india/gujarat/morbi,Morbi,Morbi,4,15,see,Machchhu Mata Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,22.8169,70.841958,Mani Mandir,asia/india/gujarat/morbi/mani_mandir,0.41,0.59,4.895,needs_external_source,,https://en.wikivoyage.org/wiki/Morbi
europe/belgium/sinttruiden,Sint-Truiden,Sint-Truiden,6,12,see,Brewery Wilderen,0.89,candidate,has coordinates; has description; high-value type; strong travel term,50.819091,5.14373,Brasserie De Fontein,europe/belgium/sinttruiden/brasserie_de_fontein,0.424,2.999,2.992,needs_external_source,,https://en.wikivoyage.org/wiki/Sint-Truiden
asia/malaysia/bintulu,Bintulu,Bintulu,4,36,see,Council Negri Monument,0.89,candidate,has coordinates; has description; high-value type; strong travel term,3.173,113.039,Tua Pek Kong Temple,asia/malaysia/bintulu/tua_pek_kong_temple,0.341,3.731,1.849,needs_external_source,,https://en.wikivoyage.org/wiki/Bintulu
asia/laos/vientiane,Vientiane,Vientiane,28,135,see,Kaysone Phomvihane Museum,0.89,candidate,has coordinates; has description; high-value type; strong travel term,18.0065,102.645,Lao National Museum,asia/laos/vientiane/lao_national_museum,0.5,5.947,5.781,needs_external_source,,https://en.wikivoyage.org/wiki/Vientiane
asia/indonesia/java/surabaya,Surabaya,Surabaya,12,138,see,Museum Dr. Soetomo,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-7.250813,112.735438,House of Sampoerna,asia/indonesia/java/surabaya/house_of_sampoerna,0.457,2.23,0.565,needs_external_source,,https://en.wikivoyage.org/wiki/Surabaya
europe/belgium/arlon,Arlon,Arlon,0,21,see,Synagogue,0.89,candidate,has coordinates; has description; high-value type; strong travel term,49.683173,5.818741,,,0.0,,0.145,needs_external_source,,https://en.wikivoyage.org/wiki/Arlon
europe/hungary/satoraljaujhely,Sátoraljaújhely,Sátoraljaújhely,4,94,see,Reformed Church,0.89,candidate,has coordinates; has description; high-value type; strong travel term,48.48459,21.52484,Magas-hegy Chairlift,europe/hungary/satoraljaujhely/magas_hegy,0.343,12.118,13.808,needs_external_source,,https://en.wikivoyage.org/wiki/S%C3%A1toralja%C3%BAjhely
africa/nigeria/abuja,Abuja,Abuja,10,57,do,Magic Land Amusement Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,9.04281,7.45292,Abuja Arts and Culture Centre,africa/nigeria/abuja/abuja_arts_council,0.444,3.516,4.657,needs_external_source,,https://en.wikivoyage.org/wiki/Abuja
asia/pakistan/taxila,Taxila,Taxila,10,22,see,Giri Mosque and tombs,0.89,candidate,has coordinates; has description; high-value type; strong travel term,33.727883,72.880489,Bhir Mound,asia/pakistan/taxila/bhir_mound,0.516,5.88,4.287,needs_external_source,,https://en.wikivoyage.org/wiki/Taxila
europe/italy/liguria/italianriviera/finaleligure,Finale Ligure,Finale Ligure,7,21,see,Palazzo Arnaldi,0.89,candidate,has coordinates; has description; high-value type; strong travel term,44.176175,8.326459,Arene Candide Cave,europe/italy/liguria/italianriviera/finaleligure/arene_candide,0.364,1.598,1.594,needs_external_source,,https://en.wikivoyage.org/wiki/Finale_Ligure
