world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/kuwait/kuwaitcity,Kuwait City,Kuwait City,11,21,see,Green Island,0.89,candidate,has coordinates; has description; high-value type; strong travel term,29.3646,48.0302,Grand Mosque,asia/kuwait/kuwaitcity/grand_mosque,0.417,5.608,5.751,needs_external_source,,https://en.wikivoyage.org/wiki/Kuwait_City
northamerica/unitedstates/utah/zion,Zion National Park,Zion National Park,12,36,do,Observation Point,0.89,candidate,has coordinates; has description; high-value type; strong travel term,37.2783,-112.9403,Emerald Pools,northamerica/unitedstates/utah/zion/emerald_pools,0.4,3.39,7.923,needs_external_source,,https://en.wikivoyage.org/wiki/Zion_National_Park
europe/germany/northrhinewestphalia/dortmund,Dortmund,Dortmund,16,98,see,Fredenbaumpark,0.89,candidate,has coordinates; has description; high-value type; strong travel term,51.5375,7.4521,Westfalenpark,europe/germany/northrhinewestphalia/dortmund/westfalenpark,0.519,4.577,2.744,needs_external_source,,https://en.wikivoyage.org/wiki/Dortmund
northamerica/unitedstates/newjersey/newark,Newark,Newark,8,43,do,Branch Brook Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.770278,-74.176389,Military Park,northamerica/unitedstates/newjersey/newark/military_park,0.467,3.688,3.865,needs_external_source,,https://en.wikivoyage.org/wiki/Newark
asia/china/henan_province/yuzhou,Yuzhou,Yuzhou,4,48,see,China Jun Porcelain Cultural Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,34.098,113.4627,Henan Dahongzhai National Forest Park,asia/china/henan_province/yuzhou/dahongzhai_forest_park,0.486,15.095,5.985,needs_external_source,,https://en.wikivoyage.org/wiki/Yuzhou
europe/spain/andalucia/torredelmar,Torre del Mar,Torre del Mar,13,20,do,Playa del Mortero o Playa Canina,0.89,candidate,has coordinates; has description; high-value type; strong travel term,36.72735,-4.10481,Paseo Marítimo,europe/spain/andalucia/torredelmar/paseo_maritimo,0.381,1.707,1.808,needs_external_source,,https://en.wikivoyage.org/wiki/Torre_del_Mar
europe/ukraine/ivanofrankivsk,Ivano-Frankivsk,Ivano-Frankivsk,9,103,see,St. Demetrius church,0.89,candidate,has coordinates; has description; high-value type; strong travel term,48.9432,24.6948,Market Square (Ploshcha Rynok),europe/ukraine/ivanofrankivsk/market_square,0.375,2.559,2.545,needs_external_source,,https://en.wikivoyage.org/wiki/Ivano-Frankivsk
asia/india/westbengal/durgapur,Durgapur,Durgapur,5,13,see,Rarheswar Shiva Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,23.5032,87.3561,Durgapur Barrage,asia/india/westbengal/durgapur/durgapur_barrage,0.316,5.48,6.432,needs_external_source,,https://en.wikivoyage.org/wiki/Durgapur
asia/india/uttarpradesh/varanasi,Varanasi,Varanasi,13,65,see,Rani Laxmibai Janmasthali,0.89,candidate,has coordinates; has description; high-value type; strong travel term,25.289875,83.005649,Varanasi Junction Railway Station,asia/india/uttarpradesh/varanasi/varanasi_junction_railway,0.448,4.554,5.094,needs_external_source,,https://en.wikivoyage.org/wiki/Varanasi
asia/iran/tehran,Tehran,Tehran,44,119,see,Former Qasr Prison,0.89,candidate,has coordinates; has description; high-value type; strong travel term,35.723611,51.448333,Dar al-Fonun,asia/iran/tehran/dar_al_fonun,0.4,5.029,6.536,needs_external_source,,https://en.wikivoyage.org/wiki/Tehran
