world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/belgium/oudenaarde,Oudenaarde,Oudenaarde,12,12,see,PAM Ename,0.66,candidate,has coordinates; high-value type; has external URL,50.854821,3.632911,Ename Abbey Archaeological Site,europe/belgium/oudenaarde/ename_abbey,0.552,0.448,2.388,has_external_url,http://www.pam-ov.be/ename,https://en.wikivoyage.org/wiki/Oudenaarde
europe/switzerland/lausanne,Lausanne,Lausanne,14,82,do,Théâtre 2.21,0.66,candidate,has coordinates; high-value type; has external URL,46.52629,6.63936,Château Saint-Maire,europe/switzerland/lausanne/chateau_saint_maire,0.55,0.45,0.713,has_external_url,http://www.theatre221.ch/,https://en.wikivoyage.org/wiki/Lausanne
northamerica/unitedstates/colorado/coloradosprings,Colorado Springs,Colorado Springs,4,54,do,Sky Zone Colorado Springs,0.66,candidate,has coordinates; high-value type; has external URL,38.9335,-104.7935,Old Colorado City,northamerica/unitedstates/colorado/coloradosprings/old_colorado_city,0.571,12.97,11.401,has_external_url,http://www.skyzone.com/coloradosprings,https://en.wikivoyage.org/wiki/Colorado_Springs
asia/philippines/subic,Subic,Subic,11,39,do,Subic Bay Yacht Cruise and Rentals,0.66,candidate,has coordinates; high-value type; has external URL,14.82313,120.28749,Subic Bay Yacht Club Bar,asia/philippines/subic/officers_club,0.621,1.031,8.306,has_external_url,http://subicbayyachtclub.ph/,https://en.wikivoyage.org/wiki/Subic
asia/thailand/bangkok,Bangkok,Bangkok,108,116,see,Russia,0.66,candidate,has coordinates; high-value type; has external URL,13.729677,100.52727,Siam,asia/thailand/bangkok/siam_square,0.6,1.955,4.041,has_external_url,https://thailand.mid.ru/en/,https://en.wikivoyage.org/wiki/Bangkok
northamerica/canada/britishcolumbia/vancouver,Vancouver,Vancouver,21,83,see,Thailand,0.66,candidate,has coordinates; high-value type; has external URL,49.280425,-123.125355,The Commodore Ballroom,northamerica/canada/britishcolumbia/vancouver/the_commodore_ball,0.669,0.331,2.326,has_external_url,http://www.thaiconsulatevancouver.ca,https://en.wikivoyage.org/wiki/Vancouver
europe/germany/berlin,Berlin,Berlin,161,123,see,Belarus,0.66,candidate,has coordinates; high-value type; has external URL,52.487,13.46373,Übersee,europe/germany/berlin/uebersee,0.615,3.062,5.743,has_external_url,http://germany.mfa.gov.by/be/,https://en.wikivoyage.org/wiki/Berlin
europe/latvia/ventspils,Ventspils,Ventspils,12,26,see,Ventspils St. Nicholas Orthodox Church,0.66,candidate,has coordinates; high-value type; strong travel term,57.398611,21.572667,St Nicholas Lutheran Church,europe/latvia/ventspils/st_nicholas_lutheran,0.656,0.483,1.062,needs_external_source,,https://en.wikivoyage.org/wiki/Ventspils
asia/india/gujarat/junagadh,Junagadh,Junagadh,6,45,see,"Ambika temple, Girnar",0.66,candidate,has coordinates; high-value type; strong travel term,21.528153,70.527302,Mount Girnar,asia/india/gujarat/junagadh/mount_girnar,0.562,4.07,6.969,needs_external_source,,https://en.wikivoyage.org/wiki/Junagadh
asia/northkorea/wonsan,Wonsan,Wonsan,4,9,see,Wonsan History Museum,0.66,candidate,has coordinates; high-value type; strong travel term,39.171794,127.433238,Songdowon Beach,asia/northkorea/wonsan/songdowon_beach,0.602,0.398,2.3,needs_external_source,,https://en.wikivoyage.org/wiki/Wonsan
