world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/france/normandybrittany/nantes,Nantes,Nantes,11,41,see,Basilique Saint-Donatien-et-Saint-Rogatien,0.62,candidate,has coordinates; high-value type,47.229,-1.5426,Cathédrale Saint-Pierre-et-Saint-Paul,europe/france/normandybrittany/nantes/cathedrale_saint_pierre,0.582,1.371,1.445,needs_external_source,,https://en.wikivoyage.org/wiki/Nantes
europe/ireland/dingle,Dingle,Dingle,15,34,see,Gallaunmore,0.62,candidate,has coordinates; high-value type,52.139,-10.223,Gallarus Oratory,europe/ireland/dingle/gallarus_oratory,0.593,9.393,3.125,needs_external_source,,https://en.wikivoyage.org/wiki/Dingle
europe/france/normandybrittany/nantes,Nantes,Nantes,11,41,see,Île Feydeau,0.62,candidate,has coordinates; high-value type,47.213,-1.555,Passage Pommeraye,europe/france/normandybrittany/nantes/passage_pommeraye,0.642,0.358,0.63,needs_external_source,,https://en.wikivoyage.org/wiki/Nantes
europe/spain/balearicislands/formentera,Formentera,Formentera,11,19,do,Cala Saona,0.62,candidate,has coordinates; high-value type,38.693,1.38926,Es Caló de Sant Agustí,europe/spain/balearicislands/formentera/es_calo,0.593,11.274,4.102,needs_external_source,,https://en.wikivoyage.org/wiki/Formentera
northamerica/canada/ontario/sudbury,Sudbury,Sudbury (Ontario),18,65,see,Bridge of Nations,0.62,candidate,has coordinates; high-value type,46.48575,-80.98937,Sudbury Community Arena,northamerica/canada/ontario/sudbury/sudbury_community_arena,0.603,0.397,0.788,needs_external_source,,https://en.wikivoyage.org/wiki/Sudbury_%28Ontario%29
northamerica/unitedstates/florida/orlando,Orlando,Orlando,24,96,do,Orlando Tennis Center,0.62,candidate,has coordinates; high-value type,28.54867,-81.38852,Orange County Regional History Center,northamerica/unitedstates/florida/orlando/orange_county_regional_history_center,0.552,1.38,1.178,needs_external_source,,https://en.wikivoyage.org/wiki/Orlando
europe/france/alpes/chamonix,Chamonix,Chamonix,19,38,see,"Pharmacie de l'Aiguille du Midi, Ferrari",0.62,candidate,has coordinates; high-value type,45.91886,6.86922,Aiguille du Midi,europe/france/alpes/chamonix/aiguille_du_midi,0.565,4.618,0.701,needs_external_source,,https://en.wikivoyage.org/wiki/Chamonix
asia/thailand/sukhothai,Sukhothai,Sukhothai,12,72,see,Wat Phra Non,0.62,candidate,has coordinates; high-value type,17.017253,99.722117,Wat Saphan Hin,asia/thailand/sukhothai/wat_saphan_hin,0.692,5.308,1.723,needs_external_source,,https://en.wikivoyage.org/wiki/Sukhothai
asia/turkey/erzincan,Erzincan,Erzincan,7,12,see,Esentepe,0.62,candidate,has coordinates; high-value type,39.7644,39.5091,Altıntepe,asia/turkey/erzincan/altintepe,0.588,18.393,2.509,needs_external_source,,https://en.wikivoyage.org/wiki/Erzincan
europe/spain/catalonia/sant_feliu_de_guixols,Sant Feliu de Guíxols,Sant Feliu de Guíxols,10,40,see,Mirador del Túnel,0.62,candidate,has coordinates; high-value type,41.786273,3.044396,Ermita de Sant Elm,europe/spain/catalonia/sant_feliu_de_guixols/ermita_sant_elm,0.571,2.005,1.359,needs_external_source,,https://en.wikivoyage.org/wiki/Sant_Feliu_de_Gu%C3%ADxols
asia/china/guangxi/yangshuo,Yangshuo,Yangshuo,8,70,see,Shutong Hill,0.62,candidate,has coordinates; high-value type,24.76987166548186,110.50695410026245,Moon Hill,asia/china/guangxi/yangshuo/moon_hill,0.667,6.122,2.049,needs_external_source,,https://en.wikivoyage.org/wiki/Yangshuo
europe/portugal/oporto,Oporto,Porto,15,65,see,City Hall,0.62,candidate,has coordinates; high-value type,41.149947,-8.610803,Café Majestic,europe/portugal/oporto/cafe_majestic,0.654,0.346,0.049,needs_external_source,,https://en.wikivoyage.org/wiki/Porto
asia/japan/honshu/hiroshima,Hiroshima,Hiroshima,8,99,see,Kinko Inari Shrine,0.62,candidate,has coordinates; high-value type,34.40397,132.4757,Itsukushima Shrine (Miyajima),asia/japan/honshu/hiroshima/itsukushima_shrine,0.611,18.666,2.584,needs_external_source,,https://en.wikivoyage.org/wiki/Hiroshima
europe/unitedkingdom/england/newcastle_and_north_east/sunderland,Sunderland,Sunderland,10,32,do,Sunderland AFC,0.62,candidate,has coordinates; high-value type,54.914,-1.388,Sunderland Minster,europe/unitedkingdom/england/newcastle_and_north_east/sunderland/sunderland_minster,0.688,0.89,0.964,needs_external_source,,https://en.wikivoyage.org/wiki/Sunderland
europe/channelislands/sark,Sark,Sark,7,15,see,Sark Henge,0.62,candidate,has coordinates; high-value type,49.4267,-2.3462,Sark Prison,europe/channelislands/sark/sark_prison,0.571,1.306,1.306,needs_external_source,,https://en.wikivoyage.org/wiki/Sark
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/bradford,Bradford,Bradford,18,30,do,Valley Parade,0.62,candidate,has coordinates; high-value type,53.80421,-1.75909,Colour Experience Museum,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/bradford/colour_experience_museum,0.656,0.344,1.186,needs_external_source,,https://en.wikivoyage.org/wiki/Bradford
asia/india/tamilnadu/kodaikanal,Kodaikanal,Kodaikanal,12,40,see,Fairy Falls,0.62,candidate,has coordinates; high-value type,10.223698,77.467024,Kodaikanal Solar Observatory,asia/india/tamilnadu/kodaikanal/kodaikanal_solar_observatory,0.671,0.329,2.948,needs_external_source,,https://en.wikivoyage.org/wiki/Kodaikanal
europe/france/aquitaine/bordeaux,Bordeaux,Bordeaux,50,52,see,Prieuré de Cayac,0.62,candidate,has coordinates; high-value type,44.7653,-0.6194,Porte Cailhau,europe/france/aquitaine/bordeaux/porte_cailhau,0.56,9.159,8.663,needs_external_source,,https://en.wikivoyage.org/wiki/Bordeaux
northamerica/unitedstates/newjersey/lambertville,Lambertville,Lambertville,4,9,see,Lambertville City Hall,0.62,candidate,has coordinates; high-value type,40.368444,-74.945556,People's Store Antiques Center,northamerica/unitedstates/newjersey/lambertville/peoples_store,0.7,0.3,0.317,needs_external_source,,https://en.wikivoyage.org/wiki/Lambertville
europe/spain/canaryislands/tenerife/puertodelacruz,Puerto de la Cruz,Puerto de la Cruz,8,31,do,Playa Jardín,0.62,candidate,has coordinates; high-value type,28.413469,-16.558982,Plaza del Charco,europe/spain/canaryislands/tenerife/puertodelacruz/plaza_del_charco,0.583,0.993,0.618,needs_external_source,,https://en.wikivoyage.org/wiki/Puerto_de_la_Cruz
northamerica/unitedstates/rhodeisland/newport,Newport,Newport (Rhode Island),10,111,see,Hunter House,0.62,candidate,has coordinates; high-value type,41.492553,-71.321706,Marble House,northamerica/unitedstates/rhodeisland/newport/marble_house,0.583,3.639,1.23,needs_external_source,,https://en.wikivoyage.org/wiki/Newport_%28Rhode_Island%29
africa/ghana/capecoast,Cape Coast,Cape Coast,13,7,see,Cape Coast Centre for National Culture,0.62,candidate,has coordinates; high-value type,5.111864,-1.27814,Cape Coast Castle,africa/ghana/capecoast/cape_coast_castle,0.582,4.103,3.914,needs_external_source,,https://en.wikivoyage.org/wiki/Cape_Coast
europe/unitedkingdom/northernireland/ballymena,Ballymena,Ballymena,7,11,see,Slemish,0.62,candidate,has coordinates; high-value type,54.882,-6.097,Slemish Mountain,europe/unitedkingdom/northernireland/ballymena/slemish_mountain,0.609,,11.584,needs_external_source,,https://en.wikivoyage.org/wiki/Ballymena
europe/germany/badenwrttemberg/stuttgart,Stuttgart,Stuttgart,27,176,see,Parkanlage Villa Berg,0.62,candidate,has coordinates; high-value type,48.79255695227542,9.205614299282269,Mineral Bath Berg,europe/germany/badenwrttemberg/stuttgart/mineralbathberg,0.633,0.367,2.445,needs_external_source,,https://en.wikivoyage.org/wiki/Stuttgart
europe/france/normandybrittany/nantes,Nantes,Nantes,11,41,see,Grue Titan Jaune,0.62,candidate,has coordinates; high-value type,47.2052,-1.5697,Les Machines de l'Île,europe/france/normandybrittany/nantes/les_machines_de_lile,0.681,0.319,1.901,needs_external_source,,https://en.wikivoyage.org/wiki/Nantes
northamerica/unitedstates/pennsylvania/erie,Erie,Erie,12,36,do,Erie Bluffs State Park,0.6,candidate,has coordinates; high-value type; has external URL; strong travel term,42.0083,-80.4108,Presque Isle State Park,northamerica/unitedstates/pennsylvania/erie/presque_isle_state_park,0.667,30.474,30.06,has_external_url; day_trip_review,http://www.dcnr.pa.gov/StateParks/FindAPark/ErieBluffsStatePark/,https://en.wikivoyage.org/wiki/Erie
europe/finland/kuopio,Kuopio,Kuopio,6,104,see,Nilsiä Museum,0.6,candidate,has coordinates; high-value type; has external URL; strong travel term,63.221972,28.072657,Kuopio Museum,europe/finland/kuopio/kuopio_museum,0.64,41.501,41.679,has_external_url; day_trip_review,http://www.nilsiankotiseutukeskus.fi/museo/english.asp,https://en.wikivoyage.org/wiki/Kuopio
asia/indonesia/kalimantan/samarinda,Samarinda,Samarinda,16,15,see,Pela village,0.6,candidate,has coordinates; has description; high-value type,-0.240687,116.540562,Pampang Cultural Village,asia/indonesia/kalimantan/samarinda/pampang_cultural_village,0.556,75.852,72.631,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Samarinda
asia/india/madhyapradesh/jabalpur,Jabalpur,Jabalpur,7,17,see,Bargi Dam,0.6,candidate,has coordinates; has description; high-value type,22.94167,79.925,Bargi Dam and Lake,asia/india/madhyapradesh/jabalpur/bargi_dam,0.667,28.931,25.418,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Jabalpur
europe/ukraine/poltava,Poltava,Poltava,7,54,see,Former Peasant Land bank,0.6,candidate,has coordinates; has description; high-value type,49.59106,34.5471,Column of Glory,europe/ukraine/poltava/column_of_glory,0.631,0.369,64.679,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Poltava
asia/china/gansu/lanzhou,Lanzhou,Lanzhou,11,26,see,Gaolan Mountain,0.6,candidate,has coordinates; has description; high-value type,36.025425,103.839113,Wuquan Mountain Park,asia/china/gansu/lanzhou/wuquan_mountain,0.629,1.894,50.819,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Lanzhou
asia/iran/tehran,Tehran,Tehran,44,119,see,Shemshak ski resort,0.6,candidate,has coordinates; has description; high-value type,36.016667,51.5,Dizin Ski Resort,asia/iran/tehran/dizin,0.629,20.504,37.742,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Tehran
asia/china/xinjiangprovince/yining,Yining,Yining,8,12,do,Yili River Bridge,0.6,candidate,has coordinates; has description; high-value type,43.5416,81.1837,Ili River,asia/china/xinjiangprovince/yining/yili_river,0.692,50.198,43.478,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Yining
asia/china/shandong_province/weihai,Weihai,Weihai,4,37,do,Weihai Naxianghai,0.6,candidate,has coordinates; has description; high-value type,37.4,122.42,Weihai Swan Lake,asia/china/shandong_province/weihai/weihai_swan_lake,0.606,42.116,29.625,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Weihai
southamerica/chile/puntaarenas,Punta Arenas,Punta Arenas,28,58,see,Centro Geográfico de Chile,0.6,candidate,has coordinates; has description; high-value type,-53.5978,-70.945,Instituto Antártico Chileno,southamerica/chile/puntaarenas/instituto_antartico_chileno,0.56,48.405,48.458,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Punta_Arenas
australiaandpacific/newzealand/chathamislands,Chatham Islands,Chatham Islands,6,37,do,Tikitiki Hill Conservation Area,0.6,candidate,has coordinates; has description; high-value type,-43.94579,-176.5623,Awatotara Conservation Covenant,australiaandpacific/newzealand/chathamislands/awatotara_reserve,0.581,1.09,30.193,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Chatham_Islands
southamerica/chile/puntaarenas,Punta Arenas,Punta Arenas,28,58,do,Seno Otway penguin rookery,0.6,candidate,has coordinates; has description; high-value type,-52.8764,-71.1191,Isla Magdalena Penguin Colony,southamerica/chile/puntaarenas/isla_magdalena,0.582,37.737,34.818,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Punta_Arenas
africa/egypt/dahab,Dahab,Dahab,12,42,see,White Canyon,0.6,candidate,has coordinates; has description; high-value type,28.886206,34.426568,The Canyon,africa/egypt/dahab/canyon_dive_site,0.667,43.773,42.773,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Dahab
africa/senegal/dakar,Dakar,Dakar,26,53,do,Lake Retba,0.6,candidate,has coordinates; has description; high-value type,14.8374,-17.227,Lac Rose,africa/senegal/dakar/lac_rose,0.556,0.542,28.647,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Dakar
africa/ethiopia/danakilsdepression,Danakil Depression,Danakil Depression,6,9,see,Lake Karum,0.6,candidate,has coordinates; has description; high-value type,14.03,40.4,Lake Afrera (Afdera),africa/ethiopia/danakilsdepression/lake_afdera,0.667,97.506,25.892,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Danakil_Depression
