world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/slovakia/banskabystrica,Banská Bystrica,Banská Bystrica,5,32,see,Špania Dolina,0.89,candidate,has coordinates; has description; high-value type; has external URL,48.8075,19.1335,Námestie SNP (Slovak National Uprising Square),europe/slovakia/banskabystrica/namestie_snp,0.333,8.074,7.902,has_external_url,http://www.spaniadolina.sk/?lang=en,https://en.wikivoyage.org/wiki/Bansk%C3%A1_Bystrica
northamerica/unitedstates/montana/billings,Billings,Billings,14,43,see,NILE Stock Show and Rodeo,0.89,candidate,has coordinates; has description; high-value type; has external URL,45.801383,-108.479883,Jake's Downtown,northamerica/unitedstates/montana/billings/jakes,0.4,3.013,2.578,has_external_url,https://thenile.org/,https://en.wikivoyage.org/wiki/Billings
northamerica/unitedstates/northcarolina/winstonsalem,Winston-Salem,Winston-Salem,14,38,see,The Southeastern Center for Contemporary Art,0.89,candidate,has coordinates; has description; high-value type; has external URL,36.11999543772862,-80.2902077771337,Stevens Center,northamerica/unitedstates/northcarolina/winstonsalem/stevens_center,0.407,4.471,4.715,has_external_url,https://secca.org/,https://en.wikivoyage.org/wiki/Winston-Salem
europe/italy/sicily/erice,Erice,Erice,6,102,do,Ottoventi,0.89,candidate,has coordinates; has description; high-value type; has external URL,38.023561,12.586811,Ettore Majorana Foundation,europe/italy/sicily/erice/ettore_majorana_centre,0.4,1.584,1.628,has_external_url,https://www.ottoventi.wine/,https://en.wikivoyage.org/wiki/Erice
europe/finland/turku,Turku,Turku,5,262,see,24pesula,0.89,candidate,has coordinates; has description; high-value type; has external URL,60.4419,22.2858,Turku Castle,europe/finland/turku/turku_castle,0.2,3.225,1.492,has_external_url,https://24pesula.fi/en/city/turku/,https://en.wikivoyage.org/wiki/Turku
asia/china/jiangsu_province/huaian,Huai'an,Huai'an,7,20,see,Huai'an Government House,0.89,candidate,has coordinates; has description; high-value type; has external URL,33.51182,119.14005,Zhou Enlai Memorial Hall,asia/china/jiangsu_province/huaian/zhou_enlai_memorial,0.498,0.502,1.611,has_external_url,http://www.hafs-china.cn/,https://en.wikivoyage.org/wiki/Huai%27an
northamerica/unitedstates/nevada/lasvegas,Las Vegas,Las Vegas,110,27,do,NASCAR,0.89,candidate,has coordinates; has description; high-value type; has external URL,36.27222,-115.0101,Carbone,northamerica/unitedstates/nevada/lasvegas/carbone,0.462,23.598,17.022,has_external_url,https://www.lvms.com/,https://en.wikivoyage.org/wiki/Las_Vegas
northamerica/unitedstates/california/centralvalley/stockton,Stockton,Stockton (California),6,20,do,Pixie Woods,0.89,candidate,has coordinates; has description; high-value type; has external URL,37.95687,-121.3455,Grizzly Island Wildlife Area,northamerica/unitedstates/california/centralvalley/stockton/grizzly_island,0.256,49.44,4.798,has_external_url,https://visitpixiewoods.com/,https://en.wikivoyage.org/wiki/Stockton_%28California%29
europe/unitedkingdom/england/south_east/oxford,Oxford,Oxford,21,127,see,Tolkien's House,0.89,candidate,has coordinates; has description; high-value type; has external URL,51.771061,-1.260167,Ashmolean Museum,europe/unitedkingdom/england/south_east/oxford/ashmolean_museum,0.516,1.741,2.124,has_external_url,http://tolkienestate.com,https://en.wikivoyage.org/wiki/Oxford
asia/malaysia/johorbahru,Johor Bahru,Johor Bahru,8,205,see,A to Z Language Centre Johor Bahru,0.89,candidate,has coordinates; has description; high-value type; has external URL,1.493865,103.820583,Johor Bahru Old Chinese Temple,asia/malaysia/johorbahru/johor_bahru_old_chinese_temple,0.355,7.383,7.351,has_external_url,https://atozlanguage.com/johor-bahru/,https://en.wikivoyage.org/wiki/Johor_Bahru
europe/germany/badenwrttemberg/stuttgart,Stuttgart,Stuttgart,27,176,see,Liederhalle,0.89,candidate,has coordinates; has description; high-value type; has external URL,48.7792,9.16949,VIVA,europe/germany/badenwrttemberg/stuttgart/viva,0.517,0.483,0.776,has_external_url,http://www.liederhalle-stuttgart.de/,https://en.wikivoyage.org/wiki/Stuttgart
northamerica/unitedstates/california/mountainvieuw,Mountain View,Mountain View (California),4,49,do,NASA Ames Research Center,0.89,candidate,has coordinates; has description; high-value type; has external URL,37.40886,-122.06446,Castro Street,northamerica/unitedstates/california/mountainvieuw/castro_street,0.421,2.484,2.726,has_external_url,https://www.nasa.gov/ames,https://en.wikivoyage.org/wiki/Mountain_View_%28California%29
northamerica/unitedstates/oregon/eugene,Eugene,Eugene,20,105,do,Oregon Country Fair,0.89,candidate,has coordinates; has description; high-value type; has external URL,44.055689,-123.372919,Eugene Saturday Market,northamerica/unitedstates/oregon/eugene/saturday_market,0.439,22.52,22.213,has_external_url,http://oregoncountryfair.org/,https://en.wikivoyage.org/wiki/Eugene
australiaandpacific/newzealand/greater_wellington/wellington,Wellington,Wellington,1,21,see,Wellington Visitor Information Centre,0.89,candidate,has coordinates; has description; high-value type; has external URL,-41.29135,174.78126,Oriental Bay,australiaandpacific/newzealand/greater_wellington/wellington/beaches,0.245,1.057,0.685,has_external_url,https://www.wellingtonnz.com/,https://en.wikivoyage.org/wiki/Wellington
europe/france/alpes/chamonix,Chamonix,Chamonix,19,38,do,Brevent cable car,0.89,candidate,has coordinates; has description; high-value type; has external URL,45.92404,6.86317,Le Cap Horn,europe/france/alpes/chamonix/le_cap_horn,0.51,0.49,0.744,has_external_url,"https://www.chamonix.com/planpraz-brevent,82,en.html",https://en.wikivoyage.org/wiki/Chamonix
