world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/southdakota/siouxfalls,Sioux Falls,Sioux Falls,9,54,do,Sky Zone Sioux Falls,0.81,candidate,has coordinates; high-value type; has external URL,43.4988,-96.7823,Falls Park,northamerica/unitedstates/southdakota/siouxfalls/falls_park,0.333,8.693,6.904,has_external_url,http://www.skyzone.com/siouxfalls,https://en.wikivoyage.org/wiki/Sioux_Falls
europe/serbia/kosovoprovince/pristina,Pristina,Pristina,20,107,see,North Macedonia,0.81,candidate,has coordinates; high-value type; has external URL,42.6699,21.1556,Newborn Monument,europe/serbia/kosovoprovince/pristina/newborn_monument,0.452,1.067,1.123,has_external_url,http://www.mfa.gov.mk/index.php?option=com_content&view=article&id=300&Itemid=646&lang=en,https://en.wikivoyage.org/wiki/Pristina
europe/sweden/stockholm,Stockholm,Stockholm,56,118,see,Armenia,0.81,candidate,has coordinates; high-value type; has external URL,59.33988,18.0595,Avicii Arena (Globe Arena),europe/sweden/stockholm/globearena,0.526,5.214,1.768,has_external_url,http://www.mfa.am/en/by-countries/se/,https://en.wikivoyage.org/wiki/Stockholm
asia/india/andhrapradesh/hyderabad,Hyderabad,Hyderabad,10,55,see,Iran,0.81,candidate,has coordinates; high-value type; has external URL,17.4165011,78.4490866,Birla Mandir,asia/india/andhrapradesh/hyderabad/birlamandir,0.5,2.413,6.758,has_external_url,http://www.embassypages.com/missions/embassy21135/,https://en.wikivoyage.org/wiki/Hyderabad
asia/mongolia/ulaanbaatar,Ulaanbaatar,Ulaanbaatar,8,112,see,Art House Center,0.81,candidate,has coordinates; high-value type; has external URL,47.920312,106.907411,National Museum of Mongolia,asia/mongolia/ulaanbaatar/national_museum,0.402,0.598,0.796,has_external_url,https://www.facebook.com/arthouse.mongolia/,https://en.wikivoyage.org/wiki/Ulaanbaatar
europe/switzerland/lugano,Lugano,Lugano,7,47,see,Museo d'Arte Moderna,0.81,candidate,has coordinates; high-value type; has external URL,45.99584,8.94636,Monte Brè,europe/switzerland/lugano/monte_bre,0.429,3.533,1.108,has_external_url,http://www.museodartemoderna-lugano.ch,https://en.wikivoyage.org/wiki/Lugano
europe/bulgaria/sofia,Sofia,Sofia,32,113,see,Armenia,0.81,candidate,has coordinates; high-value type; has external URL,42.688716,23.353705,Ancient Serdica,europe/bulgaria/sofia/serdica,0.455,2.698,2.797,has_external_url,http://bulgaria.mfa.am,https://en.wikivoyage.org/wiki/Sofia
europe/germany/berlin,Berlin,Berlin,161,123,see,Croatia (Kroatien),0.81,candidate,has coordinates; high-value type; has external URL,52.381416,13.4621,Cafe MIA,europe/germany/berlin/cafe_mia_cafe__b,0.533,18.581,15.786,has_external_url,http://de.mfa.hr,https://en.wikivoyage.org/wiki/Berlin
europe/portugal/beja,Beja,Beja,5,16,see,Casa da Cultura,0.81,candidate,has coordinates; high-value type; has external URL,38.0106,-7.8607,Castle of Beja,europe/portugal/beja/castle_of_beja,0.345,0.829,0.66,has_external_url,https://cm-beja.pt/casacultura.aspx,https://en.wikivoyage.org/wiki/Beja
europe/poland/koobrzeg,Kołobrzeg,Kołobrzeg,8,11,do,Oceanarium,0.81,candidate,has coordinates; high-value type; has external URL,54.179272,15.568828,Kołobrzeg Town Hall (Ratusz),europe/poland/koobrzeg/town_hall,0.52,0.48,0.617,has_external_url,https://oceanarium.com.pl/en/index_en.html,https://en.wikivoyage.org/wiki/Ko%C5%82obrzeg
northamerica/unitedstates/washington/bellingham,Bellingham,Bellingham (Washington),17,65,see,Eldridge Avenue Historical District,0.81,candidate,has coordinates; high-value type; has external URL,48.75836,-122.49364,SPARK Museum of Electrical Invention,northamerica/unitedstates/washington/bellingham/spark_museum,0.366,1.238,1.171,has_external_url,https://cob.org/services/planning/historic/eldridge-district,https://en.wikivoyage.org/wiki/Bellingham_%28Washington%29
northamerica/unitedstates/ohio/zanesville,Zanesville,Zanesville,5,22,see,Zane State College,0.81,candidate,has coordinates; high-value type; has external URL,39.9619,-82.0314,Vasehenge,northamerica/unitedstates/ohio/zanesville/vasehenge,0.444,2.262,3.303,has_external_url,http://www.zanestate.edu,https://en.wikivoyage.org/wiki/Zanesville
asia/indonesia/java/jakarta,Jakarta,Jakarta,32,83,see,Thailand,0.81,candidate,has coordinates; high-value type; has external URL,-6.23183,106.82818,Sari Bundo,asia/indonesia/java/jakarta/sari_bundo,0.444,6.771,6.276,has_external_url,http://www.thaiembassyjakarta.com,https://en.wikivoyage.org/wiki/Jakarta
northamerica/unitedstates/nebraska/omaha,Omaha,Omaha,10,120,see,Clarkson College,0.81,candidate,has coordinates; high-value type; has external URL,41.25899,-95.97809,Lauritzen Gardens,northamerica/unitedstates/nebraska/omaha/lauritzen_gardens,0.424,5.056,3.32,has_external_url,https://www.clarksoncollege.edu/,https://en.wikivoyage.org/wiki/Omaha
asia/thailand/bangkok,Bangkok,Bangkok,108,116,see,Laos,0.81,candidate,has coordinates; high-value type; has external URL,13.769444,100.595703,Flerwows,asia/thailand/bangkok/ari_flerwows,0.5,5.684,10.247,has_external_url,http://laoembassybkk.com/,https://en.wikivoyage.org/wiki/Bangkok
europe/sweden/tanum,Tanum,Tanum,6,20,see,"Info Center, destination Grebbestad",0.81,candidate,has coordinates; high-value type; has external URL,58.68872,11.25701,Fossum Rock Carvings,europe/sweden/tanum/fossum,0.333,6.717,11.465,has_external_url,http://www.vastsverige.com/tanum/b/88310/Info-Center-destination-Grebbestad,https://en.wikivoyage.org/wiki/Tanum
europe/spain/andalucia/torredelmar,Torre del Mar,Torre del Mar,13,20,do,Baviera Golf,0.81,candidate,has coordinates; high-value type; has external URL,36.75919,-4.06804,Bar La Lonja,europe/spain/andalucia/torredelmar/bar_la_lonja,0.476,1.272,3.084,has_external_url,https://bavieragolf.com/,https://en.wikivoyage.org/wiki/Torre_del_Mar
