world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
australiaandpacific/australia/newsouthwales/newcastle,Newcastle,Newcastle (New South Wales),16,75,see,The foreshore,0.7,candidate,has coordinates; has description; high-value type,-32.925242,151.788343,Newcastle Customs House,australiaandpacific/australia/newsouthwales/newcastle/newcastle_customs_house,0.648,0.352,0.669,needs_external_source,,https://en.wikivoyage.org/wiki/Newcastle_%28New_South_Wales%29
africa/nigeria/ibadan,Ibadan,Ibadan,10,72,see,The Broking House,0.7,candidate,has coordinates; has description; high-value type,7.3875,3.8789,Cocoa House,africa/nigeria/ibadan/cocoa_house,0.646,0.354,1.919,needs_external_source,,https://en.wikivoyage.org/wiki/Ibadan
northamerica/nicaragua/len,León,León (Nicaragua),12,79,see,Parque Infantil,0.7,candidate,has coordinates; has description; high-value type,12.43395,-86.88199,Parque Central,northamerica/nicaragua/len/parque_central,0.69,0.349,0.439,needs_external_source,,https://en.wikivoyage.org/wiki/Le%C3%B3n_%28Nicaragua%29
asia/myanmar/pyay,Pyay,Pyay,8,18,see,Shwe Myethman Pagoda,0.7,candidate,has coordinates; has description; high-value type,18.703387,95.208594,Shwesandaw Pagoda,asia/myanmar/pyay/shwesandaw_pagoda,0.703,12.849,12.625,needs_external_source,,https://en.wikivoyage.org/wiki/Pyay
asia/china/shanxiprovince/linfen,Linfen,Linfen,6,36,see,Locust tree of Hongtong,0.7,candidate,has coordinates; has description; high-value type,36.270685,111.669824,"Stork Tower, Hongtong",asia/china/shanxiprovince/linfen/hongtong_stork_tower,0.651,7.581,24.411,needs_external_source,,https://en.wikivoyage.org/wiki/Linfen
northamerica/unitedstates/virginia/virginiabeach,Virginia Beach,Virginia Beach,7,35,see,First Landing Cross,0.7,candidate,has coordinates; has description; high-value type,36.927969,-76.008992,First Landing State Park,northamerica/unitedstates/virginia/virginiabeach/first_landing_state_park,0.698,,9.187,needs_external_source,,https://en.wikivoyage.org/wiki/Virginia_Beach
asia/laos/luangprabang,Luang Prabang,Luang Prabang,15,64,see,Alms ceremony,0.7,candidate,has coordinates; has description; high-value type,19.8937,102.1396,Wat Sen,asia/laos/luangprabang/wat_sen,0.688,0.312,0.673,needs_external_source,,https://en.wikivoyage.org/wiki/Luang_Prabang
southamerica/brazil/ilhabela,Ilhabela,Ilhabela,11,26,see,Pedra do Sino,0.7,candidate,has coordinates; has description; high-value type,-23.747868,-45.3482125,Praia do Bonete,southamerica/brazil/ilhabela/praia_do_bonete,0.571,18.931,7.924,needs_external_source,,https://en.wikivoyage.org/wiki/Ilhabela
asia/philippines/subic,Subic,Subic,11,39,see,Spanish Gate,0.7,candidate,has coordinates; has description; high-value type,14.81757,120.28348,Subic Bay Waterfront Food Market,asia/philippines/subic/sbma_food_market,0.62,0.38,8.493,needs_external_source,,https://en.wikivoyage.org/wiki/Subic
europe/hungary/sopron,Sopron,Sopron,9,234,see,Houses in Baroque style,0.7,candidate,has coordinates; has description; high-value type,47.6848,16.5898,Domonkos Wine Bar,europe/hungary/sopron/domonkos_wine_bar,0.699,0.301,0.812,needs_external_source,,https://en.wikivoyage.org/wiki/Sopron
asia/iraq/basra,Basra,Basra,6,29,see,Badr Shakir al-Sayyab statue,0.7,candidate,has coordinates; has description; high-value type,30.52213,47.84153,Al-Maqam Mosque,asia/iraq/basra/al_maqam_mosque,0.592,0.408,4.312,needs_external_source,,https://en.wikivoyage.org/wiki/Basra
northamerica/mexico/sanluispotosi,San Luis Potosí,San Luis Potosi,15,51,see,Caja de Agua,0.7,candidate,has coordinates; has description; high-value type,22.14543,-100.9742,Teatro de la Paz,northamerica/mexico/sanluispotosi/teatro_de_la_paz,0.593,0.407,1.694,needs_external_source,,https://en.wikivoyage.org/wiki/San_Luis_Potosi
africa/gabon/libreville,Libreville,Libreville,46,20,do,Casino Croisette,0.7,candidate,has coordinates; has description; high-value type,0.38945,9.44306,Presidential Palace,africa/gabon/libreville/presidential_palace,0.651,0.349,2.144,needs_external_source,,https://en.wikivoyage.org/wiki/Libreville
northamerica/unitedstates/georgia/savannah,Savannah,Savannah,12,86,see,Crawford Square,0.7,candidate,has coordinates; has description; high-value type,32.074429,-81.086946,Chippewa Square,northamerica/unitedstates/georgia/savannah/chippewa_square,0.6,0.667,0.706,needs_external_source,,https://en.wikivoyage.org/wiki/Savannah
europe/italy/sicily/erice,Erice,Erice,6,102,see,Elymian-Punic Walls,0.7,candidate,has coordinates; has description; high-value type,38.04101,12.58753,Chiesa Madre,europe/italy/sicily/erice/chiesa_madre,0.684,0.316,0.314,needs_external_source,,https://en.wikivoyage.org/wiki/Erice
europe/france/normandybrittany/caen,Caen,Caen,7,30,see,Abbey of Sainte-Trinité,0.7,candidate,has coordinates; has description; high-value type,49.186389,-0.352778,Abbaye aux Dames,europe/france/normandybrittany/caen/abbaye_aux_dames,0.694,0.306,0.964,needs_external_source,,https://en.wikivoyage.org/wiki/Caen
europe/russia/suzdal,Suzdal,Suzdal,7,42,see,Monastery Belltower,0.7,candidate,has coordinates; has description; high-value type,56.4243,40.4471,Rizopolozhensky Monastery,europe/russia/suzdal/rizopolozhensky_monastery,0.627,0.373,0.556,needs_external_source,,https://en.wikivoyage.org/wiki/Suzdal
europe/hungary/sopron,Sopron,Sopron,9,234,see,Dwelling houses,0.7,candidate,has coordinates; has description; high-value type,47.6839,16.5899,Domonkos Wine Bar,europe/hungary/sopron/domonkos_wine_bar,0.686,0.314,0.748,needs_external_source,,https://en.wikivoyage.org/wiki/Sopron
europe/russia/irkutsk,Irkutsk,Irkutsk,10,66,see,Babr Sculpture,0.7,candidate,has coordinates; has description; high-value type,52.27601,104.28654,Church of Our Lady of Kazan,europe/russia/irkutsk/kazan_church,0.58,0.42,1.528,needs_external_source,,https://en.wikivoyage.org/wiki/Irkutsk
asia/china/yunnanprovince/tengchong,Tengchong,Tengchong,5,25,see,Rehai Scenic Area,0.7,candidate,has coordinates; has description; high-value type,24.949901,98.440075,Rehai Geothermal Area,asia/china/yunnanprovince/tengchong/rehai_scenic_area,0.632,2.326,8.611,needs_external_source,,https://en.wikivoyage.org/wiki/Tengchong
europe/unitedkingdom/england/south_east/ramsgate,Ramsgate,Ramsgate,6,29,see,St Augustine's Abbey,0.7,candidate,has coordinates; has description; high-value type,51.32858,1.409655,The Grange and St Augustine's Church,europe/unitedkingdom/england/south_east/ramsgate/the_grange_pugin,0.619,0.381,0.882,needs_external_source,,https://en.wikivoyage.org/wiki/Ramsgate
europe/serbia/kosovoprovince/peja,Peja,Peja,8,64,see,Towerhouse of Pasha,0.7,candidate,has coordinates; has description; high-value type,42.658626,20.294648,Tahir Bey's Palace,europe/serbia/kosovoprovince/peja/tahir_bey_palace,0.651,0.349,0.533,needs_external_source,,https://en.wikivoyage.org/wiki/Peja
asia/india/bihar/patna,Patna,Patna,15,25,see,Pathar ki Masjid,0.7,candidate,has coordinates; has description; high-value type,25.611,85.144,Padri Ki Haveli,asia/india/bihar/patna/padri_ki_haveli,0.581,6.659,2.064,needs_external_source,,https://en.wikivoyage.org/wiki/Patna
asia/bangladesh/chittagong,Chittagong,Chittagong,15,149,see,Shah Amanat Bridge,0.7,candidate,has coordinates; has description; high-value type,22.3253,91.8532,Shah Jahangir Shrine,asia/bangladesh/chittagong/shah_jahangir_shrine,0.632,3.842,2.148,needs_external_source,,https://en.wikivoyage.org/wiki/Chittagong
northamerica/nicaragua/managua,Managua,Managua,59,53,see,Arboretum Nacional Juan Bautista Salas,0.7,candidate,has coordinates; has description; high-value type,12.14779,-86.27405,Arboretum Nacional,northamerica/nicaragua/managua/arboretum_nacional,0.643,1.014,2.769,needs_external_source,,https://en.wikivoyage.org/wiki/Managua
northamerica/mexico/palenque,Palenque,Palenque,4,20,see,Sombrillas Waterfalls,0.7,candidate,has coordinates; has description; high-value type,17.4872286,-92.0434118,Misol-Há Waterfall,northamerica/mexico/palenque/misolha,0.684,11.714,6.436,needs_external_source,,https://en.wikivoyage.org/wiki/Palenque
asia/china/hainanisland/wanning,Wanning,Wanning,5,24,see,Shimei Bay,0.7,candidate,has coordinates; has description; high-value type,18.670931229804324,110.28369579073318,Riyue Bay,asia/china/hainanisland/wanning/riyue_bay,0.632,18.347,18.867,needs_external_source,,https://en.wikivoyage.org/wiki/Wanning
africa/egypt/portsaid,Port Said,Port Said,12,24,see,Building of the Suez Canal Authority headquarters,0.7,candidate,has coordinates; has description; high-value type,31.257156,32.308565,Church of Saint Eugénie,africa/egypt/portsaid/church_of_saint_eugenie,0.57,0.43,0.732,needs_external_source,,https://en.wikivoyage.org/wiki/Port_Said
europe/hungary/gyor,Győr,Győr,13,201,do,Bishop Forest,0.7,candidate,has coordinates; has description; high-value type,47.7042,17.6201,Bishop's Castle,europe/hungary/gyor/bishops_castle,0.643,1.977,2.535,needs_external_source,,https://en.wikivoyage.org/wiki/Gy%C5%91r
europe/greece/philippi,Philippi,Philippi,9,18,see,Akropolis,0.7,candidate,has coordinates; has description; high-value type,41.0199,24.286,Acropolis of Philippi,europe/greece/philippi/acropolis,0.555,0.445,0.755,needs_external_source,,https://en.wikivoyage.org/wiki/Philippi
