world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/alabama/tuscaloosa,Tuscaloosa,Tuscaloosa,7,19,see,Paul W. Bryant Museum,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Bryant-Denny Stadium,northamerica/unitedstates/alabama/tuscaloosa/bryant_denny_stadium,0.5,,,missing_coordinates; has_external_url,http://bryantmuseum.com,https://en.wikivoyage.org/wiki/Tuscaloosa
northamerica/unitedstates/pennsylvania/harrisburg,Harrisburg,Harrisburg,6,44,do,Kipona,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Riverfront Park,northamerica/unitedstates/pennsylvania/harrisburg/riverfront_park,0.381,,,missing_coordinates; has_external_url,https://harrisburgpa.gov/events/kipona_festival.php,https://en.wikivoyage.org/wiki/Harrisburg
northamerica/unitedstates/michigan/annarbor,Ann Arbor,Ann Arbor,18,178,do,Top of the Park,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,The Ark,northamerica/unitedstates/michigan/annarbor/the_ark,0.429,,,missing_coordinates; has_external_url,https://www.a2sf.org/top-of-the-park/,https://en.wikivoyage.org/wiki/Ann_Arbor
australiaandpacific/australia/newsouthwales/sydney,Sydney,Sydney,47,43,see,Royal Easter Show,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Barangaroo Reserve,australiaandpacific/australia/newsouthwales/sydney/barangaroo,0.4,,,missing_coordinates; has_external_url,http://www.eastershow.com.au/,https://en.wikivoyage.org/wiki/Sydney
northamerica/unitedstates/delaware/rehobothbeach,Rehoboth Beach,Rehoboth Beach,9,43,do,Heritage Inn & Suites Rehoboth Beach,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Rehoboth Beach Boardwalk,northamerica/unitedstates/delaware/rehobothbeach/boardwalk,0.452,,,missing_coordinates; has_external_url,http://www.rehobothheritage.com/,https://en.wikivoyage.org/wiki/Rehoboth_Beach
asia/thailand/kohtao,Koh Tao,Ko Tao,8,73,do,Simple Life Divers,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Sairee Beach,asia/thailand/kohtao/sairee_beach,0.333,,,missing_coordinates; has_external_url,http://www.simplelifedivers.com,https://en.wikivoyage.org/wiki/Ko_Tao
southamerica/ecuador/galapagosislands/theislands,The Galápagos Islands,Galapagos Islands,1,30,see,CarpeDM Adventures Ecuador,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Wildlife Scuba Diving,southamerica/ecuador/galapagosislands/wildlife_scuba_div,0.298,,,missing_coordinates; has_external_url,https://www.thisiscarpedm.com,https://en.wikivoyage.org/wiki/Galapagos_Islands
europe/serbia/novisad,Novi Sad,Novi Sad,18,42,do,Železnicar Association of mountaineers and skiers,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Gallery of Matica Srpska,europe/serbia/novisad/gallery_matica_srpska,0.417,,,missing_coordinates; has_external_url,http://www.psdzeleznicarns.org.rs,https://en.wikivoyage.org/wiki/Novi_Sad
asia/india/uttaranchal/nainital,Nainital,Nainital,5,22,see,"Neem Karoli Baba Ashram & Temple, Kainchi",0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Naina Devi Temple,asia/india/uttaranchal/nainital/naina_devi_temple,0.441,,,missing_coordinates; has_external_url,http://www.nainitaltourism.com/kainchi.html,https://en.wikivoyage.org/wiki/Nainital
europe/lithuania/alytus,Alytus,Alytus,4,6,see,Church of the Guardian Angels,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,"Church of the Blessed Virgin Mary, Help of Christians",europe/lithuania/alytus/church_of_the_blessed_virgin_mary,0.466,,,missing_coordinates; has_external_url,http://vilkaviskiovyskupija.lt/dekanatai-ir-parapijos/alytaus-dekanatas/alytaus-sv-angelu-sargu-parapija/,https://en.wikivoyage.org/wiki/Alytus
europe/france/normandybrittany/rouen,Rouen,Rouen,25,51,see,L'atrium,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Place du Vieux-Marché,europe/france/normandybrittany/rouen/place_du_vieux_marche,0.4,,,missing_coordinates; has_external_url,https://www.atriumnormandie.fr/,https://en.wikivoyage.org/wiki/Rouen
northamerica/canada/britishcolumbia/tofino,Tofino,Tofino,6,46,see,Pacific Rim Whale Festival,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Whale Watching,northamerica/canada/britishcolumbia/tofino/whale_watching,0.35,,,missing_coordinates; has_external_url,https://www.pacificrimwhalefestival.com/,https://en.wikivoyage.org/wiki/Tofino
europe/unitedkingdom/scotland/peterhead,Peterhead,Peterhead,1,30,do,Peterhead Town Trail,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Things to do in Peterhead,europe/unitedkingdom/scotland/peterhead/things_to_do,0.4,,,missing_coordinates; has_external_url,https://www.peterheadtrail.co.uk/the-peterhead-trail,https://en.wikivoyage.org/wiki/Peterhead
northamerica/unitedstates/california/longbeach,Long Beach,Long Beach,10,97,see,Long Beach Transit,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Naples Canals,northamerica/unitedstates/california/longbeach/naples_canals,0.387,,,missing_coordinates; has_external_url,https://ridelbt.com/,https://en.wikivoyage.org/wiki/Long_Beach
