world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
southamerica/bolivia/salar_of_uyuni,Salar de Uyuni,Salar de Uyuni,0,24,see,Laguna Blanca,0.63,candidate,has coordinates; has description; high-value type,-22.8,-67.794,,,0.0,,290.068,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Salar_de_Uyuni
southamerica/bolivia/salar_of_uyuni,Salar de Uyuni,Salar de Uyuni,0,24,see,Laguna Hedionda,0.63,candidate,has coordinates; has description; high-value type,-21.568,-68.05,,,0.0,,161.501,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Salar_de_Uyuni
asia/kyrgyzstan/osh,Osh,Osh,14,20,see,Alai Valley,0.63,candidate,has coordinates; has description; high-value type,39.6777,72.8825,Cafe Navat,asia/kyrgyzstan/osh/cafe_navat,0.381,94.973,94.852,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Osh
southamerica/bolivia/salar_of_uyuni,Salar de Uyuni,Salar de Uyuni,0,24,see,Arbol de Piedra,0.63,candidate,has coordinates; has description; high-value type,-22.0517014,-67.8829092,,,0.0,,208.936,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Salar_de_Uyuni
asia/china/xinjiangprovince/burqin,Burqin,Burqin,8,15,do,Gikpring International Ski Resort,0.63,candidate,has coordinates; has description; high-value type,48.56458,87.434337,Russian-style Street,asia/china/xinjiangprovince/burqin/russian_style_street,0.377,104.109,104.249,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Burqin
asia/china/innermongolia/baotou,Baotou,Baotou,3,9,see,Shiramuren Grassland,0.63,candidate,has coordinates; has description; high-value type,41.279873,111.216379,Xiangshawan — Resonant Sand Ravine,asia/china/innermongolia/baotou/xiangshawan,0.423,156.738,135.197,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Baotou
asia/iran/tehran,Tehran,Tehran,44,119,see,Namakabrud,0.63,candidate,has coordinates; has description; high-value type,36.6774,51.3093,Darakeh,asia/iran/tehran/darakeh,0.353,97.598,110.113,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Tehran
africa/southafrica/krugernationalpark,Kruger National Park,Kruger National Park,7,74,see,Kanniedood hide,0.63,candidate,has coordinates; has description; high-value type,-23.1254,31.4541,Pafuri Region,africa/southafrica/krugernationalpark/pafuri_region,0.286,78.947,96.508,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Kruger_National_Park
asia/thailand/surat_thani,Surat Thani,Surat Thani,3,147,see,Phetpanomwang,0.63,candidate,has coordinates; has description; high-value type,9.091979,99.605284,Night Markets and Southern Thai Food,asia/thailand/surat_thani/night_markets_and_local_food,0.286,,94.768,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Surat_Thani
southamerica/bolivia/salar_of_uyuni,Salar de Uyuni,Salar de Uyuni,0,24,see,Laguna Colorada,0.63,candidate,has coordinates; has description; high-value type,-22.2,-67.8,,,0.0,,223.87,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Salar_de_Uyuni
asia/china/innermongolia/baotou,Baotou,Baotou,3,9,see,Guyang County Section of the Great Wall,0.63,candidate,has coordinates; has description; high-value type,35.285539,104.099931,Wudangzhao Lamasery,asia/china/innermongolia/baotou/wudangzhao_lamasery,0.333,818.321,780.185,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Baotou
asia/unitedarabemirates/abudhabi,Abu Dhabi,Abu Dhabi,53,106,see,Dubai,0.63,candidate,has coordinates; has description; high-value type,25.2865,55.3526,Zuma,asia/unitedarabemirates/abudhabi/zuma,0.444,130.665,135.099,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Abu_Dhabi
southamerica/bolivia/salar_of_uyuni,Salar de Uyuni,Salar de Uyuni,0,24,do,Termas de Polques hot springs,0.63,candidate,has coordinates; has description; high-value type,-22.536,-67.649,,,0.0,,259.645,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Salar_de_Uyuni
southamerica/chile/sanpedrodeatacama,San Pedro de Atacama,San Pedro de Atacama,5,29,see,Salar de Tara,0.63,candidate,has coordinates; has description; high-value type,-23.083333,-67.25,Pukará de Quitor,southamerica/chile/sanpedrodeatacama/pukara_quitor,0.455,101.016,99.24,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/San_Pedro_de_Atacama
southamerica/bolivia/salar_of_uyuni,Salar de Uyuni,Salar de Uyuni,0,24,see,Valles de Rocas,0.63,candidate,has coordinates; has description; high-value type,-21.7262437,-67.5242843,,,0.0,,169.235,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Salar_de_Uyuni
southamerica/bolivia/salar_of_uyuni,Salar de Uyuni,Salar de Uyuni,0,24,see,Sillar,0.63,candidate,has coordinates; has description; high-value type,-21.4,-65.85,,,0.0,,218.241,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Salar_de_Uyuni
southamerica/bolivia/salar_of_uyuni,Salar de Uyuni,Salar de Uyuni,0,24,see,Sol de Manaña,0.63,candidate,has coordinates; has description; high-value type,-22.435014,-67.75791,,,0.0,,249.317,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Salar_de_Uyuni
africa/ethiopia/danakilsdepression,Danakil Depression,Danakil Depression,6,9,do,Swimming,0.63,candidate,has coordinates; has description; high-value type,13.255289,40.861964,Dallol Hydrothermal Field,africa/ethiopia/danakilsdepression/dallol,0.121,125.394,125.358,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Danakil_Depression
southamerica/bolivia/salar_of_uyuni,Salar de Uyuni,Salar de Uyuni,0,24,see,Laguna Celeste,0.63,candidate,has coordinates; has description; high-value type,-22.2125,-67.108333,,,0.0,,227.246,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Salar_de_Uyuni
asia/thailand/surat_thani,Surat Thani,Surat Thani,3,147,see,Tourism Attraction Bangsawan,0.63,candidate,has coordinates; has description; high-value type,8.62253,98.9805,Tapee River Waterfront,asia/thailand/surat_thani/tapee_river_waterfront,0.32,,95.394,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Surat_Thani
africa/eritrea/danakildepression,Danakil Depression,Danakil Depression,3,9,do,Swimming,0.63,candidate,has coordinates; has description; high-value type,13.255289,40.861964,Gaet'ale Pond,africa/eritrea/danakildepression/gaetale_pond,0.095,121.479,125.358,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Danakil_Depression
europe/romania/buzau,Buzău,Buzău,5,6,see,Pâclele Mari Mud Volcanoes,0.62,candidate,has coordinates; high-value type,45.3417191,26.7092723,Berca Mud Volcanoes,europe/romania/buzau/berca_mud_volcanoes,0.711,1.088,23.043,needs_external_source,,https://en.wikivoyage.org/wiki/Buz%C4%83u
northamerica/unitedstates/rhodeisland/newport,Newport,Newport (Rhode Island),10,111,see,Chateau-sur-Mer,0.62,candidate,has coordinates; high-value type,41.4712,-71.3053,Bellevue Avenue Historic District,northamerica/unitedstates/rhodeisland/newport/bellevue_avenue,0.573,0.427,1.534,needs_external_source,,https://en.wikivoyage.org/wiki/Newport_%28Rhode_Island%29
asia/japan/shikoku/tokushima,Tokushima,Tokushima,13,14,see,JR Tokushima Station,0.62,candidate,has coordinates; high-value type,34.0744193,134.5510693,Tokushima Castle Ruins,asia/japan/shikoku/tokushima/tokushima_castle,0.667,0.397,0.868,needs_external_source,,https://en.wikivoyage.org/wiki/Tokushima
europe/unitedkingdom/scotland/mallaig,Mallaig,Mallaig,8,6,see,Morar,0.62,candidate,has coordinates; high-value type,56.9695,-5.8216,Loch Morar,europe/unitedkingdom/scotland/mallaig/loch_morar,0.667,4.34,4.101,needs_external_source,,https://en.wikivoyage.org/wiki/Mallaig
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/doncaster,Doncaster,Doncaster,5,48,do,Doncaster Town Moor,0.62,candidate,has coordinates; high-value type,53.51777,-1.10603,Doncaster Market,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/doncaster/corn_exchange_market,0.686,1.912,1.9,needs_external_source,,https://en.wikivoyage.org/wiki/Doncaster
europe/france/normandybrittany/lisieux,Lisieux,Lisieux,4,6,see,Château de Saint-Germain-de-Livet,0.62,candidate,has coordinates; high-value type,49.074444,0.191111,Cathédrale Saint-Pierre,europe/france/normandybrittany/lisieux/cathedrale_saint_pierre,0.56,8.451,8.35,needs_external_source,,https://en.wikivoyage.org/wiki/Lisieux
europe/lithuania/vilnius,Vilnius,Vilnius,53,134,see,Verkiai,0.62,candidate,has coordinates; high-value type,54.782,25.33,Vartai,europe/lithuania/vilnius/vartai,0.615,11.834,11.025,needs_external_source,,https://en.wikivoyage.org/wiki/Vilnius
southamerica/argentina/patagonia/comodoro_rivadavia,Comodoro Rivadavia,Comodoro Rivadavia,4,8,do,El Chenque,0.62,candidate,has coordinates; high-value type,-45.8584,-67.478,Cerro Chenque,southamerica/argentina/patagonia/comodoro_rivadavia/chenque_hill,0.7,0.312,0.573,needs_external_source,,https://en.wikivoyage.org/wiki/Comodoro_Rivadavia
northamerica/unitedstates/newyorkstate/ithaca_tompkins_c,Ithaca,Ithaca (New York),19,87,do,The Alan Treman State Marina,0.62,candidate,has coordinates; high-value type,42.45731,-76.51265,Robert H. Treman State Park,northamerica/unitedstates/newyorkstate/ithaca_tompkins_c/robert_treman_park,0.64,7.087,2.111,needs_external_source,,https://en.wikivoyage.org/wiki/Ithaca_%28New_York%29
asia/japan/honshu/izumo,Izumo,Izumo,5,13,see,Gakuen-ji,0.62,candidate,has coordinates; high-value type,35.42325,132.749389,Lake Shinji,asia/japan/honshu/izumo/lake_shinji,0.6,29.031,6.287,needs_external_source,,https://en.wikivoyage.org/wiki/Izumo
australiaandpacific/newzealand/south_island/west_coast/hokitika,Hokitika,Hokitika,4,46,see,Government Buildings,0.62,candidate,has coordinates; high-value type,-42.719116,170.963179,Hokitika Beach and Driftwood Sculptures,australiaandpacific/newzealand/south_island/west_coast/hokitika/hokitika_beach,0.674,0.326,21.578,needs_external_source,,https://en.wikivoyage.org/wiki/Hokitika
asia/india/gujarat/modhera,Modhera,Modhera,4,14,see,Primary Health Centre (PHC),0.62,candidate,has coordinates; high-value type,23.582367,72.141879,Modheshwari Mata Temple,asia/india/gujarat/modhera/modheshwari_temple,0.623,0.377,0.169,needs_external_source,,https://en.wikivoyage.org/wiki/Modhera
