world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/indonesia/java/ambarawa,Ambarawa,Ambarawa,7,18,see,St. Joseph's Catholic Church,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-7.261536,110.396861,Ambarawa Train Museum,asia/indonesia/java/ambarawa/ambarawa_train_museum,0.34,0.66,0.692,has_external_url,http://gerejajago.org/,https://en.wikivoyage.org/wiki/Ambarawa
europe/france/normandybrittany/rouen,Rouen,Rouen,25,51,see,Musée Maritime Fluvial et Portuaire,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,49.44466,1.0607,Musée Flaubert et d'Histoire de la Médecine,europe/france/normandybrittany/rouen/musee_flaubert,0.472,1.199,2.45,has_external_url,http://www1.musee-maritime-rouen.asso.fr/,https://en.wikivoyage.org/wiki/Rouen
northamerica/costarica/liberia,Liberia,Liberia (Costa Rica),2,27,see,Museum Guanacaste,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,10.62989,-85.43929,Hacienda Guachipelín,northamerica/costarica/liberia/hacienda_guachipel,0.378,14.585,0.258,has_external_url,http://si.cultura.cr/infraestructura/museo-de-guanacaste.html,https://en.wikivoyage.org/wiki/Liberia_%28Costa_Rica%29
northamerica/unitedstates/california/burlingame,Burlingame,Burlingame,4,32,do,Crystal Springs Regional Trail,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,37.58896,-122.41295,Coyote Point Recreation Area,northamerica/unitedstates/california/burlingame/coyote_point,0.517,7.653,5.909,has_external_url,https://www.smcgov.org/parks/crystal-springs-regional-trail,https://en.wikivoyage.org/wiki/Burlingame
northamerica/unitedstates/michigan/grandrapids,Grand Rapids,Grand Rapids,0,52,do,West Michigan Whitecaps,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,43.04075,-85.6594,,,0.0,,8.63,has_external_url,https://www.milb.com/west-michigan,https://en.wikivoyage.org/wiki/Grand_Rapids
northamerica/unitedstates/nevada/incline_village,Incline Village,Incline Village,5,5,see,Tahoe Science Center,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,39.24278,-119.93963,T's Rotisserie,northamerica/unitedstates/nevada/incline_village/ts_rotisserie,0.412,1.28,1.336,has_external_url,https://tahoe.ucdavis.edu/tahoesciencecenter,https://en.wikivoyage.org/wiki/Incline_Village
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/doncaster,Doncaster,Doncaster,5,48,see,South Yorkshire Aircraft Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,53.5141,-1.1098,"Danum Gallery, Library and Museum",europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/doncaster/danum_gallery,0.349,1.376,1.841,has_external_url,https://www.southyorkshireaircraftmuseum.org.uk/,https://en.wikivoyage.org/wiki/Doncaster
europe/netherlands/arnhem,Arnhem,Arnhem,12,78,see,Nederlands Wijnmuseum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.986464,5.92362,Dutch Open Air Museum,europe/netherlands/arnhem/dutch_open_air_museum,0.429,3.004,1.713,has_external_url,http://www.robbersenvandenhoogen.nl/wijnmuseum,https://en.wikivoyage.org/wiki/Arnhem
europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/devizes,Devizes,Devizes,7,9,see,Pewsey Heritage Centre,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.34,-1.765,Devizes Castle,europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/devizes/devizes_castle,0.389,16.262,16.092,has_external_url,http://pewsey-heritage-centre.org.uk/index.php,https://en.wikivoyage.org/wiki/Devizes
europe/italy/campania/pompeii,Pompeii,Pompeii,10,17,see,Shrine of the Virgin of the Rosary of Pompei,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,40.75,14.500556,House of the Tragic Poet,europe/italy/campania/pompeii/house_of_the_tragic_poet,0.464,1.375,0.864,has_external_url,http://www.santuario.it/,https://en.wikivoyage.org/wiki/Pompeii
europe/hungary/veszprem,Veszprém,Veszprém,11,105,see,Városlőd,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.148,17.656,Heroes' Gate,europe/hungary/veszprem/heroes_gate,0.421,19.614,20.01,has_external_url,http://www.varoslod.hu/,https://en.wikivoyage.org/wiki/Veszpr%C3%A9m
